lemma,shannon
ihr,0.6365141682948128
der,1.6695803623853613
betonen,0.6365141682948128
sein,1.5127633969661094
ein,1.3386718783221463
welch,0.5004024235381879
können,0.6931471805599453
zünden,0.6931471805599453
gut,1.2730283365896258
unser,1.3321790402101223
gesund,0.9502705392332347
halten,0.5623351446188083
dies,0.5004024235381879
enthalten,0.6931471805599453
hoch,0.6931471805599453
wesentlich,0.6931471805599453
ander,1.0986122886681096
schlecht,0.6365141682948128
alle,1.0397207708399179
gesättigt,0.6931471805599453
wir,0.5623351446188083
ausgewogen,0.6931471805599453
