lemma,shannon
der,1.675591913362559
haben,0.9649629230074277
dies,1.4142790651247086
ein,1.6762349391347309
halten,0.6365141682948128
schreiben,0.6931471805599453
er,0.6365141682948128
modern,0.6931471805599453
werden,1.0775563270668007
sein,1.749778989184166
umfassend,0.6931471805599453
solch,0.6365141682948128
entstehen,0.6365141682948128
können,1.15374194270109
früh,0.6365141682948128
erst,0.6931471805599453
kurz,0.6365141682948128
existieren,0.6931471805599453
neu,0.6931471805599453
bezeugt,0.6931471805599453
weit,0.6931471805599453
