lemma,shannon
der,1.7175417712506396
sein,1.870372310109139
ein,1.6121615975941657
haben,0.5623351446188083
nachhaltig,0.6931471805599453
deutsch,1.0986122886681096
dies,1.2148896539491203
übersetzen,0.6931471805599453
ihr,0.6931471805599453
sprachlich,0.6931471805599453
lateinisch,0.5004024235381879
jed,0.6365141682948128
machen,0.6365141682948128
er,0.7595473914748635
philologisch,0.6931471805599453
schaffen,0.6365141682948128
rhetorisch,0.6365141682948128
gelingen,0.6931471805599453
kulturell,0.6365141682948128
didaktisch,0.6931471805599453
christlich,0.6931471805599453
ethisch,0.6931471805599453
eigen,0.5623351446188083
entsprechen,0.6931471805599453
kritisch,0.6365141682948128
einzigartig,0.6931471805599453
neu,0.6931471805599453
modern,0.6931471805599453
