lemma,shannon
dies,1.242453324894
der,1.6405884939617756
haben,0.5623351446188083
sein,1.2153881010836147
ein,1.5426758611087728
ihr,0.5004024235381879
betonen,0.6931471805599453
erwähnen,0.6931471805599453
geben,0.6365141682948128
nah,0.6931471805599453
werden,1.3896811919839047
wichtig,0.6365141682948128
solch,0.6931471805599453
müssen,0.6931471805599453
können,1.0549201679861442
bekräftigen,0.6931471805599453
erst,0.6365141682948128
verschieden,0.6931471805599453
alle,0.6931471805599453
feststellen,0.6931471805599453
