system,file,shannon,simpson
ashuman,1,101.48305531609041,41.40667051199489
ashuman,10,96.29855379602671,42.09250192996384
ashuman,100,101.57936835054696,40.04426152390803
ashuman,11,86.82670235605762,46.59130594327138
ashuman,12,97.32743398537136,42.62856717738614
ashuman,13,97.53127905967965,42.88204210686773
ashuman,14,90.45956724099172,44.903212791539595
ashuman,15,87.97392343676898,46.22190410250807
ashuman,16,85.73806060754453,47.574596217839456
ashuman,17,88.27722254197913,44.966638194419765
ashuman,18,90.91427645602974,45.15887372302424
ashuman,19,91.15019407932672,44.26257294316598
ashuman,2,88.65825933347861,45.60529931227983
ashuman,20,91.12659151706649,43.63969512840657
ashuman,21,104.16705274744733,39.46182680377252
ashuman,22,92.25723502046237,43.578896292099756
ashuman,23,95.15680810590952,42.79953347257286
ashuman,24,84.65406586723529,46.04565422000706
ashuman,25,89.76489237581208,44.950228706115674
ashuman,26,101.31277336468787,39.808107984322014
ashuman,27,89.6721350770896,44.780493365596875
ashuman,28,95.64773223654008,42.96277130103755
ashuman,29,90.88730640098723,44.70900511751032
ashuman,3,102.3363744026089,39.92515870750144
ashuman,30,95.61810545576708,43.02574752189929
ashuman,31,88.25318462592485,45.1122870813084
ashuman,32,92.14499291167333,44.98107038974826
ashuman,33,87.7667734815549,44.387594205937134
ashuman,34,94.32858848754847,43.41447990535215
ashuman,35,89.2009358170825,45.88538982995891
ashuman,36,95.66524855285967,42.76389188696417
ashuman,37,88.13025852959775,45.91927236675955
ashuman,38,89.19216096439868,44.8633220543485
ashuman,39,85.49274290279563,47.34317640057332
ashuman,4,90.93406158554504,44.74423987805414
ashuman,40,93.31509589810527,42.78803838862846
ashuman,41,94.59838447461738,43.89665347672172
ashuman,42,97.56670964740579,43.12940045071022
ashuman,43,85.87762327773638,45.78104167651896
ashuman,44,90.00327161284032,45.03247549019608
ashuman,45,105.84198558894191,40.319959255702585
ashuman,46,87.97634417240722,46.38689869319747
ashuman,47,94.78186276884834,43.60475245653817
ashuman,48,98.00128692308434,43.313108240785475
ashuman,49,96.46194843743625,42.739983192621466
ashuman,5,86.18286941909085,46.022546255495996
ashuman,50,93.84396905178204,42.99662865416372
ashuman,51,101.17546599790839,40.79360844601131
ashuman,52,94.74457036922442,43.599117590380416
ashuman,53,94.48882552628457,43.49511942189711
ashuman,54,85.15030558168837,45.217845504954504
ashuman,55,80.43278376038323,48.64701411110057
ashuman,56,85.27628802323882,46.53553804729697
ashuman,57,84.74340112266682,47.04100887608323
ashuman,58,89.68728367837512,44.65477135474243
ashuman,59,88.02730549007234,46.459969973639126
ashuman,6,95.74188385281909,42.74472241327163
ashuman,60,91.92665413102257,45.8545316608363
