system,file,shannon,simpson
ashuman,1,80.11273323167028,47.36722929195986
ashuman,10,89.84554312576553,44.193954883158604
ashuman,11,87.23792362456354,47.11299222501146
ashuman,12,86.74541329710324,45.417777957743944
ashuman,13,84.94864509775998,45.598421692161914
ashuman,14,89.23106707317685,45.86092288931924
ashuman,15,88.21792140904311,44.09796810359779
ashuman,16,86.74121288325685,45.40390365827607
ashuman,17,83.76688410954614,46.364655117819645
ashuman,18,83.9682884018741,46.64973625885236
ashuman,19,87.98848236776186,44.920102115972654
ashuman,2,83.1509206126473,45.80006742065825
ashuman,20,89.22001268192132,45.09088109097524
ashuman,21,93.45210308848522,42.22415621544971
ashuman,22,86.25416050964645,44.45686793140121
ashuman,23,87.74665663747243,45.489016667963256
ashuman,24,81.79006664944141,47.0320878479183
ashuman,25,82.58186875510569,47.1920890690732
ashuman,26,87.896909282573,45.88461992478747
ashuman,27,85.11760262644994,46.85480639014865
ashuman,28,83.40644050986351,46.83468169951361
ashuman,29,84.81834230435621,46.92082422119185
ashuman,3,88.53187334681203,43.96128086466495
ashuman,30,92.978491324777,42.67984513104056
ashuman,31,85.11793358999334,46.096571653454774
ashuman,32,88.50068844077113,45.23565375987861
ashuman,33,80.20729610263609,49.36915035649252
ashuman,34,84.03555424955626,46.06368930607988
ashuman,35,90.26078889892321,44.35995462627465
ashuman,36,86.63224737516114,45.78900271591782
ashuman,37,93.04600712886877,42.92355526344648
ashuman,38,73.60849728581776,51.62631657473534
ashuman,39,93.9576329538346,42.650129338011325
ashuman,4,80.59981550593014,48.13150321128058
ashuman,40,87.73361807531765,45.15378743901227
ashuman,41,81.74639911867331,49.24155295646524
ashuman,42,85.43804953830724,45.41900915889182
ashuman,43,88.77386253248328,44.4948852995702
ashuman,44,82.88557683459756,46.33402471222984
ashuman,45,88.20342738392048,45.446657815484684
ashuman,46,89.22965113815219,45.17702062205618
ashuman,47,92.10783746067837,44.20516368258373
ashuman,48,92.35386536168878,42.85282771338422
ashuman,49,105.71746586849902,38.99538511456006
ashuman,5,84.17085469243672,46.36630375052578
ashuman,50,90.42271903921237,43.90676110583518
ashuman,51,93.16172624408688,41.90814688925259
ashuman,52,83.41375906026155,45.81195423281242
ashuman,53,85.2839132801618,46.777096426527386
ashuman,54,94.9904090244602,42.76104015173692
ashuman,55,84.96886631708416,45.73827306854308
ashuman,56,84.14750050805307,47.16368185705855
ashuman,57,86.15858868748043,45.501738200872396
ashuman,58,83.91482421243687,47.255119755922216
ashuman,59,84.21991981543758,45.75492559278555
ashuman,6,79.40155614710878,49.089689454533584
ashuman,60,86.24944858643059,45.72650046869674
ashuman,61,89.8663964173154,45.63097727715833
ashuman,62,92.42350075524178,43.23756490506835
ashuman,63,79.34224785387678,49.678098509979854
ashuman,64,74.34266561925212,50.121580267909636
ashuman,65,84.93574448980277,46.493674260403935
ashuman,66,83.5159190416347,46.7952787952788
ashuman,67,88.30005808180972,45.64281741478774
ashuman,68,91.66574825673956,46.31934252167751
ashuman,69,91.57891081350736,43.346547176086716
ashuman,7,91.49391990984327,43.36281175866776
ashuman,70,84.57188209175467,45.660654612722276
ashuman,71,87.2986512830226,45.39646722001622
ashuman,72,82.80049137131186,47.63140058594605
ashuman,73,88.34979473203887,46.05250520112696
ashuman,74,82.31866025090898,47.986482789565315
ashuman,75,88.57331256553474,44.632593512724775
ashuman,76,76.22105306478684,50.28468662292591
ashuman,77,86.60801363671632,46.80317420578436
ashuman,78,89.80740409320698,44.24257888290243
ashuman,79,79.72637629707933,48.864944083694084
ashuman,8,86.10421726499449,45.6136004157636
ashuman,80,93.3782359634348,42.390219615085186
ashuman,81,82.02657067638972,46.90693565426841
ashuman,82,87.28018410368044,45.698467190041896
ashuman,83,81.26451985886415,47.821376007712146
ashuman,84,85.26405900205056,46.88619266052036
ashuman,85,92.30785940557293,43.85610470046659
ashuman,86,93.17637084856395,42.49946668290824
ashuman,87,87.73486204117154,44.71887257717052
ashuman,88,88.79369611660313,44.056490339311424
ashuman,89,77.25261331967657,50.220593218457786
ashuman,9,88.41163162058146,45.019965398710305
ashuman,90,95.99485756756239,42.73510936161847
ashuman,91,100.3814526958144,41.16107582738978
ashuman,92,82.98673880361397,47.83241814895552
ashuman,93,79.54350905396953,48.38700279073432
ashuman,94,93.1116697812219,42.5468818636012
ashuman,95,89.13505198118266,45.134861133862856
ashuman,96,84.00316676974421,46.8886504220141
asmachine,1,86.35541717736798,46.55761762203606
asmachine,10,85.24908831428354,47.54723078078813
asmachine,11,92.4644210413526,44.65781181316882
asmachine,12,101.39251854423146,39.77408242368778
asmachine,13,92.89843662294348,42.21334207044307
asmachine,14,86.98244932448978,44.816838282331915
asmachine,15,86.93312160950414,46.79395970481229
asmachine,16,87.69260200001085,45.2048788408134
asmachine,17,87.22430801861218,46.59454847698717
asmachine,18,91.91626971438207,44.872011708686145
asmachine,19,76.84263520011334,48.96163868773316
asmachine,2,89.57790428175879,44.306533613626726
asmachine,20,98.13675467088993,41.54203260263866
asmachine,21,91.3901656380344,43.9059829059829
asmachine,22,77.02259999717688,50.395949610259194
asmachine,23,82.57717786447557,47.605901874612634
asmachine,24,87.65854027314818,44.40506796479319
asmachine,25,80.70950328907276,47.33135029078568
asmachine,26,88.88751475672643,44.13854047212832
asmachine,27,84.12944869073957,46.117047421754194
asmachine,28,79.97773183828177,48.49585338901817
asmachine,29,81.37063912809562,47.62783854031892
asmachine,3,87.63583257412002,45.077516281888755
asmachine,30,86.63308039518151,45.134167940004865
asmachine,31,79.89509929651746,48.862253086419756
asmachine,32,95.69715324092198,41.26275691544977
asmachine,33,86.65474824313145,45.035368703207936
asmachine,34,90.26458393665453,44.41857096113538
asmachine,35,96.40099076410455,41.779969373319254
asmachine,36,87.22448742122452,45.901886361153906
asmachine,37,85.73941599852093,46.18558472646478
asmachine,38,83.79860606365169,47.85864619069965
asmachine,39,87.65972931261533,44.86163355730927
asmachine,4,83.7310748703315,46.4898722266188
asmachine,40,95.23065922873595,41.8828125
asmachine,41,78.54820598204864,48.140631529679226
asmachine,42,80.51466871599577,48.52036928664148
asmachine,43,86.94962344400525,45.251207729468604
asmachine,44,83.17551270641606,47.04924549161514
asmachine,45,79.24438241182528,49.20472116715659
asmachine,46,86.11964137732862,45.821237037284405
asmachine,47,86.45561266890304,45.47672068256829
asmachine,48,86.08700939155824,45.735711781700836
asmachine,49,90.25259189832255,43.92492788677741
asmachine,5,89.82714382696281,45.44453436428474
asmachine,50,91.72022813384856,44.19141646577544
asmachine,51,86.57710429420278,45.07451186694044
asmachine,52,86.96247382268416,45.49242686605555
asmachine,53,74.80924962352674,50.796047700125804
asmachine,54,96.89053366957722,42.015583382824026
asmachine,55,91.0693281027012,43.83879796426233
asmachine,56,81.33020284782269,48.85743319949798
asmachine,57,86.19309755033386,45.177488679559076
asmachine,58,84.95337577761512,46.10043928168411
asmachine,59,80.9014154384709,47.446119477834685
asmachine,6,90.01300985237228,45.17785711963916
asmachine,60,90.34731518291412,44.51390537399353
asmachine,61,79.89818739442092,48.90175859956079
asmachine,62,93.46647013250464,43.81191465738169
