system,file,TTR,Yules,MTLD
continue,1.txt,70.86,15074.76,312.49
continue,10.txt,68.12,15036.05,315.29
continue,100.txt,72.66,23076.31,395.78
continue,11.txt,72.6,17224.71,380.29
continue,12.txt,58.93,9465.31,263.79
continue,13.txt,72.73,19426.55,291.84
continue,14.txt,71.15,16446.7,262.84
continue,15.txt,64.52,10499.55,212.14
continue,16.txt,61.63,10145.8,311.57
continue,17.txt,72.64,18458.31,316.92
continue,18.txt,67.79,18187.55,503.54
continue,19.txt,61.2,8788.27,244.58
continue,2.txt,63.35,11862.81,259.93
continue,20.txt,64.56,12064.01,301.48
continue,21.txt,72.5,16317.91,293.4
continue,22.txt,62.65,12150.47,296.61
continue,23.txt,64.68,13108.66,281.79
continue,24.txt,69.55,15992.99,260.49
continue,25.txt,54.5,6781.83,169.07
continue,26.txt,66.6,11323.62,268.24
continue,27.txt,61.1,10206.15,274.1
continue,28.txt,59.85,10517.99,282.38
continue,29.txt,65.26,13867.87,386.98
continue,3.txt,67.0,11122.4,243.43
continue,30.txt,64.83,11806.71,214.41
continue,31.txt,66.86,12216.75,260.56
continue,32.txt,59.0,8339.89,215.01
continue,33.txt,65.05,15107.58,396.54
continue,34.txt,72.21,16715.23,327.42
continue,35.txt,65.55,11810.61,222.22
continue,36.txt,62.82,11946.61,350.37
continue,37.txt,68.08,16023.23,324.28
continue,38.txt,63.99,11385.47,236.86
continue,39.txt,66.24,13396.13,262.45
continue,4.txt,61.56,11136.36,290.55
continue,40.txt,66.18,11902.46,311.61
continue,41.txt,67.75,13284.54,272.49
continue,42.txt,73.67,20089.29,417.88
continue,43.txt,71.25,20899.18,405.63
continue,44.txt,63.68,10610.58,216.86
continue,45.txt,67.83,17633.33,393.66
continue,46.txt,69.8,13026.84,306.99
continue,47.txt,68.44,13059.54,277.42
continue,48.txt,68.65,12575.21,250.0
continue,49.txt,61.61,13230.0,319.78
continue,5.txt,64.76,12389.05,282.62
continue,50.txt,62.46,9004.41,248.87
continue,51.txt,72.03,16870.64,319.77
continue,52.txt,64.12,14697.53,360.69
continue,53.txt,67.47,14062.86,295.08
continue,54.txt,62.44,11439.7,264.78
continue,55.txt,70.82,15864.59,324.73
continue,56.txt,71.1,17279.31,350.44
continue,57.txt,73.86,17522.54,288.41
continue,58.txt,73.21,17798.82,302.4
continue,59.txt,65.74,13280.7,303.32
continue,6.txt,66.05,10806.41,214.91
continue,60.txt,69.22,13891.75,306.42
continue,61.txt,72.19,18228.23,380.48
continue,62.txt,72.54,19958.36,352.06
continue,63.txt,71.48,16310.22,321.67
continue,64.txt,65.59,12371.24,256.26
continue,65.txt,65.59,14695.46,390.31
continue,66.txt,72.63,17109.11,370.48
continue,67.txt,64.62,10957.35,298.5
continue,68.txt,63.58,9527.76,231.42
continue,69.txt,60.73,9807.59,251.36
continue,7.txt,69.66,17058.26,292.19
continue,70.txt,68.89,15725.45,277.05
continue,71.txt,65.56,13585.75,300.28
continue,72.txt,66.01,14699.77,323.44
continue,73.txt,64.61,11597.05,294.58
continue,74.txt,66.59,14786.02,322.19
continue,75.txt,72.25,16505.28,397.7
continue,76.txt,61.92,10707.71,273.9
continue,77.txt,65.47,15519.59,279.34
continue,78.txt,71.4,26375.07,303.78
continue,79.txt,63.2,12566.48,338.96
continue,8.txt,69.19,14334.86,268.4
continue,80.txt,60.91,10159.86,278.75
continue,81.txt,73.56,20034.78,425.5
continue,82.txt,70.88,16030.44,379.82
continue,83.txt,69.75,14962.75,339.27
continue,84.txt,60.34,8986.38,179.14
continue,85.txt,63.41,11811.89,291.41
continue,86.txt,67.58,12267.47,279.33
continue,87.txt,69.3,13665.39,267.69
continue,88.txt,64.32,11800.58,347.46
continue,89.txt,73.19,20214.2,333.0
continue,9.txt,64.96,12188.5,315.99
continue,90.txt,70.55,14700.0,267.29
continue,91.txt,64.21,9419.73,215.21
continue,92.txt,60.1,9320.04,206.82
continue,93.txt,70.3,21220.25,384.55
continue,94.txt,69.23,15172.54,236.61
continue,95.txt,71.02,18033.07,339.71
continue,96.txt,65.21,13031.4,278.21
continue,97.txt,66.53,11476.95,243.86
continue,98.txt,63.54,10896.02,263.38
continue,99.txt,64.17,13253.84,265.97
create,1.txt,70.28,20525.6,408.08
