system,file,TTR,Yules,MTLD
continue,1.txt,64.77,11483.27,247.34
continue,10.txt,58.49,7375.52,219.81
continue,100.txt,65.65,12295.33,296.56
continue,11.txt,59.04,7316.75,201.96
continue,12.txt,60.16,7343.32,195.44
continue,13.txt,59.08,8958.43,231.26
continue,14.txt,58.8,8090.64,241.33
continue,15.txt,59.53,8047.06,209.97
continue,16.txt,62.04,10122.46,253.01
continue,17.txt,59.07,8519.46,227.93
continue,18.txt,60.13,8798.34,268.04
continue,19.txt,61.46,9935.21,252.45
continue,2.txt,60.09,8112.57,229.97
continue,20.txt,62.74,9088.35,186.63
continue,21.txt,61.83,9901.03,253.32
continue,22.txt,63.98,9701.57,260.86
continue,23.txt,62.95,9663.94,285.03
continue,24.txt,69.61,13593.48,366.31
continue,25.txt,61.04,8393.43,227.4
continue,26.txt,59.92,7920.72,219.9
continue,27.txt,57.97,7014.99,198.62
continue,28.txt,60.17,9015.65,250.81
continue,29.txt,58.82,7707.01,208.13
continue,3.txt,61.65,9233.14,234.12
continue,30.txt,65.96,12400.26,319.03
continue,31.txt,60.25,8968.0,211.53
continue,32.txt,61.91,8775.1,262.67
continue,33.txt,57.83,6886.52,205.37
continue,34.txt,58.96,7216.82,196.32
continue,35.txt,57.93,7179.49,201.21
continue,36.txt,59.09,7504.6,222.18
continue,37.txt,60.14,8388.09,180.56
continue,38.txt,64.16,11679.51,293.12
continue,39.txt,62.15,9900.26,223.48
continue,4.txt,61.7,8940.73,266.15
continue,40.txt,61.76,9447.09,254.17
continue,41.txt,60.26,9069.41,249.51
continue,42.txt,63.41,9759.4,261.98
continue,43.txt,64.81,9898.99,245.71
continue,44.txt,60.87,9694.08,249.81
continue,45.txt,60.8,8974.0,241.75
continue,46.txt,63.53,9041.64,261.79
continue,47.txt,63.12,9838.26,237.86
continue,48.txt,56.52,6580.58,216.37
continue,49.txt,64.38,10525.53,253.52
continue,5.txt,63.62,10869.19,284.76
continue,50.txt,63.01,9405.62,254.93
