system,file,TTR,Yules,MTLD
human,64.txt,39.12,1476.62,101.12
human,65.txt,34.4,801.11,143.68
human,66.txt,38.94,1398.27,71.34
human,67.txt,51.18,2551.23,180.87
human,68.txt,53.07,2577.58,278.4
human,69.txt,47.09,2418.29,182.03
human,7.txt,46.82,2091.05,147.71
human,70.txt,51.65,2739.77,154.21
human,71.txt,49.95,2350.13,218.86
human,72.txt,53.62,3451.12,217.87
human,73.txt,46.14,1941.9,127.22
human,74.txt,54.12,2539.09,157.67
human,75.txt,51.87,3046.01,190.0
human,76.txt,53.33,2629.54,150.86
human,77.txt,45.43,1969.96,186.02
human,78.txt,48.02,2256.6,148.36
human,79.txt,49.09,1947.9,197.73
human,8.txt,49.87,2950.92,199.87
human,80.txt,61.16,5034.09,251.05
human,81.txt,45.87,1722.37,172.88
human,82.txt,44.43,2049.13,115.38
human,83.txt,45.13,2262.35,164.36
human,84.txt,50.34,1865.4,161.44
human,85.txt,60.56,3753.77,261.91
human,86.txt,51.72,2294.75,161.52
human,87.txt,49.64,2179.01,242.49
human,88.txt,50.85,2675.26,120.77
human,89.txt,49.46,2751.37,150.36
human,9.txt,49.47,2351.1,189.87
human,90.txt,50.34,2259.0,198.27
human,91.txt,53.21,3500.7,206.08
human,92.txt,52.76,2973.34,189.27
human,93.txt,50.42,2932.55,131.14
human,94.txt,56.12,3490.11,208.06
human,95.txt,53.27,3597.03,208.94
human,96.txt,51.09,1933.9,157.92
human,97.txt,52.85,3005.2,166.23
human,98.txt,53.21,2918.87,194.95
human,99.txt,43.91,1842.59,185.61
