system,file,TTR,Yules,MTLD
continue,1.txt,62.34,7241.57,201.55
continue,10.txt,61.79,8256.15,227.4
continue,100.txt,60.37,8009.98,252.69
continue,11.txt,59.36,7003.47,215.81
continue,12.txt,60.28,6603.21,219.31
continue,13.txt,65.05,9319.72,238.74
continue,14.txt,59.57,7464.56,215.64
continue,15.txt,63.37,8726.08,213.81
continue,16.txt,58.61,6517.06,207.55
continue,17.txt,64.87,10081.81,248.48
continue,18.txt,63.62,8114.52,228.43
continue,19.txt,59.46,6264.31,197.33
continue,2.txt,61.02,6614.18,212.56
continue,20.txt,64.06,8567.92,243.38
continue,21.txt,65.59,8542.62,204.27
continue,22.txt,63.06,9293.88,211.53
continue,23.txt,63.56,9382.38,243.72
continue,24.txt,62.61,9230.01,249.5
continue,25.txt,62.83,7665.75,202.26
continue,26.txt,60.28,8225.18,262.3
continue,27.txt,63.45,8242.71,244.68
continue,28.txt,62.77,9139.5,246.25
continue,29.txt,64.56,9814.23,260.06
continue,3.txt,62.79,7363.12,236.25
continue,30.txt,61.72,8339.03,214.39
continue,31.txt,60.33,6645.68,182.26
continue,32.txt,63.67,8722.96,211.17
continue,33.txt,60.86,7652.78,227.61
continue,34.txt,63.02,9803.12,229.31
continue,35.txt,60.1,6297.66,197.59
continue,36.txt,61.71,7074.42,225.41
continue,37.txt,59.63,6814.05,193.65
continue,38.txt,66.17,9332.62,247.86
continue,39.txt,57.91,7275.9,211.69
continue,4.txt,65.35,9491.88,242.59
continue,40.txt,63.27,9323.13,218.96
continue,41.txt,60.45,7767.91,189.89
continue,42.txt,57.58,6933.59,224.25
continue,43.txt,59.1,7254.59,223.26
continue,44.txt,61.48,8326.15,240.92
continue,45.txt,58.62,6736.01,192.09
continue,46.txt,63.34,9155.61,237.7
continue,47.txt,62.84,8030.83,230.57
continue,48.txt,61.29,8054.31,207.22
continue,49.txt,63.85,8458.76,271.9
continue,5.txt,60.21,7680.86,173.74
continue,50.txt,59.87,6777.37,190.49
continue,51.txt,64.49,8467.99,257.48
continue,52.txt,62.7,8483.56,260.3
continue,53.txt,66.31,11545.89,298.77
continue,54.txt,60.33,7888.32,205.67
continue,55.txt,64.4,10140.66,263.01
continue,56.txt,63.47,9293.68,257.03
continue,57.txt,62.05,7775.09,215.7
continue,58.txt,57.14,5935.18,202.53
continue,59.txt,56.15,6016.37,200.12
continue,6.txt,62.75,8237.68,222.55
continue,60.txt,57.73,6547.25,199.97
continue,61.txt,57.98,6235.6,195.18
continue,62.txt,60.42,7771.05,251.33
continue,63.txt,60.9,7600.0,217.17
continue,64.txt,63.86,8746.93,244.48
continue,65.txt,59.54,6545.76,211.77
continue,66.txt,61.09,7560.21,241.81
continue,67.txt,64.77,8502.78,235.06
continue,68.txt,56.75,5491.79,190.45
continue,69.txt,62.5,8355.61,259.11
continue,7.txt,63.46,9249.45,228.2
continue,70.txt,64.72,9127.17,208.51
continue,71.txt,61.8,7457.82,226.46
continue,72.txt,59.97,7018.95,224.77
continue,73.txt,61.16,7808.79,211.02
continue,74.txt,66.41,8712.52,218.27
continue,75.txt,58.37,6977.38,183.44
continue,76.txt,64.8,10650.97,281.21
continue,77.txt,62.1,8320.57,235.61
continue,78.txt,60.65,7411.82,238.43
continue,79.txt,56.22,6621.28,191.19
continue,8.txt,65.04,8628.99,207.74
continue,80.txt,57.89,7924.48,270.63
continue,81.txt,59.91,6745.01,231.21
continue,82.txt,63.13,8909.34,230.04
continue,83.txt,62.58,9017.55,230.12
continue,84.txt,62.06,8767.35,198.8
continue,85.txt,55.27,6064.34,209.44
continue,86.txt,60.03,6845.31,205.52
continue,87.txt,61.37,7812.5,218.42
continue,88.txt,59.52,7420.22,224.11
continue,89.txt,65.96,10454.11,246.63
continue,9.txt,63.3,9416.11,220.9
continue,90.txt,60.76,7460.49,213.2
