system,file,TTR,Yules,MTLD
continue,1.txt,68.85,13483.65,227.78
continue,10.txt,63.05,11594.16,279.95
continue,2.txt,66.01,14552.95,300.29
continue,3.txt,69.17,13984.02,267.26
continue,4.txt,66.27,11555.37,253.0
continue,5.txt,60.87,10742.2,261.58
continue,6.txt,65.34,11370.32,247.28
continue,7.txt,70.38,16920.66,291.32
continue,8.txt,67.87,18405.83,452.01
continue,9.txt,61.71,10456.3,272.99
create,1.txt,67.15,13733.41,297.92
create,10.txt,67.51,12245.37,308.82
create,2.txt,68.95,15690.75,329.78
create,3.txt,70.41,14320.11,304.84
create,4.txt,67.38,12135.46,314.54
create,5.txt,70.04,15787.36,325.1
create,6.txt,66.91,12255.81,295.1
create,7.txt,71.64,18856.27,311.99
create,8.txt,70.43,16495.57,317.14
create,9.txt,68.02,14640.43,311.76
explain,1.txt,59.5,8778.43,194.22
explain,10.txt,61.46,10027.76,259.81
explain,2.txt,63.13,14861.44,331.46
explain,3.txt,63.51,12070.33,326.04
explain,4.txt,68.32,14176.59,287.12
explain,5.txt,61.62,10321.05,240.46
explain,6.txt,60.89,9933.92,254.21
explain,7.txt,68.22,16155.25,402.21
explain,8.txt,59.67,10365.83,283.61
explain,9.txt,55.24,6503.97,161.62
human,1.txt,48.2,2699.44,89.64
human,10.txt,50.62,3031.73,81.62
human,2.txt,43.29,1536.65,73.03
human,3.txt,46.63,3101.36,106.34
human,4.txt,47.45,2291.03,96.81
human,5.txt,57.89,3101.93,74.43
human,6.txt,56.82,3184.71,92.05
human,7.txt,51.02,2164.15,74.85
human,8.txt,41.99,1931.02,94.49
human,9.txt,45.27,2448.53,76.73
