system,file,TTR,Yules,MTLD
continue,1.txt,66.5,10506.73,270.03
continue,10.txt,58.32,6620.14,199.77
continue,2.txt,62.3,7788.42,201.61
continue,3.txt,58.53,8751.27,237.55
continue,4.txt,59.13,6859.5,203.67
continue,5.txt,58.08,8040.45,224.67
continue,6.txt,62.17,9116.38,291.06
continue,7.txt,65.34,9992.29,269.5
continue,8.txt,60.64,8248.62,242.96
continue,9.txt,58.79,6478.69,199.11
create,1.txt,63.92,9830.51,238.75
create,10.txt,59.07,6586.17,203.36
create,2.txt,61.79,7968.33,234.65
create,3.txt,65.46,10582.78,278.39
create,4.txt,60.27,7495.0,229.3
create,5.txt,63.13,9834.98,264.93
create,6.txt,63.91,9891.77,309.86
create,7.txt,61.57,8233.05,261.25
create,8.txt,57.49,7320.7,260.3
create,9.txt,66.37,11621.54,337.75
explain,1.txt,68.8,14047.15,314.22
explain,10.txt,60.88,6916.08,219.08
explain,2.txt,61.44,7378.24,288.74
explain,3.txt,66.61,11112.51,244.15
explain,4.txt,62.17,9147.21,220.95
explain,5.txt,61.68,9418.12,222.69
explain,6.txt,62.72,9789.38,225.6
explain,7.txt,67.15,12394.48,321.71
explain,8.txt,58.05,6703.52,232.3
explain,9.txt,60.34,7302.69,203.11
human,1.txt,59.59,4584.77,125.33
human,10.txt,58.19,5008.62,122.36
human,2.txt,63.33,4681.99,159.01
human,3.txt,67.16,11028.6,277.54
human,4.txt,54.77,4928.38,104.79
human,5.txt,58.72,6960.62,160.36
human,6.txt,67.98,8701.18,258.47
human,7.txt,56.27,4729.99,257.77
human,8.txt,59.42,5203.44,199.6
human,9.txt,64.76,6940.34,151.27
