system,file,TTR,Yules,MTLD
continue,1.txt,69.3,15192.31,333.9
continue,10.txt,69.51,13199.18,280.96
continue,100.txt,74.36,18536.59,456.0
continue,11.txt,68.86,13284.04,289.51
continue,12.txt,70.02,15536.26,254.16
continue,13.txt,77.87,30979.35,644.57
continue,14.txt,70.48,14859.88,320.29
continue,15.txt,72.08,16878.47,306.92
continue,16.txt,70.88,15949.84,342.52
continue,17.txt,67.78,13316.18,290.96
continue,18.txt,71.29,19687.53,365.94
continue,19.txt,69.84,14400.11,307.76
continue,2.txt,71.48,17424.52,352.67
continue,20.txt,72.85,17604.88,419.91
continue,21.txt,70.0,18148.15,373.64
continue,22.txt,71.4,16317.91,333.02
continue,23.txt,68.79,14759.22,315.79
continue,24.txt,76.75,26809.15,674.39
continue,25.txt,78.1,25981.45,586.96
continue,26.txt,67.65,13077.93,310.64
continue,27.txt,69.45,15414.96,301.52
continue,28.txt,70.07,20022.33,447.99
continue,29.txt,73.9,18525.03,343.81
continue,3.txt,66.3,12545.98,308.86
continue,30.txt,72.2,17738.36,342.46
continue,31.txt,75.0,20828.73,399.67
continue,32.txt,69.32,15120.97,316.68
continue,33.txt,70.38,15701.8,346.58
continue,34.txt,72.37,16786.52,353.39
continue,35.txt,69.47,17229.52,351.0
continue,36.txt,67.35,11828.46,287.22
continue,37.txt,68.26,15078.84,334.77
continue,38.txt,71.86,17845.38,371.51
continue,39.txt,72.0,17419.35,344.86
continue,4.txt,64.3,11324.01,275.95
continue,40.txt,71.02,15402.52,305.71
continue,41.txt,67.94,12523.32,283.66
continue,42.txt,70.49,16494.38,349.28
continue,43.txt,72.12,15456.26,239.99
continue,44.txt,73.92,19173.78,381.47
continue,45.txt,72.68,19795.98,377.27
continue,46.txt,72.76,16987.66,359.21
continue,47.txt,72.98,17514.0,359.73
continue,48.txt,75.55,23414.75,566.39
continue,49.txt,70.65,15739.25,315.03
continue,5.txt,77.42,23679.09,398.03
continue,50.txt,78.57,31857.31,687.53
continue,51.txt,71.05,14800.96,298.37
continue,52.txt,73.13,17876.97,326.97
continue,53.txt,70.05,17291.13,383.19
continue,54.txt,74.38,20069.1,347.95
continue,55.txt,75.08,24941.92,465.18
continue,56.txt,74.42,22740.6,403.9
continue,57.txt,77.22,29826.59,456.78
continue,58.txt,68.02,12909.82,240.9
continue,59.txt,70.58,13728.21,290.47
continue,6.txt,69.12,11839.63,290.6
continue,60.txt,71.45,16879.67,328.16
continue,61.txt,69.49,15989.16,307.69
continue,62.txt,64.62,11349.01,252.53
continue,63.txt,66.67,13324.98,229.1
continue,64.txt,70.89,17150.05,357.72
continue,65.txt,72.82,20621.18,392.79
continue,66.txt,71.17,17998.91,354.22
continue,67.txt,74.13,18808.16,276.36
continue,68.txt,68.67,12489.37,318.6
continue,69.txt,66.54,15672.23,438.94
continue,7.txt,73.38,17473.28,365.02
continue,70.txt,75.18,20988.83,447.78
continue,71.txt,69.95,16114.34,341.96
continue,72.txt,71.62,15693.08,296.32
continue,73.txt,67.46,11482.44,242.7
continue,74.txt,76.27,28203.34,599.62
continue,75.txt,73.56,19428.69,355.51
continue,76.txt,69.13,15292.25,349.49
continue,77.txt,70.74,17948.25,350.83
continue,78.txt,68.39,16615.16,286.0
continue,79.txt,70.62,12737.77,286.21
continue,8.txt,71.13,17425.1,361.74
continue,80.txt,69.73,13997.1,319.54
continue,81.txt,73.31,19012.5,388.34
continue,82.txt,71.7,17957.25,332.15
continue,83.txt,74.24,26678.18,483.03
continue,84.txt,68.4,14033.96,282.43
continue,85.txt,71.77,22269.4,455.85
continue,86.txt,72.65,19633.15,436.0
continue,87.txt,71.6,19349.48,395.01
continue,88.txt,71.81,19274.38,351.45
continue,89.txt,73.57,17738.41,382.2
continue,9.txt,74.76,22236.93,380.22
continue,90.txt,70.57,15922.72,291.49
continue,91.txt,75.68,27138.46,648.42
continue,92.txt,71.88,23288.89,480.97
continue,93.txt,74.69,20926.44,469.75
continue,94.txt,73.9,23881.41,481.32
continue,95.txt,70.56,13971.22,336.74
continue,96.txt,65.64,14099.75,322.82
continue,97.txt,70.81,18232.9,368.95
continue,98.txt,65.67,10849.74,273.74
continue,99.txt,73.22,16993.06,355.84
create,1.txt,70.67,14652.01,324.06
create,10.txt,71.58,18991.74,332.79
create,100.txt,75.29,25597.14,630.85
create,11.txt,70.83,16743.2,322.58
create,12.txt,72.36,19317.56,364.3
create,13.txt,75.99,23168.76,552.0
create,14.txt,68.06,13418.42,276.5
create,15.txt,74.0,19562.13,363.08
create,16.txt,71.84,16761.03,334.32
create,17.txt,70.02,16095.24,294.7
create,18.txt,72.7,17921.6,412.2
create,19.txt,70.47,15285.27,323.17
create,2.txt,73.31,19491.18,396.29
create,20.txt,73.29,20553.29,432.94
create,21.txt,73.01,20446.35,389.33
create,22.txt,72.28,17024.03,382.95
create,23.txt,70.54,17061.32,342.22
create,24.txt,74.66,21421.49,594.0
create,25.txt,75.93,24896.08,478.81
create,26.txt,73.48,19015.84,383.89
create,27.txt,70.16,15031.31,283.5
create,28.txt,75.17,20141.61,343.96
create,29.txt,73.21,17968.51,342.97
create,3.txt,72.45,18638.9,363.74
create,30.txt,72.61,20132.04,467.67
create,31.txt,72.77,20091.77,385.86
create,32.txt,74.29,23079.84,487.85
create,33.txt,74.28,22651.93,437.34
create,34.txt,74.87,22414.23,396.15
create,35.txt,73.61,19031.07,423.73
create,36.txt,73.44,18591.89,340.06
create,37.txt,67.4,14727.2,293.04
create,38.txt,71.03,14659.9,344.72
create,39.txt,81.54,38624.47,723.19
create,4.txt,67.73,18010.37,364.12
create,40.txt,72.98,17473.56,310.82
create,41.txt,75.93,22041.58,462.5
create,42.txt,73.61,22528.32,434.09
create,43.txt,79.13,38381.26,704.17
create,44.txt,71.27,17937.76,391.38
create,45.txt,72.91,18064.9,423.56
create,46.txt,74.52,20272.3,343.07
create,47.txt,72.13,22288.87,424.08
create,48.txt,73.27,21669.43,487.9
create,49.txt,72.73,18999.02,370.0
create,5.txt,71.25,16670.26,346.65
create,50.txt,72.62,18756.52,403.08
create,51.txt,70.31,15569.07,276.5
create,52.txt,72.57,19002.72,379.54
create,53.txt,71.2,15514.59,305.49
create,54.txt,72.71,17837.05,360.01
create,55.txt,77.55,25476.02,574.67
create,56.txt,71.13,19331.0,388.96
create,57.txt,71.66,19360.0,416.99
create,58.txt,74.13,20450.49,374.8
create,59.txt,69.47,14145.33,318.6
create,6.txt,76.0,21840.5,412.4
create,60.txt,72.14,17510.72,358.63
create,61.txt,70.09,17506.6,365.81
