system,file,TTR,Yules,MTLD
continue,1.txt,59.38,7155.1,198.7
continue,10.txt,63.0,8370.44,227.52
continue,11.txt,61.36,7493.16,203.85
continue,12.txt,62.56,8143.22,232.71
continue,13.txt,56.54,5405.47,146.9
continue,14.txt,63.85,10407.83,264.97
continue,15.txt,65.23,9423.61,256.59
continue,16.txt,65.66,9610.01,297.9
continue,17.txt,64.5,9002.66,264.24
continue,18.txt,64.12,10387.76,256.94
continue,19.txt,61.44,7051.56,224.54
continue,2.txt,62.78,6585.73,184.45
continue,20.txt,60.03,6360.85,183.47
continue,21.txt,64.13,8334.54,225.52
continue,22.txt,65.94,8493.39,196.79
continue,23.txt,62.32,7178.08,231.5
continue,24.txt,62.3,7974.62,227.33
continue,25.txt,62.95,10091.88,268.71
continue,26.txt,65.49,7319.95,189.27
continue,27.txt,61.84,7993.34,227.04
continue,28.txt,66.85,9751.26,261.83
continue,29.txt,64.05,7109.12,232.57
continue,3.txt,63.68,7330.02,217.07
continue,30.txt,60.22,6266.08,227.26
continue,31.txt,63.13,7699.23,245.38
continue,32.txt,62.85,8006.74,220.48
continue,33.txt,60.82,6334.44,223.6
continue,34.txt,65.84,10604.14,244.9
continue,35.txt,62.62,7399.8,208.78
continue,36.txt,61.13,8241.98,244.34
continue,37.txt,60.91,6711.9,176.64
continue,38.txt,63.88,9329.28,242.31
continue,39.txt,59.0,5998.01,179.29
continue,4.txt,63.06,7787.67,280.06
continue,40.txt,60.28,7139.16,208.94
continue,41.txt,66.51,10954.82,266.23
continue,42.txt,63.9,8403.93,292.76
continue,43.txt,61.35,7470.3,222.13
continue,44.txt,61.99,7734.33,186.33
continue,45.txt,60.96,8002.26,221.04
continue,46.txt,66.36,9986.13,261.0
continue,47.txt,62.1,7485.24,248.43
continue,48.txt,64.11,9887.9,220.12
continue,49.txt,61.15,6628.44,188.57
continue,5.txt,62.55,7844.44,210.75
continue,50.txt,66.86,9628.54,242.23
continue,51.txt,63.21,9551.07,237.34
continue,52.txt,62.66,7796.07,198.57
continue,53.txt,61.05,6895.72,204.93
continue,54.txt,62.88,8597.19,204.38
continue,55.txt,66.18,9243.94,246.77
continue,56.txt,58.24,6397.68,206.33
continue,57.txt,62.18,7660.88,204.69
continue,58.txt,63.92,10738.13,262.22
continue,59.txt,67.12,10371.43,289.5
continue,6.txt,59.38,7472.22,189.3
continue,60.txt,63.44,10143.6,279.95
continue,61.txt,63.12,9027.43,250.14
continue,62.txt,62.71,8112.1,238.57
continue,63.txt,59.02,7408.97,256.04
continue,64.txt,66.49,9555.56,246.7
continue,65.txt,64.3,9444.08,226.27
continue,66.txt,65.73,10063.27,259.79
continue,67.txt,64.64,11170.31,270.8
continue,68.txt,59.52,6224.59,205.5
continue,69.txt,65.07,9206.36,272.23
continue,7.txt,61.01,6547.04,208.51
continue,70.txt,60.25,6666.82,200.34
continue,71.txt,62.87,8444.5,232.21
continue,72.txt,62.21,7958.04,209.36
continue,73.txt,61.94,6879.61,188.96
continue,74.txt,60.64,7142.43,226.0
continue,75.txt,56.72,5726.53,186.02
continue,76.txt,64.84,9012.3,294.14
continue,77.txt,64.95,9351.05,235.06
continue,78.txt,61.86,7866.92,205.27
continue,79.txt,65.04,8510.28,234.31
continue,8.txt,64.45,9826.63,315.13
continue,80.txt,64.35,9479.73,238.25
continue,81.txt,64.12,7284.93,220.43
continue,82.txt,60.76,7070.34,230.14
continue,83.txt,58.47,6284.25,175.66
continue,84.txt,59.56,6314.2,168.96
continue,85.txt,59.66,6480.33,197.81
continue,86.txt,68.15,12133.09,280.4
continue,87.txt,57.12,5035.43,172.52
continue,88.txt,64.62,8711.63,235.22
continue,89.txt,56.64,5115.75,199.66
continue,9.txt,59.09,7242.86,198.44
continue,90.txt,65.61,9634.97,218.53
continue,91.txt,63.76,9254.41,239.72
continue,92.txt,63.49,7617.38,221.86
continue,93.txt,59.18,6627.45,212.15
continue,94.txt,66.13,11904.83,343.92
continue,95.txt,63.87,8760.67,212.01
continue,96.txt,64.75,8447.48,225.34
