feature,human,create,continue,explain
flesch_reading_ease,34.92436047702115,22.580096943248424,30.50561248316428,35.278590156063096
flesch_kincaid_grade,14.698739797249896,15.832023929532113,14.35759975868923,14.02363997721812
smog,16.14868653024531,17.172370669160035,15.808150862585814,15.622568373308203
gunning_fog,18.401263146924055,19.74931617117909,17.838428125270745,17.615921262817107
automated_readability_index,17.914880769070837,19.418484690970587,17.634729812198035,17.387530583312543
coleman_liau_index,16.232429303687713,19.528851374839157,18.132326106804744,17.061680098875065
lix,61.270916131221085,68.30385024203133,62.82535147496461,61.23422778645223
rix,9.112698412698412,10.411233518579056,8.916693741041566,8.76867811472415
first_order_coherence,0.6842804374088439,0.8085094516681967,0.846132918324767,0.8333677327437232
second_order_coherence,0.7294223963848583,0.8154140378326608,0.840078450205332,0.8251036778339863
token_length_mean,5.656834457087125,6.227543010786383,6.006494823367058,5.812238412523408
token_length_median,5.0,6.0,5.2,5.2
token_length_std,3.2288149371239845,3.2834030420646014,3.229432560933181,3.209449751319724
sentence_length_mean,25.402380952380952,23.033514220333444,21.548278388278387,22.88377532065458
sentence_length_median,24.5,22.8,19.7,22.2
sentence_length_std,13.205899829490866,7.915683420813312,7.742850111175743,7.392934956724462
syllables_per_token_mean,1.727272137781468,1.901606218949328,1.8257433209542928,1.753302339166342
syllables_per_token_median,1.0,1.8,1.2,1.0
syllables_per_token_std,1.0349248299726348,1.097341009114285,1.067235754378792,1.0307277625939062
n_tokens,477.2,473.2,469.8,472.6
n_unique_tokens,246.6,242.6,238.4,245.0
proportion_unique_tokens,0.5166767310631333,0.5126447571248705,0.5069025378515132,0.518182541814406
n_characters,2800.4,3012.6,2884.2,2812.4
n_sentences,19.8,20.6,22.0,21.0
pos_prop_ADP,0.10370449096610482,0.11510144915698639,0.11311692902711337,0.11995056923060829
pos_prop_PROPN,0.07054181105465278,0.03816962189609295,0.031223769240074306,0.05292108645556783
pos_prop_NUM,0.011798906576646864,0.0071540012993710315,0.003385435647262313,0.00982722854867189
pos_prop_PUNCT,0.13697105607048782,0.1123944702769994,0.10781876614595051,0.11732525517526912
pos_prop_NOUN,0.25324179630536603,0.28386289886970995,0.2864242029011889,0.2693925798181864
pos_prop_DET,0.056383332684816545,0.0551651511592499,0.05677519559329791,0.06704961042740647
pos_prop_X,0.03016882762165767,0.006513486861423896,0.003676470588235294,0.004008016032064128
pos_prop_AUX,0.037067233134963073,0.03250687866544289,0.04652930322523446,0.033972215754580024
pos_prop_VERB,0.08279094295941787,0.11824220386651059,0.11341187615015995,0.10216947171255972
pos_prop_CCONJ,0.04257090319781233,0.034780868363989734,0.03775524179098143,0.038501283057373714
pos_prop_ADV,0.03496448626862687,0.023924998797381712,0.02649818356740314,0.033928462505820295
pos_prop_PRON,0.011801020017517032,0.019002285712783708,0.0192600889571624,0.019118190422971738
pos_prop_ADJ,0.10516635877286999,0.13482070944631544,0.12898983319594676,0.10825315154543443
pos_prop_SCONJ,0.007977028959648141,0.009724393771466267,0.01380650280837365,0.01577173498697834
pos_prop_PART,0.013508884613010568,0.013749594819708989,0.015888392040054503,0.009931166005447804
pos_prop_SYM,0.0024996690578993766,0.0017699115044247,0.002855715384560087,0.0018106519111851748
pos_prop_INTJ,0.0017152658662092624,,,
dependency_distance_mean,3.3790928916296594,2.742487690400087,2.7332043423837042,2.9954648352691953
dependency_distance_std,1.2025835131375544,0.632928425170572,0.48485162106181984,0.6984561357247593
prop_adjacent_dependency_relation_mean,0.43937936543715156,0.4613319399254355,0.47265733804500576,0.46673457086236986
prop_adjacent_dependency_relation_std,0.05396504395535804,0.07513633001124262,0.06914644791945496,0.058391183760640765
entropy,14.56673203069698,12.465341779159612,12.885840278243403,13.304378721010877
perplexity,4820892.155251176,336227.42548197985,442972.37239223777,702164.1778868851
per_word_perplexity,8274.870944297774,609.1341435252481,832.4007816582582,1288.8258700997583
n_stop_words,175.8,163.2,176.4,180.6
alpha_ratio,0.8173514710880528,0.8737826921560525,0.8850463492443247,0.869520397090157
mean_word_length,4.848459904974126,5.600246669354168,5.437999866590731,5.214482027605422
doc_length,577.8,538.2,530.2,539.8
duplicate_ngram_chr_fraction_5,0.03801632852327978,0.10215216815954904,0.048809903288883606,0.03032690691743575
duplicate_ngram_chr_fraction_6,0.02384066249242535,0.08125668765276575,0.038642450943134315,0.022242817423540315
top_ngram_chr_fraction_2,0.01648646699751339,0.015170992744457068,0.016085777423144803,0.009969987631941719
top_ngram_chr_fraction_3,0.019420206842607014,0.011865815951807107,0.01572519980561946,0.0226842235554073
top_ngram_chr_fraction_4,0.018751788935479068,0.014574646944438023,,0.02172567502562328
oov_ratio,0.01778649695200562,0.012839945036845319,0.016381692581154482,0.015019561599936318
connectives,17.4,9.8,10.4,15.6
connectives_cap,4.8,2.6,3.2,3.6
duplicate_ngram_chr_fraction_7,,0.08048930118424473,0.04995004995004995,
duplicate_ngram_chr_fraction_8,,0.10734841681958378,0.04995004995004995,
duplicate_ngram_chr_fraction_9,,0.090130753914028,0.04995004995004995,
duplicate_ngram_chr_fraction_10,,0.090130753914028,0.04995004995004995,
