feature,human,create,continue,explain
token_length_mean,4.8084557261762,5.637965831865562,5.136722980092667,5.283635736379208
token_length_median,4.2,5.2,4.4,4.8
token_length_std,2.61715762535992,2.924874120751508,2.776989687122191,2.7482453772580486
sentence_length_mean,17.66425834701697,20.023947806907135,19.81295698924731,20.58469431250761
sentence_length_median,15.8,19.6,19.5,19.8
sentence_length_std,10.068862488979713,7.61080337010061,5.879258395823926,6.3983813164808065
syllables_per_token_mean,1.4339136210270589,1.669536632087306,1.5092205876379698,1.5615932241728536
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,0.773593619370302,0.9136260067662573,0.814366635483149,0.8353736287556556
n_tokens,469.0,519.2,504.0,435.0
n_unique_tokens,265.6,294.8,275.8,247.2
proportion_unique_tokens,0.5663970944442205,0.5677123547340684,0.5465411107236967,0.570804665056033
n_characters,2364.8,3012.0,2657.8,2351.4
n_sentences,27.0,26.2,25.8,21.2
pos_prop_PUNCT,0.14859667684029104,0.1072889098469334,0.09488724618674389,0.09643193316469179
pos_prop_PRON,0.07245992295278263,0.06045979949893012,0.09315327670268178,0.05633622908622908
pos_prop_VERB,0.11661587235352947,0.12543400251423031,0.1235873012179235,0.1269063484666933
pos_prop_DET,0.08304303851286318,0.06717523746380506,0.06992537020846504,0.08625090422935251
pos_prop_NOUN,0.1770346592153152,0.2314369058750108,0.21659485114738414,0.2099492522078729
pos_prop_ADP,0.09440574912807281,0.10888926421990355,0.12469839495530359,0.11932785248302488
pos_prop_CCONJ,0.026278925157487844,0.027423320971225164,0.03590696362500947,0.03363167354546665
pos_prop_AUX,0.04200800122376032,0.036584285079688306,0.0373137826692769,0.03076624284382905
pos_prop_ADJ,0.05491711123924894,0.08186393579907272,0.0671020748657658,0.06453259663604491
pos_prop_PROPN,0.0978598406496716,0.06907952041761364,0.046683368855355324,0.09762340234322993
pos_prop_SCONJ,0.015002189118118325,0.019624098151613763,0.022552497030418842,0.02076411263480229
pos_prop_PART,0.028069517426511155,0.027667432615839364,0.027220967344394144,0.023882383615142236
pos_prop_ADV,0.028382940923371118,0.0306673992432979,0.034428019827192166,0.02186427683841477
pos_prop_NUM,0.01460804340492187,0.00606747882737061,0.005945885364085473,0.01049108529711978
pos_prop_SYM,0.001793779635136221,0.001692047377326565,,0.0020695110134765307
first_order_coherence,0.7017198529477221,0.7734920933899383,0.8039001073757122,0.7932374899330817
second_order_coherence,0.6963811833275224,0.7306120535364737,0.7981523342288691,0.7753771317379978
flesch_reading_ease,67.59668543888861,45.267893901403184,59.04478694174175,53.830748507781365
flesch_kincaid_grade,8.219241483455914,11.919871903323997,9.945856159934497,10.864830827117647
smog,10.925596563049469,13.963699087792472,12.14600146193758,12.650921092576443
gunning_fog,11.301532936948885,15.223972795602482,12.98696299077206,13.670327312549935
automated_readability_index,10.04995564379839,15.136792971540363,12.670443730860118,13.748271474599875
coleman_liau_index,10.767176842796513,15.858054523310756,12.894454340576004,13.821054979252725
lix,43.495542737374684,57.122321766055634,49.43403967183491,53.65351428043573
rix,4.577339901477832,7.48975627639723,5.925292712066906,6.813959931798806
entropy,16.87471571576605,14.279263333861048,14.558752250511649,12.326845001930417
perplexity,27361850.12129402,1925662.0639956861,5378267.665838735,600492.3733775176
per_word_perplexity,48176.13871253268,3235.3234526778115,9031.477978977706,1089.649488015848
n_stop_words,226.8,223.0,253.2,196.0
alpha_ratio,0.8396119293914157,0.8876369888091397,0.901947671819112,0.8942840389650734
mean_word_length,4.201496189231947,5.0925489779464375,4.711369415125139,4.838924272178582
doc_length,562.6,591.6,565.2,486.4
top_ngram_chr_fraction_2,0.013891575157757158,0.021228904232105782,0.017128586454534588,0.010459007391992516
dependency_distance_mean,2.697649456465575,2.708407186423459,2.6772391761837255,2.786879811353234
dependency_distance_std,0.7617305763398388,0.5441608274740843,0.45614957665746025,0.5096691124091267
prop_adjacent_dependency_relation_mean,0.42739079852422757,0.4603656267336526,0.4698696654933058,0.47304437260453547
prop_adjacent_dependency_relation_std,0.10082525790757187,0.06858434468134468,0.06989119652409834,0.061583904724792915
connectives,11.0,13.2,15.6,15.4
connectives_cap,1.6,3.2,3.8,2.0
duplicate_ngram_chr_fraction_5,0.03145970487926918,0.016189274578158684,0.02705641157175059,0.07459066100667071
top_ngram_chr_fraction_3,0.009215721010570917,0.015107859371005913,0.020333514183182848,0.019971235542498245
top_ngram_chr_fraction_4,0.02199552284656416,0.01772439471223955,0.01952882827030378,
duplicate_ngram_chr_fraction_6,0.03353308551715826,0.021417166178342335,0.024013722126929673,0.07459066100667071
oov_ratio,0.009917184265010351,0.005222418127017786,0.008950373298199385,0.010594683353304045
duplicate_ngram_chr_fraction_7,,0.016465745369009115,,0.0545785324439054
duplicate_ngram_chr_fraction_8,,,,0.02971497877501516
duplicate_ngram_chr_fraction_9,,,,0.02971497877501516
duplicate_ngram_chr_fraction_10,,,,0.02971497877501516
