feature,human,create,continue,explain
dependency_distance_mean,3.381999635127504,2.7956203604510765,2.7060604726712247,3.0037779168820724
dependency_distance_std,1.2546092682058723,0.5007042813872566,0.5099625167221334,0.623850183592548
prop_adjacent_dependency_relation_mean,0.44080153670926403,0.4738635804792568,0.47129770033799334,0.4769879510989748
prop_adjacent_dependency_relation_std,0.05681224871913741,0.05644383382976274,0.06195194734447819,0.05892131163173899
entropy,15.525946526069333,13.720048545704111,13.593695459844861,13.584116783438386
perplexity,12879978.596877057,2703174.797393522,1105551.5838415204,1004078.8485408068
per_word_perplexity,20474.31269324218,4287.681083063582,1901.1817258471958,1695.1221327688195
n_stop_words,190.6,180.0,183.2,191.0
alpha_ratio,0.8212028986527029,0.8729589928642321,0.8818063004636795,0.8805283032260114
mean_word_length,4.884323015632833,5.513591588022708,5.501641347162903,5.299316475220083
doc_length,621.6,574.4,567.8,570.4
duplicate_ngram_chr_fraction_5,0.04291048900548876,0.0788429453327177,0.08222906594439126,0.05598126257078889
duplicate_ngram_chr_fraction_6,0.03302440234287548,0.06360461925023594,0.06100650084880256,0.02056555269922879
top_ngram_chr_fraction_2,0.015230666759945355,0.016118427071816266,0.01794712778876361,0.010132849326947796
top_ngram_chr_fraction_3,0.01822817465456798,0.02434508425144775,0.019746462794636224,0.01927388636319364
top_ngram_chr_fraction_4,0.01765695489759709,0.018117018347476203,0.022678488627565885,0.019524894240156198
oov_ratio,0.01895558028810429,0.013521977878555197,0.010936256202898618,0.013446135803400244
first_order_coherence,0.6936543817639836,0.8500522881484868,0.8361938323135455,0.8338741244450965
second_order_coherence,0.7340295723278155,0.8377283321721481,0.8358033582929408,0.8367195316811289
flesch_reading_ease,35.3996359470589,26.692110873936706,29.62222618698853,31.949922494537454
flesch_kincaid_grade,14.604107651039095,15.196849219542099,14.246017357046373,14.900587949416707
smog,16.041381116078906,16.660186914631105,15.730067673233432,16.228978491404902
gunning_fog,18.265342601573526,19.012390688298844,17.760938566663437,18.4830303393041
automated_readability_index,17.97513689511228,18.88334650800228,17.54925888972707,18.413456582798922
coleman_liau_index,16.386176442170168,18.999182855936535,18.560521275741195,17.411356470643533
lix,61.3085866939737,65.95065634111992,63.63000012239881,63.79918131787694
rix,9.079963054187193,9.822571428571429,8.861771561771562,9.63881442737278
pos_prop_PROPN,0.07135557893443165,0.046132969030041916,0.031555070137644706,0.050305245654298336
pos_prop_PUNCT,0.13589344537927966,0.11456879631781616,0.10816669317621733,0.10531483527833521
pos_prop_AUX,0.037075227389988245,0.03679959928777447,0.04368685944435514,0.02804189013693511
pos_prop_DET,0.0568462310138496,0.05710701713043294,0.060188002838442355,0.06979708842959823
pos_prop_ADJ,0.10507307782146727,0.1285327767014321,0.12890586650836494,0.11033912031889308
pos_prop_NOUN,0.25223416987151254,0.2731368298563889,0.29235541279171023,0.27719854403706956
pos_prop_VERB,0.08408711965554437,0.1084465008064907,0.11109157021265545,0.10648043150614753
pos_prop_ADP,0.10544027783758332,0.11848216225576483,0.11840936358615343,0.1229893952820426
pos_prop_CCONJ,0.040810465334614854,0.03498128151852333,0.03541559645810177,0.038633724270175716
pos_prop_X,0.02876179502862255,0.004245311093471663,0.001736111111111111,
pos_prop_ADV,0.03505661401307485,0.028882861684223538,0.023623545982084222,0.0305859897537184
pos_prop_SYM,0.002307771863703162,0.0031055900621118,0.0065965999060362875,0.0027726759376541957
pos_prop_PART,0.013523580140270944,0.014176129035328893,0.01260465149172757,0.012615696281263269
pos_prop_SCONJ,0.008055634799216569,0.006094963627889915,0.009707589381952922,0.016060714350842716
pos_prop_NUM,0.010984930318644915,0.00778330295488892,0.0036810429068977906,0.00988283308092945
pos_prop_PRON,0.01356077869257007,0.023263165715475768,0.01762287289905525,0.020090886057158287
token_length_mean,5.68173814199721,6.140261618320168,6.088680565425402,5.853718600487781
token_length_median,5.0,5.4,5.8,5.2
token_length_std,3.3751200491737974,3.2686156289717685,3.2131507077970696,3.218891580844395
sentence_length_mean,25.288300492610837,22.78542857142857,20.603146853146853,24.544883949002944
sentence_length_median,24.2,22.7,19.7,23.8
sentence_length_std,13.3707776015308,6.076882342968224,6.462442434981756,7.116317201060129
syllables_per_token_mean,1.7230229202475311,1.855977294634318,1.8475245834168728,1.7727189160428438
syllables_per_token_median,1.0,1.4,1.2,1.0
syllables_per_token_std,1.0294656940473554,1.0803246053947944,1.0772654110853506,1.0480410891549083
n_tokens,515.4,502.6,502.0,504.8
n_unique_tokens,260.0,252.6,244.4,255.6
proportion_unique_tokens,0.5045246648998598,0.5036161831340349,0.4856294608297217,0.5064152026577858
n_characters,3034.4,3156.0,3128.6,3022.4
n_sentences,21.2,22.2,24.4,20.6
connectives,18.6,10.4,12.0,15.6
connectives_cap,5.0,3.6,3.4,2.2
duplicate_ngram_chr_fraction_7,,0.09662239115845288,0.056290416177391944,
duplicate_ngram_chr_fraction_8,,0.113834422657952,0.051360521397421734,
duplicate_ngram_chr_fraction_9,,0.0822440087145969,0.037972091645355636,
duplicate_ngram_chr_fraction_10,,0.0522875816993464,0.037972091645355636,
pos_prop_INTJ,0.001589825119236884,,,
