feature,human,create,continue,explain
entropy,15.798941009227812,12.54399640903083,13.600621914336335,12.062230646290066
perplexity,8142119.81085545,350247.33324428124,4494783.577304993,403735.29455391376
per_word_perplexity,15427.387521516337,656.5402719946026,8102.94794017699,774.635232214932
pos_prop_ADV,0.026619479822978347,0.02797594672229884,0.03309209128513358,0.023129255956417058
pos_prop_NOUN,0.17878475551841952,0.23082628990746668,0.2137085151461624,0.20989335855390334
pos_prop_PUNCT,0.14686133082387604,0.08958835121289464,0.0957504246828067,0.09617262365208454
pos_prop_SCONJ,0.01481624198300584,0.01740526897635017,0.021687462028762542,0.02305392524075333
pos_prop_PROPN,0.09854441374496667,0.06558280777454376,0.04531619157905887,0.09934247400830291
pos_prop_DET,0.085342972822229,0.07759751636081422,0.0696539496135529,0.08316136229249813
pos_prop_ADJ,0.05575842139824814,0.08866672381367187,0.07931051340454623,0.06248468829914513
pos_prop_ADP,0.09487662092763563,0.12344157661879249,0.12351455785486787,0.12115158066339586
pos_prop_PART,0.02961640921874602,0.023773040319091127,0.029617340523632428,0.021806827349875994
pos_prop_VERB,0.11762355267149531,0.1283309318122656,0.12625395417181456,0.13226969888409754
pos_prop_PRON,0.06953957201197798,0.053603493840003257,0.08301500916333308,0.05881436048347392
pos_prop_CCONJ,0.026553640100685207,0.027901542799527067,0.03565796003814185,0.030835431201711207
pos_prop_NUM,0.013285074330766958,0.006149697126910391,0.007558079268672937,0.010889093367244371
pos_prop_AUX,0.041020600714080376,0.040002136756136585,0.03737556709324864,0.0262379668424966
first_order_coherence,0.6996173612146851,0.8041495759310067,0.8086633766924798,0.7891922449109549
second_order_coherence,0.6954974089715249,0.7813410354148396,0.8012502903422213,0.7797344813789259
dependency_distance_mean,2.689847626861832,2.677632233466253,2.726359388733737,2.763679892804324
dependency_distance_std,0.7792019715657502,0.5607428868049833,0.48442732524535065,0.4986308543721963
prop_adjacent_dependency_relation_mean,0.42458171166461633,0.47539117397026853,0.4698122038057361,0.4823588283115846
prop_adjacent_dependency_relation_std,0.1002810404576715,0.0629741303834294,0.06862155091265251,0.06031468762678566
flesch_reading_ease,67.17763199233995,44.12928022981812,56.71433503601463,53.70283174723609
flesch_kincaid_grade,8.288847222386305,12.60866027845962,10.489789017889398,10.968202405073221
smog,10.96300915737542,14.766610755549522,12.851313083807787,12.551971769231036
gunning_fog,11.351040651227311,16.375449134611234,13.943348683046159,13.664079844518767
automated_readability_index,10.147568517527656,16.183596785485665,13.507542122723867,13.919511262797908
coleman_liau_index,10.856750361563924,15.974352168162165,13.463375275681647,13.826498804071992
lix,43.92580343981773,59.97136120049272,51.48080931940147,54.37437463701904
rix,4.653364522417154,8.370752791068579,6.390357425183512,7.001409090909091
token_length_mean,4.824413108013081,5.6337507439461705,5.220919336899953,5.2834441794710685
token_length_median,4.2,5.2,4.4,4.6
token_length_std,2.6301995444975756,2.93371398644775,2.829475200593971,2.747873932906933
sentence_length_mean,17.709165557572092,22.157261562998407,20.694024091850178,20.928978354978355
sentence_length_median,15.8,22.8,20.5,19.8
sentence_length_std,10.147682702980228,8.078001242450602,5.765652304493943,6.312725591499051
syllables_per_token_mean,1.438328191096033,1.6574007007534104,1.5261965781413411,1.5589746480196323
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,0.7781248681388448,0.92322406403844,0.8354006193760034,0.8299503001534498
n_tokens,439.8,477.0,474.2,431.4
n_unique_tokens,255.6,294.6,266.8,236.0
proportion_unique_tokens,0.5812014323022137,0.6175843647916557,0.5626431009726308,0.551341164132656
n_characters,2224.4,2749.4,2544.2,2324.4
n_sentences,25.4,21.8,23.0,20.8
n_stop_words,213.0,207.2,234.4,193.2
alpha_ratio,0.842147585391263,0.9065975640124637,0.9012103523217044,0.8950093014906937
mean_word_length,4.220161337750645,5.186372902063914,4.7819928472979365,4.848157150219634
doc_length,527.0,530.2,532.6,481.2
top_ngram_chr_fraction_2,0.013670309953003727,0.017118449598671023,0.01525115079260175,0.010501663866675611
oov_ratio,0.00944192714786364,0.002498559288166408,0.013333333333333334,0.00949077564295044
connectives,10.4,10.4,15.0,16.6
connectives_cap,1.6,2.2,3.8,2.6
duplicate_ngram_chr_fraction_5,0.03731642859532332,,0.06105412496298615,0.05779527761604019
duplicate_ngram_chr_fraction_6,0.02726056267353561,,0.056814653834212976,0.05766008492569377
top_ngram_chr_fraction_3,0.00914741745559161,0.02999062792877226,0.021750833111570608,0.021886709131759215
pos_prop_SYM,0.001892284777222405,0.0019230769230769232,,0.0018933830115000177
duplicate_ngram_chr_fraction_7,,,0.03725551071095933,0.04138692663990827
duplicate_ngram_chr_fraction_8,,,0.03725551071095933,0.04138692663990827
duplicate_ngram_chr_fraction_9,,,0.03725551071095933,0.03128054740957967
duplicate_ngram_chr_fraction_10,,,,0.03128054740957967
top_ngram_chr_fraction_4,0.02350898761136944,,0.019559143123253648,0.02072936660268714
