feature,human,continue,explain,create
first_order_coherence,0.7349479360104176,0.8204555212458418,0.7796216234670733,0.7608398934739098
second_order_coherence,0.7180392439394437,0.8139987992076702,0.7727305914484475,0.756435066348147
dependency_distance_mean,2.66707322327174,2.7045353788024267,2.7443957894849724,2.7613794979913013
dependency_distance_std,0.8149413039132771,0.578449736213059,0.6676596029618876,0.6985511617993104
prop_adjacent_dependency_relation_mean,0.4552662869744244,0.47294988609804806,0.4697286680222573,0.4748110068434181
prop_adjacent_dependency_relation_std,0.07304216700236975,0.06772240648529608,0.06860326897624679,0.06999099140036327
entropy,16.409039220189367,15.073976618134138,15.833347949591609,13.987927503912498
perplexity,2756367391.4730945,89298535.63005708,80379538.7796734,12501267.978314092
per_word_perplexity,2963246.678433851,101096.51910363551,97781.11347118979,14826.377184524592
token_length_mean,5.303097487619511,5.957653973247969,5.89859895396942,5.97266373837624
token_length_median,4.44,5.475,5.37,5.585
token_length_std,3.1643460414858735,3.2126119350789755,3.2340947851540074,3.2537320848571234
sentence_length_mean,18.549006661443343,21.79008262787074,20.702114086306448,22.42562508984453
sentence_length_median,16.555,20.155,19.3,20.695
sentence_length_std,10.004971137712447,9.379636284365132,8.938351909442321,10.635938900419333
syllables_per_token_mean,1.6331199715681888,1.8118361769891798,1.78921441725214,1.8288212044145837
syllables_per_token_median,1.0,1.17,1.19,1.24
syllables_per_token_std,0.9963154234774355,1.0522310673487911,1.0509820797101006,1.0672076326708713
n_tokens,548.29,588.01,595.32,594.56
n_unique_tokens,283.44,320.55,318.81,333.18
proportion_unique_tokens,0.521246141809077,0.5464246503486665,0.5378143208360769,0.5629707867942098
n_characters,2994.45,3579.01,3599.46,3636.38
n_sentences,30.61,27.41,29.02,27.04
flesch_reading_ease,49.84580864396625,31.436725559426613,34.45481450286793,29.35471664033405
flesch_kincaid_grade,10.914928262467534,14.287799113341912,13.59655461723477,14.736083997131454
smog,13.359874241409331,15.979121139058542,15.399960756295679,16.348824004612812
gunning_fog,14.436262702869975,18.083631717488576,17.27020087729297,18.587786263698558
automated_readability_index,12.822092497409571,17.525591527933308,16.70345811634919,17.914058752674354
coleman_liau_index,13.728602925885808,17.851789149558062,17.438637545852725,17.973572467271353
lix,51.04109485876392,64.46591754476343,62.235239198673554,65.61508162872829
rix,6.024467675128842,9.301232919688282,8.601141495703923,9.708865202144528
pos_prop_DET,0.08475989104382896,0.06711803805715916,0.07211140561871958,0.06150531004436461
pos_prop_NOUN,0.2520722881558218,0.2771721615871756,0.2758482624958652,0.2725285958219933
pos_prop_AUX,0.04342621985181369,0.03712445839894887,0.028670789142932418,0.026232886876481006
pos_prop_ADJ,0.12015321735801168,0.1339556402427151,0.1288067557256082,0.13938424754065315
pos_prop_PUNCT,0.11963220638327339,0.09766953887068044,0.11889476503971026,0.10840204595957291
pos_prop_VERB,0.08066857705799584,0.11276850320266356,0.10248054930755293,0.1071633102476855
pos_prop_ADP,0.10259868187490696,0.11279880544325487,0.11006913052118444,0.10970616567691145
pos_prop_NUM,0.03660739443704825,0.006693649724211802,0.014959087741374577,0.015029624630786916
pos_prop_PROPN,0.05125229716666842,0.022431947697749918,0.038110053418330216,0.0359258434368197
pos_prop_SYM,0.011756554615582896,0.005229985629847168,0.006248930645612146,0.005787387785108861
pos_prop_CCONJ,0.03764659968815299,0.0331816664626309,0.030476683012487113,0.02897702955540489
pos_prop_SCONJ,0.0058527989497396075,0.013093668584594884,0.009818391283036276,0.00988531005455618
pos_prop_ADV,0.020641185350876588,0.02745009315128558,0.025430400931160953,0.025558966558210338
pos_prop_PRON,0.024236423989532598,0.03029570422894585,0.01991759687109156,0.02946208773140383
pos_prop_PART,0.00909738878712763,0.0197491223031691,0.011333904569043131,0.014213578216018407
n_stop_words,212.68,226.32,214.32,206.53
alpha_ratio,0.8332443175655763,0.8863798247102256,0.8541740434871505,0.8603871800016855
mean_word_length,4.728173465954765,5.431218207145941,5.271373402944599,5.3878093769378435
doc_length,633.85,658.62,683.25,675.01
top_ngram_chr_fraction_2,0.013855395233911822,0.010288005764312776,0.009104789357566687,0.008920920441830911
top_ngram_chr_fraction_3,0.01234230272984979,0.013253062910789886,0.012047571864372322,0.0114947023215886
oov_ratio,0.02349320821914263,0.013723033425492673,0.020105307635362283,0.017108666783751725
connectives,10.79,15.12,15.02,12.04
connectives_cap,1.95,2.5,2.62,1.5
duplicate_ngram_chr_fraction_5,0.05999168445521189,0.030401896418091687,0.04098413455848785,0.0419925872331102
duplicate_ngram_chr_fraction_6,0.06233388952427076,0.028679797833311208,0.039710206305445084,0.03725623472213592
duplicate_ngram_chr_fraction_7,0.06651463759193883,0.029149262051167506,0.03602990456059623,0.033089411036908725
duplicate_ngram_chr_fraction_8,0.0720512874777482,0.026576237749188495,0.034045908064027984,0.03749488926069752
top_ngram_chr_fraction_4,0.014566852133909887,0.018460573103744233,0.015322324648076112,0.011018588234946364
pos_prop_SPACE,0.005385488966134882,0.016818816866498304,0.019896300084063165,0.02506590862698066
duplicate_ngram_chr_fraction_9,0.08317710139930687,0.028366763989197394,0.03253912699367795,0.03936991686767248
duplicate_ngram_chr_fraction_10,0.08929606937854184,0.029606002607734435,0.033098144237293126,0.04079650904143473
pos_prop_X,0.0024911438766961054,0.0030195916717761714,0.006417023851734594,0.008967135815030359
pos_prop_INTJ,0.0018561583672924466,0.0022543630203618516,0.0015698409163825968,0.0014354957529028392
proportion_bullet_points,,,,0.10356076571829996
duplicate_line_chr_fraction,,,,0.0008214676889375684
