feature,human,continue,explain,create
entropy,9.388822484823589,10.725635903637578,10.827052421201518,11.450735942379833
perplexity,6365477.18542474,172717.9156578456,126441.47432032585,443127.6930388537
per_word_perplexity,4913.062461511378,203.50158237944572,158.2836878153347,482.4864085927428
pos_prop_ADV,0.09244398925303793,0.08602612399342423,0.07604216430187961,0.07428262459414314
pos_prop_VERB,0.0845575610968576,0.096736279692149,0.09422986502671499,0.0965910143948074
pos_prop_PRON,0.0578439082038929,0.05108332736642821,0.04367626147092381,0.03964698538365099
pos_prop_ADP,0.09375344161259443,0.09560828702992141,0.10634186629765342,0.09659085899532109
pos_prop_PROPN,0.05767251201469234,0.032446905181792544,0.049917949906868625,0.026338111583406792
pos_prop_DET,0.11124056347456789,0.12974990547763846,0.1329203128178391,0.13827005629877942
pos_prop_NOUN,0.1764200737358485,0.19869586265668077,0.20034320878256068,0.217254300939233
pos_prop_PUNCT,0.14604540960191367,0.10402535480879954,0.10241253957130793,0.11194942595437891
pos_prop_PART,0.013375423906200334,0.01783601137656532,0.013373733464385485,0.01623313483126849
pos_prop_CCONJ,0.024710719662544768,0.04137787440435305,0.03660490025872266,0.03689901834798054
pos_prop_AUX,0.04834850634642944,0.05197489443873577,0.0488609382434926,0.046989113354333284
pos_prop_SPACE,0.020710349787168614,0.01821904623392746,0.017562910423727242,0.021570783755092252
pos_prop_ADJ,0.04370207344080759,0.06530751473449058,0.05500891369082003,0.07336156197484653
pos_prop_SCONJ,0.014544536580076612,0.019770343461691705,0.024011389509115733,0.017488768793349107
pos_prop_NUM,0.015706044385955336,0.0049689884923496104,0.0088665407988749,0.003978990617816866
n_stop_words,305.04,340.51,331.2,338.82
alpha_ratio,0.8181583668468957,0.8883338841800498,0.8835972054395195,0.8808128576251864
mean_word_length,4.960424479256565,5.55225587862804,5.53075370279233,5.629943620461291
doc_length,699.98,730.31,722.89,761.0
duplicate_ngram_chr_fraction_5,0.02947281124190876,0.03745208638080141,0.11677376665866022,0.042458594215854614
duplicate_ngram_chr_fraction_6,0.0329155428699703,0.033351108314272127,0.09223821237231279,0.038839508320629386
top_ngram_chr_fraction_2,0.0074846622952407064,0.01153725788693163,0.012762105482514963,0.010400219023289702
top_ngram_chr_fraction_3,0.009705295615426159,0.011468764227216448,0.011983015756770526,0.010230423644092629
top_ngram_chr_fraction_4,0.013368422531497979,0.01470384138608265,0.014917013449074928,0.014684787524739675
oov_ratio,0.04740297582235058,0.019490408070834585,0.029899592654116743,0.016419428876318223
token_length_mean,5.635947830680748,6.080895468035782,6.04913245095762,6.216577803339702
token_length_median,4.725,5.185,5.08,5.23
token_length_std,3.4283022899350266,3.569262458653655,3.6155149330733733,3.68390936819759
sentence_length_mean,13.645565005813188,16.50907086973889,17.474809714284607,15.684561674769963
sentence_length_median,12.765,16.22,17.035,15.545
sentence_length_std,7.348974306051823,5.797627130509654,6.2556283887203055,5.991318561655412
syllables_per_token_mean,1.9144493941446012,2.0531862462078685,2.0466392750363203,2.099303083883324
syllables_per_token_median,1.47,1.91,1.87,1.98
syllables_per_token_std,1.281079227866751,1.3072303398239788,1.3422503455403603,1.3191600721195953
n_tokens,597.07,654.09,648.43,674.68
n_unique_tokens,328.74,337.35,306.66,356.66
proportion_unique_tokens,0.5563235124694466,0.5189162765699823,0.4752484990394239,0.5309156227046493
n_characters,3471.04,4061.9,4000.82,4281.96
n_sentences,46.37,40.01,37.33,43.33
dependency_distance_mean,2.684102207586794,2.910299899759977,3.0237993263046117,2.794206031895022
dependency_distance_std,1.0260822272695973,0.7580246623800203,0.8070186477786271,0.82933300048893
prop_adjacent_dependency_relation_mean,0.4372354534039504,0.4547475762415212,0.4638386803854118,0.4512935282018324
prop_adjacent_dependency_relation_std,0.11076351784140663,0.08254413596781404,0.08398340903833601,0.09579957957099407
first_order_coherence,0.49987906286699235,0.651573917181609,0.6399987582482053,0.5903420316276494
second_order_coherence,0.5017422765650383,0.6502830673943316,0.6345416106540731,0.5831096067585466
flesch_reading_ease,31.02233277446637,16.378736638029377,15.952385471928435,13.314129003579282
flesch_kincaid_grade,12.322273203173438,15.076135344451016,15.37551923399958,15.298755442983513
smog,13.109275612325233,15.260891785335946,15.56797086251446,15.416146620416065
gunning_fog,14.534631573070241,17.639475919058608,17.928794437685255,18.136851062661204
automated_readability_index,11.938096785412913,15.465553089317977,15.798818701152696,15.69236229111498
coleman_liau_index,15.06410297376098,18.14778505325328,18.062983036544132,18.852328264679958
lix,44.3338508588239,52.116220855358215,52.90897230942066,53.390609539781245
rix,4.217036231561911,5.88685478447226,6.19673564634253,5.910040540361781
connectives,23.92,24.89,25.73,18.51
connectives_cap,5.85,5.69,4.09,3.49
pos_prop_X,0.004668127780887555,0.004167833584344251,0.005269253997465422,0.004587505144967737
duplicate_ngram_chr_fraction_7,0.03277807902956186,0.03531389436566849,0.08123840119415507,0.03787289401704834
duplicate_ngram_chr_fraction_8,0.03763845487402652,0.039496601243232204,0.07543525785788736,0.03877761271234003
duplicate_ngram_chr_fraction_9,0.034836319749188084,0.04832154332192598,0.07086129801331326,0.04277502646784423
duplicate_ngram_chr_fraction_10,0.04044808743276918,0.05824083713410277,0.06292635411585834,0.05245279401953703
symbol_to_word_ratio_#,0.0028325931512642346,,,0.002298787689913638
proportion_bullet_points,0.07678155178155179,0.12669471715755024,0.4318181818181818,0.02564102564102564
