lemma,shannon
erst,1.3296613488547582
haben,1.3404197634823936
er,0.6779087256441981
dies,1.0397207708399179
der,1.564487639867479
erfolgreich,0.6931471805599453
ein,1.4675002677150364
können,0.9743147528693494
werden,1.0549201679861442
stark,0.6365141682948128
spielen,0.6365141682948128
sein,2.1500956620414637
alle,0.5004024235381879
müssen,0.9502705392332347
lassen,1.0986122886681096
neu,1.0986122886681096
besitzen,0.6931471805599453
gewinnen,1.0114042647073516
weit,0.6365141682948128
letzt,0.6365141682948128
gut,1.7917594692280547
dass,0.34883209584303193
starten,0.6931471805599453
dürfen,0.6931471805599453
