lemma,shannon
der,1.5576196165169975
gut,1.6094379124341005
ein,1.7012840089979
neu,0.6931471805599453
geben,0.6931471805599453
dies,0.9002560512685369
flexibel,0.6365141682948128
hoch,1.3862943611198906
weit,1.3321790402101223
sein,1.5743429896003138
stellen,0.6365141682948128
können,1.0042424730540764
direkt,0.6931471805599453
weiblich,0.6365141682948128
geschlechtlich,0.6931471805599453
werden,0.6365141682948128
ihr,0.9502705392332347
machen,0.6931471805599453
haben,0.6931471805599453
gleichzeitig,0.6931471805599453
wichtig,0.5004024235381879
wirtschaftlich,0.6931471805599453
unser,0.6365141682948128
inklusiv,0.5623351446188083
gehen,0.6931471805599453
zeigen,0.6931471805599453
