human,ashuman,asmachine
613,574,611
431,573,565
806,630,592
467,514,514
675,667,581
681,581,602
539,544,547
583,573,580
589,596,592
451,549,550
591,571,581
571,568,563
436,546,540
717,597,633
625,613,625
636,561,555
482,542,541
643,637,627
490,618,614
512,566,562
685,673,619
475,524,543
446,573,554
450,599,603
713,671,675
453,536,536
523,561,563
441,533,534
474,544,540
651,646,651
496,562,565
497,547,545
701,629,564
638,619,633
539,526,538
709,642,640
909,633,599
398,529,529
612,631,559
608,556,562
461,534,540
437,537,537
438,492,490
594,600,619
478,552,546
590,594,591
551,563,524
560,564,557
578,574,569
507,530,526
449,518,518
522,536,537
595,602,598
545,595,602
656,558,565
502,561,558
668,608,643
515,573,549
356,516,517
921,691,567
517,535,528
597,597,583
431,548,550
682,629,676
455,525,528
862,563,531
549,574,578
810,726,596
377,529,527
642,642,582
556,570,568
507,528,519
516,552,535
461,528,530
652,626,595
857,617,622
423,559,555
587,544,587
488,599,603
603,602,603
914,590,627
530,599,577
425,586,585
444,510,503
539,570,574
718,686,660
528,555,550
461,583,581
604,527,596
548,602,598
606,571,598
474,528,529
548,592,595
561,573,562
917,666,571
558,572,573
