human,continue,explain,create
11,19,14,8
11,17,19,27
8,34,16,9
14,13,24,19
7,15,14,16
14,18,26,12
7,19,17,12
8,7,15,13
14,16,15,11
17,25,24,11
15,16,9,16
6,15,14,6
9,20,16,11
24,12,21,8
20,8,14,8
13,13,16,7
8,22,18,25
15,20,12,13
9,16,18,10
11,20,23,10
7,16,12,8
5,25,10,5
2,21,13,15
17,21,14,12
12,14,21,9
11,12,21,14
13,15,16,8
4,12,7,12
10,20,14,13
14,14,19,20
8,14,9,16
15,15,17,8
13,21,21,10
13,12,14,17
10,17,14,15
5,19,10,14
7,19,15,14
15,12,19,9
13,20,26,12
6,12,15,14
5,14,12,12
8,16,7,9
10,17,16,10
10,13,21,8
8,15,7,11
7,13,15,11
9,28,19,14
4,9,6,12
8,17,23,25
5,20,11,8
21,33,22,8
7,7,9,14
10,16,17,16
12,13,20,17
9,11,18,24
9,8,11,9
13,7,15,20
12,15,14,9
13,15,20,13
11,17,20,13
7,15,11,7
11,15,12,16
18,11,15,13
13,9,12,16
10,11,12,20
15,16,21,15
13,7,19,15
8,11,10,8
5,13,14,8
9,15,19,15
6,15,18,12
18,11,18,8
11,23,13,14
5,17,14,11
11,14,15,15
14,15,17,15
15,16,11,13
13,11,15,11
7,23,13,10
11,13,17,13
5,22,13,12
7,19,17,9
17,14,18,10
16,29,22,10
8,18,13,16
14,10,16,11
8,13,12,15
16,27,20,10
8,11,14,10
19,13,11,10
8,15,9,14
2,27,10,18
6,17,15,10
13,20,19,11
14,16,13,9
6,12,14,14
8,9,13,13
8,12,17,10
21,17,27,12
10,13,29,15
