persona,pos_prop_ADJ,pos_prop_NOUN,pos_prop_ADP,pos_prop_DET,pos_prop_PUNCT,pos_prop_ADV,pos_prop_NUM,pos_prop_VERB,pos_prop_PRON,pos_prop_CCONJ,pos_prop_SCONJ,pos_prop_AUX,pos_prop_PART,pos_prop_PROPN,pos_prop_X,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,proportion_ellipsis,proportion_bullet_points,contains_lorem ipsum,duplicate_line_chr_fraction,duplicate_paragraph_chr_fraction,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,entropy,perplexity,per_word_perplexity,first_order_coherence,second_order_coherence,connectives,connectives_cap,pos_prop_SPACE,file,pos_prop_INTJ
continue,0.07976878612716763,0.26242774566473986,0.11907514450867052,0.11676300578034682,0.09595375722543352,0.06358381502890173,,0.09826589595375723,0.024277456647398842,0.048554913294797684,0.010404624277456647,0.046242774566473986,0.018497109826589597,0.015028901734104046,0.0011560693641618498,2.8176213405529187,0.7117107324236125,0.48319725281278825,0.061964212688932464,7.217391304347826,6.0,4.8358004595653625,15.959183673469388,16.0,5.806256947619031,2.455242966751918,2.0,1.7082369666757422,782,354,0.45268542199488493,5727,49,True,375.0,0.9040462427745665,6.620809248554913,865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027961284375480105,0.016592410508526657,0.016592410508526657,0.016592410508526657,0.0,0.0,0.007528038101090797,0.007988938392994315,0.013827008757105547,0.028901734104046242,19.211584194640068,19.605948640325696,17.311520808874626,21.831243801868574,20.54350488021295,24.783529411764707,60.33258520799624,7.081632653061225,12.721846364246918,334986.7856629362,387.26796030397253,0.6606976367377987,0.6518373838923079,28,2,,95,
create,0.08585055643879173,0.23211446740858505,0.10810810810810811,0.13354531001589826,0.09220985691573927,0.08585055643879173,0.001589825119236884,0.08744038155802862,0.03179650238473768,0.0397456279809221,0.01589825119236884,0.04451510333863275,0.011128775834658187,0.011128775834658187,0.001589825119236884,3.037307553005,0.7581229007995077,0.49050207818602926,0.08425722989964668,6.936952714535902,6.0,4.662653029227995,19.033333333333335,17.5,6.610513511739379,2.3905429071803854,2.0,1.6822494175359235,571,313,0.5481611208406305,4019,30,True,279.0,0.890302066772655,6.389507154213036,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006564551422319475,0.0,0.0,0.05246422893481717,19.01681627767806,20.04140630472855,18.27955012532631,22.39441914769411,20.759713952130767,23.434115586690016,61.59025102159953,8.1,8.785538279245632,6538.991837269098,10.395853477375354,0.7041504393363821,0.6961610295942852,20,4,0.017488076311605722,95,
explain,0.08105022831050228,0.2579908675799087,0.1095890410958904,0.11757990867579908,0.10730593607305935,0.05593607305936073,0.0091324200913242,0.08789954337899543,0.0273972602739726,0.04680365296803653,0.0273972602739726,0.04794520547945205,0.01141552511415525,0.010273972602739725,0.00228310502283105,3.1656557755438497,1.0419170842992347,0.5044508983045926,0.0793070401256786,7.162612035851472,6.0,4.9763008480088455,19.525,18.5,8.65155332873814,2.4507042253521125,2.0,1.8074224942078636,781,377,0.4827144686299616,5700,40,True,364.0,0.886986301369863,6.506849315068493,876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03949398333847578,0.03949398333847578,0.03147176797284788,0.0,0.0,0.0,0.010182042579450786,0.008639308855291577,0.0,0.03881278538812785,15.345437106056465,20.943059859154932,18.216591615573478,22.099372599231756,22.068402688860438,24.80015364916773,63.5710947503201,8.6,13.347729053406297,626390.3721478673,715.0575024519034,0.6713294330984354,0.623562048140325,25,6,,95,
human,0.03337041156840934,0.1546162402669633,0.10789766407119021,0.08898776418242492,0.1557285873192436,0.08120133481646273,0.024471635150166853,0.08008898776418243,0.07675194660734148,0.03670745272525028,0.014460511679644048,0.04671857619577308,0.011123470522803115,0.08342602892102335,0.004449388209121246,2.811556132572456,1.1752413297220896,0.41856344480737023,0.1386975303658858,5.231884057971015,4.0,3.0114380996340717,15.18,14.5,9.305245832324903,1.7944664031620554,1.0,1.2351552040081895,759,416,0.5480895915678524,4111,50,True,413.0,0.8242491657397107,4.57285873192436,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06448392892792973,0.06448392892792973,0.06448392892792973,0.06448392892792973,0.06448392892792973,0.06448392892792973,0.008384907167099222,0.0,0.0,0.035595105672969966,62.579665679221335,11.504903557312257,12.790230586013212,13.608231884057972,10.802173913043482,13.013544137022397,40.871699604743085,3.9,14.266999128917938,1570648.46788542,1747.1061934209342,0.484110666106322,0.42949948184347403,28,9,,81,
continue,0.06754032258064516,0.19455645161290322,0.11995967741935484,0.11290322580645161,0.09778225806451613,0.08165322580645161,0.004032258064516129,0.08266129032258064,0.056451612903225805,0.04435483870967742,0.006048387096774193,0.04032258064516129,0.020161290322580645,0.0715725806451613,,2.8589451117982962,0.6974897650496688,0.4736566344772971,0.07328765401120553,5.967597765363129,5.0,3.48917885606398,16.88679245283019,17.0,5.55133972393233,2.0156424581005585,2.0,1.2771218538987146,895,452,0.5050279329608939,5438,53,True,461.0,0.8981854838709677,5.481854838709677,992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.011047979797979798,0.01231060606060606,0.037298387096774195,44.588867924528316,14.780430062190366,14.794594085727827,16.631811953199115,15.120781701275433,17.53662569832402,49.8476863075788,5.566037735849057,13.83812221743127,1022869.2408224364,1031.11818631294,0.6069624141718333,0.6104008179630481,35,5,,81,
create,0.04915514592933948,0.19508448540706605,0.11367127496159754,0.12135176651305683,0.10752688172043011,0.06758832565284179,0.009216589861751152,0.08141321044546851,0.05069124423963134,0.03840245775729647,0.013824884792626729,0.039938556067588324,0.016897081413210446,0.07373271889400922,,2.6966821105948533,0.9409701930619141,0.449055044293964,0.10362676156757651,5.667814113597246,5.0,3.377787144925996,15.289473684210526,14.0,6.731340269831472,1.927710843373494,2.0,1.2411225939949535,581,324,0.5576592082616179,3363,38,True,300.0,0.8632872503840245,5.1658986175115205,651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016828148903620603,0.0,0.0,0.0,0.0,0.0,0.009943906170321265,0.014533401325854156,0.0,0.0629800307219662,50.36752177205605,13.119882688649337,13.531616421267348,14.790488268864934,12.910141317148295,15.590774526678139,46.098423770269044,4.7105263157894735,8.116399000216735,3348.9394754849714,5.144300269562168,0.5103280262618854,0.4694842151366174,18,6,0.021505376344086023,81,
explain,0.0391566265060241,0.17771084337349397,0.11646586345381527,0.10441767068273092,0.10240963855421686,0.0823293172690763,0.018072289156626505,0.09538152610441768,0.06626506024096386,0.03815261044176707,0.01606425702811245,0.04618473895582329,0.012048192771084338,0.08433734939759036,0.001004016064257028,2.903466677679615,0.6575565054330313,0.4572102477998049,0.07582277418809184,5.724832214765101,5.0,3.241286499363063,16.254545454545454,16.0,5.254325254901672,1.9172259507829978,2.0,1.1642871484985016,894,394,0.4407158836689038,5220,55,True,461.0,0.8805220883534136,5.240963855421687,996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13729977116704806,0.08989865969271003,0.07911082052958483,0.060477280156914025,0.060477280156914025,0.020268061457992807,0.011768551814318405,0.019614253023864006,0.012749264465511605,0.029116465863453816,50.612110834371094,13.372538946512105,13.995611131997158,15.405621313809235,13.66123245881635,16.040984340044744,48.69302420174904,5.2727272727272725,13.391620821648788,654496.0450757268,657.1245432487217,0.5759905609819624,0.6129707671561331,43,14,,81,
human,0.03927986906710311,0.1751227495908347,0.09656301145662848,0.10965630114566285,0.11456628477905073,0.11620294599018004,0.008183306055646482,0.09983633387888707,0.088379705400982,0.03927986906710311,0.024549918166939442,0.022913256955810146,0.019639934533551555,0.044189852700491,0.0016366612111292963,2.9457050281660124,0.8465204717313818,0.4235132868366368,0.10191720557373524,5.953789279112754,5.0,3.8636283819133626,16.393939393939394,17.0,7.177149742103012,2.0073937153419594,2.0,1.4284994810479343,541,347,0.6414048059149723,3291,33,True,289.0,0.88379705400982,5.386252045826514,611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00640861317610869,0.0,0.0,0.022913256955810146,45.174923391215515,14.490882204671486,14.895726920698603,16.908777236318826,14.809317201590765,17.402735674676517,47.63238671371758,5.121212121212121,8.052811079719545,3142.616712276575,5.143398874429747,0.640416968613863,0.5905363117494891,34,11,,85,
continue,0.08416389811738649,0.2369878183831672,0.12070874861572536,0.12624584717607973,0.09080841638981174,0.07641196013289037,,0.08748615725359911,0.053156146179401995,0.05094130675526024,0.009966777408637873,0.026578073089700997,0.019933554817275746,0.016611295681063124,,2.7255907356488667,0.6961980372091899,0.46200758509435713,0.09316353264450605,6.673568818514007,5.0,4.256186504458299,16.42,16.0,5.215707046987973,2.2801461632155906,2.0,1.5401909108853058,821,390,0.47503045066991473,5561,50,True,425.0,0.9091915836101883,6.1583610188261355,903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020996552804763396,0.012848636790974616,0.0,0.0,0.0,0.0,0.003917267314321529,0.007521153243497336,0.0,0.008859357696566999,32.36819544825465,17.719524725943973,16.981773518133604,20.891995127892816,18.212509135200975,21.637904993909867,58.92913520097443,6.98,13.467827736620867,706322.8712287049,782.195870685166,0.6448754823329498,0.6477312967181206,24,9,,85,
create,0.08596300326441784,0.21109902067464636,0.09140369967355821,0.13492927094668117,0.11099020674646355,0.07290533188248095,,0.09684439608269858,0.031556039173014146,0.03482045701849837,0.017410228509249184,0.025027203482045703,0.02720348204570185,0.04896626768226333,0.01088139281828074,3.0093875942888246,0.5039205629830943,0.46470745551452086,0.057158187327679105,6.812729498164015,6.0,4.246439593422519,20.94871794871795,21.0,5.5790299586416845,2.3341493268053854,2.0,1.585497784206442,817,389,0.47613219094247244,5668,39,True,365.0,0.8890097932535365,6.167573449401523,919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05116350747418708,0.05116350747418708,0.027122823239328093,0.012944983818770227,0.0,0.0,0.026044074587763907,0.03744798890429958,0.03698566805362922,0.014145810663764961,21.785807291666657,20.122962056303553,18.78746608530847,22.72465241816527,21.13231491071148,22.845875152998776,64.03317327307536,9.025641025641026,13.86768515211319,1053559.6718106393,1146.4196646470505,0.6860214029683879,0.6930845307337271,19,2,,85,
explain,0.04292929292929293,0.21464646464646464,0.09848484848484848,0.13005050505050506,0.09217171717171717,0.08712121212121213,0.005050505050505051,0.10227272727272728,0.05808080808080808,0.050505050505050504,0.025252525252525252,0.022727272727272728,0.025252525252525252,0.022727272727272728,0.0025252525252525255,2.9373742028153984,0.726032078886799,0.5000184603451816,0.08646993896005585,6.023643949930459,5.0,3.808452288748829,17.975,17.5,4.803579394576507,2.0611961057023644,2.0,1.4363197501551694,719,324,0.4506258692628651,4404,40,True,389.0,0.8838383838383839,5.5606060606060606,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12789783889980352,0.08271119842829076,0.06385068762278978,0.03929273084479371,0.03929273084479371,0.03929273084479371,0.009430255402750491,0.007072691552062868,0.01768172888015717,0.03409090909090909,39.00616883116885,15.742364047287904,16.03029750255766,18.539095966620305,15.928863004172463,17.972294853963827,52.18918636995828,6.15,12.354784903867507,232067.8126555728,293.0149149691576,0.7275128249938672,0.7344390977370111,33,6,0.020202020202020204,85,
human,0.08888888888888889,0.22098765432098766,0.1037037037037037,0.13580246913580246,0.0962962962962963,0.10123456790123457,0.012345679012345678,0.07160493827160494,0.03580246913580247,0.03333333333333333,0.014814814814814815,0.05802469135802469,0.014814814814814815,0.009876543209876543,0.0024691358024691358,3.175957164132721,1.121873329795157,0.4385846394310438,0.07322508989453079,6.805745554035568,5.0,4.346864818058501,17.829268292682926,16.0,8.159694037258847,2.2421340629274966,2.0,1.5622698553842034,731,413,0.5649794801641587,5054,41,True,356.0,0.891358024691358,6.239506172839506,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013644891693672181,0.0,0.0,0.0,0.0,0.0,0.005969640115981579,0.013644891693672181,0.015350503155381204,0.05432098765432099,29.231776487190615,17.820596576690807,17.122413403193683,20.592719628974677,19.539695705848985,22.557592339261287,59.82653231457075,7.487804878048781,13.415051904427614,670012.671870343,827.1761381115347,0.6267641138285398,0.6201373254641508,36,6,,91,
continue,0.07622298065984073,0.22753128555176336,0.08191126279863481,0.14562002275312855,0.10352673492605233,0.08532423208191127,,0.09328782707622298,0.02957906712172924,0.04550625711035267,0.026166097838452786,0.055745164960182024,0.02161547212741752,0.005688282138794084,0.0022753128555176336,2.896441102230487,0.6792333519271242,0.47018832806744426,0.07237797408225563,6.563451776649746,6.0,4.039435587045263,17.511111111111113,17.0,5.694528454664851,2.260152284263959,2.0,1.4841244413862886,788,377,0.4784263959390863,5263,45,True,389.0,0.8964732650739476,5.987485779294653,879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.014492753623188406,0.0,0.0,0.0,0.0,0.010869565217391304,0.005270092226613966,0.015316205533596838,0.012514220705346985,31.019974554707375,17.909130287648058,17.225686489879976,20.913073886068812,18.23941342357586,21.102741116751265,59.516187253243096,7.355555555555555,14.251596241005208,1546641.3100028164,1759.5464277620208,0.7314822741530158,0.7491895099018895,20,4,,91,
create,0.07915273132664437,0.21739130434782608,0.09253065774804906,0.14046822742474915,0.10033444816053512,0.08138238573021182,,0.10590858416945373,0.03678929765886288,0.03455964325529543,0.026755852842809364,0.055741360089186176,0.017837235228539576,0.011148272017837236,,3.107660747139891,0.7513562813376782,0.46765313950249077,0.06839261777770585,6.672862453531598,5.0,4.281546769069306,17.933333333333334,18.0,5.775042087388725,2.278810408921933,2.0,1.657945331927049,807,384,0.4758364312267658,5475,45,True,409.0,0.8996655518394648,6.103678929765886,897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00859325270528326,0.00859325270528326,0.0,0.0,0.0,0.0,0.011457670273711012,0.008911521323997454,0.0,0.021181716833890748,30.08216899534267,18.293962825278815,17.148302996842105,20.605799256505577,18.965848822800496,21.78587360594796,58.82552664188351,7.333333333333333,14.685663064942943,2387274.90184615,2661.3989987136565,0.7167858332395554,0.702260167792786,29,8,,91,
explain,0.0646830530401035,0.22639068564036222,0.11254851228978008,0.13195342820181113,0.09314359637774904,0.08408796895213454,0.00517464424320828,0.09314359637774904,0.037516170763260026,0.03234152652005175,0.028460543337645538,0.054333764553686936,0.01034928848641656,0.00258732212160414,,2.993182364478502,0.8071770911911922,0.47323831159632007,0.07678818923435933,6.744650499286733,5.0,4.4531628855530565,16.69047619047619,16.0,5.021326400550125,2.265335235378031,2.0,1.6098163770406937,701,326,0.46504992867332384,4800,42,True,350.0,0.8796895213454075,6.2095730918499354,773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0911420204978038,0.07357247437774524,0.05856515373352855,0.05856515373352855,0.05856515373352855,0.03806734992679356,0.009882869692532943,0.004392386530014641,0.013177159590043924,0.062095730918499355,28.051300932744226,17.65024149174649,16.69955669828396,20.199728279328852,18.682541946878608,22.085078459343787,58.20260172542626,6.928571428571429,11.274464285353618,78783.92718860872,101.91969882096859,0.6996189661142302,0.6993939369916916,39,8,0.02328589909443726,91,
human,0.11980830670926518,0.20447284345047922,0.11182108626198083,0.13578274760383385,0.10063897763578275,0.08306709265175719,0.025559105431309903,0.0670926517571885,0.01437699680511182,0.023961661341853034,0.007987220447284345,0.036741214057507986,0.011182108626198083,0.051118210862619806,0.006389776357827476,2.975035366327094,0.8284214973848766,0.42888155818311285,0.08616981228704404,6.818827708703375,6.0,4.186487700347958,15.216216216216216,14.0,5.700332541912418,2.2539964476021312,2.0,1.4772871949863056,563,340,0.6039076376554174,3902,37,True,242.0,0.8769968051118211,6.233226837060703,626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008843687817820032,0.024762325889896086,0.0,0.02875399361022364,30.661267885532595,16.941482406029476,15.833952243947603,19.08826268542077,18.294786616101,22.349413854351685,60.50928904037252,6.891891891891892,9.170202210113313,9606.567038632731,15.345953735835034,0.6734593394729826,0.6418721607753208,18,1,,46,
continue,0.10561056105610561,0.21287128712871287,0.0924092409240924,0.13861386138613863,0.08745874587458746,0.0891089108910891,0.00825082508250825,0.0891089108910891,0.02145214521452145,0.036303630363036306,0.024752475247524754,0.0429042904290429,0.01485148514851485,0.019801980198019802,,3.006276797840981,0.6760010488462376,0.43725121826478835,0.0800733994868246,6.528985507246377,5.0,3.9401170235426064,18.4,18.5,5.244679844057849,2.1630434782608696,2.0,1.3196714614727345,552,294,0.532608695652174,3663,30,True,263.0,0.8877887788778878,6.044554455445544,606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019065776930409915,0.0,0.0,0.0,0.0,0.0,0.007149666348903718,0.02669208770257388,0.0,0.026402640264026403,32.56201982651797,17.10991304347826,16.647925096878797,19.533913043478265,18.521521739130435,20.981739130434786,57.892753623188405,7.266666666666667,9.324637047678387,11210.846741350017,18.49974709793732,0.7424110461925638,0.7126917157854352,19,4,0.0165016501650165,46,
create,0.1227217496962333,0.22600243013365734,0.09234507897934387,0.14945321992709598,0.09720534629404617,0.06804374240583232,0.004860267314702308,0.0850546780072904,0.026731470230862697,0.031591737545565005,0.015795868772782502,0.04495747266099635,0.019441069258809233,0.013365735115431349,0.002430133657351154,2.840165791753485,0.8363860600712401,0.43802606907222463,0.0985396110151121,6.764468371467026,5.0,4.409670940044245,17.27906976744186,18.0,6.413378391338012,2.2866756393001344,2.0,1.6116743042646717,743,380,0.5114401076716016,5106,43,True,367.0,0.8979343863912516,6.204131227217497,823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016399043389135635,0.0,0.0,0.0,0.0,0.0,0.010249402118209771,0.01742398360095661,0.01434916296549368,0.030376670716889428,26.498206777145697,18.131609753043914,16.569097456395106,19.724548499170552,19.070180913330624,22.262018842530285,58.8672258912642,7.186046511627907,12.774729812983136,353178.8316881505,429.13588297466646,0.6475532814150765,0.6332482637428656,20,2,,46,
explain,0.10671462829736211,0.20503597122302158,0.11750599520383694,0.13189448441247004,0.10191846522781775,0.07553956834532374,0.013189448441247002,0.07913669064748201,0.02158273381294964,0.02877697841726619,0.01079136690647482,0.04436450839328537,0.007194244604316547,0.0539568345323741,0.002398081534772182,3.015363913248065,0.9784095652389639,0.40202043379866736,0.10429882146626045,6.841121495327103,6.0,4.133631230947335,15.285714285714286,15.0,5.959043889889774,2.2496662216288383,2.0,1.380926923349211,749,344,0.45927903871829107,5209,49,False,336.0,0.8848920863309353,6.2458033573141485,834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15477589390632868,0.1342957864696995,0.08695652173913043,0.028537854624811145,0.028537854624811145,0.028537854624811145,0.038945778076212856,0.03323820715125063,0.024844720496894408,0.008393285371702638,30.03738645747316,16.917489986648864,16.26309291913925,19.946061415220296,18.4345393858478,22.489345794392523,59.47797062750334,6.755102040816326,12.646161036079206,310568.8938441222,372.38476480110575,0.6957731946992377,0.6688105348259845,35,10,,46,
human,0.06150061500615006,0.2017220172201722,0.10947109471094711,0.10824108241082411,0.12423124231242312,0.08610086100861009,0.03198031980319803,0.07380073800738007,0.03075030750307503,0.041820418204182044,0.012300123001230012,0.04797047970479705,0.014760147601476014,0.055350553505535055,,3.05172934995069,1.0467643704133132,0.45284890189434146,0.09155753333760776,6.2404526166902405,5.0,3.786958013683438,15.369565217391305,13.5,8.354531953304758,2.1258840169731257,2.0,1.4632684745793805,707,441,0.6237623762376238,4539,46,True,334.0,0.8511685116851169,5.583025830258302,813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006540833489067464,0.0,0.0,0.028290282902829027,34.66292269374463,15.489561835065494,14.8609603550888,17.123780825287497,15.647314433306683,18.967977369165485,51.72034315232766,5.586956521739131,11.687016186994317,119016.35349675872,146.39157871680038,0.5498601076503594,0.5652396990494295,25,2,,52,
continue,0.08379272326350606,0.21940463065049615,0.09812568908489526,0.12679162072767364,0.10915104740904079,0.08710033076074973,,0.08158765159867695,0.03528114663726571,0.037486218302094816,0.024255788313120176,0.06284454244762955,0.016538037486218304,0.016538037486218304,0.0011025358324145535,2.988484585045104,0.8018599816416189,0.45460943345487914,0.06125938482828347,6.544554455445544,5.0,3.9051875944728573,16.16,16.0,5.001439792699698,2.241336633663366,2.0,1.4054082932856888,808,399,0.4938118811881188,5387,50,True,415.0,0.8908489525909592,5.9393605292172,907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07114050653331183,0.02097112437489918,0.0,0.0,0.0,0.0,0.008711082432650428,0.027101145346023554,0.007743184384578158,0.024255788313120176,32.75176024553167,17.160172277227726,16.623762744952167,20.27588118811881,17.474851485148513,20.85029702970297,56.754059405940595,6.56,13.536566325662477,756582.0948805035,834.1588697690225,0.6709589337816044,0.6840137019753456,27,11,,52,
create,0.07981927710843373,0.21084337349397592,0.1144578313253012,0.12198795180722892,0.10692771084337349,0.0572289156626506,0.006024096385542169,0.07981927710843373,0.03614457831325301,0.03313253012048193,0.007530120481927711,0.024096385542168676,0.015060240963855422,0.07379518072289157,0.010542168674698794,2.8117717092095376,0.7604221749717447,0.4577877554029571,0.06631730485642333,6.494897959183674,6.0,4.157810593950367,16.333333333333332,16.0,7.268654162452175,2.2193877551020407,2.0,1.5077458619873105,588,346,0.5884353741496599,3895,36,True,259.0,0.8554216867469879,5.865963855421687,664.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007399103139013453,0.019730941704035873,0.0,0.043674698795180725,28.7279573109914,16.96877551020408,16.18397175987059,19.32244897959184,17.327636054421767,20.577755102040815,55.95918367346938,6.472222222222222,8.379030396283412,4354.7844633049235,6.558410336302596,0.48558845796755384,0.4402128889444558,15,2,0.022590361445783132,52,
explain,0.08393285371702638,0.22302158273381295,0.09352517985611511,0.11031175059952038,0.09712230215827339,0.07314148681055156,0.014388489208633094,0.08752997601918465,0.03597122302158273,0.050359712230215826,0.022781774580335732,0.04436450839328537,0.013189448441247002,0.03117505995203837,0.001199040767386091,3.036843481021826,0.905919488235466,0.468764832103783,0.10562850882619382,6.50464807436919,6.0,3.918531877377485,19.307692307692307,18.0,7.20809319411653,2.241699867197875,2.0,1.4721904721924828,753,390,0.5179282868525896,4979,39,True,343.0,0.8741007194244604,5.9700239808153475,834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04805331462644686,0.024903542616625744,0.0,0.0,0.0,0.0,0.007891967730620834,0.004209049456331112,0.00526131182041389,0.04316546762589928,29.452811893988354,18.392058432934927,17.563951015724196,20.95016855654306,18.860738584125038,20.914262948207178,61.405965880069466,8.128205128205128,12.331399167440734,226703.70225548794,271.82698112168816,0.6462967193832523,0.6310515677606737,27,0,0.017985611510791366,52,
human,0.06470588235294118,0.19294117647058823,0.10705882352941176,0.12941176470588237,0.09294117647058824,0.13411764705882354,0.001176470588235294,0.07647058823529412,0.06823529411764706,0.03411764705882353,0.009411764705882352,0.04,0.015294117647058824,0.03176470588235294,0.002352941176470588,3.0578912224415338,1.0283187532152254,0.4480529645169534,0.07747331891042794,6.006485084306096,5.0,3.796880345248307,15.42,13.0,8.072397413408238,1.985732814526589,2.0,1.351774095356363,771,420,0.5447470817120622,4710,50,True,437.0,0.9070588235294118,5.541176470588235,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005396654074473826,0.0,0.0,0.01647058823529412,45.89989515072084,13.85544721141375,14.468577580558993,16.38849286640726,14.570544747081712,17.59854734111543,47.975123216601816,5.02,13.931545123066844,1123034.6892716156,1321.2172814960184,0.6064110647658912,0.5978686750556031,32,12,,1,
continue,0.07381193124368049,0.2517694641051567,0.1102123356926188,0.13346814964610718,0.09201213346814964,0.06875631951466127,0.0020222446916076846,0.07987866531850354,0.03134479271991911,0.044489383215369056,0.00910010111223458,0.033367037411526794,0.017189079878665317,0.028311425682507583,0.00910010111223458,2.8757697281303334,0.5948860504625588,0.4852888160785702,0.07254918542672671,6.561872909698996,6.0,4.011801994565882,16.61111111111111,17.0,4.209410386558803,2.212931995540691,2.0,1.3776079914054247,897,406,0.45261984392419174,5978,54,True,423.0,0.8887765419615774,6.044489383215369,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09786736780601811,0.05127081507449606,0.01694420099328075,0.0,0.0,0.0,0.04995617879053462,0.044989775051124746,0.01971954425942156,0.027300303336703743,31.75724176010874,17.000930880713486,16.816750354323865,20.468301746562616,17.781976960237827,21.001872909698992,59.64344109996284,7.148148148148148,14.536365636381984,2056190.663415821,2079.0603270129636,0.6682889338863908,0.6871890351176262,37,12,0.015166835187057633,1,
create,0.09333333333333334,0.23384615384615384,0.09743589743589744,0.13230769230769232,0.10564102564102563,0.07384615384615385,0.003076923076923077,0.07692307692307693,0.06358974358974359,0.03282051282051282,0.013333333333333334,0.043076923076923075,0.009230769230769232,0.017435897435897435,0.0041025641025641026,2.8791981181699846,0.8137807504304105,0.4699552287832442,0.09439827273167893,6.583715596330276,5.0,4.048429410247479,16.452830188679247,16.0,6.308323455579995,2.197247706422018,2.0,1.428764701295861,872,464,0.5321100917431193,5844,53,True,435.0,0.8902564102564102,5.993846153846154,975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01872770511296076,0.01872770511296076,0.01872770511296076,0.01872770511296076,0.01872770511296076,0.01872770511296076,0.005202140309155767,0.00758026159334126,0.01159334126040428,0.022564102564102566,32.62229817708334,16.754126709364723,16.469102849989795,19.838012809416654,17.805715553055222,21.113165137614676,56.017050372165485,6.509433962264151,13.07334568899402,476082.14363847673,488.28937809074534,0.62051797285676,0.6153141751008875,31,13,,1,
explain,0.06390532544378698,0.2331360946745562,0.10650887573964497,0.12781065088757396,0.08757396449704143,0.07455621301775148,0.001183431952662722,0.08402366863905325,0.03905325443786982,0.05088757396449704,0.021301775147928994,0.04497041420118343,0.010650887573964497,0.0378698224852071,0.001183431952662722,3.0674655953926164,0.7746867301145905,0.5172067516640219,0.07565337789696616,6.264591439688716,5.0,3.7939851615893185,19.275,19.0,6.492255001153297,2.0804150453955903,2.0,1.3198151951684378,771,341,0.44228274967574577,4904,40,True,383.0,0.8958579881656805,5.803550295857988,845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1495839971676403,0.08107629668967958,0.05204460966542751,0.042131350681536554,0.042131350681536554,0.022658877677465036,0.006903876792352629,0.02336696760488582,0.017702248185519562,0.02603550295857988,36.79452191235062,16.476147535667966,16.827784334635936,19.642555123216603,17.713725680933855,19.500129701686117,58.05580415045396,7.475,13.377669380493991,645428.2832700915,763.8204535740728,0.6980535342143133,0.6883495089254881,33,0,0.015384615384615385,1,
