persona,pos_prop_DET,pos_prop_NOUN,pos_prop_VERB,pos_prop_ADJ,pos_prop_PUNCT,pos_prop_PROPN,pos_prop_ADP,pos_prop_CCONJ,pos_prop_PART,pos_prop_AUX,pos_prop_ADV,pos_prop_SCONJ,pos_prop_X,pos_prop_NUM,pos_prop_SPACE,pos_prop_PRON,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,proportion_ellipsis,proportion_bullet_points,contains_lorem ipsum,duplicate_line_chr_fraction,duplicate_paragraph_chr_fraction,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,first_order_coherence,second_order_coherence,entropy,perplexity,per_word_perplexity,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,connectives,connectives_cap,file
create,0.11586638830897704,0.24739039665970772,0.08037578288100208,0.14613778705636743,0.08350730688935282,0.006263048016701462,0.11377870563674322,0.03549060542797495,0.018789144050104383,0.04801670146137787,0.07306889352818371,0.011482254697286013,,,,0.019832985386221295,False,389.0,0.9123173277661796,7.109603340292275,958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15699791883454733,0.12382934443288242,0.056711758584807495,0.040062434963579606,0.040062434963579606,0.023413111342351717,0.02497398543184183,0.0345993756503642,0.037460978147762745,0.025052192066805846,0.6763787748331719,0.6706536070484183,13.557401354832805,772510.8668947807,806.3787754642805,3.077692707802255,0.9163760319678397,0.46999320547858003,0.09070307693273946,1.4044277295285212,23.718237471526198,19.579098138297766,25.448785117691724,23.82404517843584,27.659544419134395,67.94998101746394,9.083333333333334,7.66628701594533,6.0,4.685462188260818,18.291666666666668,17.5,7.222529373810504,2.726651480637813,2.0,1.7833692471556586,878,366,0.4168564920273349,6811,48,33,13,6
explain,0.10804597701149425,0.23448275862068965,0.0839080459770115,0.09080459770114943,0.10574712643678161,0.021839080459770115,0.12183908045977011,0.03333333333333333,0.008045977011494253,0.04827586206896552,0.052873563218390804,0.02528735632183908,0.008045977011494253,,0.01839080459770115,0.03908045977011494,True,354.0,0.8758620689655172,6.464367816091954,870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06268703732871318,0.016695542605134665,0.00756024570798551,0.0,0.0,0.0,0.0061426996377382265,0.0039376279729091196,0.007875255945818239,0.12183908045977011,0.7606582183104295,0.7626128016333831,12.2404976723498,207004.8852788212,237.9366497457715,3.2883087948906784,0.9763084957956092,0.501742852406632,0.06732919228266214,9.257008368200815,22.40552570694088,19.007040853586776,23.666889460154245,21.785642673521856,24.488123393316197,63.40886889460154,8.55,7.110539845758355,6.0,4.727333086925039,19.45,18.0,6.391204894227692,2.577120822622108,2.0,1.9825306302942334,778,366,0.4704370179948586,5624,40,35,7,6
human,0.10657193605683836,0.22380106571936056,0.05150976909413854,0.06571936056838366,0.152753108348135,0.07282415630550622,0.12433392539964476,0.02664298401420959,0.007104795737122558,0.017761989342806393,0.03197158081705151,0.003552397868561279,0.017761989342806393,0.03907637655417407,0.04085257548845471,0.017761989342806393,True,177.0,0.7495559502664298,5.9733570159857905,563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004230565838180857,0.0,0.0,0.0,0.0,0.0,0.0021152829190904283,0.005288207297726071,0.004759386567953464,0.0994671403197158,0.4585240114676325,0.3913523389233483,7.256671931279938,1417.5310374634012,2.517817118052222,3.6618962604773038,1.5627888890416037,0.4617260929669885,0.06289226534532372,6.889108910891082,22.330017094017098,19.53771442962202,23.4625641025641,23.15948717948718,23.99452991452991,62.28888888888889,9.1,6.982905982905983,5.0,5.779026188902027,23.4,19.5,13.98713694792469,2.4401709401709404,1.0,2.0156040781461244,468,270,0.5769230769230769,3363,20,10,1,54
continue,0.1375921375921376,0.2321867321867322,0.07248157248157248,0.07493857493857493,0.12162162162162163,0.028255528255528257,0.11302211302211303,0.025798525798525797,0.014742014742014743,0.04668304668304668,0.06388206388206388,0.019656019656019656,0.0012285012285012285,0.014742014742014743,,0.033169533169533166,False,344.0,0.8562653562653563,6.131449631449631,814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2000350631136045,0.19302244039270688,0.1723352033660589,0.1449859747545582,0.1449859747545582,0.12815568022440393,0.0070126227208976155,0.00894109396914446,0.008415147265077139,0.04176904176904177,0.501306940247083,0.5155668695707146,12.12648731391573,184699.84258550228,226.90398352027307,2.9593767745088178,1.0719534294241821,0.4627430844113489,0.08219854391838792,24.727495769881585,18.892674418604653,17.013514367397043,20.892918735301805,19.190628756205903,22.787808988764045,57.14802717533316,6.72093023255814,6.866573033707865,5.5,4.7996846277193,16.558139534883722,15.0,8.179106466184503,2.375,2.0,1.7700992640228914,712,306,0.4297752808988764,4991,43,16,5,54
create,0.11461318051575932,0.2521489971346705,0.07163323782234957,0.1017191977077364,0.10888252148997135,0.024355300859598854,0.10601719197707736,0.0329512893982808,0.015759312320916905,0.045845272206303724,0.05873925501432665,0.012893982808022923,0.012893982808022923,0.004297994269340974,0.022922636103151862,0.014326647564469915,True,261.0,0.8553008595988538,6.878223495702006,698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08203414996288047,0.04899777282850779,0.04899777282850779,0.03155159613956941,0.03155159613956941,0.0,0.0066815144766146995,0.024498886414253896,0.0,0.07593123209169055,0.540271545231745,0.4717939814242224,9.41622045510201,12286.058645863768,17.60180321756987,2.926410585559857,1.1884599263992015,0.47307027142986624,0.11221023542528924,3.660117967332127,21.414016865836093,18.158132088804514,23.477260784812273,22.570424612255273,27.11838969404187,62.718916857360796,7.578947368421052,7.607085346215781,6.0,5.225067909701557,16.342105263157894,18.0,8.673238682987893,2.5958132045088567,2.0,1.7360203598302426,621,322,0.5185185185185185,4801,38,12,2,54
explain,0.13054187192118227,0.229064039408867,0.07512315270935961,0.08004926108374384,0.11576354679802955,0.05172413793103448,0.10960591133004927,0.03694581280788178,0.012315270935960592,0.024630541871921183,0.06157635467980296,0.014778325123152709,0.007389162561576354,0.023399014778325122,,0.027093596059113302,False,327.0,0.8522167487684729,6.432266009852217,812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2602762803234501,0.22287735849056603,0.18935309973045822,0.11859838274932614,0.11859838274932614,0.09198113207547169,0.007580862533692723,0.008086253369272238,0.0,0.09729064039408868,0.5441646851373442,0.554737699450925,12.226643159184427,204156.70897668935,251.4245184441987,3.5280194939273324,1.0034081976874532,0.4770103823488809,0.07070904403819227,14.429716629381033,21.30672268907563,18.7741,22.685714285714287,22.877773109243698,24.99635854341736,62.87675070028011,8.794117647058824,7.177871148459384,5.0,5.382096366131106,21.0,20.0,6.808299433520134,2.4327731092436973,2.0,1.8694331400312758,714,320,0.4481792717086835,5223,34,21,1,54
human,0.10416666666666667,0.2552083333333333,0.06770833333333333,0.09375,0.12239583333333333,0.016927083333333332,0.11588541666666667,0.041666666666666664,0.005208333333333333,0.033854166666666664,0.0625,0.0078125,0.016927083333333332,0.03515625,,0.020833333333333332,True,269.0,0.83203125,6.233072916666667,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176017601760176,0.0176017601760176,0.0,0.0,0.0,0.0,0.007700770077007701,0.004583791712504583,0.0044004400440044,0.06770833333333333,0.41321008877698767,0.39255561497772024,11.259788555331532,77636.15831633998,101.08874780773435,2.67137397064299,1.2996367795749582,0.4628967112239745,0.1373525946491034,19.162799766036272,18.827143826322935,16.63694756758422,20.777476255088196,19.132546811397553,23.389791044776114,58.51085481682496,6.590909090909091,6.995522388059701,6.0,4.966001810394561,15.227272727272727,14.5,10.2732300761906,2.4134328358208954,2.0,1.7399944692301925,670,367,0.5477611940298508,4787,44,20,3,40
continue,0.12808641975308643,0.23919753086419754,0.09104938271604938,0.07561728395061729,0.09876543209876543,,0.10493827160493827,0.040123456790123455,0.010802469135802469,0.06790123456790123,0.08024691358024691,0.020061728395061727,0.0015432098765432098,0.0015432098765432098,0.013888888888888888,0.026234567901234566,True,286.0,0.8873456790123457,6.060185185185185,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019590382902938557,0.011130899376669634,0.0,0.0,0.0,0.0,0.006010685663401603,0.008904719501335707,0.016028495102404273,0.027777777777777776,0.7614724057562211,0.7727725596138926,11.132577354052955,68362.33910206764,105.49743688590685,2.9993259242313863,0.6799157167357285,0.4912686047305684,0.07971880235882027,29.884415584415564,17.810921722113502,16.785175570968402,20.37291585127202,18.06821673189824,21.320616438356165,59.15146771037182,7.085714285714285,6.614726027397261,6.0,4.053223255701004,16.685714285714287,16.0,4.689023221899227,2.279109589041096,2.0,1.4673998162964839,584,282,0.4828767123287671,3927,35,23,7,40
create,0.13134851138353765,0.25569176882662,0.06304728546409807,0.12609457092819615,0.09632224168126094,0.01576182136602452,0.12084063047285463,0.0297723292469352,0.0070052539404553416,0.03327495621716287,0.050788091068301226,0.012259194395796848,0.010507880910683012,0.008756567425569177,0.02626970227670753,0.012259194395796848,True,200.0,0.8563922942206655,6.48861646234676,571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0868527797661656,0.06633261751371988,0.05631114292531615,0.05631114292531615,0.0,0.0,0.031018849916487713,0.0217131949415414,0.03340491529467907,0.07180385288966724,0.4927047759364359,0.4885948665905744,8.204361713588856,3656.8657738855295,6.4043183430569695,3.0143279315677507,1.1886545733219651,0.48394063924606906,0.0976050742918202,6.793094964736753,23.135776699029126,19.05243186529464,23.612397311426438,21.846253920836446,24.368,66.02128454070201,9.153846153846153,7.085436893203884,6.0,4.634660632458041,19.807692307692307,20.5,9.055466817891876,2.6271844660194175,2.0,2.0576258434427173,515,257,0.49902912621359224,3705,26,15,2,40
explain,0.1354309165526676,0.2749658002735978,0.07797537619699042,0.09439124487004104,0.08618331053351573,,0.12585499316005472,0.03967168262653899,0.013679890560875513,0.03967168262653899,0.060191518467852256,0.02188782489740082,0.0013679890560875513,0.013679890560875513,,0.015047879616963064,False,311.0,0.9001367989056087,6.46374829001368,731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964020771513353,0.18583086053412462,0.16357566765578635,0.09940652818991098,0.05526706231454006,0.05526706231454006,0.019287833827893175,0.02206973293768546,0.018545994065281898,0.03967168262653899,0.613802850065339,0.5713555367131319,11.938699405082566,153077.4689262364,209.4083022246736,2.947810274784767,1.1060228905598577,0.4516384112222301,0.13992558689107965,20.077518313873554,19.997188865512218,18.00834635733148,22.251561741382105,20.468314452176728,23.59724550898203,62.81453309597022,8.08108108108108,6.979041916167665,6.0,4.555004253865637,18.054054054054053,17.0,7.410532847114251,2.4191616766467066,2.0,1.6716349389356047,668,301,0.4505988023952096,4725,37,29,3,40
human,0.1024390243902439,0.25170731707317073,0.0575609756097561,0.08097560975609756,0.12292682926829268,0.03902439024390244,0.13951219512195123,0.037073170731707315,0.003902439024390244,0.03804878048780488,0.0624390243902439,0.016585365853658537,0.001951219512195122,0.00975609756097561,0.012682926829268294,0.023414634146341463,True,393.0,0.8380487804878048,5.8273170731707316,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004981684981684982,0.0,0.0,0.0,0.0,0.0,0.009377289377289377,0.011721611721611722,0.00967032967032967,0.04,0.5882500595609216,0.5797693536088273,15.30372088024945,4429161.6496869605,4321.133316767767,3.7475420317291204,1.1914365797031787,0.46790569629380047,0.08090099695334335,21.26006022447305,20.36666666666667,19.544087944886503,23.63059539330726,20.959577574967405,21.6504406779661,66.08213820078227,9.846153846153847,6.590960451977401,6.0,4.131992813916206,22.692307692307693,21.0,10.55426477453387,2.297175141242938,2.0,1.5891023432935774,885,466,0.5265536723163842,5973,39,25,6,41
continue,0.12016293279022404,0.2454175152749491,0.0835030549898167,0.09470468431771895,0.09063136456211812,0.003054989816700611,0.10386965376782077,0.03971486761710794,0.021384928716904276,0.06008146639511202,0.08859470468431772,0.019348268839103868,0.003054989816700611,0.002036659877800407,,0.024439918533604887,True,437.0,0.9022403258655805,6.255600814663951,982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0908315565031983,0.04065387348969438,0.012508884150675196,0.0,0.0,0.0,0.005685856432125089,0.011940298507462687,0.006823027718550106,0.04276985743380855,0.6274489624282489,0.6259692710842572,14.633821688126647,2266668.495070492,2308.2163900921505,2.952604422879579,0.9169083636881461,0.47394465000130714,0.08645234745561224,19.719435736677127,18.98135603963743,17.23199466473207,21.207707747892414,18.92548014959116,22.306069428891373,59.96215850746899,7.264150943396227,6.7793952967525195,6.0,4.077296393804871,16.849056603773583,18.0,5.740936175103093,2.3729003359462486,2.0,1.5410850397721463,893,372,0.4165733482642777,6143,53,34,6,41
create,0.11156601842374617,0.2640736949846469,0.07164790174002048,0.10951893551688843,0.08802456499488229,0.0010235414534288639,0.13613101330603888,0.038894575230296824,0.019447287615148412,0.04912998976458546,0.06038894575230297,0.012282497441146366,0.00511770726714432,,,0.032753326509723645,False,417.0,0.9119754350051177,6.520982599795292,977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20914222772958832,0.10326311441553077,0.10326311441553077,0.09279911882142365,0.06250860525953462,0.06250860525953462,0.023130937629078894,0.014319151865620267,0.01982651796778191,0.05015353121801433,0.7154006158763712,0.7280102831333183,15.465257452793221,5205662.080431313,5328.21093186419,3.038315173684569,0.9274542246496466,0.45923835771262544,0.10093265720176209,13.036974395113958,21.135367003367005,19.465734333097295,24.440763187429855,21.69373737373737,24.181818181818176,65.92794612794613,9.133333333333333,7.053872053872054,6.0,4.2404463349312955,19.8,19.0,7.652450587883597,2.457912457912458,2.0,1.594452967693306,891,373,0.4186307519640853,6371,45,25,6,41
explain,0.11347517730496454,0.24468085106382978,0.08392434988179669,0.06382978723404255,0.08983451536643026,0.0035460992907801418,0.13002364066193853,0.03546099290780142,0.004728132387706856,0.061465721040189124,0.07446808510638298,0.030732860520094562,0.001182033096926714,0.002364066193853428,0.02009456264775414,0.04018912529550828,False,397.0,0.8877068557919622,5.802600472813239,846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15783879539415413,0.11390611160318866,0.09052258635961027,0.058990256864481845,0.058990256864481845,0.058990256864481845,0.009034543844109831,0.006200177147918512,0.012400354295837024,0.05319148936170213,0.6996318300565084,0.6947637019973052,13.234896672649404,559554.7586590623,661.4122442778514,3.3798827272077787,0.938840707816925,0.4936459705854457,0.07319413204357242,32.809167794316636,17.55568181818182,17.151535835117947,20.219480519480523,17.75789610389611,19.56888311688311,56.782467532467535,7.225,6.276623376623377,5.0,3.9289268917215163,19.25,19.5,5.769532043415653,2.172727272727273,2.0,1.6324737315073077,770,309,0.4012987012987013,4909,40,28,4,41
human,0.12125984251968504,0.1968503937007874,0.07401574803149606,0.07401574803149606,0.13070866141732285,0.05354330708661417,0.10236220472440945,0.03937007874015748,0.015748031496062992,0.048818897637795275,0.05511811023622047,0.01732283464566929,0.015748031496062992,0.025196850393700787,0.01732283464566929,0.012598425196850394,True,249.0,0.8094488188976378,5.707086614173228,635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02585165498912781,0.0,0.0,0.0,0.0,0.0,0.013529838125151003,0.016912297656438754,0.01739550616090843,0.028346456692913385,0.5157983069928984,0.5553627118853659,10.187167106805173,26560.14616578736,41.8270018358856,3.5522468690778966,1.023958052426505,0.42960372878288805,0.06016219018015263,27.93323927403324,17.79022562690766,16.507018614329095,19.570794182775753,18.092639296187684,20.984860853432284,55.79154946436053,6.67741935483871,6.545454545454546,5.0,4.673701016767177,17.387096774193548,15.0,7.329469546245789,2.25417439703154,2.0,1.715463939047378,539,297,0.5510204081632653,3624,31,16,5,7
