persona,first_order_coherence,second_order_coherence,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,entropy,perplexity,per_word_perplexity,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,proportion_ellipsis,proportion_bullet_points,contains_lorem ipsum,duplicate_line_chr_fraction,duplicate_paragraph_chr_fraction,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,pos_prop_DET,pos_prop_PROPN,pos_prop_ADJ,pos_prop_NOUN,pos_prop_AUX,pos_prop_ADV,pos_prop_VERB,pos_prop_ADP,pos_prop_PUNCT,pos_prop_X,pos_prop_PRON,pos_prop_CCONJ,pos_prop_SCONJ,pos_prop_PART,pos_prop_NUM,pos_prop_SYM,pos_prop_INTJ,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,connectives,connectives_cap,pos_prop_SPACE,file
human,0.7488113714382052,0.7352543104535494,5.748768472906404,5.0,3.204820255112207,24.75609756097561,26.0,11.864644111515561,1.715270935960591,1.0,1.0106396065257062,1015,458,0.45123152709359604,6023,41,30.96328525067537,28001669537777.523,23276533281.610577,True,438.0,0.8403990024937655,5.00665004156276,1203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021364477994587665,0.00655177325167355,0.0,0.0,0.0,0.0,0.011394388263780088,0.01424298532972511,0.011109528557185586,0.007481296758104738,0.05652535328345802,0.058187863674147966,0.09642560266001662,0.2344139650872818,0.03574397339983375,0.034912718204488775,0.0914380714879468,0.12718204488778054,0.13216957605985039,0.021612635078969242,0.03408146300914381,0.03906899418121363,0.01828761429758936,0.013300083125519535,0.006650041562759767,,,3.295217671650051,1.244639116774652,0.4613300072198306,0.06214233209796063,36.595639793343764,14.305075093115466,15.198301895330275,17.114261684488767,18.024748287876967,16.807093596059108,64.36200889102487,9.804878048780488,43,11,,3
continue,0.8280874288951358,0.829713264995433,6.423228346456693,6.0,3.385647655947101,20.73469387755102,20.0,6.598625429538357,1.936023622047244,2.0,1.1666466917533374,1016,407,0.4005905511811024,6657,49,25.424640568567945,110098424248.28442,95988164.12230551,True,393.0,0.8796861377506539,5.803836094158675,1147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12684519921619855,0.09392553886348792,0.040496407576747225,0.040496407576747225,0.0,0.0,0.00418027433050294,0.009405617243631613,0.009013716525146962,0.010462074978204011,0.05754141238012206,0.006102877070619006,0.11769834350479512,0.2885789014821273,0.018308631211857017,0.02789886660854403,0.13164777680906714,0.12816041848299914,0.1046207497820401,0.0052310374891020054,0.036617262423714034,0.03923278116826504,0.015693112467306015,0.01918047079337402,0.0034873583260680036,,,2.6889650381754873,0.6407366893628069,0.4799610505212127,0.06483249643380475,22.001687289088892,15.341609352402376,16.687281293964173,19.160019283303875,19.19075245058653,20.541023622047238,68.47091434999196,9.89795918367347,22,6,,3
create,0.8339858346659205,0.8376381336288019,6.343354430379747,7.0,3.3324478992118367,26.333333333333332,25.0,9.914915811823898,1.9224683544303798,2.0,1.1060828285811612,632,324,0.5126582278481012,4124,24,17.222380689211448,30170666.10291219,40389.111248878435,True,212.0,0.8165997322623829,5.520749665327979,747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07319653056907129,0.018193357309075522,0.018193357309075522,0.018193357309075522,0.018193357309075522,0.018193357309075522,0.0044425639940765815,0.006346519991537973,0.007404273323460969,0.0214190093708166,0.04551539491298527,0.05622489959839357,0.09236947791164658,0.26639892904953144,0.018741633199464525,0.022757697456492636,0.11780455153949129,0.11244979919678715,0.13253012048192772,0.0013386880856760374,0.028112449799196786,0.040160642570281124,0.018741633199464525,0.01606425702811245,0.01740294511378849,0.002677376171352075,,2.989454447625851,0.7652068287366639,0.4749553401236684,0.05957056744931243,17.465843881856557,17.36512658227848,17.925370180352886,20.723206751054853,21.613866033755272,20.374873417721513,76.4915611814346,13.208333333333334,11,4,0.0107095046854083,3
explain,0.8737108508745829,0.8765559121966362,6.097813578826237,6.0,3.327308952115895,25.558823529411764,20.5,11.154506281347588,1.8181818181818181,1.0,1.0734116519476977,869,375,0.4315304948216341,5413,34,23.776386316728015,21181337339.123802,21591577.307975333,True,339.0,0.8695208970438328,5.517838939857288,981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0849903784477229,0.049871712636305326,0.045221295702373314,0.03848620910840282,0.023412443874278384,0.023412443874278384,0.007697241821680564,0.004810776138550353,0.01731879409878127,0.0163098878695209,0.06931702344546381,0.039755351681957186,0.11009174311926606,0.2558613659531091,0.019367991845056064,0.03160040774719674,0.11416921508664628,0.1396534148827727,0.109072375127421,,0.022426095820591234,0.03567787971457696,0.017329255861365953,0.017329255861365953,0.0020387359836901123,,,2.9036205607505416,0.6337441622917828,0.5014358436463546,0.07217442040400229,27.074612299465258,15.832486631016046,16.4187758691054,18.693034590130647,20.07011372097746,18.897031070195627,68.48172341433697,10.970588235294118,29,7,0.0163098878695209,3
human,0.7626350206824449,0.7589616021513939,5.245186136071887,4.0,3.2771370156385955,28.85185185185185,29.0,14.112520586747976,1.6084724005134787,1.0,1.0029379705295458,779,287,0.3684210526315789,4215,27,24.347913507061197,37511504407.01501,41312229.52314428,True,356.0,0.8425110132158591,4.642070484581498,908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07086930335274041,0.027303754266211604,0.011242722344910661,0.0,0.0,0.0,0.016864083517365992,0.007026701465569163,0.01003814495081309,0.0022026431718061676,0.08480176211453745,0.04515418502202643,0.08700440528634361,0.22136563876651982,0.046255506607929514,0.034140969162995596,0.08920704845814978,0.1486784140969163,0.1277533039647577,0.016519823788546256,0.031938325991189426,0.01762114537444934,0.015418502202643172,0.014317180616740088,0.019823788546255508,,,3.3099077754579014,1.1860906133538502,0.46065246067222615,0.06668022666254841,41.47360528693011,14.642196548281273,16.230183839811794,18.832139970522515,17.700752626824517,14.015763799743262,62.48471449626777,9.703703703703704,13,1,,2
continue,0.8681788872449826,0.8577058268220801,6.156976744186046,6.0,3.40345380998016,21.5,19.0,7.762087348130012,1.8372093023255813,1.0,1.0768220374688582,860,327,0.3802325581395349,5380,40,22.09543701774294,3943904335.717627,4173443.7415001346,True,325.0,0.8962962962962963,5.693121693121693,945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10243195361571912,0.05411499436302142,0.03478821066194234,0.017716218392655823,0.0,0.0,0.01449508777580931,0.00966339185053954,0.019971009824448382,0.016931216931216932,0.07513227513227513,0.022222222222222223,0.10687830687830688,0.2931216931216931,0.015873015873015872,0.021164021164021163,0.14497354497354498,0.11957671957671957,0.08465608465608465,0.0031746031746031746,0.033862433862433865,0.025396825396825397,0.02433862433862434,0.013756613756613757,0.0021164021164021165,,,2.6931254569534455,0.486136568815979,0.4668473649079365,0.07110583669631385,29.58459302325585,14.474069767441858,16.124813033535325,18.227906976744187,18.319360465116283,19.026279069767444,68.24418604651163,10.05,18,7,0.013756613756613757,2
create,0.8625763848021224,0.8754437433348762,6.328235294117647,6.0,3.538930106342573,22.36842105263158,22.5,5.411591130116612,1.9376470588235295,2.0,1.13743534741548,850,374,0.44,5469,38,20.149568689258267,563438467.9280597,599402.6254553826,True,311.0,0.898936170212766,5.818085106382979,940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03516553144305402,0.01393948994139078,0.0,0.0,0.0,0.0,0.015206716299699033,0.007128148265483922,0.002851259306193569,0.00425531914893617,0.07340425531914893,0.02127659574468085,0.09680851063829787,0.28829787234042553,0.013829787234042552,0.02872340425531915,0.15425531914893617,0.11808510638297873,0.08936170212765958,0.0031914893617021275,0.04148936170212766,0.02553191489361702,0.02127659574468085,0.02021276595744681,0.00425531914893617,,,2.713438873870849,0.460129199459554,0.4814541937992689,0.06714297543724324,20.206111455108385,15.997919504643964,17.24462806775499,19.865015479876163,19.560198761609904,20.086729411764697,70.25077399380805,10.710526315789474,19,3,,2
explain,0.8420054418700081,0.8447955320863163,5.890776699029126,5.0,3.3779284136305203,22.88888888888889,23.0,6.441091081562785,1.7864077669902914,1.0,1.095227825187932,824,334,0.4053398058252427,4939,36,21.238253556452513,1673617948.8163207,1843191.5735862562,True,326.0,0.8832599118942731,5.43942731277533,908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0713162034609334,0.0356581017304667,0.013983569306065374,0.0,0.0,0.0,0.015731515469323543,0.0034958923265163435,0.013109596224436287,0.016519823788546256,0.08149779735682819,0.040748898678414094,0.09140969162995595,0.2599118942731278,0.019823788546255508,0.031938325991189426,0.13105726872246695,0.14096916299559473,0.09030837004405286,,0.024229074889867842,0.02753303964757709,0.02092511013215859,0.012114537444933921,0.012114537444933921,,,2.681278990475324,0.3542303058221169,0.5045912488121749,0.07377455602450546,32.47268069039916,14.41627831715211,15.796290986955235,17.747788565264294,17.76000269687163,17.544563106796115,64.39374325782093,9.5,15,0,0.015418502202643172,2
human,0.6999546312368833,0.7299641114473343,5.070783132530121,4.0,2.917973279761526,24.59259259259259,22.0,14.662270197774209,1.4879518072289157,1.0,0.7914296337308431,664,289,0.4352409638554217,3523,27,22.690393655151006,7150110550.570186,8719647.012890471,True,301.0,0.8048780487804879,4.296341463414634,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01823854091672666,0.0,0.0,0.0,0.0,0.0,0.009599232061435085,0.011999040076793857,0.010079193664506839,0.014634146341463415,0.08414634146341464,0.10975609756097561,0.09024390243902439,0.16219512195121952,0.05,0.03414634146341464,0.08292682926829269,0.08902439024390243,0.16341463414634147,0.03536585365853658,0.024390243902439025,0.026829268292682926,0.015853658536585366,0.01707317073170732,0.013414634146341463,,,3.549255080944505,1.4787045082753238,0.41315106914704497,0.05882789063789181,55.99279562695226,11.55894243641232,12.457975602129121,14.1743864346274,14.749684850513162,12.812590361445785,54.110664881749216,7.2592592592592595,23,7,0.0012195121951219512,10
continue,0.7831946495506499,0.7841507954256876,5.448529411764706,5.0,2.945634489079152,18.37837837837838,19.0,7.455639444910508,1.6411764705882352,1.0,0.8848787378069594,680,253,0.3720588235294118,3810,37,19.857275095382224,420634605.9307842,538584.6426770604,False,282.0,0.8604353393085787,4.878361075544174,781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18210220932827495,0.12564159785762108,0.06605668377594287,0.03392099977683553,0.0,0.0,0.031912519526891316,0.01874581566614595,0.029457710332515062,0.010243277848911651,0.07170294494238157,0.10499359795134443,0.06530089628681178,0.21254801536491677,0.030729833546734954,0.028169014084507043,0.10371318822023047,0.11011523687580026,0.11651728553137004,0.024327784891165175,0.040973111395646605,0.034571062740076826,0.010243277848911651,0.024327784891165175,0.02176696542893726,,,2.687722025436575,0.8215122135844701,0.4461493640001507,0.06899682796893891,49.33741653418127,10.943449920508744,13.50256841837517,14.527821939586648,13.421762718600952,14.626764705882355,56.172496025437205,6.945945945945946,13,4,,10
create,0.8651602519185919,0.8461133672131432,5.813021702838063,5.0,3.187270808996244,29.95,28.0,9.01373951254417,1.7562604340567614,1.0,0.9961646176861003,599,257,0.4290484140233723,3549,20,13.816051370880924,1000540.9591823217,1504.5728709508596,True,220.0,0.8751879699248121,5.336842105263158,665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09358288770053476,0.026981040350024306,0.022848808945065628,0.022848808945065628,0.016042780748663103,0.0,0.00583373845405931,0.015556635877491492,0.0106951871657754,0.01804511278195489,0.06466165413533835,0.08571428571428572,0.10977443609022557,0.24962406015037594,0.016541353383458645,0.02857142857142857,0.09022556390977443,0.13533834586466165,0.0887218045112782,0.016541353383458645,0.03609022556390978,0.02857142857142857,0.010526315789473684,0.013533834586466165,0.010526315789473684,,,2.911263614991918,0.47074241556386753,0.4892633498439326,0.06188740289747069,27.856117278798024,16.81437312186979,17.637676136203027,20.594357262103507,20.924332220367276,17.392253756260427,69.68288814691152,11.9,11,2,0.015037593984962405,10
explain,0.7532559363614946,0.7652594029903412,5.467652495378928,5.0,2.9924995328490707,24.59090909090909,24.5,7.432478424939428,1.5896487985212568,1.0,0.8456718481829063,541,264,0.4879852125693161,3058,22,15.119288577556794,3683185.5620577545,5763.983665192104,True,215.0,0.8341158059467919,4.785602503912363,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04178351093662367,0.0,0.0,0.0,0.0,0.0,0.006730229949523275,0.025238362310712283,0.045429052159282106,0.025039123630672927,0.07668231611893583,0.10485133020344288,0.09389671361502347,0.20500782472613457,0.025039123630672927,0.02190923317683881,0.10328638497652583,0.11267605633802817,0.13458528951486698,0.01564945226917058,0.02034428794992175,0.023474178403755867,0.02034428794992175,0.01564945226917058,0.014084507042253521,,,3.240034354590256,1.007955038738704,0.46408744820177433,0.06770795253247797,47.39093891782895,12.758310368005375,13.535368456167088,15.233775835993951,16.6180977986893,15.146099815157115,61.004957150058814,8.954545454545455,17,4,0.012519561815336464,10
human,0.8060232941061258,0.7880382095613787,5.086896551724138,4.0,2.908139710451572,21.96969696969697,21.0,9.271935002794802,1.6248275862068966,1.0,0.9909612911805948,725,272,0.37517241379310345,3835,33,23.739085746409508,20405815004.327484,23401163.9957884,True,329.0,0.8211009174311926,4.397935779816514,872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03365596128464584,0.011658600967883855,0.011658600967883855,0.007919049714034315,0.0,0.0,0.013858336999560053,0.013198416190057193,0.003959524857017158,0.0011467889908256881,0.0779816513761468,0.020642201834862386,0.0779816513761468,0.23509174311926606,0.05619266055045872,0.03669724770642202,0.11353211009174312,0.11009174311926606,0.1536697247706422,0.008027522935779817,0.0389908256880734,0.013761467889908258,0.020642201834862386,0.02408256880733945,0.009174311926605505,0.0034403669724770644,,3.02832305646495,0.764952639000444,0.4556085603513372,0.07090194884556453,47.07534378265416,12.1511473354232,13.88584557914918,15.243051201671893,13.514131243469173,12.763641379310343,50.383490073145246,6.242424242424242,28,4,,9
continue,0.8677704561324346,0.8848541736602783,5.652908067542214,5.0,2.998682635240934,24.227272727272727,24.0,7.3480474721447315,1.7335834896810507,1.0,1.026998445839831,533,237,0.4446529080675422,3076,22,13.78733545512506,972218.1137437331,1631.238445878747,True,213.0,0.87751677852349,5.1610738255033555,596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03547486033519553,0.024581005586592177,0.0,0.0,0.0,0.043016759776536316,0.013407821229050279,0.02346368715083799,0.013422818791946308,0.0587248322147651,0.003355704697986577,0.10738255033557047,0.28691275167785235,0.030201342281879196,0.030201342281879196,0.13087248322147652,0.11912751677852348,0.10570469798657718,,0.02348993288590604,0.031879194630872486,0.028523489932885907,0.02181208053691275,0.006711409395973154,0.0016778523489932886,,2.741570962471662,0.45040750442374466,0.48420043242550387,0.06200257156191574,35.5831549548013,14.314921541872764,15.668782140382117,17.645880948319974,17.308833361760186,16.21733583489681,60.43740405935528,8.772727272727273,14,3,0.013422818791946308,9
create,0.8422454852949489,0.8491839993567694,5.979591836734694,6.0,3.3908886417758715,29.82608695652174,30.0,10.490791713452673,1.9154518950437318,1.0,1.1848756623162913,686,280,0.40816326530612246,4198,23,18.393743487177225,97342231.52635454,124637.94049469211,False,254.0,0.8553137003841229,5.3751600512163895,781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1505664263645726,0.09248197734294542,0.028836251287332648,0.028836251287332648,0.028836251287332648,0.028836251287332648,0.005561277033985582,0.007415036045314109,0.008650875386199793,0.012804097311139564,0.05761843790012804,0.0499359795134443,0.11011523687580026,0.24583866837387963,0.034571062740076826,0.03585147247119078,0.11523687580025609,0.11907810499359796,0.11011523687580026,0.0012804097311139564,0.019206145966709345,0.023047375160051217,0.026888604353393086,0.02560819462227913,0.011523687580025609,0.0012804097311139564,,2.998509308522705,0.7578624386786108,0.4664429546240502,0.05474135227567462,14.514291418430759,18.644506274559514,19.54852023548838,23.009151983774878,21.64692102928128,18.36758017492711,72.10013943465584,12.608695652173912,9,1,0.012804097311139564,9
explain,0.8442148678004742,0.8487627179391922,5.859116022099448,5.0,3.1080073545312983,21.939393939393938,21.0,7.057939410592843,1.8232044198895028,1.0,1.0907510247492387,724,295,0.4074585635359116,4336,33,19.826599710245958,407927373.4387881,499299.1106961911,True,285.0,0.8849449204406364,5.307221542227662,817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044382801664355064,0.01426590053497127,0.019813750743015654,0.0024479804161566705,0.07343941248470012,0.0073439412484700125,0.09302325581395349,0.2839657282741738,0.030599755201958383,0.03916768665850673,0.13586291309669524,0.11995104039167687,0.11138310893512852,0.0012239902080783353,0.033047735618115054,0.017135862913096694,0.03182374541003672,0.017135862913096694,0.0036719706242350062,0.0012239902080783353,,2.833571550714727,0.5487925712157014,0.49043150466186197,0.06044512737651742,30.323421228863225,14.480175791059768,16.171340047420742,18.2785200066968,17.136133433785368,17.30243093922652,60.88967018248786,8.545454545454545,18,1,,9
human,0.790361174941063,0.7984275929629803,5.5768398268398265,5.0,3.1436640691300592,35.53846153846154,36.0,15.56433489456132,1.7413419913419914,1.0,1.0736819846928807,924,384,0.4155844155844156,5310,26,27.286031966513292,708228038114.454,655160072.2612895,True,351.0,0.8270120259019427,4.912118408880666,1081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032823813354786804,0.0,0.0,0.0,0.0,0.0,0.0077232502011263075,0.0056315366049879325,0.005148833467417538,0.004625346901017576,0.061979648473635525,0.041628122109158186,0.09528214616096208,0.26364477335800185,0.025901942645698426,0.03330249768732655,0.08788159111933395,0.11563367252543941,0.1332099907493062,0.013876040703052728,0.01757631822386679,0.04717853839037928,0.01757631822386679,0.01572617946345976,0.02960222016651249,,,3.7897844543921053,1.3763729000856724,0.44647352318924016,0.055294779110611855,23.445929070929083,18.8178354978355,18.8141640860857,22.700233100233103,22.606146353646352,16.158917748917744,72.87612387612387,13.26923076923077,18,1,,8
continue,0.8519760872188368,0.8409623922528447,6.3462783171521036,6.0,3.3568498390058226,23.76923076923077,22.0,9.851360802685804,1.9374325782092772,1.0,1.1426662595567365,927,319,0.3441208198489752,6013,39,24.764944782728627,56921831291.605804,53954342.45649839,False,350.0,0.8701421800947867,5.699526066350711,1055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2870771899392888,0.204683434518647,0.1782307025151778,0.10436542353281295,0.10436542353281295,0.10436542353281295,0.03006649320612894,0.02023706273489448,0.022260769008383925,0.014218009478672985,0.055924170616113746,0.002843601895734597,0.12227488151658768,0.3033175355450237,0.022748815165876776,0.035071090047393366,0.11563981042654028,0.10710900473933649,0.10995260663507109,0.005687203791469194,0.02843601895734597,0.03981042654028436,0.012322274881516588,0.027488151658767772,0.009478672985781991,0.0018957345971563982,,2.8002064124702772,0.5322577178650844,0.4818247955597958,0.05907871341920651,18.802434652725935,16.541704422869476,18.188139682325236,21.201327690648082,20.345586258401795,20.270809061488674,71.98929549414986,11.461538461538462,27,3,,8
create,0.8106715912404268,0.8053633110089735,6.2064516129032254,6.0,3.260114334416071,25.833333333333332,24.5,12.707172078091261,1.9016129032258065,1.0,1.115143840784658,620,306,0.4935483870967742,3943,24,16.678778389801153,17518681.605285294,24674.199444063794,True,218.0,0.856338028169014,5.553521126760564,710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12816560229024443,0.09733538868090728,0.06210085884166483,0.02510460251046025,0.0,0.0,0.004624532041400573,0.03083021360933715,0.03347280334728033,0.028169014084507043,0.05352112676056338,0.02676056338028169,0.12535211267605634,0.271830985915493,0.028169014084507043,0.023943661971830985,0.11971830985915492,0.10422535211267606,0.10845070422535211,0.0014084507042253522,0.03380281690140845,0.030985915492957747,0.018309859154929577,0.029577464788732393,0.011267605633802818,,0.0014084507042253522,2.946072208297059,0.9660867071778787,0.4657264301690136,0.07037141741159836,19.737715053763452,16.924032258064518,18.377959752453624,21.365591397849464,20.71905376344086,19.548129032258057,73.09139784946237,12.208333333333334,11,3,0.011267605633802818,8
explain,0.8346869094031197,0.8277032256126404,5.828671328671328,5.0,3.0825500835913897,26.0,26.5,8.33393937190243,1.7972027972027973,1.0,1.081047410767835,572,277,0.48426573426573427,3433,22,15.55907884639256,5717709.501691561,8559.445361813714,True,198.0,0.8188622754491018,5.139221556886228,668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023133014835302994,0.008046266029670606,0.0,0.0,0.0,0.0,0.0060346995222529546,0.009052049283379432,0.016595423686195626,0.014970059880239521,0.05389221556886228,0.05389221556886228,0.10329341317365269,0.27694610778443113,0.016467065868263474,0.029940119760479042,0.08682634730538923,0.12275449101796407,0.11976047904191617,,0.03143712574850299,0.03592814371257485,0.0074850299401197605,0.011976047904191617,0.029940119760479042,0.0074850299401197605,,3.0165865839572534,0.6989163620834157,0.4971542940920701,0.05044551522991696,28.401643356643376,15.75699300699301,16.908762484321528,19.351048951048952,19.023041958041958,17.334125874125863,67.43356643356643,10.772727272727273,12,1,0.011976047904191617,8
