persona,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,proportion_ellipsis,proportion_bullet_points,contains_lorem ipsum,duplicate_line_chr_fraction,duplicate_paragraph_chr_fraction,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,first_order_coherence,second_order_coherence,entropy,perplexity,per_word_perplexity,pos_prop_ADV,pos_prop_VERB,pos_prop_PRON,pos_prop_ADP,pos_prop_PROPN,pos_prop_DET,pos_prop_NOUN,pos_prop_PUNCT,pos_prop_PART,pos_prop_CCONJ,pos_prop_AUX,pos_prop_SPACE,pos_prop_ADJ,pos_prop_SCONJ,pos_prop_NUM,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,connectives,connectives_cap,pos_prop_X,file
create,True,252.0,0.8620689655172413,5.355172413793103,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01722700750208391,0.0,0.0,0.0,0.0,0.0,0.009169213670464018,0.019171992220061128,0.0,0.02586206896551724,41.192599484683655,15.22001107419712,16.912606719989654,20.007087486157253,15.551378737541526,17.2584496124031,54.4750830564784,6.642857142857143,5.895348837209302,5.0,3.285612528055332,18.428571428571427,18.5,6.640936742382547,2.001937984496124,2.0,1.1555377804492375,516,267,0.5174418604651163,3106,28,0.647865192481765,0.6451173120249922,9.226679612975648,10164.734563938378,17.52540442058341,0.05172413793103448,0.08275862068965517,0.041379310344827586,0.1103448275862069,0.039655172413793106,0.12931034482758622,0.2189655172413793,0.1103448275862069,0.01206896551724138,0.03620689655172414,0.05172413793103448,0.020689655172413793,0.07586206896551724,0.015517241379310345,0.0034482758620689655,2.957209879409774,0.9705693368834074,0.46943965954424655,0.12024702620836697,13,0,,96
explain,True,277.0,0.8991869918699187,5.786991869918699,615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0718795531811559,0.0718795531811559,0.05002428363283147,0.05002428363283147,0.028654686741136474,0.028654686741136474,0.009713453132588635,0.013841670713938806,0.0,0.02926829268292683,36.45413907284767,16.522438282647588,16.15616582465906,18.616124031007754,17.40210494931425,19.458747763864036,55.84263565891473,6.933333333333334,6.26654740608229,5.0,3.7809626786401447,18.633333333333333,16.5,7.263990332837425,2.105545617173524,2.0,1.308273390396385,559,292,0.5223613595706619,3559,30,0.7079135138413002,0.6933660294328418,9.814748519900885,18301.686991359256,29.758840636356513,0.05040650406504065,0.0910569105691057,0.04552845528455285,0.12195121951219512,0.05040650406504065,0.16097560975609757,0.21300813008130082,0.0910569105691057,0.016260162601626018,0.03739837398373984,0.032520325203252036,,0.06016260162601626,0.013008130081300813,0.016260162601626018,2.8943078783961136,0.6465887570116781,0.46135872428975877,0.06669228757824631,20,8,,96
human,True,277.0,0.7935285053929122,4.6440677966101696,649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002835270768358378,0.003402324922030054,0.0,0.06933744221879815,51.51069057104911,12.92436585365854,13.81666964889586,14.98659161976235,13.062301438398997,14.504390243902439,47.785428392745466,5.333333333333333,5.437148217636023,4.0,3.322317638935055,17.766666666666666,17.0,10.101760022667117,1.829268292682927,1.0,1.259458335754388,533,325,0.6097560975609756,3014,30,0.4335781734693667,0.4336504877677986,9.017173512786556,8243.444132220122,12.701762915593408,0.10323574730354391,0.0724191063174114,0.0724191063174114,0.06933744221879815,0.08628659476117104,0.10323574730354391,0.13559322033898305,0.17719568567026195,0.01694915254237288,0.02773497688751926,0.05701078582434515,0.020030816640986132,0.023112480739599383,0.015408320493066256,0.01386748844375963,3.0429255154058206,1.1988104928536198,0.4379583260519845,0.10677748457878848,31,8,0.0061633281972265025,80
continue,True,254.0,0.8661016949152542,4.979661016949152,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03659599186755736,0.019169329073482427,0.019169329073482427,0.0,0.0,0.0,0.03485332558814987,0.013941330235259947,0.0,0.04915254237288136,50.42356207582094,13.544382818187838,14.305641273022982,15.708279833211993,13.4893996955457,14.931900191938578,47.90793566748296,5.379310344827586,5.506717850287908,5.0,3.085545051980342,17.96551724137931,19.0,4.75236970741015,1.8752399232245682,1.0,1.206898433669165,521,296,0.5681381957773513,2938,29,0.5880057155819876,0.5451530385762453,8.854003390404763,7002.366136381195,11.86841718030711,0.08813559322033898,0.08305084745762711,0.04067796610169491,0.10508474576271186,0.06949152542372881,0.12542372881355932,0.17457627118644067,0.1152542372881356,0.015254237288135594,0.04067796610169491,0.0288135593220339,0.01694915254237288,0.0576271186440678,0.011864406779661017,0.001694915254237288,3.1251409337193548,0.7477767703968212,0.4293127804596359,0.07110483108173091,20,3,0.025423728813559324,80
create,True,329.0,0.8933333333333333,5.82,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007941234862021045,0.0,0.0,0.017333333333333333,37.036968194960735,16.131839456976902,15.549919911452193,18.48073753883561,16.22735580170201,19.729034175334323,55.86009050384979,6.204545454545454,6.371471025260029,5.0,3.7679993476946527,15.295454545454545,15.0,4.8550795586335305,2.1827637444279344,2.0,1.427036778247697,673,377,0.5601783060921248,4365,44,0.5850408496551736,0.5796359346381256,11.72704248018566,123876.7600970529,165.1690134627372,0.06666666666666667,0.08,0.032,0.09466666666666666,0.025333333333333333,0.14933333333333335,0.248,0.10266666666666667,0.012,0.04,0.042666666666666665,,0.09333333333333334,0.006666666666666667,0.005333333333333333,2.580511088566903,0.6457376978608111,0.4606984270474783,0.07515172997699485,8,1,0.0013333333333333333,80
explain,True,358.0,0.8840579710144928,5.138339920948616,759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06036745406824147,0.06036745406824147,0.02537182852143482,0.02537182852143482,0.02537182852143482,0.02537182852143482,0.013123359580052493,0.023622047244094488,0.014435695538057743,0.03557312252964427,48.7000968992248,13.552569129851776,14.554592549557764,16.313253361359767,13.469649911209366,15.719643387815747,46.578081397455875,4.951219512195122,5.667161961367014,5.0,3.2928948408515417,16.414634146341463,17.0,6.180123961800788,1.9271916790490342,1.0,1.3068754022092381,673,308,0.4576523031203566,3900,41,0.5433215321041643,0.5114215402266918,12.769286835405088,351261.7093861369,462.7954010357535,0.08827404479578392,0.0764163372859025,0.04743083003952569,0.09881422924901186,0.05665349143610013,0.13965744400527008,0.1963109354413702,0.11330698287220026,0.017127799736495388,0.03557312252964427,0.057971014492753624,,0.03293807641633729,0.017127799736495388,0.007905138339920948,3.0079122266874925,0.8787072162688642,0.4380580837543826,0.10067167327642446,29,8,0.014492753623188406,80
human,True,516.0,0.8410526315789474,4.435789473684211,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01036475981662348,0.0,0.0,0.0,0.0,0.0,0.01195933824995017,0.007972892166633447,0.0,0.014736842105263158,73.13824848175265,7.39690399755408,9.317534777873966,9.012209228260593,6.559543682641596,10.41897627965044,31.019911335320646,1.8673469387755102,5.074906367041199,4.0,2.717103918759869,8.173469387755102,7.0,4.593752434855014,1.6779026217228465,1.0,1.0451116077552614,801,370,0.46192259675405745,4214,98,0.49736071506649565,0.4420478210474054,11.850887493667624,140208.72633147764,147.58813298050276,0.14842105263157895,0.09263157894736843,0.11368421052631579,0.06736842105263158,0.02631578947368421,0.1,0.12947368421052632,0.1568421052631579,0.015789473684210527,0.03263157894736842,0.07157894736842105,,0.023157894736842106,0.021052631578947368,,2.1522421110556493,0.8250367877829892,0.43649970635501695,0.09598051564245956,59,21,0.0010526315789473684,94
continue,True,488.0,0.8986486486486487,5.033783783783784,888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018585245590745307,0.0,0.0,0.0,0.0,0.0,0.013654466148302674,0.007585814526834819,0.0,0.0022522522522522522,56.02747747747749,11.747380952380954,13.05553013335145,14.0081357239252,12.094956622325043,14.544862155388468,41.536630036630044,4.019230769230769,5.488721804511278,5.0,3.3402306765749854,15.346153846153847,15.5,5.632613191134888,1.8095238095238095,1.0,1.1617588963043837,798,366,0.45864661654135336,4470,52,0.6821935702772701,0.6652311614155769,12.817866842617576,368747.2919030889,415.2559593503254,0.11148648648648649,0.10022522522522523,0.1036036036036036,0.08896396396396396,0.015765765765765764,0.11936936936936937,0.1677927927927928,0.10135135135135136,0.0259009009009009,0.0518018018018018,0.06418918918918919,,0.02927927927927928,0.02027027027027027,,2.830202258807825,0.7269419797099378,0.46082841125906415,0.08932631087647325,34,4,,94
create,True,408.0,0.8145491803278688,5.113729508196721,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020135393160909565,0.008331886825203957,0.008331886825203957,0.008331886825203957,0.008331886825203957,0.0,0.006769658045478215,0.008331886825203957,0.006075334143377886,0.0389344262295082,50.65906806501168,12.20382735549364,12.621879620604975,13.819944273874388,12.042029034376277,15.793436385255646,44.18125188563721,3.970149253731343,5.774078478002378,5.0,3.5920169961814854,12.552238805970148,11.0,6.2540341179867145,1.9405469678953626,2.0,1.2466494206933492,841,425,0.5053507728894173,4990,67,0.4073192846086441,0.4375834883405612,13.41602340269478,670663.9043044151,687.155639656163,0.06762295081967214,0.09631147540983606,0.0625,0.08094262295081968,0.039959016393442626,0.11577868852459017,0.17418032786885246,0.13831967213114754,0.01331967213114754,0.03381147540983607,0.04918032786885246,0.03278688524590164,0.06864754098360656,0.014344262295081968,0.0020491803278688526,2.4311148321680585,0.8120461454011342,0.4634955954629503,0.08905414186297769,22,4,0.010245901639344262,94
explain,True,318.0,0.8793893129770992,5.364885496183206,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07697965187545967,0.07697965187545967,0.06374111301789655,0.06374111301789655,0.03383182152488355,0.03383182152488355,0.009561166952684481,0.014709487619514587,0.0,0.03206106870229008,47.023794280836526,13.850282555282554,14.597789272814204,16.162244062244064,14.996132780507786,16.826824324324324,51.21642096642097,5.96969696969697,5.829391891891892,5.0,3.6376801945432335,17.939393939393938,18.0,5.12828989122574,1.902027027027027,1.0,1.289456704920384,592,291,0.49155405405405406,3514,33,0.6755454568192363,0.6796275281137035,10.552369077324908,38267.99083584259,58.42441348983601,0.07480916030534351,0.11145038167938931,0.042748091603053436,0.10687022900763359,0.025954198473282442,0.15725190839694655,0.18625954198473282,0.09618320610687023,0.013740458015267175,0.04122137404580153,0.051908396946564885,0.021374045801526718,0.04122137404580153,0.025954198473282442,0.0030534351145038168,2.963451699687051,0.5350560373359472,0.49591886378343636,0.07118030495625563,41,7,,94
human,True,269.0,0.8153078202995009,4.793677204658902,601.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005357142857142857,0.004464285714285714,0.0,0.036605657237936774,51.32471042471043,12.606109627946605,13.662883650711645,15.211792104515764,11.815217267821644,14.673240556660044,41.80681624538484,3.942857142857143,5.532803180914513,5.0,3.3595680244880954,14.371428571428572,14.0,7.713015768484981,1.9145129224652087,1.0,1.2558602634545228,503,275,0.5467196819085487,2881,35,0.4415104093358797,0.5678146095861766,8.303822497701152,4039.283071673345,6.720936891303403,0.10981697171381032,0.08985024958402663,0.05823627287853577,0.09151414309484193,0.05324459234608985,0.10981697171381032,0.16472545757071547,0.16139767054908485,0.016638935108153077,0.019966722129783693,0.04658901830282862,0.019966722129783693,0.033277870216306155,0.019966722129783693,0.0033277870216306157,2.8981729598199246,1.204014381825215,0.4240396510662991,0.10553404356918278,24,1,0.0016638935108153079,43
continue,True,365.0,0.9003880983182406,6.0362225097024576,773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012306544844303562,0.007458512026850644,0.0,0.029754204398447608,25.835630965005322,18.543962492437995,17.63471610839783,21.406775559588624,18.782765426497278,21.353045977011487,60.55716878402903,7.7368421052631575,6.593390804597701,6.0,3.9190680332919223,18.31578947368421,18.0,5.638706753362469,2.2873563218390807,2.0,1.5040790971574638,696,342,0.49137931034482757,4666,38,0.7455556287958816,0.7380222458806303,11.8522227538486,140396.06650687737,181.62492432972493,0.08538163001293661,0.09184993531694696,0.03622250970245795,0.09573091849935317,0.02069857697283312,0.1332470892626132,0.1979301423027167,0.09961190168175937,0.02328589909443726,0.04139715394566624,0.0724450194049159,,0.07373868046571798,0.028460543337645538,,3.2012334149534736,0.8129181203294558,0.4635504809103473,0.059697015143592366,27,4,,43
create,True,359.0,0.8931788931788932,5.687258687258687,777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006841282251759187,0.0,0.0,0.01287001287001287,35.90063907486308,15.436731634182912,15.593979296229275,18.6383808095952,15.491510494752625,18.892298850574708,54.498250874562714,5.956521739130435,6.232758620689655,5.0,3.6087961471093375,15.130434782608695,15.0,7.415051366476554,2.1293103448275863,2.0,1.3918699016884868,696,392,0.5632183908045977,4419,46,0.6088490744017893,0.6085015357556668,11.170788447601387,71025.08813348554,91.40937983717572,0.08622908622908623,0.10424710424710425,0.04633204633204633,0.0888030888030888,0.029601029601029602,0.14414414414414414,0.1994851994851995,0.10424710424710425,0.018018018018018018,0.04118404118404118,0.05276705276705277,,0.06048906048906049,0.02059202059202059,0.003861003861003861,2.792194742989769,0.8706642858145213,0.4499527360386831,0.09255256947188398,28,7,,43
explain,False,290.0,0.8846761453396524,5.693522906793049,633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16995666827154549,0.09821858449687049,0.09821858449687049,0.09821858449687049,0.05922002888781897,0.0365912373615792,0.006499759268175253,0.012518054886856042,0.0,0.03475513428120063,32.49542719614922,17.729671353251316,17.161229881097878,20.310743995313416,17.356321031048623,19.22144112478031,56.92800234329232,7.2,6.221441124780316,5.0,3.7001159954927587,18.966666666666665,18.5,6.311277384351143,2.196836555360281,2.0,1.5126614458997454,569,258,0.45342706502636204,3604,30,0.6787778491090084,0.6970416509679386,9.724424470879587,16721.06316230758,26.41558161501987,0.08372827804107424,0.09794628751974724,0.052132701421800945,0.0995260663507109,0.03317535545023697,0.12164296998420221,0.1911532385466035,0.10110584518167456,0.02527646129541864,0.044233807266982623,0.037914691943127965,0.014218009478672985,0.07266982622432859,0.02527646129541864,,3.1127380352190728,0.7078581980507389,0.4620983755030787,0.09972162576785991,23,2,,43
human,True,298.0,0.8413897280966768,5.102719033232629,662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00560081466395112,0.0,0.0,0.0377643504531722,46.95129088721147,14.133770285174101,14.768973202995735,16.491339740559848,14.192892180032565,16.064887348353547,49.20061971535108,5.545454545454546,5.707105719237435,5.0,3.4074800140302828,17.484848484848484,17.0,8.424787425143816,1.9410745233968805,2.0,1.1979159645920185,577,318,0.5511265164644714,3378,33,0.6928367302753031,0.6491108536720276,9.321534026624532,11176.113165259052,16.88234617108618,0.09818731117824774,0.08459214501510574,0.055891238670694864,0.09818731117824774,0.03625377643504532,0.11178247734138973,0.18731117824773413,0.1283987915407855,0.0256797583081571,0.02416918429003021,0.061933534743202415,0.019637462235649546,0.03172205438066465,0.0256797583081571,0.010574018126888218,3.303204802218113,0.9399828839706278,0.4490799808032235,0.09311103800062473,23,3,,57
continue,True,309.0,0.8826979472140762,5.7272727272727275,682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13205869275233437,0.1036016007114273,0.09070698088039128,0.07247665629168519,0.07247665629168519,0.07247665629168519,0.017341040462427744,0.018674966651845263,0.0,0.03225806451612903,37.618239242005544,16.398954248366014,16.382613418757174,19.160784313725493,17.0921568627451,19.41124183006536,56.39869281045752,6.911764705882353,6.26797385620915,5.0,3.696415037578364,18.0,16.5,7.340459995203058,2.116013071895425,2.0,1.3568773454325487,612,310,0.5065359477124183,3906,34,0.7067058294108419,0.7157141165807843,9.497115321354535,13321.243843177692,19.532615605832394,0.08797653958944282,0.11143695014662756,0.04985337243401759,0.0967741935483871,0.002932551319648094,0.11290322580645161,0.1935483870967742,0.10263929618768329,0.024926686217008796,0.036656891495601175,0.05571847507331378,0.01466275659824047,0.07331378299120235,0.03225806451612903,,3.2077398193136033,0.8207288604870431,0.4469239742580116,0.07821480442000364,22,6,0.004398826979472141,57
create,True,357.0,0.8979591836734694,5.817602040816326,784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05502846299810247,0.03149905123339659,0.020872865275142316,0.020872865275142316,0.0,0.0,0.010436432637571158,0.014421252371916509,0.0,0.025510204081632654,37.88388001767838,16.557418198962754,15.789132359095031,18.78798051233695,16.297747917648906,19.608656294200852,53.476316203048874,5.933333333333334,6.342291371994342,5.0,3.858744452855519,15.71111111111111,15.0,4.400112232014201,2.205091937765205,2.0,1.4425645426541014,707,369,0.521923620933522,4561,45,0.567205854437568,0.6123021827187649,12.015303290044713,165264.6306152931,210.79672272358815,0.06760204081632654,0.09311224489795919,0.04336734693877551,0.12244897959183673,0.01020408163265306,0.13392857142857142,0.24489795918367346,0.09821428571428571,0.007653061224489796,0.042091836734693876,0.04081632653061224,,0.07397959183673469,0.01403061224489796,0.00510204081632653,2.8695367246076366,0.5402942826547875,0.4534594533433542,0.09060981677439414,23,7,0.002551020408163265,57
explain,True,378.0,0.8828715365239295,5.6259445843828715,794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04598145285935085,0.03670788253477589,0.0,0.0,0.0,0.0,0.01738794435857805,0.012171561051004637,0.0,0.013853904282115869,42.41243640148011,15.253115185707568,15.674038766955647,18.544817426735623,15.558102178341954,18.662849083215793,51.58066133834822,5.644444444444445,6.180535966149506,5.0,3.6695082925472655,15.755555555555556,15.0,4.8860597874886444,2.093088857545839,2.0,1.3266584933477628,709,341,0.4809590973201692,4467,45,0.6806157346476208,0.6969052733376969,11.971934598085895,158250.51559191637,199.30795414599038,0.09319899244332494,0.10831234256926953,0.037783375314861464,0.09445843828715365,0.022670025188916875,0.11964735516372796,0.2040302267002519,0.1070528967254408,0.02644836272040302,0.03526448362720403,0.06801007556675064,,0.04408060453400504,0.027707808564231738,0.011335012594458438,2.967552835355463,0.667791027471734,0.4733599138481356,0.09014552513705015,22,4,,57
human,True,255.0,0.8378839590443686,5.047781569965871,586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018260869565217393,0.0,0.0,0.02901023890784983,46.299286856838165,13.67170162874707,14.508428754510337,16.233753723303124,13.438832625641673,15.678742632612966,49.03232143988846,5.354838709677419,5.660117878192534,5.0,3.3628621197425606,16.419354838709676,14.0,8.77229580995279,1.9371316306483302,2.0,1.2251363840367575,509,300,0.5893909626719057,2956,31,0.554182147110502,0.549506583861236,7.784352705591839,2402.710383516564,4.100188367775706,0.11774744027303755,0.08191126279863481,0.03754266211604096,0.1075085324232082,0.03754266211604096,0.11774744027303755,0.2030716723549488,0.13139931740614336,0.006825938566552901,0.020477815699658702,0.042662116040955635,0.017064846416382253,0.03924914675767918,0.015358361774744027,0.015358361774744027,3.082629999034935,1.1268614142725564,0.40693902062827847,0.12290523260810522,22,5,0.008532423208191127,5
continue,True,372.0,0.8929001203369434,6.018050541516246,831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009396206716547765,0.009396206716547765,0.0,0.0,0.0,0.0,0.009396206716547765,0.012006264137811033,0.0,0.0036101083032490976,28.16922550629448,17.88855450385508,17.47062563160072,21.511490001880524,18.37785306838839,21.409919137466307,60.382498589606975,7.441860465116279,6.619946091644205,6.0,3.658027541687758,17.25581395348837,17.0,6.035141366548417,2.266846361185984,2.0,1.32117546518935,742,375,0.5053908355795148,5001,43,0.7503003556103933,0.7725861370563507,11.427306946385974,91794.43431429067,110.4626165033582,0.0842358604091456,0.10589651022864019,0.056558363417569195,0.098676293622142,0.0012033694344163659,0.10469314079422383,0.2069795427196149,0.10709987966305656,0.026474127557160047,0.0421179302045728,0.05535499398315283,,0.08303249097472924,0.027677496991576414,,3.0560228175585133,0.7674071854626427,0.46356414892146636,0.0720761774289806,34,10,,5
create,True,376.0,0.8813760379596679,5.467378410438909,843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008216619981325864,0.0,0.0,0.0,0.0,0.0,0.01027077497665733,0.007282913165266107,0.0,0.004744958481613286,43.3489763635113,14.525632105191075,15.370699160240463,18.162169565812903,14.691248870017809,17.856751677852355,53.45911518970004,5.816326530612245,6.05503355704698,5.0,3.4338902399584614,15.204081632653061,15.0,6.375909992952697,2.0496644295302016,2.0,1.2179653052151755,745,425,0.5704697986577181,4609,49,0.6102912845090032,0.559345044988267,12.654781471543181,313257.705664134,371.59870185543775,0.06761565836298933,0.11743772241992882,0.045077105575326216,0.09845788849347568,0.009489916963226572,0.13523131672597866,0.21826809015421114,0.1162514827995255,0.01542111506524318,0.03558718861209965,0.051008303677342826,,0.06524317912218268,0.021352313167259787,0.0035587188612099642,2.739487127526004,0.7506929818951581,0.46207034888664517,0.08006808947021127,22,1,,5
explain,True,369.0,0.8939759036144578,5.759036144578313,830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034020991675714804,0.034020991675714804,0.024249004705030764,0.024249004705030764,0.0,0.0,0.018458197611292075,0.014657980456026058,0.016829533116178068,0.007228915662650603,33.02969728301453,17.564875495189586,17.214173818538693,20.2509337860781,18.075522071307304,19.78591397849463,58.6918505942275,7.657894736842105,6.309139784946237,5.0,3.6711051794418377,19.57894736842105,20.0,6.784780099401153,2.1626344086021505,2.0,1.347698773696296,744,399,0.5362903225806451,4780,38,0.6943534079032976,0.7183625339401059,11.256515118713619,77382.43677009361,93.23185153023327,0.09036144578313253,0.0963855421686747,0.04216867469879518,0.11927710843373494,0.024096385542168676,0.0963855421686747,0.21927710843373494,0.10361445783132531,0.010843373493975903,0.03734939759036145,0.05542168674698795,,0.06506024096385542,0.03132530120481928,0.0024096385542168677,3.3023173244962005,0.835331860200215,0.4592206827176167,0.06561059648818797,35,4,0.006024096385542169,5
human,True,231.0,0.793233082706767,4.821428571428571,532.0,0.002352941176470588,0.0,0.0,0.0,0.0,0.0,0.05233143240523314,0.05233143240523314,0.030862126803086212,0.030862126803086212,0.0,0.0,0.004696410600469641,0.0030191211003019122,0.0,0.04887218045112782,54.3877223178428,11.381965923984271,12.161744961471694,13.785408475316732,10.432471603320227,14.64614678899082,41.5736129314111,3.238095238095238,5.662844036697248,5.0,3.4125503905929353,10.380952380952381,9.0,7.016824614054358,1.9426605504587156,1.5,1.3216323950048676,436,264,0.6055045871559633,2565,42,0.3917670739678348,0.4252695962321013,6.633438991664555,760.0916298952404,1.4287436652166174,0.09210526315789473,0.10526315789473684,0.08834586466165413,0.06390977443609022,0.02819548872180451,0.08458646616541353,0.16165413533834586,0.18045112781954886,0.011278195488721804,0.02631578947368421,0.06954887218045112,0.020676691729323307,0.045112781954887216,0.016917293233082706,0.005639097744360902,2.267031402045408,0.962010491198036,0.4229393207684523,0.11926512769243479,19,3,,56
continue,True,262.0,0.8836805555555556,5.586805555555555,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006453347674105943,0.0112933584296854,0.0,0.029513888888888888,43.79799675775823,14.58960254372019,15.007669544005065,17.445468998410174,14.920465591642063,18.127413127413124,51.52873041108335,5.529411764705882,6.100386100386101,5.0,3.5794296268041217,15.235294117647058,15.5,5.641541422286746,2.054054054054054,2.0,1.281353114495753,518,286,0.5521235521235521,3218,34,0.6123488326415871,0.6030316329561174,8.94551715263858,7673.415891407248,13.321902589248694,0.08680555555555555,0.1076388888888889,0.03125,0.08680555555555555,0.012152777777777778,0.1371527777777778,0.2204861111111111,0.10069444444444445,0.020833333333333332,0.036458333333333336,0.0642361111111111,0.013888888888888888,0.057291666666666664,0.022569444444444444,0.001736111111111111,2.7224816562599474,0.6556249532981017,0.44287525945994505,0.07330087774112243,14,6,,56
create,True,291.0,0.8552238805970149,5.53134328358209,670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021500350549193737,0.021500350549193737,0.021500350549193737,0.0,0.0,0.0,0.011684973124561814,0.0042065903248422526,0.021032951624211264,0.013432835820895522,41.22160947712419,14.626418411867366,15.28128094623348,18.36525305410122,15.39810209424084,19.168446771378708,53.417495636998254,5.6,6.298429319371728,5.0,3.7206017139858165,14.325,13.5,5.636432825821665,2.087260034904014,2.0,1.2474315659740538,573,330,0.5759162303664922,3706,40,0.5809912437047714,0.599035021113722,9.09188806959587,8882.94184164524,13.258122151709316,0.08507462686567165,0.08955223880597014,0.041791044776119404,0.08059701492537313,0.007462686567164179,0.1373134328358209,0.21940298507462686,0.14477611940298507,0.01791044776119403,0.028358208955223882,0.06567164179104477,,0.058208955223880594,0.023880597014925373,,2.9145064099246065,0.8199561993873157,0.43006712212603243,0.09147977038425718,16,5,,56
explain,True,277.0,0.8817733990147784,5.939244663382595,609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054470956857073996,0.054470956857073996,0.054470956857073996,0.054470956857073996,0.04049168474331164,0.04049168474331164,0.014461315979754157,0.016871535309713182,0.013015184381778741,0.03940886699507389,29.534572169403617,18.523324225865213,18.243605946275583,21.70662743449629,19.644031105506514,20.895009107468123,62.09899117276167,8.653846153846153,6.479052823315119,6.0,3.9438243686966987,21.115384615384617,20.5,4.846306468903153,2.193078324225865,2.0,1.464537511705099,549,297,0.5409836065573771,3617,26,0.7374311161041259,0.7364797964692116,8.867811702240346,7099.727643621602,11.658009267030545,0.07060755336617405,0.11001642036124795,0.03776683087027915,0.09852216748768473,0.026272577996715927,0.11986863711001643,0.2019704433497537,0.09852216748768473,0.016420361247947456,0.0361247947454844,0.06239737274220033,0.014778325123152709,0.06403940886699508,0.03776683087027915,0.0049261083743842365,3.2833945141270773,0.6638645990993426,0.4802152265242255,0.07692044799655164,26,5,,56
human,True,225.0,0.830739299610895,5.319066147859922,514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005703422053231939,0.0,0.0,0.054474708171206226,40.88883847549907,15.080656087885263,15.224426968823895,17.738907537381753,14.206289288983832,17.060530973451332,48.550808666463226,5.137931034482759,5.911504424778761,5.0,4.0001272593116814,15.586206896551724,14.0,8.117742345306361,2.084070796460177,2.0,1.5463383166946767,452,260,0.5752212389380531,2733,29,0.4396716925049467,0.4662096341726957,7.750212962507377,2322.0668751424387,4.5176398349074685,0.0622568093385214,0.08365758754863813,0.06614785992217899,0.10505836575875487,0.05252918287937743,0.13813229571984437,0.20428015564202334,0.12062256809338522,0.0038910505836575876,0.021400778210116732,0.04474708171206226,0.0311284046692607,0.042801556420233464,0.005836575875486381,0.01556420233463035,2.7529148785632382,0.8718464950213409,0.45661965285380707,0.08373666069898371,11,4,0.0019455252918287938,4
