persona,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,entropy,perplexity,per_word_perplexity,first_order_coherence,second_order_coherence,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,proportion_ellipsis,proportion_bullet_points,contains_lorem ipsum,duplicate_line_chr_fraction,duplicate_paragraph_chr_fraction,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,pos_prop_NOUN,pos_prop_AUX,pos_prop_VERB,pos_prop_DET,pos_prop_ADV,pos_prop_ADJ,pos_prop_PUNCT,pos_prop_PROPN,pos_prop_SCONJ,pos_prop_ADP,pos_prop_CCONJ,pos_prop_PART,pos_prop_NUM,pos_prop_X,pos_prop_PRON,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,connectives,connectives_cap,pos_prop_SPACE,pos_prop_SYM,file,pos_prop_INTJ
human,3.630960464432288,1.2729156246044981,0.4459895668103414,0.06834264431312616,24.68646601546498,52625467654.98363,63557328.08572902,0.8716741639834183,0.8667163395881653,True,303.0,0.8780193236714976,4.954106280193237,828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01454998960715028,0.013510704635210974,0.004988567865308668,0.0012077294685990338,36.15436698471328,14.859664512157586,16.27623348562678,18.61873396942649,17.969317738791425,15.587811634349027,66.21442495126706,10.555555555555555,0.3007246376811594,0.04106280193236715,0.07729468599033816,0.08091787439613526,0.033816425120772944,0.12198067632850242,0.10628019323671498,0.01570048309178744,0.004830917874396135,0.11352657004830918,0.050724637681159424,0.024154589371980676,0.0036231884057971015,0.007246376811594203,0.016908212560386472,5.526315789473684,5.0,3.077485032851309,26.74074074074074,25.0,9.016826215851047,1.6966759002770082,1.0,0.9864539743119412,722,357,0.49445983379501385,4102,27,14,5,,0.0012077294685990338,95,
continue,2.616518904728405,0.3072146736177751,0.47977902932016314,0.05221603717747997,14.29566884000964,1616330.2179997258,2553.444262242853,0.8595002988974253,0.8426417475161345,True,194.0,0.8799368088467614,5.900473933649289,633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07868852459016394,0.07868852459016394,0.0,0.0,0.0,0.0,0.006323185011709602,0.026697892271662763,0.015456674473067917,0.014218009478672985,22.876248056537122,15.692956890459367,16.453399486276943,18.6673074204947,20.4134628975265,20.998303886925793,73.17003533568905,11.44,0.33965244865718797,0.030015797788309637,0.09794628751974724,0.05529225908372828,0.026856240126382307,0.11848341232227488,0.10426540284360189,0.017377567140600316,0.00631911532385466,0.11374407582938388,0.037914691943127965,0.01263823064770932,,,0.02527646129541864,6.480565371024735,7.0,3.381326348969508,22.64,22.0,4.7233886141201635,1.9028268551236749,2.0,1.1322883089318816,566,274,0.4840989399293286,3735,25,14,4,0.014218009478672985,,95,
create,2.7657596317320876,0.49130046269331334,0.47083824658478274,0.06107513832837896,15.098411262000338,3607087.6587927295,4894.284475973853,0.8385001587867736,0.827106885612011,True,184.0,0.8697421981004071,5.900949796472185,737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05147798109792882,0.01729338427508546,0.0,0.0,0.0,0.0,0.03136939473155037,0.03820631409611904,0.0180977277297406,0.016282225237449117,18.669653138272793,16.885092024539876,16.941846955676066,19.355922605002363,21.911283624351114,21.47411042944785,77.22416234072675,13.076923076923077,0.3202170963364993,0.017639077340569877,0.09226594301221167,0.04477611940298507,0.021709633649932156,0.17096336499321574,0.11533242876526459,0.018995929443690638,0.005427408412483039,0.12211668928086838,0.031207598371777476,0.012211668928086838,0.0027137042062415195,,0.010854816824966078,6.539877300613497,7.0,3.381645511480019,25.076923076923077,20.5,10.834145015867753,1.9233128834355828,2.0,1.148595864691391,652,313,0.48006134969325154,4349,26,8,2,0.013568521031207599,,95,
explain,3.0161587122636253,0.6443484869528354,0.4787081456822521,0.054620370963180925,22.24477192182715,4579116542.554344,5269409.139878416,0.8887180015444756,0.8818930425951558,True,263.0,0.8780207134637514,5.611047180667434,869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027215756490599822,0.01289167412712623,0.0,0.0,0.0,0.0,0.007162041181736795,0.020411817367949867,0.0,0.0023014959723820483,25.189065855404465,15.482383679312814,16.836805530434003,19.210116917203536,19.58695060844667,19.710551181102364,74.00954426151277,11.757575757575758,0.31645569620253167,0.018411967779056387,0.11852704257767549,0.06559263521288838,0.019562715765247412,0.1334867663981588,0.11622554660529344,0.011507479861910242,0.010356731875719217,0.11507479861910241,0.03567318757192175,0.01380897583429229,,,0.024165707710011506,6.257217847769029,7.0,3.173790571278708,23.09090909090909,23.0,6.505771965764202,1.8700787401574803,2.0,1.0272774425301185,762,376,0.49343832020997375,4876,33,19,2,,0.0011507479861910242,95,
human,3.1991644462833357,1.193429361032881,0.46100483884889143,0.05206375607506405,23.911304835293663,24240844467.131718,27577752.52233415,0.6726451566815377,0.7019385816529393,True,325.0,0.8521046643913538,4.7770193401592715,879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04170884794492812,0.02065195383680907,0.0,0.0,0.0,0.0,0.008098805426199635,0.010123506782749545,0.008503745697509618,0.009101251422070534,40.87290766157946,14.734121171770973,15.402047736947555,17.94532418314043,18.52533032879238,15.025885486018637,64.83667929939567,10.384615384615385,0.285551763367463,0.04778156996587031,0.09101251422070535,0.07281001137656427,0.03299203640500569,0.09101251422070535,0.11717861205915814,0.03185437997724687,0.013651877133105802,0.10693970420932879,0.03526734926052332,0.019340159271899887,0.011376564277588168,0.02161547212741752,0.019340159271899887,5.416777629826897,5.0,2.988336983215231,28.884615384615383,27.0,15.663104425262778,1.6151797603195739,1.0,0.9287442309454507,751,355,0.47270306258322237,4199,26,27,5,,0.0022753128555176336,81,
continue,2.727681651739509,0.6650035766124632,0.48388970179593205,0.06615974854855221,14.265766395522444,1568713.4699797863,2428.349024736511,0.8233273599458777,0.8077380684289065,True,189.0,0.846749226006192,5.526315789473684,646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01565940787863959,0.0,0.0,0.0,0.0,0.0,0.005872277954489846,0.012478590653290923,0.0,0.01238390092879257,19.95555743243247,16.220822072072075,16.975882523387877,19.41216216216216,19.65698648648649,19.778594594594598,72.67454954954954,11.458333333333334,0.3157894736842105,0.043343653250773995,0.10526315789473684,0.03560371517027864,0.02476780185758514,0.12074303405572756,0.13622291021671826,0.018575851393188854,0.0015479876160990713,0.10835913312693499,0.04489164086687306,0.007739938080495356,0.0030959752321981426,,0.018575851393188854,6.268468468468469,6.0,3.3144505335116787,23.125,22.0,6.546707187586749,1.9315315315315316,2.0,1.1416742867095198,555,293,0.527927927927928,3570,24,17,8,0.01238390092879257,0.0030959752321981426,81,
create,2.925817184448818,0.6358339687995297,0.4779117533676412,0.05530453360565408,15.560948790466224,5728411.301454301,7488.119348306276,0.8556061153826506,0.8496077033606443,True,212.0,0.8601307189542484,5.780392156862745,765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04948738170347003,0.03588328075709779,0.0,0.0,0.0,0.0,0.007097791798107256,0.011829652996845425,0.016561514195583597,0.01045751633986928,11.35517857142861,18.631488095238094,19.371125197000527,22.74761904761905,22.904642857142854,21.01285714285714,80.5297619047619,14.708333333333334,0.3215686274509804,0.018300653594771243,0.12679738562091503,0.0457516339869281,0.023529411764705882,0.12287581699346405,0.11241830065359477,0.01568627450980392,0.00261437908496732,0.11633986928104575,0.03529411764705882,0.018300653594771243,0.011764705882352941,,0.01699346405228758,6.440476190476191,7.0,3.2010087341492484,28.0,23.0,14.725261740741091,1.974702380952381,2.0,1.0887478749611528,672,359,0.5342261904761905,4422,24,14,4,0.01045751633986928,0.00130718954248366,81,
explain,2.7157845763372808,0.569262690061511,0.4906208744952097,0.07536935083032366,19.910560405568287,443656159.8225131,523797.1190348443,0.8058294432503836,0.796866732485154,True,277.0,0.8842975206611571,5.423848878394333,847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05530558680164979,0.01274840644919385,0.0,0.0,0.0,0.0,0.01124859392575928,0.013498312710911136,0.01124859392575928,0.0023612750885478157,35.21396666666669,13.523266666666668,14.867677710551934,16.439999999999998,17.227826666666665,18.035680000000003,65.23333333333333,9.25,0.3317591499409681,0.04132231404958678,0.11216056670602124,0.047225501770956316,0.030696576151121605,0.09799291617473435,0.11334120425029516,0.021251475796930343,0.011806375442739079,0.1180637544273908,0.03541912632821724,0.010625737898465172,0.004722550177095631,,0.023612750885478158,5.996,6.0,3.126870213701447,20.833333333333332,19.5,5.367080729368206,1.7786666666666666,1.0,1.0323169194691242,750,335,0.44666666666666666,4594,36,26,3,,,81,
human,3.6788126320341386,1.6933218708812194,0.45708365036609144,0.03545396926812858,15.889636828066266,7957590.635867278,12056.955508889816,0.6326805563534007,0.6256564506329596,True,216.0,0.8136363636363636,4.38939393939394,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04266510812390415,0.018118059614260665,0.009351256575102279,0.009351256575102279,0.0,0.0,0.012857977790765635,0.016072472238457043,0.01928696668614845,0.007575757575757576,45.08947757390419,14.492094801223246,15.903189008614273,18.716615698267077,17.751494393476044,13.237357798165135,64.58970438328237,10.38888888888889,0.1893939393939394,0.03484848484848485,0.08333333333333333,0.045454545454545456,0.04090909090909091,0.10303030303030303,0.14242424242424243,0.11515151515151516,0.006060606060606061,0.13333333333333333,0.03333333333333333,0.016666666666666666,0.012121212121212121,0.02727272727272727,0.016666666666666666,5.104587155963303,4.0,3.0671501676084785,30.27777777777778,28.5,19.76755353703402,1.5486238532110093,1.0,0.8746810353262866,545,243,0.44587155963302755,2897,18,24,5,,,85,
continue,2.663496917550054,0.610869618888519,0.46313686515603547,0.05969951490748035,19.601996923153845,325866036.25877166,368626.7378492892,0.7807236186095646,0.778587222975843,True,280.0,0.8778280542986425,5.502262443438914,884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05838376646493414,0.024563901744393022,0.016019935920256318,0.0,0.0,0.0,0.00533997864008544,0.007475970096119616,0.01067995728017088,0.0022624434389140274,28.62548800259404,14.587143320363165,17.02489783603662,19.61725032425422,18.20420881971466,18.929182879377432,68.88748378728923,10.166666666666666,0.22963800904977374,0.04524886877828054,0.1074660633484163,0.04072398190045249,0.04072398190045249,0.12782805429864252,0.1165158371040724,0.08823529411764706,0.00904977375565611,0.1165158371040724,0.03506787330316742,0.016968325791855202,0.0011312217194570137,0.004524886877828055,0.020361990950226245,6.141374837872893,6.0,3.3606385160608183,21.416666666666668,22.0,6.8206182515468,1.8495460440985734,1.0,1.032888072628267,771,345,0.4474708171206226,4864,36,20,5,,,85,
create,2.97967095660582,0.914475234422378,0.450764148181107,0.06726025597972496,15.081612153802482,3546997.942906322,4825.847541369146,0.8152155925830206,0.8236020874717961,True,211.0,0.8489795918367347,5.6204081632653065,735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04316546762589928,0.02920016927634363,0.014811680067710538,0.0,0.0,0.0,0.0050782903089293275,0.006347862886161659,0.011426153195090986,0.014965986394557823,15.364000630914859,17.41648832807571,18.711394336842698,21.879015772870662,21.136955835962148,20.343911671924293,76.14864353312302,12.88,0.22040816326530613,0.024489795918367346,0.11156462585034013,0.047619047619047616,0.04081632653061224,0.15374149659863945,0.11700680272108843,0.06666666666666667,0.00816326530612245,0.11836734693877551,0.02857142857142857,0.02312925170068027,0.006802721088435374,0.0027210884353741495,0.012244897959183673,6.3454258675078865,7.0,3.4947801849378655,25.36,25.0,12.032888265084155,1.9589905362776026,2.0,1.1323559050976382,634,337,0.5315457413249212,4130,25,17,2,0.014965986394557823,0.0027210884353741495,85,
explain,2.8208149772978115,0.5053813036488762,0.4858969942054911,0.06272148615276636,21.11542200143005,1480168843.157625,1707230.4996051039,0.8146324121590817,0.8327034339308739,True,331.0,0.8835063437139562,4.95040369088812,867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07927070947284978,0.06936187078874356,0.03963535473642489,0.02497027348394768,0.0,0.0,0.009908838684106223,0.016646848989298454,0.011890606420927468,0.0011534025374855825,43.814383351251735,12.7450345569037,15.326614030711823,17.105759483950237,15.57983643065581,15.026579634464753,61.693902626324686,8.823529411764707,0.2122260668973472,0.03806228373702422,0.10957324106113034,0.0657439446366782,0.04382929642445214,0.10034602076124567,0.10380622837370242,0.08189158016147635,0.016147635524798153,0.1453287197231834,0.03460207612456748,0.014994232987312572,0.006920415224913495,,0.02422145328719723,5.466057441253263,5.0,3.1801065497430714,22.529411764705884,19.0,8.99096047384341,1.656657963446475,1.0,0.9357290370570289,766,321,0.41906005221932113,4292,34,30,4,,0.002306805074971165,85,
human,3.9581192221641,1.066580709350006,0.44353167541862254,0.06692369369482466,25.368039414358805,104039806156.1759,103935870.28589001,0.8772253961790175,0.8784739524126053,True,389.0,0.8491508491508492,4.908091908091908,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02018444405776927,0.009048199060379328,0.009048199060379328,0.0,0.0,0.0,0.006960153123368714,0.008700191404210893,0.0041760918740212285,0.005994005994005994,23.968137855696483,19.548479697324954,18.095662686080047,22.58998188212725,24.267207716082275,16.28323563892145,77.22524778855376,14.909090909090908,0.25674325674325676,0.052947052947052944,0.1008991008991009,0.06393606393606394,0.03696303696303696,0.07392607392607392,0.1258741258741259,0.01998001998001998,0.025974025974025976,0.11988011988011989,0.04195804195804196,0.014985014985014986,0.003996003996003996,0.01998001998001998,0.03596403596403597,5.586166471277843,5.0,3.1423657959036277,38.77272727272727,34.5,19.62125892120311,1.6963657678780775,1.0,1.001966842951051,853,355,0.41617819460726846,4913,22,34,5,,0.005994005994005994,91,
continue,2.725621651209589,0.6324636318493913,0.4834221641522762,0.06759954048831456,18.043823251675402,68601382.91991827,95412.21546581123,0.8635461679820357,0.8564419405800956,True,246.0,0.8636995827538247,5.553546592489569,719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05693176879617558,0.05693176879617558,0.048239895697522815,0.048239895697522815,0.026510212950890916,0.0,0.00651890482398957,0.02216427640156454,0.02824858757062147,0.019471488178025034,29.993541666666687,14.375625000000003,15.557879425188943,17.40833333333333,18.041260416666667,18.772374999999993,65.86458333333333,9.5,0.30180806675938804,0.02642559109874826,0.11404728789986092,0.07510431154381085,0.030598052851182198,0.09040333796940195,0.1070931849791377,0.015299026425591099,0.009735744089012517,0.1168289290681502,0.04033379694019471,0.012517385257301807,0.011126564673157162,0.0027816411682892906,0.02642559109874826,6.115625,6.0,3.3762598921550753,21.333333333333332,20.5,8.833018862326867,1.834375,1.0,1.1183440255015449,640,319,0.4984375,3993,30,12,3,0.01808066759388039,0.0013908205841446453,91,
create,2.7249857658931713,0.7408247129451093,0.5039862850038059,0.04470048610141942,14.104623554532118,1335242.5978352856,2122.8022223136495,0.8582901983034044,0.8567575074732303,True,214.0,0.8728139904610492,5.807631160572337,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048244566515404826,0.048244566515404826,0.03773584905660377,0.03773584905660377,0.03773584905660377,0.03773584905660377,0.005732027704800574,0.032481490327203245,0.037258180081203726,0.022257551669316374,17.35114680372635,17.23056215868937,17.122413403193683,19.6195309990363,21.30801798907806,20.344876325088332,73.60713138451655,12.318181818181818,0.3068362480127186,0.0397456279809221,0.1192368839427663,0.05564387917329094,0.02702702702702703,0.09220985691573927,0.09697933227344992,0.02384737678855326,0.014308426073131956,0.11764705882352941,0.04292527821939587,0.014308426073131956,0.0047694753577106515,0.0047694753577106515,0.019077901430842606,6.342756183745583,6.0,3.433750923841846,25.727272727272727,24.5,11.771235426711778,1.931095406360424,2.0,1.1861336072974764,566,267,0.4717314487632509,3653,22,13,4,0.019077901430842606,0.001589825119236884,91,
explain,2.895267465002066,0.6128006958814819,0.489465773090002,0.05502361589463084,22.52768271706569,6076427129.776287,6283792.274846212,0.8583173979731167,0.8516781908093076,True,342.0,0.8872802481902792,5.408479834539814,967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049802110817941954,0.009564643799472295,0.0,0.0,0.0,0.0,0.009894459102902375,0.011873350923482849,0.0054419525065963065,0.001034126163391934,29.46508051341894,15.23247407901317,15.903189008614273,17.96231371895316,18.946451075179198,18.11332555425904,68.47637939656609,10.771428571428572,0.2957600827300931,0.04136504653567735,0.1344364012409514,0.055842812823164424,0.020682523267838676,0.06928645294725956,0.10341261633919338,0.038262668045501554,0.02688728024819028,0.11685625646328852,0.04033092037228542,0.01344364012409514,,0.0031023784901758012,0.03412616339193381,5.97316219369895,6.0,3.2425091359080236,24.485714285714284,21.0,9.986766754264448,1.8028004667444575,1.0,1.0735350816911942,857,339,0.39556592765460913,5230,35,25,0,,0.0062047569803516025,91,
human,3.353023874770606,1.410376151040935,0.4393200231242516,0.05877921302845631,15.912875192842183,8144677.40593923,13351.930173670868,0.6611910472810268,0.7039454759409031,True,193.0,0.8163934426229508,4.773770491803279,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02289404167889639,0.01937188142060464,0.01937188142060464,0.0,0.0,0.0,0.018784854710889344,0.023481068388611682,0.02817728206633402,0.004918032786885246,43.629364548494976,12.008695652173913,14.772240535888997,16.322164791730007,14.43847674065065,15.309565217391306,57.01094557616297,7.3076923076923075,0.24098360655737705,0.05245901639344262,0.08032786885245902,0.060655737704918035,0.014754098360655738,0.09180327868852459,0.12622950819672132,0.09836065573770492,0.018032786885245903,0.11475409836065574,0.027868852459016394,0.003278688524590164,0.014754098360655738,0.04262295081967213,0.011475409836065573,5.549407114624506,4.0,3.217806443000171,19.46153846153846,19.5,10.107996717111464,1.6956521739130435,1.0,0.9851971921780489,506,264,0.5217391304347826,2912,26,6,1,0.001639344262295082,,46,
continue,2.6326401557879135,0.3874792021678158,0.4830317277959634,0.057888919944145474,18.757879134510958,140101698.47113696,171273.47001361486,0.8420913719361828,0.8550845046838125,True,240.0,0.8606356968215159,5.466992665036675,818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020950533462657614,0.0,0.0,0.0,0.0,0.0,0.006983511154219205,0.012803103782735208,0.01396702230843841,0.022004889975550123,25.584501426348567,15.303720176348548,16.86495858028176,19.272631396957124,18.380941390041492,18.487081604425992,68.37521611341631,10.34375,0.24449877750611246,0.029339853300733496,0.1393643031784841,0.0550122249388753,0.022004889975550123,0.10757946210268948,0.10513447432762836,0.08312958435207823,0.009779951100244499,0.1198044009779951,0.028117359413202935,0.012224938875305624,0.011002444987775062,,0.01589242053789731,6.053941908713693,6.0,3.190775142572203,22.59375,22.0,5.284762145782911,1.8713692946058091,1.0,1.0887564088628952,723,346,0.4785615491009682,4472,32,15,6,0.014669926650366748,0.0024449877750611247,46,
create,2.894822478821324,0.3560944310288872,0.47245183737098434,0.05155704950246191,20.594026745731853,878763835.7136949,962501.4629941894,0.8044258207082748,0.8015082201053356,True,265.0,0.8444687842278203,5.35815991237678,913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13527851458885942,0.11246684350132626,0.10185676392572944,0.07144120247568524,0.05658709106984969,0.02581786030061892,0.009725906277630416,0.015561450044208665,0.022634836427939876,0.00547645125958379,26.05667746034348,15.931806369635613,17.383296563728848,19.96424150510309,19.786877484936674,18.642795425667085,70.49510185678567,11.451612903225806,0.2792990142387733,0.03066812705366922,0.10186199342825848,0.056955093099671415,0.013143483023001095,0.12595837897042717,0.11938663745892661,0.0624315443592552,0.007667031763417305,0.11391018619934283,0.029572836801752465,0.007667031763417305,0.01533406352683461,,0.02190580503833516,6.055908513341804,6.0,3.2696556489615967,25.387096774193548,23.0,9.803480025151169,1.832274459974587,1.0,1.1089678504870106,787,346,0.43964421855146124,4892,31,13,3,,0.014238773274917854,46,
explain,2.651670195267571,0.4422798188670533,0.47291153649688056,0.05642220165963793,19.739737245072767,373989112.90400565,430863.0332995457,0.825541252599043,0.8245349418033253,True,281.0,0.8836405529953917,5.449308755760368,868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11942472237393045,0.0631713089386492,0.04842526852357546,0.04842526852357546,0.03204077917349354,0.03204077917349354,0.012015292190060076,0.010376843255051884,0.012015292190060076,0.001152073732718894,31.136896373057,14.395964470762397,16.54406574725407,18.822857142857142,17.864672464840858,18.14564766839378,67.26439674315321,9.971428571428572,0.26497695852534564,0.04032258064516129,0.12327188940092165,0.06451612903225806,0.020737327188940093,0.11290322580645161,0.10483870967741936,0.06797235023041474,0.010368663594470046,0.12211981566820276,0.027649769585253458,0.012672811059907835,0.009216589861751152,,0.018433179723502304,6.001295336787565,6.0,3.184116731272903,22.057142857142857,22.0,6.8699879689761865,1.8121761658031088,1.0,1.0379867570570027,772,354,0.4585492227979275,4730,35,22,2,,,46,
human,3.49329128533977,1.352461755123015,0.461622246135768,0.048291785057034325,17.632541462370497,45469005.88067372,61114.2552159593,0.7381059327721595,0.7094661463052034,True,222.0,0.8346774193548387,5.088709677419355,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021808268968650613,0.0,0.0,0.0,0.0,0.0,0.015447523852794184,0.01930940481599273,0.021808268968650613,0.012096774193548387,33.67532153846156,14.534120000000005,16.573440645216312,18.831384615384618,18.223742769230775,17.467775999999997,65.31846153846155,9.923076923076923,0.26881720430107525,0.026881720430107527,0.06048387096774194,0.04704301075268817,0.026881720430107527,0.14381720430107528,0.12096774193548387,0.06317204301075269,0.009408602150537635,0.12096774193548387,0.0456989247311828,0.002688172043010753,0.006720430107526882,0.038978494623655914,0.01747311827956989,5.8672,6.0,3.134830802451705,24.03846153846154,26.0,10.108947937464455,1.7584,1.0,0.9769490467777734,625,334,0.5344,3786,26,13,1,,,52,
continue,2.75996412968836,0.46480718753847283,0.49888932787562296,0.07046846611297876,14.683745610995397,2382701.7979209465,3740.5051772699317,0.8477298539617787,0.8493233079260046,True,213.0,0.8712715855572999,5.350078492935636,637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07059716599190283,0.0,0.0,0.0,0.0,0.0,0.0068319838056680165,0.015182186234817813,0.020495951417004048,0.0141287284144427,35.439751984127014,14.185302028218697,16.32212239822248,18.479982363315695,18.102552910052907,17.55301587301587,65.07120811287479,9.791666666666666,0.3139717425431711,0.023547880690737835,0.10047095761381476,0.04709576138147567,0.0282574568288854,0.1271585557299843,0.10204081632653061,0.009419152276295133,0.007849293563579277,0.12558869701726844,0.03767660910518053,0.01098901098901099,0.006279434850863423,,0.04552590266875981,5.885361552028218,6.0,2.9883809389828295,23.625,22.0,7.819913149560336,1.7425044091710757,1.0,0.9617056090883466,567,287,0.5061728395061729,3408,24,12,3,0.0141287284144427,,52,
create,2.9634040772900065,0.6596062731027176,0.49745617353596056,0.06334371483950701,13.115132251903345,496397.4780912575,873.9392219916506,0.850463192713888,0.8383751710255941,True,191.0,0.8855633802816901,5.390845070422535,568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005902192242833052,0.012647554806070826,0.021079258010118045,0.01936619718309859,35.28815909090912,14.759198259187624,16.404322709996244,18.69589941972921,18.9259671179884,17.299961315280466,65.11499032882011,10.15,0.2852112676056338,0.028169014084507043,0.10035211267605634,0.051056338028169015,0.03169014084507042,0.11091549295774648,0.0897887323943662,0.04753521126760563,0.01232394366197183,0.12147887323943662,0.04929577464788732,0.01056338028169014,0.01056338028169014,,0.035211267605633804,5.823984526112186,6.0,3.1772226694777537,25.85,24.0,6.498269000279998,1.7176015473887813,1.0,1.00171016814482,517,265,0.5125725338491296,3062,20,9,2,0.01584507042253521,,52,
explain,2.8557549160708287,0.8320267653123492,0.5168422102433117,0.07154637881216644,15.74105993611635,6858915.769492917,10552.178106912179,0.8664863001216542,0.8628918131192526,True,208.0,0.86,5.466153846153846,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009284143659907158,0.0,0.0,0.0,0.0,0.0,0.007329587099926704,0.008795504519912045,0.013926215489860738,0.023076923076923078,27.555590712497207,15.60497002807497,17.815075919075046,20.576037635632446,19.598877760072845,18.681815008725994,69.24114120949996,11.043478260869565,0.3030769230769231,0.03538461538461538,0.09384615384615384,0.047692307692307694,0.02923076923076923,0.13846153846153847,0.11384615384615385,0.007692307692307693,0.012307692307692308,0.12923076923076923,0.04153846153846154,0.006153846153846154,0.004615384615384616,,0.016923076923076923,6.06631762652705,6.0,3.2551422415236226,24.91304347826087,23.0,10.282585715573182,1.8202443280977312,1.0,1.0372513396954188,573,326,0.568935427574171,3551,23,14,1,0.018461538461538463,0.0015384615384615385,52,
human,3.516825343357297,1.3104508193200954,0.4376179759628542,0.06554486201693006,22.9075600700587,8884376041.737999,10330669.815974418,0.6780323895715898,0.7283238795896371,True,235.0,0.7837209302325582,4.374418604651162,860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03611738148984198,0.029345372460496615,0.022573363431151242,0.0,0.0,0.0,0.015349887133182845,0.019187358916478554,0.02167042889390519,0.02558139534883721,49.59328125000002,11.815237145390075,13.95886086127944,15.337322695035462,13.68345478723404,12.94036879432624,54.08798758865248,7.0625,0.20813953488372092,0.01627906976744186,0.06976744186046512,0.07209302325581396,0.02441860465116279,0.10465116279069768,0.14651162790697675,0.12441860465116279,0.0011627906976744186,0.10465116279069768,0.04302325581395349,0.004651162790697674,0.01627906976744186,0.03953488372093023,0.009302325581395349,5.116312056737589,4.0,2.9348631756978727,22.03125,21.0,12.758537276565052,1.5943262411347519,1.0,0.9286437185369153,705,347,0.4921985815602837,3762,32,13,3,0.012790697674418604,0.002325581395348837,1,
continue,2.866264323734376,0.5579389165512978,0.47419251047000543,0.06493414719545483,18.858372373361938,154912712.85095468,187092.6483707182,0.8648587842782338,0.8581570160800013,True,275.0,0.8804347826086957,5.426328502415459,828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02838511699271193,0.02838511699271193,0.014192558496355964,0.0,0.0,0.0,0.02991944764096663,0.01227464518603759,0.0,0.0024154589371980675,25.753851604101584,15.541299124235358,17.19744511211423,19.717273247370507,18.652580645161287,18.228158253751705,64.43643004884919,9.64516129032258,0.27053140096618356,0.04106280193236715,0.0893719806763285,0.05676328502415459,0.035024154589371984,0.13043478260869565,0.10748792270531402,0.059178743961352656,0.00966183574879227,0.12198067632850242,0.03743961352657005,0.014492753623188406,0.004830917874396135,,0.020531400966183576,6.0,5.0,3.186345355698978,23.64516129032258,21.0,7.921177767986901,1.8567530695770804,1.0,1.0679244269095864,733,347,0.4733969986357435,4493,31,23,2,,0.0012077294685990338,1,
