persona,entropy,perplexity,per_word_perplexity,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,pos_prop_ADV,pos_prop_AUX,pos_prop_VERB,pos_prop_PUNCT,pos_prop_SCONJ,pos_prop_ADP,pos_prop_ADJ,pos_prop_NOUN,pos_prop_DET,pos_prop_PROPN,pos_prop_CCONJ,pos_prop_PART,pos_prop_NUM,pos_prop_X,pos_prop_PRON,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,first_order_coherence,second_order_coherence,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,proportion_ellipsis,proportion_bullet_points,contains_lorem ipsum,duplicate_line_chr_fraction,duplicate_paragraph_chr_fraction,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,connectives,connectives_cap,pos_prop_SPACE,file
human,15.324915588776458,4524038.330016169,4185.049333965004,11.296616707075145,21.23893267651889,19.592869591641723,23.751286261631094,20.90941570881226,21.66527093596059,63.688560481663934,9.277777777777779,0.07030527289546716,0.03700277520814061,0.03700277520814061,0.19148936170212766,0.004625346901017576,0.09435707678075855,0.06938020351526364,0.20999074930619796,0.11008325624421832,0.060129509713228495,0.02312673450508788,0.010175763182238668,0.0666049953746531,0.005550416281221091,0.010175763182238668,3.8892500984560567,1.3638962544944289,0.4307519760389907,0.0881597315853929,0.5072122123358506,0.4316094626179513,6.594827586206897,5.0,4.4305948009799465,22.555555555555557,21.0,9.160435592640427,2.375615763546798,2.0,1.8189063162619776,812,379,0.4667487684729064,5624,36,False,333.0,0.6817761332099908,5.20259019426457,1081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13392578734019334,0.09619582164016215,0.0787340193327097,0.06548175865294668,0.06345494231368881,0.06329903336451512,0.016214530714062987,0.01948861864671032,0.011225444340505144,0.08325624421831637,20,1,,27
continue,9.110056732025832,9045.808063900102,13.938070976733593,21.871938539741222,19.329482815236428,17.6587488795325,21.638375656742557,18.14399408931699,20.80749562171628,56.197515323992995,6.84375,0.08320493066255778,0.06933744221879815,0.0724191063174114,0.11248073959938366,0.020030816640986132,0.10323574730354391,0.09399075500770417,0.20030816640986132,0.11556240369799692,0.026194144838212634,0.030816640986132512,0.01386748844375963,0.015408320493066256,0.0015408320493066256,0.02773497688751926,3.151176442910736,0.7394299634343627,0.47046448423011133,0.08438333361666603,0.6091484727878724,0.6237954698503018,6.507880910683013,5.0,4.424639365300079,17.84375,17.0,6.510133327167732,2.369527145359019,2.0,1.7107007261081384,571,299,0.5236427320490368,3794,32,True,287.0,0.8520801232665639,5.845916795069337,649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06948918545789232,0.05614358030372756,0.05614358030372756,0.026231017027151405,0.0,0.0,0.006212609295904279,0.005522319374137137,0.0,0.06471494607087827,19,3,0.01386748844375963,27
create,12.364775785418942,234397.99559180744,261.60490579442796,20.9375,19.222909139569122,17.53802566904869,21.809982604041217,19.0732203934163,22.456251572327044,60.31112003211562,7.340425531914893,0.04352678571428571,0.03125,0.08928571428571429,0.109375,0.0234375,0.1015625,0.09151785714285714,0.22767857142857142,0.13504464285714285,0.033482142857142856,0.03236607142857143,0.015625,0.011160714285714286,0.004464285714285714,0.05022321428571429,2.8684795626176856,0.8356258940751237,0.454512241560981,0.06542491886695796,0.6280451504432637,0.5579400874687255,6.80377358490566,6.0,4.431929414901969,16.914893617021278,16.0,6.407541392048148,2.3911949685534593,2.0,1.6790752039749783,795,401,0.5044025157232704,5510,47,True,377.0,0.8794642857142857,6.149553571428571,896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015238095238095238,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.01619047619047619,0.02095238095238095,0.046875,27,11,,27
explain,10.9864385119523,59067.640298159145,79.71341470736726,17.414316653882594,19.971383496172226,18.243605946275583,23.12094065896883,18.833632787717292,21.97133020344288,61.558220192023015,7.648648648648648,0.06882591093117409,0.04723346828609987,0.06882591093117409,0.11740890688259109,0.016194331983805668,0.08502024291497975,0.11740890688259109,0.22807017543859648,0.11875843454790823,0.012145748987854251,0.03913630229419703,0.016194331983805668,0.029689608636977057,0.002699055330634278,0.018893387314439947,3.063886045768452,0.798561474573672,0.47364521456020986,0.0649243850992825,0.6637462143682771,0.5798646264842579,6.715179968701095,6.0,4.275373077517542,17.27027027027027,17.0,6.140906917124849,2.4428794992175273,2.0,1.6828626691614914,639,297,0.4647887323943662,4393,37,True,290.0,0.8191632928475033,5.9284750337381915,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0803357314148681,0.0,0.0,0.0,0.0,0.0,0.005995203836930456,0.002398081534772182,0.014388489208633094,0.07692307692307693,16,4,0.01349527665317139,27
human,8.524040086270492,5034.351942137809,6.703531214564326,19.599636552440273,19.203002207505524,17.219254097808864,21.214422369389258,18.486256438557767,21.794768211920523,56.51287711552612,6.666666666666667,0.05193075898801598,0.05725699067909454,0.0492676431424767,0.19174434087882822,0.007989347536617843,0.08921438082556592,0.07323568575233022,0.2210386151797603,0.08122503328894808,0.05858854860186418,0.033288948069241014,0.007989347536617843,0.013315579227696404,0.006657789613848202,0.010652463382157125,2.9506551399241254,1.7729177656909134,0.5153066234658232,0.11801215164260558,0.3600107094705371,0.32943681016673937,6.693708609271523,5.0,4.960161837230241,16.77777777777778,13.5,14.022028524811141,2.3940397350993377,2.0,1.803335092370457,604,332,0.5496688741721855,4182,36,True,226.0,0.7376830892143809,5.579227696404794,751.0,0.0,0.0,0.4318181818181818,0.0,0.0,0.0,0.024005053695514846,0.0,0.0,0.0,0.0,0.0,0.006317119393556538,0.011370814908401769,0.008422825858075385,0.12117177097203728,15,2,0.04660452729693742,33
continue,11.862176224987072,141800.47246518667,176.3687468472471,16.400514996437124,20.68027825489523,18.004731292199445,22.588801099278598,20.934888698041902,24.569971830985917,60.69735486087255,7.512195121951219,0.05845771144278607,0.06218905472636816,0.07338308457711443,0.10696517412935323,0.022388059701492536,0.08084577114427861,0.09079601990049752,0.23507462686567165,0.15049751243781095,0.026119402985074626,0.04975124378109453,0.012437810945273632,0.011194029850746268,0.008706467661691543,0.011194029850746268,3.049326485093489,0.718787001328854,0.4479356149290104,0.07461105706411374,0.6127050718292594,0.6028258704986328,7.156338028169014,6.0,4.915288950123049,17.317073170731707,17.0,5.411996720882337,2.5014084507042256,2.0,1.8889965260480346,710,359,0.5056338028169014,5175,41,True,342.0,0.8743781094527363,6.436567164179104,804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045392723563413805,0.017511050663039783,0.004930295817749065,0.004930295817749065,0.004930295817749065,0.004930295817749065,0.0047602856171370285,0.004250255015300918,0.0047602856171370285,0.0472636815920398,21,7,,33
create,11.291692627182197,80153.00320819499,99.81694048343087,20.537408376963356,19.015799435825105,16.981773518133604,22.2587418899859,19.35410437235543,24.176530324400563,59.8781664315938,6.48,0.0410958904109589,0.0323785803237858,0.08717310087173101,0.11706102117061021,0.0161892901618929,0.0821917808219178,0.0958904109589041,0.25404732254047324,0.1506849315068493,0.033623910336239106,0.038605230386052306,0.017434620174346202,0.007471980074719801,0.0049813200498132005,0.021170610211706103,2.5401680212657127,0.6637888741891234,0.44828994108422704,0.07415974937650348,0.5528968039671985,0.5793855371885002,7.153737658674189,6.0,4.5651903309383774,14.18,13.0,5.691010455094947,2.464033850493653,2.0,1.641464164251319,709,352,0.49647390691114246,5169,50,True,308.0,0.8754669987546699,6.437110834371109,803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06603131381892444,0.045609257998638526,0.03403675970047652,0.022123893805309734,0.022123893805309734,0.0,0.0224642614023145,0.017699115044247787,0.01327433628318584,0.048567870485678705,13,5,,33
explain,10.688339760175413,43841.65887357064,54.394117709144716,15.633015709502956,20.436955691367462,17.845785984406827,22.849452508276038,20.616745607333847,24.738263305322125,61.745480010185894,7.386363636363637,0.06575682382133995,0.04838709677419355,0.06327543424317618,0.11290322580645161,0.009925558312655087,0.10297766749379653,0.10421836228287841,0.2543424317617866,0.12531017369727046,0.02481389578163772,0.05334987593052109,0.008684863523573201,0.0037220843672456576,0.008684863523573201,0.013647642679900745,2.974714601387739,0.8140801260911793,0.46606791165226097,0.07895584630988996,0.6474018589008687,0.6211989557459241,7.204481792717087,6.0,4.637586312327819,16.227272727272727,16.0,5.842102813992254,2.5168067226890756,2.0,1.6970473284245167,714,345,0.4831932773109244,5236,44,True,320.0,0.8821339950372209,6.496277915632755,806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05418138987043581,0.01110550227158001,0.0,0.0,0.0,0.0,0.008749789668517584,0.01144203264344607,0.015648662291771833,0.04838709677419355,31,8,,33
human,25.93082408098322,182647532560.4681,99318941.03342475,25.55602291494634,18.649782754010698,17.87392357323689,21.151671122994653,18.076101687834225,19.16548295454545,56.50133689839572,7.411764705882353,0.034801522566612286,0.025013594344752584,0.04241435562805873,0.178357803153888,0.0032626427406199023,0.10821098423056008,0.06960304513322457,0.18488308863512778,0.11147362697117999,0.13322457857531267,0.034801522566612286,0.0065252854812398045,0.04676454594888527,0.009244154431756389,0.011419249592169658,3.8563674014966116,2.637104598184135,0.4362453015040376,0.13340753746327008,0.4610582699915811,0.4549306216508602,6.189630681818182,4.0,4.235970209244168,20.705882352941178,22.0,10.595585683960994,2.2173295454545454,1.0,1.6349123289087937,1408,524,0.3721590909090909,9146,68,True,566.0,0.7248504622077215,4.973355084284938,1839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08502562156006832,0.05940406149174417,0.05257164547352439,0.05257164547352439,0.051907382805086354,0.0516226988043272,0.03264376542038337,0.04080470677547922,0.03302334408806225,0.06851549755301795,28,14,,16
continue,14.868319563025103,2865689.5592412474,3035.6880924165757,17.79236111111112,20.56866666666667,19.510067207911337,24.96732026143791,20.64643267973856,23.370964705882354,66.18300653594771,8.933333333333334,0.04978813559322034,0.045550847457627115,0.07203389830508475,0.09957627118644068,0.018008474576271187,0.09216101694915255,0.10911016949152542,0.2605932203389831,0.15254237288135594,0.0031779661016949155,0.046610169491525424,0.011652542372881356,,,0.022245762711864406,3.0841755350984053,0.6001907668614335,0.45147886208239774,0.06963166727947864,0.7126942304047671,0.7145446358725082,6.9282352941176475,6.0,4.177055302897031,18.88888888888889,19.0,4.55691036764664,2.44,2.0,1.5097487130216698,850,387,0.45529411764705885,5983,45,True,389.0,0.8834745762711864,6.33792372881356,944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08219379503014262,0.0671960005881488,0.04396412292309954,0.0388178209086899,0.017350389648581092,0.017350389648581092,0.0070577856197618,0.00529333921482135,0.016468166446110866,0.06779661016949153,20,4,0.01694915254237288,16
create,10.21525559785444,27316.75687602548,33.0311449528724,15.265951439864494,19.704392834029537,17.718137724919707,22.664246631758544,19.304922633405894,23.18332882273342,62.34397246572925,7.434782608695652,0.044740024183796856,0.05199516324062878,0.08343409915356712,0.10640870616686819,0.016928657799274487,0.09794437726723096,0.10399032648125756,0.23821039903264812,0.11608222490931076,0.015719467956469165,0.044740024183796856,0.015719467956469165,0.0024183796856106408,0.0024183796856106408,0.02418379685610641,2.7684607152005922,0.9505850684321465,0.48942313337851967,0.09375109539807752,0.5439912728965283,0.5584336022968107,6.943166441136671,6.0,4.3723223765155135,16.065217391304348,16.5,5.983318019122702,2.4600811907983764,2.0,1.5871491685595291,739,347,0.469553450608931,5219,46,True,314.0,0.8573155985489722,6.310761789600967,827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09667571234735414,0.037991858887381276,0.037991858887381276,0.017639077340569877,0.0,0.0,0.007123473541383989,0.006105834464043419,0.0,0.07376058041112454,15,5,0.03506650544135429,16
explain,13.09991626409487,488901.47429392755,513.0130895004486,24.5678180933603,19.053398465769288,17.72805886698774,22.03614608964153,18.953397742075552,22.123451536643028,60.52771746996672,7.469387755102041,0.06820566631689402,0.035676810073452254,0.07869884575026233,0.10178384050367262,0.01993704092339979,0.10283315844700944,0.11752360965372508,0.2266526757607555,0.12381951731374606,0.013641133263378805,0.03252885624344176,0.005246589716684155,0.02098635886673662,0.001049317943336831,0.02938090241343127,3.0410179421251278,0.9544718824220482,0.4853170018322828,0.07387036997673352,0.6059383976050109,0.6104599297680753,6.74113475177305,6.0,4.292539642761478,17.26530612244898,17.0,5.823161040030215,2.3652482269503547,2.0,1.637380388453498,846,376,0.4444444444444444,5810,49,True,382.0,0.8499475341028332,6.096537250786988,953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04025423728813559,0.021791767554479417,0.021791767554479417,0.021791767554479417,0.021791767554479417,0.0,0.009533898305084746,0.006053268765133172,0.009079903147699757,0.06925498426023086,15,3,0.022035676810073453,16
human,12.705103419638156,329424.81230182643,380.83793329690917,19.472368421052636,18.975290322580644,17.609531442122158,21.257204301075273,19.396612903225808,21.966666666666665,56.63763440860215,7.075,0.06473988439306358,0.05317919075144509,0.04971098265895954,0.12716763005780346,0.010404624277456647,0.13641618497109825,0.08323699421965318,0.2184971098265896,0.11213872832369942,0.04971098265895954,0.016184971098265895,0.009248554913294798,0.03005780346820809,0.006936416184971098,0.019653179190751446,3.3830071720489485,1.4107389889605573,0.45183001342185436,0.08340627855114392,0.4758979133449686,0.46088296690906744,6.693548387096774,5.0,4.742584623844402,18.6,15.5,12.513592609638529,2.314516129032258,2.0,1.6977227100670735,744,388,0.521505376344086,5095,40,True,338.0,0.8138728323699422,5.898265895953757,865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02021586431385986,0.007195477128661984,0.007195477128661984,0.007195477128661984,0.0,0.0,0.009593969504882645,0.009422648620866884,0.01130717834504026,0.06820809248554913,26,5,0.012716763005780347,17
continue,12.565792788455623,286585.668661489,344.04041856121125,12.05969101123597,20.980657413056743,18.438639895704956,23.73917022574741,21.080674191580236,24.953557046979864,63.10631482611349,7.818181818181818,0.05042016806722689,0.06602641056422569,0.06482593037214886,0.1056422569027611,0.012004801920768308,0.1092436974789916,0.12004801920768307,0.24969987995198079,0.12845138055222088,0.010804321728691477,0.031212484993997598,0.014405762304921969,0.007202881152460984,0.0012004801920768306,0.028811524609843937,3.070377410386011,0.8073783327123095,0.46300466054532463,0.0685370625967323,0.6366276926426,0.6636235794673363,7.228187919463087,6.0,4.375834808743482,16.931818181818183,17.0,4.340076074284703,2.5395973154362417,2.0,1.6841471181869747,745,350,0.4697986577181208,5473,44,True,359.0,0.8919567827130852,6.570228091236495,833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07013028792021876,0.07013028792021876,0.03667363680231623,0.019301914106482226,0.0,0.0,0.005790574231944668,0.02251889979089593,0.0,0.062424969987995196,20,4,,17
create,12.218602191111007,202521.67384021787,245.48081677602167,25.162521829475878,18.062102908277406,16.966058625362727,20.796718866517526,18.256207307979118,21.62260402684564,58.03206562266965,6.866666666666666,0.06424242424242424,0.03515151515151515,0.09818181818181818,0.09696969696969697,0.019393939393939394,0.10545454545454545,0.09090909090909091,0.2193939393939394,0.14545454545454545,0.024242424242424242,0.041212121212121214,0.020606060606060607,0.0036363636363636364,,0.03515151515151515,2.843846922359938,0.737469066362668,0.45241104784128744,0.08337758021227451,0.6375874778763815,0.6460642394458138,6.668456375838926,6.0,4.137098280314699,16.555555555555557,15.0,6.718318425702655,2.3046979865771813,2.0,1.5456514262946495,745,373,0.5006711409395973,5048,45,True,367.0,0.9006060606060606,6.118787878787879,825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028314917127071824,0.01761049723756906,0.0,0.0,0.0,0.0,0.006215469613259668,0.006906077348066298,0.0,0.037575757575757575,24,8,,17
explain,9.322205273528905,11183.617615011712,18.363904129740085,24.53798597833014,18.137792792792798,17.731099999999998,21.52612612612613,18.371351351351358,20.74054054054054,56.15765765765766,6.966666666666667,0.08702791461412152,0.06732348111658457,0.06732348111658457,0.08866995073891626,0.014778325123152709,0.13628899835796388,0.07717569786535304,0.22167487684729065,0.10509031198686371,0.0180623973727422,0.029556650246305417,0.011494252873563218,0.022988505747126436,0.0016420361247947454,0.03284072249589491,3.3744019308951154,0.8929475569840194,0.4693754571430594,0.0780114907560427,0.6715793804875736,0.6344546239290919,6.486486486486487,5.0,4.282932532581643,18.5,15.5,8.192476223137096,2.246846846846847,2.0,1.5346930802013756,555,298,0.5369369369369369,3654,30,True,281.0,0.8686371100164204,6.0,609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007168458781362007,0.0047789725209080045,0.007168458781362007,0.06568144499178982,17,4,0.0180623973727422,17
human,8.419955560903203,4536.701843779763,5.161208013401324,-6.819940476190482,25.089730769230773,22.004230396900574,26.956410256410255,23.625189743589743,22.448799999999995,69.69871794871794,11.541666666666666,0.03526734926052332,0.03640500568828214,0.04550625711035267,0.20022753128555176,0.007963594994311717,0.06825938566552901,0.07394766780432309,0.16723549488054607,0.08987485779294653,0.16040955631399317,0.027303754266211604,0.006825938566552901,0.007963594994311717,0.0034129692832764505,0.01820250284414107,4.83854238871524,2.335483308395027,0.44753934087795866,0.08073880257112877,0.48829077637713886,0.40383371359414677,6.690769230769231,5.0,4.45850002637738,27.083333333333332,27.0,10.238475906544338,2.5523076923076924,2.0,1.8533634864801214,650,282,0.4338461538461538,4535,24,False,226.0,0.6791808873720137,5.208191126279863,879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16508978567290983,0.1303340413207183,0.10677737014867734,0.10677737014867734,0.10677737014867734,0.10677737014867734,0.03630044410117783,0.04537555512647229,0.04402394284610929,0.1285551763367463,9,4,0.051194539249146756,100
continue,12.857544202129517,383672.3461622843,453.51341153934317,6.779024581274825,21.711368262344518,18.473206523352868,23.208493529337858,21.029838547556224,24.30168865435356,61.97901746450559,7.928571428571429,0.06264775413711583,0.0591016548463357,0.0591016548463357,0.09929078014184398,0.010638297872340425,0.12647754137115838,0.0851063829787234,0.24231678486997635,0.12647754137115838,0.041371158392434985,0.04373522458628842,0.009456264775413711,0.009456264775413711,0.00591016548463357,0.018912529550827423,3.2536049177461286,1.0290183108088509,0.4658519964977606,0.0716815081771927,0.6760535418260388,0.6770952396094799,7.098944591029023,6.0,4.6686484735401965,18.047619047619047,18.0,5.571835556970692,2.5646437994722957,2.0,1.8507405826467818,758,331,0.4366754617414248,5469,42,True,363.0,0.8865248226950354,6.464539007092198,846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0891566265060241,0.05558232931726908,0.05076305220883534,0.03598393574297189,0.02506024096385542,0.0,0.005783132530120482,0.00321285140562249,0.0038554216867469878,0.06382978723404255,28,4,,100
create,11.948522965563182,154588.6451131369,183.59696569256164,5.659516163562415,22.639593454290573,18.570561718373686,25.096368587064944,22.46256113013237,27.43651254953765,66.30763216779447,7.857142857142857,0.0498812351543943,0.027315914489311165,0.09619952494061758,0.10095011876484561,0.017814726840855107,0.09857482185273159,0.11163895486935867,0.23990498812351543,0.15320665083135393,0.009501187648456057,0.030878859857482184,0.015439429928741092,0.0023752969121140144,0.0035629453681710215,0.04275534441805225,2.8560373278648936,0.8855471624328757,0.4424345376585426,0.08440874319110173,0.6857464329029123,0.6604092980318881,7.678996036988111,7.0,4.855235368629697,15.448979591836734,15.0,4.8699881594366214,2.729194187582563,2.0,1.803960419407222,757,337,0.44517833553500663,5898,49,True,344.0,0.8990498812351544,7.004750593824228,842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07529305680793508,0.04192966636609558,0.03576795912233243,0.03576795912233243,0.03576795912233243,0.03576795912233243,0.010519987977156597,0.009017132551848512,0.0,0.05463182897862233,23,6,,100
explain,11.312759690249212,81859.50394650569,97.1049868879071,2.543298400441273,23.925708051801802,20.29305262548023,25.698536036036035,23.28599556587838,25.641302083333326,68.02238175675676,9.81081081081081,0.05575326215895611,0.05575326215895611,0.07947805456702253,0.08896797153024912,0.022538552787663108,0.10794780545670225,0.11743772241992882,0.23843416370106763,0.11743772241992882,0.018979833926453145,0.045077105575326216,0.00830367734282325,0.0011862396204033216,0.002372479240806643,0.02609727164887307,3.5560244888339665,0.9408302257405468,0.47808110173215956,0.07509109033581245,0.7441175455848376,0.7280810586043767,7.290364583333333,6.0,4.452329782493543,20.756756756756758,19.0,5.961159897135045,2.6627604166666665,2.0,1.8206193671659727,768,306,0.3984375,5674,37,False,352.0,0.8956109134045077,6.730723606168446,843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178743961352657,0.13978494623655913,0.1315256350319464,0.09926757051581736,0.055789309646252144,0.055789309646252144,0.014025245441795231,0.009350163627863487,0.022596228767336763,0.08422301304863583,21,3,0.014234875444839857,100
human,6.796124228313617,894.3741753892251,1.6290968586324683,45.08141135972461,13.668822510822512,13.925175675911131,16.102510822510823,12.89987012987013,16.575757575757567,46.74978354978356,4.428571428571429,0.06739526411657559,0.023679417122040074,0.04735883424408015,0.1111111111111111,0.0036429872495446266,0.1366120218579235,0.07103825136612021,0.21493624772313297,0.14025500910746813,0.08743169398907104,0.009107468123861567,0.0036429872495446266,0.052823315118397086,0.0036429872495446266,0.009107468123861567,2.590547393789229,1.1120914005870315,0.4311279757665251,0.10963280930254603,0.45918531847350735,0.4336205515446085,5.887445887445887,4.0,4.060726052556569,13.2,12.0,6.85690475777102,2.0432900432900434,1.0,1.449835189270853,462,252,0.5454545454545454,2799,35,True,209.0,0.7759562841530054,5.112932604735883,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035637480798771125,0.029493087557603687,0.005837173579109063,0.0,0.0,0.0,0.023348694316436252,0.027649769585253458,0.027649769585253458,0.09289617486338798,12,1,0.018214936247723135,29
continue,12.82518411516676,371455.4122838996,428.437615091003,27.94683544303797,17.689464031090115,16.591306886514527,20.195386809069813,17.228136270864205,20.5262023653088,54.82486649705035,6.25531914893617,0.0853517877739331,0.04498269896193772,0.07035755478662054,0.11303344867358708,0.01384083044982699,0.12572087658592848,0.07035755478662054,0.2364475201845444,0.12918108419838523,0.02191464821222607,0.03690888119953864,0.00461361014994233,0.020761245674740483,0.0011534025374855825,0.025374855824682813,3.0842503060548965,0.8121212631973052,0.46308171128929326,0.07350709480381143,0.5711702225000962,0.5490016648752822,6.488830486202366,5.0,4.104123604852361,16.19148936170213,16.0,4.796445039385344,2.2851511169513796,2.0,1.5847176726469008,761,338,0.44415243101182655,5044,47,True,371.0,0.8535178777393311,5.817762399077278,867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09967235730298327,0.05794102431453699,0.05242283152267632,0.05242283152267632,0.03655802724607691,0.020348335919986204,0.011208829108466977,0.012933264355923435,0.0,0.05536332179930796,26,3,,29
create,12.169417989277186,192801.7984696549,222.89225256607503,33.51810816087465,16.092222222222226,15.760457277294734,19.56825396825397,15.991865079365077,20.064603174603175,55.93121693121693,5.87037037037037,0.058959537572254334,0.035838150289017344,0.08323699421965318,0.1260115606936416,0.018497109826589597,0.08439306358381503,0.08439306358381503,0.23583815028901733,0.14104046242774568,0.03005780346820809,0.04393063583815029,0.013872832369942197,0.008092485549132947,,0.035838150289017344,2.5019005463075836,0.9962043827974153,0.4368442389459312,0.10454420224934882,0.3477687517374332,0.5087853556928726,6.458994708994709,5.0,4.019747688122039,14.0,15.0,7.649739768026002,2.2222222222222223,2.0,1.4614384931073228,756,385,0.5092592592592593,4993,54,True,351.0,0.8682080924855491,5.772254335260116,865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06263048016701461,0.06263048016701461,0.04558107167710508,0.028531663187195546,0.028531663187195546,0.028531663187195546,0.0041753653444676405,0.008350730688935281,0.0,0.03005780346820809,19,4,,29
explain,12.492424878711278,266312.27855299524,312.20665715474235,33.97414129586261,16.45037037037037,16.613394197324528,19.580952380952382,16.770753968253963,19.009999999999994,54.24338624338625,6.523809523809524,0.0738569753810082,0.038686987104337635,0.07268464243845252,0.10550996483001172,0.017584994138335287,0.1406799531066823,0.07854630715123095,0.223915592028136,0.12895662368112543,0.03048065650644783,0.021101992966002344,0.004689331770222743,0.03048065650644783,0.0035169988276670576,0.029308323563892145,3.055708331412492,0.7412539109597274,0.4709157824132278,0.060010565174309666,0.6115813589677578,0.6390527933835983,6.199735449735449,5.0,3.971931937515614,18.0,17.5,5.264435935053794,2.1203703703703702,2.0,1.445686109926444,756,356,0.4708994708994709,4784,42,True,385.0,0.8640093786635404,5.608440797186401,853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769091893843654,0.06860444123487994,0.06860444123487994,0.0498284888969128,0.0498284888969128,0.0498284888969128,0.009749052175482938,0.008665824155984835,0.0,0.06447831184056271,24,3,,29
human,12.429447415522604,250057.81135282997,261.0206799090083,34.82949308755761,16.083613445378155,15.802604065337164,18.633395052936432,15.12761548687272,17.901549636803875,49.852252765512986,5.450980392156863,0.04488517745302714,0.04488517745302714,0.04801670146137787,0.11899791231732777,0.008350730688935281,0.12317327766179541,0.06576200417536535,0.21189979123173278,0.10855949895615867,0.09394572025052192,0.04488517745302714,0.011482254697286013,0.05323590814196242,0.010438413361169102,0.011482254697286013,2.978932891033424,1.1740054649667362,0.4492427408330974,0.09377389625902419,0.3951925775408745,0.42864253679385445,6.0423728813559325,5.0,4.11921572572983,16.19607843137255,14.0,10.396114673644863,2.148910411622276,2.0,1.6000469194733933,826,357,0.4322033898305085,5123,51,True,348.0,0.8079331941544885,5.347599164926931,958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09535000839348666,0.05136813832466006,0.038945778076212856,0.02182306530132617,0.02182306530132617,0.02182306530132617,0.008225616921269096,0.005875440658049354,0.006043310391136478,0.07724425887265135,34,10,,15
continue,13.481447443479894,716008.5902881026,843.3552300213223,11.086371477860837,22.282280293538573,19.232505867720672,23.738321102559514,21.031523894755686,23.021562913907285,64.37891533918024,8.972972972972974,0.053003533568904596,0.03769140164899882,0.0636042402826855,0.10365135453474676,0.014134275618374558,0.12367491166077739,0.08598351001177856,0.23910482921083628,0.14605418138987045,0.05418138987043581,0.03415783274440518,0.009422850412249705,0.004711425206124852,0.0035335689045936395,0.0176678445229682,3.171442116669065,1.0472833449554209,0.4921808918430379,0.06755859968179137,0.540625790392773,0.5608667517613087,6.849006622516557,5.0,4.643415441269609,20.405405405405407,19.0,6.622890115674207,2.535099337748344,2.0,1.9105215360735628,755,302,0.4,5265,37,False,353.0,0.8751472320376914,6.201413427561837,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22031640299750208,0.18434637801831807,0.12905911740216486,0.10791007493755204,0.08559533721898419,0.0646128226477935,0.02697751873438801,0.005828476269775187,0.0069941715237302245,0.09187279151943463,19,6,0.009422850412249705,15
