persona,entropy,perplexity,per_word_perplexity,pos_prop_PROPN,pos_prop_ADP,pos_prop_AUX,pos_prop_ADJ,pos_prop_PART,pos_prop_VERB,pos_prop_NOUN,pos_prop_ADV,pos_prop_PUNCT,pos_prop_CCONJ,pos_prop_DET,pos_prop_NUM,pos_prop_PRON,pos_prop_SCONJ,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,first_order_coherence,second_order_coherence,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,proportion_ellipsis,proportion_bullet_points,contains_lorem ipsum,duplicate_line_chr_fraction,duplicate_paragraph_chr_fraction,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,connectives,connectives_cap,pos_prop_SPACE,file,pos_prop_SYM,pos_prop_X,pos_prop_INTJ
create,17.238494256388336,30660761.14334651,44825.67418617911,0.05555555555555555,0.1111111111111111,0.04824561403508772,0.09649122807017543,0.03070175438596491,0.097953216374269,0.24707602339181287,0.04093567251461988,0.10964912280701754,0.029239766081871343,0.06140350877192982,0.014619883040935672,0.03070175438596491,0.008771929824561403,40.007575474634336,13.153688141923435,14.659898854468938,16.209772798008096,15.901190787426081,15.705747899159665,57.83535636476813,7.888888888888889,0.8039745711363279,0.8027586722373963,5.586554621848739,5.0,3.092493605619576,22.037037037037038,20.0,9.227501092172012,1.707563025210084,1.0,1.0396476183772898,595,335,0.5630252100840336,3425,27,True,255.0,0.8625730994152047,5.007309941520468,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021782674011016526,0.0,0.0,0.0,0.0,0.0,0.007511266900350526,0.010015022533800702,0.018778167250876315,0.017543859649122806,2.608146802308706,0.4199238849142702,0.46759732374855656,0.07559374797896755,21,5,0.017543859649122806,26,,,
explain,20.484940640037763,787946411.6881324,930279.1165149143,0.07674144037780402,0.1641086186540732,0.02243211334120425,0.08500590318772137,0.012987012987012988,0.08618654073199528,0.26210153482880755,0.031877213695395513,0.08146399055489964,0.024793388429752067,0.07674144037780402,0.015348288075560802,0.023612750885478158,0.01652892561983471,42.02669117647059,13.008995098039218,13.8614814582182,15.285294117647062,15.695523897058827,15.137708333333332,54.098651960784316,7.117647058823529,0.8227307399113973,0.8318196963518858,5.484375,5.0,3.037056830668194,22.58823529411765,22.0,7.464100935019977,1.6770833333333333,1.0,0.9519146458877266,768,376,0.4895833333333333,4300,34,True,324.0,0.8902007083825265,5.076741440377804,847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03774334525228447,0.015494636471990465,0.015494636471990465,0.0,0.0,0.0,0.0077473182359952325,0.0059594755661501785,0.0,0.015348288075560802,2.7328258490842736,0.4834408424106085,0.5156902356621027,0.05246534889352803,24,4,0.015348288075560802,26,0.0023612750885478157,0.0023612750885478157,
human,30.48252831805242,17313857667909.674,17074810323.38232,0.04142011834319527,0.14497041420118342,0.04930966469428008,0.08086785009861933,0.011834319526627219,0.07692307692307693,0.23767258382642997,0.047337278106508875,0.09960552268244575,0.026627218934911243,0.10552268244575937,0.03057199211045365,0.03254437869822485,0.014792899408284023,65.66417450495051,9.746017326732673,11.792908689023552,13.13840484048405,12.389199669966992,10.932585258525851,45.05723322332233,5.075,0.8283982246350019,0.818722034755506,4.767876787678768,4.0,2.644716176603025,22.725,20.5,9.528870604641455,1.396039603960396,1.0,0.7646089062453001,909,441,0.48514851485148514,4444,40,True,456.0,0.8796844181459567,4.382642998027613,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009917355371900827,0.006060606060606061,0.0,0.0019723865877712033,2.9056699703232374,0.6061692650118606,0.4660735022651993,0.08081452333554041,36,13,,27,,,
continue,14.50515210883231,1993001.015707552,3015.1301296634674,0.01059001512859304,0.12405446293494705,0.019667170953101363,0.10136157337367625,0.02723146747352496,0.13010590015128592,0.28895612708018154,0.049924357034795766,0.09228441754916793,0.028744326777609682,0.05446293494704992,,0.04084720121028744,0.015128593040847202,41.56094435075889,12.542331802058499,14.505238139347519,15.936477292551027,16.124846194103625,16.872310286677905,57.210501831714836,7.517241379310345,0.8254200986453465,0.8146375572239911,5.802698145025295,5.0,2.9320338332987737,20.448275862068964,16.0,12.772778724212412,1.7082630691399663,1.0,0.9458612347922154,593,354,0.596964586846543,3516,29,True,229.0,0.8910741301059002,5.3192133131618755,661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008070432868672046,0.0,0.0,0.02118003025718608,2.6518927330933146,0.8086729536491195,0.4718205019258696,0.07228237568594509,22,4,0.01664145234493192,27,,,
create,13.756166699903126,942382.6675608929,1434.3724011581323,0.0258751902587519,0.1156773211567732,0.0258751902587519,0.1308980213089802,0.0365296803652968,0.1156773211567732,0.2815829528158295,0.0395738203957382,0.0806697108066971,0.0258751902587519,0.060882800608828,0.0015220700152207,0.0228310502283105,0.0197869101978691,22.905757575757605,16.77198653198653,17.43690915190277,20.092929292929295,20.45686868686868,18.54208754208754,67.57239057239057,10.954545454545455,0.8599191563470023,0.8659071505069733,6.026936026936027,5.0,3.2384394295197785,27.0,27.5,8.54932214218818,1.8501683501683501,1.0,1.0649488876346989,594,349,0.5875420875420876,3651,22,True,220.0,0.8995433789954338,5.557077625570776,657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0170859041290935,0.0170859041290935,0.0,0.0,0.0,0.0,0.007119126720455624,0.0,0.0,0.0167427701674277,2.7596611819801384,0.479091297408966,0.4894541116192745,0.05677012038522145,16,3,0.0167427701674277,27,,,
explain,20.73072708721766,1007489154.756663,1158033.5112145552,0.03103448275862069,0.1425287356321839,0.014942528735632184,0.10114942528735632,0.016091954022988506,0.11149425287356322,0.28735632183908044,0.041379310344827586,0.07931034482758621,0.0367816091954023,0.06321839080459771,0.013793103448275862,0.02528735632183908,0.020689655172413793,38.16863370439589,14.298528479726986,15.737284707280555,17.85221418704802,18.260229950434713,16.60624685138539,62.89250020313642,9.548387096774194,0.8612503270308177,0.8659155430464909,5.707808564231738,5.0,3.1523474094795767,25.612903225806452,25.0,8.419169445493129,1.68639798488665,1.0,0.9672945848603833,794,384,0.4836272040302267,4613,31,True,312.0,0.896551724137931,5.302298850574712,870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07699460665798773,0.037567416775153434,0.037567416775153434,0.037567416775153434,0.023433141156778872,0.023433141156778872,0.006695183187651107,0.011158638646085177,0.013390366375302214,0.014942528735632184,2.9171093297681883,0.6087243357882902,0.5025138495086314,0.04343434828906896,31,2,0.014942528735632184,27,,,
human,22.452469767780375,5636165344.616209,7329213.712114706,0.035110533159947985,0.08842652795838751,0.06241872561768531,0.08452535760728218,0.018205461638491547,0.09752925877763328,0.2223667100130039,0.044213263979193757,0.13003901170351106,0.0377113133940182,0.08842652795838751,0.01950585175552666,0.054616384915474644,0.016905071521456438,67.26619254584426,8.211457092958643,10.7147104948084,11.021179645947448,10.545313169802334,11.530980392156863,44.144201000238155,4.657894736842105,0.637175705648858,0.6263087393405536,4.9366515837104075,4.0,2.6200697049308794,17.44736842105263,16.5,10.109134401023173,1.440422322775264,1.0,0.764400889970483,663,348,0.5248868778280543,3383,38,True,335.0,0.8556566970091027,4.399219765929779,769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005801305293691081,0.00870195794053662,0.0,0.009102730819245773,2.477238030232647,0.9819059474124274,0.3872421823545614,0.13942009532803842,24,3,,33,,,
continue,14.129411136371075,1368753.6461141307,2204.1121515525456,0.001610305958132045,0.1143317230273752,0.05152979066022544,0.09178743961352658,0.01288244766505636,0.12077294685990338,0.286634460547504,0.05152979066022544,0.0821256038647343,0.033816425120772944,0.06924315619967794,0.001610305958132045,0.03864734299516908,0.027375201288244767,52.11868421052634,10.872710223835451,13.57706728291334,14.669086509376891,14.69921778584392,15.529192982456141,53.69026013309135,6.689655172413793,0.8287886104413441,0.8220309725514164,5.58421052631579,5.0,2.9936945122827168,19.655172413793103,19.0,4.458822034550239,1.592982456140351,1.0,0.8900738485275049,570,307,0.5385964912280702,3234,29,True,241.0,0.9017713365539453,5.207729468599034,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02328658375231543,0.02328658375231543,0.02328658375231543,0.0,0.0,0.0,0.007144747287642234,0.00952632971685631,0.0,0.01610305958132045,2.551759579531867,0.41480016553310056,0.47084299668583285,0.057541969975598115,24,5,0.01610305958132045,33,,,
create,15.86455625857203,7760491.738941698,10733.736845009265,0.06639004149377593,0.13278008298755187,0.015214384508990318,0.1037344398340249,0.022130013831258646,0.11065006915629322,0.23236514522821577,0.03319502074688797,0.0912863070539419,0.024896265560165973,0.0677731673582296,0.013831258644536652,0.04702627939142462,0.02351313969571231,53.63165887850468,11.474884290164663,13.596283718651353,15.02812639074321,15.71185580774366,14.965109034267911,56.41766800178014,7.678571428571429,0.8046413152306168,0.8033719337903537,5.451713395638629,5.0,2.7954689404437434,22.928571428571427,21.5,7.279759471245164,1.5358255451713396,1.0,0.8498451503270229,642,374,0.5825545171339563,3593,28,True,263.0,0.8838174273858921,4.9695712309820195,723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01140142517814727,0.0,0.0,0.0,0.0,0.0,0.007125890736342043,0.0,0.0,0.017980636237897647,2.8199086107792577,0.5125059334263914,0.47720855974492515,0.07058394734210255,17,2,0.015214384508990318,33,,,
explain,19.602870410663286,326150800.52210253,390599.7611043144,0.055089820359281436,0.11497005988023952,0.045508982035928146,0.08862275449101796,0.02035928143712575,0.1125748502994012,0.2694610778443114,0.02874251497005988,0.08622754491017964,0.03592814371257485,0.06706586826347305,0.01437125748502994,0.04790419161676647,0.011976047904191617,45.3219867549669,12.296764427625359,13.707050652182112,14.986187322611165,15.66933017975402,15.677933774834436,60.51182592242195,8.4,0.8411331702681148,0.8397740956508752,5.586754966887417,5.0,2.70468505705185,21.571428571428573,21.0,7.650530193711933,1.6503311258278146,1.0,0.8956757168157651,755,332,0.43973509933774835,4303,35,False,319.0,0.9017964071856287,5.153293413173652,835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15878979632193,0.13545580383626657,0.1008503065058335,0.1008503065058335,0.061696658097686374,0.061696658097686374,0.04745896776745106,0.024915958077911804,0.017401621514732055,0.019161676646706587,2.5809340248308925,0.5337162138530509,0.48836272686863763,0.05979640560135917,20,3,,33,,0.0011976047904191617,
human,19.78625862440382,391798652.57434094,536710.4829785492,0.049315068493150684,0.11095890410958904,0.03972602739726028,0.07534246575342465,0.026027397260273973,0.0863013698630137,0.273972602739726,0.0410958904109589,0.13287671232876713,0.023287671232876714,0.08082191780821918,0.02054794520547945,0.024657534246575342,0.010958904109589041,46.12653231080199,12.557845550205101,14.178119514066495,15.714380833481954,15.131274597229655,14.157624398073839,58.2265620355508,8.11111111111111,0.8446577076728528,0.8279894804954528,5.313001605136437,5.0,2.9287868537996067,23.074074074074073,24.0,9.168892359801383,1.622792937399679,1.0,0.9068637330488528,623,315,0.5056179775280899,3422,27,True,265.0,0.8438356164383561,4.6876712328767125,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009725261366399222,0.005105762217359592,0.0,0.009589041095890411,2.9856351901016103,0.6848181213197332,0.44647427521157507,0.06325582522551644,14,3,,16,0.0013698630136986301,0.0027397260273972603,
continue,14.705964996585887,2436236.519734893,4067.1728209263656,0.028380634390651086,0.11519198664440734,0.02337228714524207,0.11018363939899833,0.025041736227045076,0.12353923205342238,0.2854757929883139,0.04006677796327212,0.08848080133555926,0.045075125208681135,0.04674457429048414,0.01001669449081803,0.035058430717863104,0.01001669449081803,33.89933529411766,13.93684117647059,15.381575749822971,17.159882352941178,17.606102941176466,17.99,62.75264705882353,8.92,0.8681445593635241,0.8601324428682742,5.977941176470588,6.0,3.202060255350098,21.76,22.0,6.041721608945583,1.7830882352941178,1.0,1.0239812115592248,544,280,0.5147058823529411,3309,25,True,207.0,0.8948247078464107,5.524207011686143,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044386422976501305,0.0,0.0,0.0,0.0,0.0,0.006266318537859008,0.02741514360313316,0.022193211488250653,0.018363939899833055,2.6582222376150124,0.3803427866121167,0.45565425823068617,0.04676364337263013,13,3,0.01335559265442404,16,,,
create,16.094328035719112,9765126.100420993,12360.919114456952,0.053164556962025315,0.11139240506329114,0.035443037974683546,0.09746835443037975,0.021518987341772152,0.1291139240506329,0.2582278481012658,0.04683544303797468,0.10379746835443038,0.024050632911392405,0.0620253164556962,0.006329113924050633,0.03417721518987342,0.016455696202531647,27.596169987575394,15.027891031245687,16.58548215291024,18.859711932262666,19.31899084257512,19.647303851640512,66.55013575077079,9.935483870967742,0.814786492784818,0.8013347890870325,6.251069900142653,6.0,3.262594754626616,22.612903225806452,25.0,8.964724486545418,1.847360912981455,1.0,1.0713941067313566,701,437,0.62339514978602,4478,31,True,270.0,0.8936708860759494,5.668354430379747,790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011994583091507062,0.0,0.0,0.0,0.0,0.0,0.005803830528148578,0.008705745792222866,0.0,0.002531645569620253,2.5865946163440494,0.5862661742419537,0.4741974136732096,0.06395257742017149,19,5,,16,,,
explain,18.698086631449396,131970191.28489758,164346.4399562859,0.034869240348692404,0.11955168119551682,0.029887920298879204,0.0859277708592777,0.0224159402241594,0.10709838107098381,0.30635118306351183,0.04234122042341221,0.10709838107098381,0.0273972602739726,0.05603985056039851,0.008717310087173101,0.029887920298879204,0.021170610211706103,36.232186421173765,13.558156246004348,15.062637766997835,16.71944764096663,17.18538550057537,17.585147679324894,64.16148830072882,9.181818181818182,0.846385046839714,0.8363347322710099,5.9113924050632916,6.0,3.0627331500031096,21.545454545454547,21.0,6.989563254621716,1.7580872011251758,1.0,0.9753581322093182,711,326,0.45850914205344584,4300,33,True,281.0,0.8841843088418431,5.354919053549191,803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0787417351232218,0.05870567020637147,0.016028851933480266,0.0,0.0,0.0,0.021638950110198358,0.009016229212582648,0.0,0.0049813200498132005,2.9295259953132153,0.5782711491084325,0.44778895452427103,0.06952853631493883,20,4,,16,0.0012453300124533001,,
human,19.55399353399551,310592876.56903815,458778.2519483577,0.12259970457902511,0.11964549483013294,0.04283604135893648,0.0930576070901034,0.03545051698670606,0.0827178729689808,0.19497784342688332,0.033973412112259974,0.1137370753323486,0.0206794682422452,0.09601181683899557,0.019202363367799114,0.022156573116691284,0.0029542097488921715,57.68094334507998,9.982206560043377,11.652024361826719,12.316074817023585,11.708858227161834,12.047932773109242,46.25237191650854,5.193548387096774,0.7570991103847822,0.7228010479192217,4.998319327731092,5.0,2.681714715251454,19.193548387096776,17.0,9.716694495818937,1.5327731092436976,1.0,0.820033740205369,595,309,0.519327731092437,3061,31,True,264.0,0.8729689807976366,4.5214180206794685,677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016921837228041903,0.0,0.0,0.0103397341211226,2.6595528471320335,0.763607882332672,0.4318934346321606,0.10491467601867777,15,4,,17,,,
continue,16.51410467496396,14858827.261049911,21723.431668201625,0.06871345029239766,0.13304093567251463,0.027777777777777776,0.10818713450292397,0.024853801169590642,0.09941520467836257,0.2719298245614035,0.014619883040935672,0.09502923976608187,0.029239766081871343,0.06578947368421052,0.007309941520467836,0.03216374269005848,0.007309941520467836,39.04664705882357,12.881032679738563,14.458980052321824,15.872418300653596,15.6293137254902,16.280392156862742,58.30849673202614,7.733333333333333,0.8602186050908319,0.8643958973033088,5.7026143790849675,5.0,3.066228607084663,20.4,20.5,5.083306010855534,1.738562091503268,1.0,0.9786695105348524,612,285,0.46568627450980393,3569,30,True,232.0,0.8874269005847953,5.2178362573099415,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05056585600770527,0.036118468576932336,0.0,0.0,0.0,0.0,0.02383818926077534,0.01589212617385023,0.023115819889236697,0.014619883040935672,2.6942330104903296,0.37927847978700063,0.4777611161792131,0.04510478228386779,16,3,0.014619883040935672,17,,,
create,14.141812938978537,1385834.3555208116,2014.2941213965285,0.1002906976744186,0.1119186046511628,0.024709302325581394,0.12645348837209303,0.03343023255813953,0.09883720930232558,0.23982558139534885,0.030523255813953487,0.08139534883720931,0.015988372093023256,0.0625,0.007267441860465116,0.029069767441860465,0.01308139534883721,29.2832810825295,15.613319935691319,17.219254097808864,19.755734190782427,19.38699892818864,17.836848874598065,62.894158628081456,9.583333333333334,0.8125986133742592,0.8038424110378731,5.914790996784566,6.0,3.040583990179145,25.916666666666668,23.0,11.20980473613266,1.787781350482315,1.0,0.9870439956245607,622,358,0.5755627009646302,3754,24,True,217.0,0.8880813953488372,5.4563953488372094,688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008314087759815243,0.009699769053117783,0.0,0.024709302325581394,2.7933439391727433,0.5306008352415568,0.47386693017127796,0.06056668498907587,17,2,0.023255813953488372,17,,0.0014534883720930232,
explain,14.292321672849056,1610929.134780168,2589.9182231192412,0.14630225080385853,0.12057877813504823,0.01929260450160772,0.10128617363344052,0.028938906752411574,0.09967845659163987,0.20257234726688103,0.028938906752411574,0.09003215434083602,0.02572347266881029,0.06270096463022508,0.022508038585209004,0.01929260450160772,0.011254019292604502,39.5236428571429,13.311357142857144,14.892364546884934,16.53142857142857,16.17964285714286,15.848571428571425,56.50714285714286,7.64,0.8077614506085714,0.7989643216133118,5.607142857142857,5.0,2.954890446534424,22.4,23.0,7.370210309075311,1.7089285714285714,1.0,0.9632120345330969,560,298,0.5321428571428571,3206,25,True,199.0,0.8713826366559485,5.154340836012862,622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012302754747258626,0.0,0.0,0.0,0.0,0.0,0.007221182134260497,0.015244717838994384,0.0,0.022508038585209004,2.8299160771814718,0.625400834845349,0.48549442537768855,0.051359974762067565,17,1,0.014469453376205787,17,0.006430868167202572,,
human,18.96520778648368,172379290.8818791,254622.29081518328,0.0206794682422452,0.12850812407680945,0.04579025110782865,0.1447562776957164,0.025110782865583457,0.07090103397341212,0.22304283604135894,0.04874446085672083,0.11816838995568685,0.019202363367799114,0.07680945347119646,0.04579025110782865,0.01624815361890694,0.013293943870014771,61.60147743765671,10.237675814751288,11.807384569943707,13.085868848132998,12.903356643356645,11.745385934819897,48.32359150283679,5.8076923076923075,0.8557230997085571,0.8496738250056902,4.909090909090909,4.0,2.5186037877687277,22.423076923076923,20.5,6.783311404429805,1.4476843910806174,1.0,0.7433575191310323,583,275,0.4716981132075472,2958,26,True,258.0,0.827178729689808,4.369276218611521,677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04735376044568245,0.01615598885793872,0.01615598885793872,0.0,0.0,0.0,0.01754874651810585,0.015041782729805013,0.011142061281337047,0.0,3.0485202351607117,0.45114902529865225,0.4340388611967713,0.06976734664400502,14,5,,100,0.0014771048744460858,0.0014771048744460858,
continue,15.344503744334503,4613529.518807216,7429.1940721533265,0.01288244766505636,0.1288244766505636,0.037037037037037035,0.12238325281803543,0.01288244766505636,0.11594202898550725,0.2834138486312399,0.04186795491143317,0.08856682769726248,0.03542673107890499,0.0644122383252818,0.011272141706924315,0.02254428341384863,0.008051529790660225,43.92357142857145,12.101428571428574,14.138980108339055,15.428571428571429,15.358125000000001,16.162499999999994,56.964285714285715,7.392857142857143,0.8367157247331407,0.8351289400687585,5.6875,5.0,2.8761061536638137,20.0,20.0,5.744562646538029,1.6857142857142857,1.0,0.9398762402246242,560,283,0.5053571428571428,3247,28,True,217.0,0.8808373590982287,5.2286634460547505,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039153439153439155,0.0328042328042328,0.0328042328042328,0.0,0.0,0.0,0.006349206349206349,0.012698412698412698,0.01746031746031746,0.01288244766505636,2.6979349087060673,0.5866116445510037,0.4782737916164751,0.05973552628628942,17,5,0.01288244766505636,100,0.001610305958132045,,
create,14.782468895794935,2629932.9138714294,3652.6846025992077,0.06111111111111111,0.10416666666666667,0.044444444444444446,0.10694444444444444,0.018055555555555554,0.125,0.25,0.04722222222222222,0.09861111111111111,0.02638888888888889,0.05555555555555555,0.008333333333333333,0.03888888888888889,0.013888888888888888,35.21193716951791,14.737534059097978,16.355063828772558,18.623925349922242,18.657169517884917,17.03975116640746,63.82264385692068,9.8,0.8184008797009786,0.7981047915375751,5.780715396578538,6.0,2.904407780975699,25.72,25.0,10.002079783724984,1.7200622083981338,1.0,0.9295655246185464,643,349,0.5427682737169518,3796,25,True,244.0,0.8916666666666667,5.272222222222222,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.014679313459801264,0.0,0.0,0.002777777777777778,2.896165510078502,0.5169238811358766,0.41990706717541015,0.05312662925228188,18,4,,100,0.001388888888888889,,
explain,14.911151588252325,2991099.4543184093,4832.147745263989,0.01938610662358643,0.10662358642972536,0.03231017770597738,0.1098546042003231,0.0210016155088853,0.11308562197092084,0.26978998384491115,0.050080775444264945,0.0888529886914378,0.035541195476575124,0.08077544426494346,0.0210016155088853,0.011308562197092083,0.025848142164781908,51.59858333333335,11.755500000000001,13.295006501635747,14.693939393939395,15.162606060606059,14.286181818181817,55.82575757575758,7.541666666666667,0.8489329970401266,0.8468106849627062,5.336363636363636,5.0,2.734550894578728,22.916666666666668,22.5,6.454434306910422,1.56,1.0,0.8107460088764489,550,259,0.4709090909090909,3006,24,True,226.0,0.8610662358642972,4.856219709208401,619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05005688282138794,0.0,0.0,0.0,0.0,0.0,0.007679180887372013,0.01422070534698521,0.011376564277588168,0.014539579967689823,3.2239203890050114,0.8699647603463514,0.43810697166599644,0.06513911352773046,20,5,0.014539579967689823,100,,,
human,19.062658914272674,190023615.45558667,305504.2049125188,0.10289389067524116,0.11736334405144695,0.04501607717041801,0.09485530546623794,0.024115755627009645,0.0819935691318328,0.1864951768488746,0.01607717041800643,0.1189710610932476,0.03536977491961415,0.09646302250803858,0.024115755627009645,0.04662379421221865,0.00964630225080386,63.61489923360773,9.565092250922515,11.285456440507943,12.249900652852682,11.7088333806415,11.138597785977858,44.27788816349702,4.884615384615385,0.6528984397649765,0.7350945749009649,4.822878228782288,4.0,2.5093905958008094,20.846153846153847,23.0,10.464931576432226,1.4428044280442804,1.0,0.7846861516463499,542,274,0.5055350553505535,2708,26,True,264.0,0.860128617363344,4.353697749196141,622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01084010840108401,0.02408912978018669,0.0,0.001607717041800643,2.7099727623547993,1.1385391196884835,0.40307230045664927,0.16158886311877227,10,2,,29,,,
continue,19.027109030507322,183386963.05635932,229233.70382044915,0.02875,0.11875,0.03875,0.14125,0.015,0.1125,0.275,0.02875,0.0875,0.04,0.0625,0.00125,0.02375,0.01125,41.28513223140499,12.653984258166076,14.472688321161872,15.900448642266827,15.839031877213692,16.352176308539935,56.8310114128296,7.485714285714286,0.8535144311540267,0.8468554254734155,5.710743801652892,5.0,3.0490156019564703,20.742857142857144,20.0,6.834128044048413,1.7079889807162534,1.0,1.000064504745909,726,354,0.48760330578512395,4221,35,True,280.0,0.895,5.2775,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028397565922920892,0.015821501014198783,0.015821501014198783,0.0,0.0,0.0,0.006085192697768763,0.02332657200811359,0.015821501014198783,0.015,2.6417105157405874,0.47284547673716365,0.4602421109792934,0.05961569411721058,22,5,0.015,29,,,
create,14.995491365699767,3254311.7446785225,4445.781071965194,0.07103825136612021,0.11612021857923498,0.02459016393442623,0.10792349726775956,0.0273224043715847,0.11885245901639344,0.2540983606557377,0.030054644808743168,0.09289617486338798,0.020491803278688523,0.0546448087431694,0.00819672131147541,0.031420765027322405,0.017759562841530054,28.344454441041364,15.099537847298183,16.52667757954773,18.761955808357033,18.988401881426384,18.83209800918836,64.51591555458324,9.607142857142858,0.813283521199116,0.8091632725957495,6.105666156202144,6.0,3.1916115731279757,23.321428571428573,23.0,8.606698269489922,1.8300153139356814,1.0,1.0660655288787328,653,357,0.5467075038284839,4071,28,True,235.0,0.8729508196721312,5.561475409836065,732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007039249146757679,0.016638225255972697,0.0,0.023224043715846996,2.709501817666175,0.583264339732335,0.4754364266542727,0.06501805883693214,16,5,0.02185792349726776,29,,0.00273224043715847,
explain,18.874627610891427,157451433.64862666,192013.94347393495,0.07073170731707316,0.12560975609756098,0.01951219512195122,0.1,0.025609756097560974,0.12195121951219512,0.25,0.03414634146341464,0.08292682926829269,0.032926829268292684,0.07439024390243902,0.012195121951219513,0.036585365853658534,0.013414634146341463,41.57322580645163,13.398924731182799,13.841267079932383,15.44523094336337,17.395944887031476,16.511794871794866,58.99094510469722,8.387096774193548,0.8314385990301768,0.8334101397415687,5.705802968960864,6.0,2.825053006616622,23.903225806451612,21.0,8.622382122426522,1.6666666666666667,1.0,0.9269300298576543,741,332,0.44804318488529016,4314,31,True,293.0,0.9048780487804878,5.260975609756097,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09173766594016247,0.06023380225876759,0.06023380225876759,0.04398652664949475,0.04398652664949475,0.024172775906479097,0.008916187834357044,0.015851000594412523,0.0,0.0,2.7722948375887073,0.4488376614545968,0.4890293631662372,0.07498317070533715,21,2,,29,,,
human,16.326055958290173,12311643.003829908,22841.638226029514,0.03525046382189239,0.10204081632653061,0.07977736549165121,0.11131725417439703,0.029684601113172542,0.09090909090909091,0.19851576994434136,0.04452690166975881,0.09461966604823747,0.03525046382189239,0.07792207792207792,0.011131725417439703,0.06307977736549165,0.022263450834879406,63.86637096774196,8.197876344086023,11.337416160671953,11.52688172043011,9.46943548387097,11.198333333333334,40.067204301075265,3.806451612903226,0.760946872830391,0.7460273761173775,4.916666666666667,4.0,2.6788782893011187,15.483870967741936,15.0,7.5982636715278815,1.5041666666666667,1.0,0.8684177022352525,480,272,0.5666666666666667,2426,31,True,248.0,0.9016697588126159,4.500927643784786,539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009469056476158269,0.007101792357118702,0.0,0.0,2.6395368398380734,0.8142013572302295,0.42859945065827415,0.09043522754534125,15,2,,15,,,0.0037105751391465678
