persona,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,first_order_coherence,second_order_coherence,entropy,perplexity,per_word_perplexity,pos_prop_ADP,pos_prop_DET,pos_prop_ADJ,pos_prop_NOUN,pos_prop_PUNCT,pos_prop_PRON,pos_prop_PROPN,pos_prop_ADV,pos_prop_NUM,pos_prop_VERB,pos_prop_AUX,pos_prop_CCONJ,pos_prop_SCONJ,pos_prop_X,pos_prop_PART,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,proportion_ellipsis,proportion_bullet_points,contains_lorem ipsum,duplicate_line_chr_fraction,duplicate_paragraph_chr_fraction,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,connectives,connectives_cap,pos_prop_SPACE,file
continue,2.7612299291499047,1.0679559049064191,0.4513484067250615,0.14050735503918238,0.5273764058346709,0.4545592387517293,10.960266078665008,57541.751633992935,89.7687232979609,0.09516380655226209,0.16380655226209048,0.059282371294851796,0.21684867394695787,0.10452418096723869,0.054602184087363496,0.0078003120124804995,0.07644305772230889,,0.0873634945397816,0.029641185647425898,0.046801872074883,0.015600624024960999,0.0031201248049922,0.0187207488299532,5.7386759581881535,5.0,3.4319673134576183,17.9375,18.0,7.672750077384249,1.9303135888501741,2.0,1.2234729111753162,574,267,0.4651567944250871,3361,32,True,315.0,0.8689547581903276,5.2433697347893915,641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09083930399181167,0.09083930399181167,0.06473899692937564,0.06473899692937564,0.057318321392016376,0.057318321392016376,0.006908904810644831,0.02175025588536336,0.02430910951893552,0.0343213728549142,45.89869133574007,14.183325348432057,14.599136549091725,16.164547038327527,14.567913763066201,16.29324041811847,49.47060104529617,5.65625,24,3,0.0202808112324493,2
create,2.871084804596246,0.9577400145193815,0.4596613401118041,0.07726355785663011,0.586910283785652,0.5707184859486514,13.668235573763269,863056.6178482684,938.1050194002917,0.09239130434782608,0.14456521739130435,0.11521739130434783,0.23369565217391305,0.10543478260869565,0.03369565217391304,0.013043478260869565,0.051086956521739134,0.0010869565217391304,0.08369565217391305,0.03695652173913044,0.04673913043478261,0.014130434782608696,0.007608695652173913,0.020652173913043477,6.752126366950182,6.0,4.098044132196027,18.288888888888888,18.0,8.051562228598103,2.303766707168894,2.0,1.4498746429274014,823,408,0.4957472660996355,5654,45,True,399.0,0.8913043478260869,6.145652173913043,920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05203829524397777,0.04153798641136504,0.03798641136504015,0.018838789376158124,0.018838789376158124,0.018838789376158124,0.004632489190858555,0.010500308832612723,0.006485484867201977,0.034782608695652174,24.612898060843236,18.727113811259617,17.58133193835471,21.313125421898206,19.516959632779802,22.284034021871204,61.42376130687188,7.888888888888889,31,6,,2
explain,2.9857008590683574,0.8865453834798424,0.45442872577497967,0.09049993665089932,0.6468051803253946,0.6337731735008519,13.320671817604612,609669.2144078523,656.971136215358,0.11745689655172414,0.11530172413793104,0.10021551724137931,0.23814655172413793,0.11530172413793104,0.04202586206896552,0.029094827586206896,0.06896551724137931,0.0010775862068965517,0.08512931034482758,0.01939655172413793,0.04633620689655173,0.015086206896551725,,0.00646551724137931,6.828258221680877,6.0,4.08776797618329,19.093023255813954,20.0,8.307502782896389,2.3239951278928137,2.0,1.4731942211164664,821,434,0.5286236297198539,5713,43,True,367.0,0.8836206896551724,6.15625,928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124407039020658,0.09456771231828615,0.04437643458301454,0.0,0.0,0.0,0.005355776587605203,0.00612088752869166,0.0,0.0603448275862069,22.770868167202565,19.279421578902646,18.092204740941035,22.009925502081977,20.277607852023912,22.799853836784404,61.72396113644733,8.13953488372093,38,11,,2
human,3.7027315277098483,1.1450471790179653,0.46540537668633275,0.06551214260661899,0.6213588181770209,0.6317216549068689,17.33639606557089,33814358.08173595,31602.2038147065,0.08971962616822429,0.1280373831775701,0.06355140186915888,0.2336448598130841,0.15700934579439252,0.041121495327102804,0.025233644859813085,0.07757009345794393,0.003738317757009346,0.06635514018691589,0.04018691588785047,0.03925233644859813,0.016822429906542057,0.004672897196261682,0.012149532710280374,6.551066217732885,5.0,4.368084752784904,26.205882352941178,25.0,12.981388060841535,2.187429854096521,2.0,1.484562995918528,891,450,0.5050505050505051,6016,34,True,452.0,0.8280373831775701,5.622429906542056,1070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00838392599017057,0.0,0.0,0.0,0.0,0.0,0.006360219716681122,0.007950274645851402,0.00505926568372362,0.05700934579439252,25.060642813826547,20.44196639598601,19.870697752129804,23.591219383376245,22.528463061992476,21.590751964085296,65.03865451904667,10.176470588235293,38,3,0.0009345794392523365,10
continue,2.979709368316386,0.9709935431336835,0.44303010359484707,0.11617238904615299,0.6472961557846443,0.6430339097976685,15.297822529537076,4403113.796121323,4262.452852005153,0.09583736689254599,0.12294288480154889,0.07938044530493708,0.21393998063891578,0.09874152952565343,0.060019361084220714,0.02516940948693127,0.06582768635043562,0.000968054211035818,0.09196515004840271,0.04356243949661181,0.04549854791868345,0.02032913843175218,,0.013552758954501452,6.815252416756176,6.0,4.436958274303207,17.903846153846153,19.0,6.403903903643511,2.2781954887218046,2.0,1.5473019268614043,931,397,0.4264232008592911,6447,52,True,459.0,0.8741529525653436,6.241045498547919,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06436656211645984,0.014182462839219964,0.0,0.0,0.0,0.0,0.007363971089594982,0.005454793399699986,0.004909314059729988,0.05808325266214908,26.618181423987494,18.275206766917297,16.50323473117765,19.406436420722134,19.62176195984467,22.620408163265306,60.11652069734777,7.5576923076923075,40,12,0.022265246853823813,10
create,3.585585329647774,1.7095101533467991,0.3240115535987275,0.09117178551404176,0.6821273240659919,0.668083168566227,1.640486203019789,5.157676580641781,0.005046650274600569,0.01761252446183953,,0.0136986301369863,0.02054794520547945,0.09197651663405088,,0.3111545988258317,0.008806262230919765,0.00684931506849315,0.0019569471624266144,0.009784735812133072,0.0019569471624266144,,0.5156555772994129,,6.087567567567568,6.0,3.2171679718267954,16.228070175438596,17.0,9.292550390877912,2.196756756756757,2.0,1.3356606909590718,925,367,0.39675675675675676,5728,57,True,43.0,0.8943248532289628,5.604696673189824,1022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1074541629095281,0.08716561466786896,0.06672678088367899,0.05229936880072137,0.0246468289750526,0.0246468289750526,0.009918845807033363,0.015779981965734897,0.01562969642320409,0.07827788649706457,27.560604153555687,16.66067709815079,16.74919111956536,20.502038880986248,15.356478330962538,18.170897297297298,56.33617828354671,6.508771929824562,4,0,,10
explain,3.306039091085116,0.85074472162956,0.5011177195896119,0.0725272444147627,0.6921816742098009,0.6861121869749494,12.409983092201216,245237.66785829185,288.17587292396223,0.09518213866039953,0.12690951821386603,0.07403055229142186,0.2444183313748531,0.10575793184488837,0.04230317273795535,0.009400705052878966,0.05405405405405406,0.004700352526439483,0.09753231492361927,0.038777908343125736,0.04465334900117509,0.03055229142185664,0.0011750881316098707,0.010575793184488837,6.478835978835979,5.0,4.209566670704675,19.894736842105264,17.5,7.75204378376985,2.189153439153439,2.0,1.4547636847862364,756,315,0.4166666666666667,4993,38,False,384.0,0.8625146886016452,5.867215041128085,851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2530183727034121,0.2120734908136483,0.1784776902887139,0.1405074365704287,0.1221347331583552,0.10918635170603674,0.008398950131233596,0.012598425196850394,0.012248468941382326,0.057579318448883664,30.69598720558301,18.000957950431637,17.752649887622685,21.13249791144528,19.032685881370092,20.80772486772487,58.386800334168754,7.657894736842105,34,3,0.0199764982373678,10
human,3.6383223855413647,1.1430713242403445,0.45978720380744775,0.07541504593819556,0.6271171631181941,0.6495986450463533,7.531561851138475,1866.0176706020611,3.823806702053404,0.09221311475409837,0.13114754098360656,0.08401639344262295,0.1987704918032787,0.13524590163934427,0.05122950819672131,0.040983606557377046,0.06967213114754098,0.0020491803278688526,0.08811475409836066,0.040983606557377046,0.036885245901639344,0.012295081967213115,,0.01639344262295082,6.6291866028708135,6.0,4.293514616190067,23.22222222222222,22.5,10.05847103222815,2.188995215311005,2.0,1.4964626376272905,418,241,0.5765550239234449,2841,18,True,211.0,0.8524590163934426,5.82172131147541,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014723926380368098,0.0,0.0,0.0,0.0,0.0,0.010736196319018405,0.0,0.0,0.030737704918032786,27.951490514905146,19.296810207336524,18.83193753551143,22.303242955874538,21.404580010632642,21.904976076555027,63.89207868155237,9.444444444444445,23,0,,9
continue,2.9446190369653675,0.82844678715323,0.487880861123116,0.07971112776603517,0.6771020283922553,0.6887755476195236,9.992492709190705,21861.72585960465,34.31982081570588,0.09262166405023547,0.11930926216640503,0.07221350078492936,0.1978021978021978,0.09262166405023547,0.05337519623233909,0.03924646781789639,0.08948194662480377,,0.09576138147566719,0.04081632653061224,0.05180533751962323,0.018838304552590265,,0.018838304552590265,6.307958477508651,5.0,3.7354523799273562,18.64516129032258,19.0,6.799185848305066,2.0951557093425603,2.0,1.2912846236267232,578,276,0.47750865051903113,3705,31,True,309.0,0.8901098901098901,5.816326530612245,637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05563380281690141,0.03708920187793427,0.01971830985915493,0.0,0.0,0.0,0.007746478873239437,0.013380281690140845,0.017605633802816902,0.054945054945054944,36.1461853558628,16.40445027346802,16.818174593478055,19.77640361647505,17.603065074227032,19.703252595155707,56.361424266101125,7.032258064516129,24,6,0.01726844583987441,9
create,3.4071864636253526,1.005150872644276,0.4484817117997988,0.061578578228728593,0.6946328601666859,0.7272827912259985,11.851370322156168,140276.43944448742,184.33172068920817,0.09855453350854139,0.15111695137976347,0.07884362680683311,0.22864651773981604,0.10643889618922471,0.03679369250985545,0.04993429697766097,0.04730617608409987,,0.08804204993429698,0.03810775295663601,0.0328515111695138,0.013140604467805518,0.001314060446780552,0.02890932982917214,6.682352941176471,6.0,4.071671906075764,23.448275862068964,23.0,8.837951888252874,2.2441176470588236,2.0,1.3566158536573512,680,306,0.45,4625,29,True,332.0,0.8883048620236531,6.077529566360052,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13987198795180722,0.11389307228915663,0.08019578313253012,0.06551204819277108,0.039909638554216864,0.039909638554216864,0.028990963855421686,0.015060240963855422,0.018637048192771084,0.03810775295663601,23.69566607634792,20.035415821501015,19.425885085958857,23.261663286004058,21.76802028397566,22.22988235294117,63.30121703853956,9.344827586206897,28,5,,9
explain,2.9546544815709366,0.9880443432400803,0.44399404388583485,0.11017379743329313,0.5483819297873057,0.5900220174440428,11.527064464268772,101423.94277099922,131.71940619610288,0.10649350649350649,0.12077922077922078,0.09090909090909091,0.23636363636363636,0.1038961038961039,0.03636363636363636,0.01818181818181818,0.07402597402597402,,0.08961038961038961,0.04415584415584416,0.045454545454545456,0.015584415584415584,,0.01818181818181818,6.657018813314037,6.0,4.0527836923113565,17.275,18.0,8.423145196421585,2.2460202604920405,2.0,1.5074232889580585,691,334,0.4833574529667149,4679,40,True,342.0,0.8948051948051948,6.076623376623377,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02609019754006709,0.016772269847185987,0.0,0.0,0.0,0.0,0.008945210585165859,0.01006336190831159,0.0,0.023376623376623377,30.055131980952893,17.650289073806082,17.151535835117947,20.860795947901593,18.562058610709116,21.629811866859615,57.94070188133141,7.025,33,5,,9
human,3.018160070040047,1.5405866345703616,0.4321457091845188,0.11738785649831568,0.4855862944278606,0.39003564453949885,14.140261564617388,1383686.0744578044,1513.8797313542718,0.11159737417943107,0.1389496717724289,0.10065645514223195,0.20787746170678337,0.13566739606126915,0.0350109409190372,0.07658643326039387,0.04923413566739606,0.012035010940919038,0.060175054704595186,0.028446389496717725,0.0175054704595186,0.0032822757111597373,0.014223194748358862,0.0087527352297593,6.452685421994885,5.0,3.9810531707842096,17.772727272727273,18.0,11.895116714555288,2.112531969309463,2.0,1.3589229537565788,782,442,0.5652173913043478,5178,44,True,338.0,0.8413566739606126,5.6652078774617065,914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02012409860808318,0.012409860808317961,0.0,0.0,0.0,0.0,0.007546536978031192,0.00670803286936106,0.00670803286936106,0.09080962800875274,34.58121161362368,16.269240874215303,16.303368980927107,19.07840037200651,17.848511973959546,20.476317135549873,58.437688909555916,7.2272727272727275,26,1,,8
continue,2.563265728109351,0.9812970330609462,0.4488559442551941,0.12125429665718276,0.5449793253873669,0.5245646051341846,12.003999626918993,163407.0533967205,192.24359223143588,0.12470588235294118,0.14470588235294118,0.0988235294117647,0.22941176470588234,0.07764705882352942,0.03529411764705882,0.06,0.07176470588235294,,0.07529411764705882,0.02588235294117647,0.03764705882352941,0.0058823529411764705,,0.012941176470588235,6.204081632653061,6.0,3.4790456809991683,17.818181818181817,19.0,6.991139610811047,2.0306122448979593,2.0,1.1546629655149139,784,346,0.4413265306122449,4930,44,True,379.0,0.9152941176470588,5.8,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07611548556430446,0.052143482064741904,0.01889763779527559,0.01889763779527559,0.0,0.0,0.012248468941382326,0.020122484689413824,0.015748031496062992,0.027058823529411764,37.0378964675931,15.32031539888683,15.815793986936935,18.198701298701298,16.70031539888683,19.018775510204076,56.46614100185529,6.886363636363637,29,7,,8
create,3.055130218983134,1.0794329163422578,0.4435568446105171,0.062470070841682636,0.5009439690737054,0.48768574844759244,10.968441648025518,58014.116510440486,66.30184744050341,0.088,0.13028571428571428,0.11885714285714286,0.21371428571428572,0.09942857142857142,0.02057142857142857,0.056,0.05828571428571429,0.002285714285714286,0.09485714285714286,0.036571428571428574,0.03428571428571429,0.018285714285714287,,0.02857142857142857,6.687022900763359,6.0,3.7689314556703883,19.170731707317074,21.0,9.215317151151755,2.207379134860051,2.0,1.2474896936031459,786,323,0.410941475826972,5345,41,False,353.0,0.8891428571428571,6.1085714285714285,875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1967373572593801,0.16166394779771615,0.1233278955954323,0.06101141924959217,0.04567699836867863,0.022838499184339316,0.026101141924959218,0.01468189233278956,0.01566068515497553,0.03542857142857143,26.67685659411009,17.933659157202268,17.34812656954286,20.594501334326324,19.65124371625396,21.97567430025445,64.08167318314405,8.609756097560975,30,8,,8
explain,3.2606222495569064,0.9664025885087089,0.45880810705316016,0.06961835675419335,0.6875154087940852,0.6674673536728168,9.973228341644074,21444.60422959542,32.199105449842975,0.1021021021021021,0.15015015015015015,0.08708708708708708,0.23123123123123124,0.0990990990990991,0.03303303303303303,0.05405405405405406,0.052552552552552555,0.0015015015015015015,0.08258258258258258,0.025525525525525526,0.03453453453453453,0.010510510510510511,,0.018018018018018018,6.290268456375839,6.0,3.6638959435248917,19.225806451612904,19.0,5.740122946976832,2.0721476510067114,2.0,1.1955578090763639,596,308,0.5167785234899329,3867,31,True,277.0,0.8768768768768769,5.807807807807808,666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018001800180018002,0.0,0.0,0.0,0.0,0.0,0.007425742574257425,0.0072007200720072,0.0,0.06756756756756757,33.18233301871078,16.35940679800823,17.00910535697582,19.972201775276034,17.810067655336653,19.64718120805369,58.990907122753846,7.645161290322581,22,5,0.018018018018018018,8
