persona,first_order_coherence,second_order_coherence,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,proportion_ellipsis,proportion_bullet_points,contains_lorem ipsum,duplicate_line_chr_fraction,duplicate_paragraph_chr_fraction,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,entropy,perplexity,per_word_perplexity,pos_prop_DET,pos_prop_NOUN,pos_prop_AUX,pos_prop_ADJ,pos_prop_PUNCT,pos_prop_VERB,pos_prop_ADP,pos_prop_NUM,pos_prop_PROPN,pos_prop_SYM,pos_prop_CCONJ,pos_prop_SCONJ,pos_prop_ADV,pos_prop_PRON,pos_prop_PART,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,connectives,connectives_cap,pos_prop_SPACE,file,pos_prop_X,pos_prop_INTJ
human,0.7878097236156464,0.8081466994787517,True,192.0,0.8693957115009746,4.803118908382066,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010305736860185504,0.019237375472346274,0.02610786671246994,0.015594541910331383,2.7405874473920866,0.648530078787628,0.47276391618644065,0.07458975358883699,12.83508213603082,375150.3417831688,731.2872159515961,0.0682261208576998,0.24366471734892786,0.03898635477582846,0.10331384015594541,0.1189083820662768,0.10331384015594541,0.09941520467836257,0.015594541910331383,0.056530214424951264,,0.06237816764132553,0.015594541910331383,0.023391812865497075,0.04483430799220273,0.005847953216374269,5.325942350332594,5.0,2.820217818993003,21.476190476190474,20.0,10.81717790685171,1.6119733924611974,1.0,0.9547353607404182,451,255,0.565410199556541,2464,21,48.66371766444939,11.807000316756415,14.06817628641468,15.419744483159116,14.393283708161754,14.138270509977826,51.40967162918382,6.428571428571429,8,0,,5,,
continue,0.8336147852241993,0.8166641302597828,True,296.0,0.9016018306636155,5.628146453089244,874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03373748023194518,0.014760147601476014,0.0,0.0011441647597254005,2.5535879964687,0.43722106422373536,0.4833820752419044,0.07754680952570221,19.761903658862714,382371672.75064266,437496.1930785385,0.06636155606407322,0.2963386727688787,0.038901601830663615,0.14302059496567507,0.09153318077803203,0.12242562929061784,0.11327231121281464,0.003432494279176201,0.013729977116704805,0.003432494279176201,0.03318077803203661,0.011441647597254004,0.02517162471395881,0.021739130434782608,0.016018306636155607,6.129441624365482,6.0,3.224036658999395,19.21951219512195,19.0,6.130739004203014,1.885786802030457,2.0,1.0756421834564178,788,405,0.5139593908629442,4919,41,27.7896316701746,14.157894020056954,15.619635070262738,17.637043456728986,17.049426148322397,18.70101522842639,65.0316949362387,8.804878048780488,22,3,,5,,
create,0.7211248612497002,0.7334587826417425,True,291.0,0.8661504424778761,5.164823008849558,904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11836059547877228,0.10328983642712737,0.059731666972982905,0.016541077007902957,0.0,0.0,0.02058445138761257,0.0044109538687741225,0.006616430803161184,0.0011061946902654867,2.6379830952276198,0.7225699622276877,0.4882823148741977,0.06895885839170764,19.547838641963814,308687081.9443995,341468.0110004419,0.05641592920353982,0.288716814159292,0.024336283185840708,0.13274336283185842,0.12057522123893805,0.11172566371681415,0.12278761061946902,0.01327433628318584,0.033185840707964605,,0.029867256637168143,0.00995575221238938,0.01991150442477876,0.025442477876106196,0.011061946902654867,5.75,5.0,2.976019475606959,19.317073170731707,18.0,8.733001675422875,1.803030303030303,1.0,1.040391781824418,792,363,0.4583333333333333,4669,41,34.691807095343705,13.219416112342945,14.863909911478608,16.46420300566642,15.311036585365855,16.477676767676773,59.21606306972161,7.7073170731707314,25,3,,5,,
explain,0.8110768965312413,0.8164897929219639,True,305.0,0.8842224744608399,5.291713961407491,881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06790577843209422,0.04048582995951417,0.015090172984909826,0.0,0.0,0.0,0.006440927493559073,0.003312476996687523,0.005520794994479205,0.0022701475595913734,2.8286530974409065,0.7366684588811035,0.4715865142224641,0.05250588224815946,20.833619780437033,1116673239.745307,1267506.5150344006,0.07491486946651532,0.27809307604994327,0.04767309875141884,0.1271282633371169,0.11237230419977298,0.10329171396140749,0.10783200908059024,0.0022701475595913734,0.029511918274687854,,0.03745743473325766,0.012485811577752554,0.029511918274687854,0.022701475595913734,0.014755959137343927,5.8573264781491,5.0,3.1240758508220723,21.61111111111111,19.5,8.11130136763166,1.7827763496143958,1.0,1.061289657262755,778,367,0.4717223650385604,4662,36,34.07684304484437,13.875094258783204,15.688483145680365,17.59045986860897,16.963563267637817,17.27141388174807,60.042987717794915,8.305555555555555,18,2,,5,,
human,0.7515580413433222,0.7387656390666961,True,201.0,0.8481481481481481,5.007407407407407,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025212732429877087,0.0,0.0,0.0,0.0,0.0,0.00787897888433659,0.008509297195083518,0.0,0.011111111111111112,2.5939716616660515,0.5638317383297922,0.45216078963573764,0.07187699063055285,14.430974369710361,1850514.6909964907,3426.8790574009086,0.08888888888888889,0.2722222222222222,0.046296296296296294,0.09814814814814815,0.1111111111111111,0.08703703703703704,0.11666666666666667,0.03888888888888889,0.020370370370370372,,0.044444444444444446,0.009259259259259259,0.020370370370370372,0.037037037037037035,0.003703703703703704,5.546218487394958,5.0,3.2254187381325967,17.62962962962963,18.0,6.684133496839102,1.6827731092436975,1.0,0.9969477994895918,476,255,0.5357142857142857,2704,27,46.57832088390913,11.14227824463119,13.844906341827738,15.035045129162777,13.507503890445065,15.132773109243693,53.97416744475568,6.407407407407407,15,5,0.001851851851851852,56,0.003703703703703704,
continue,0.8312020425995191,0.8364746751992599,True,239.0,0.9114754098360656,5.383606557377049,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011737089201877934,0.01564945226917058,0.0,0.0,2.8036515349629125,0.37085424545632073,0.4602459999976373,0.06368683319830139,13.137614167803,507683.83857587236,832.2685878292989,0.08524590163934426,0.2639344262295082,0.036065573770491806,0.10655737704918032,0.08196721311475409,0.13114754098360656,0.11639344262295082,0.004918032786885246,0.01639344262295082,,0.021311475409836064,0.029508196721311476,0.02459016393442623,0.060655737704918035,0.021311475409836064,5.805755395683454,5.0,2.878543041347159,22.24,23.0,7.123369988986954,1.6978417266187051,1.0,0.9127764290788357,556,317,0.5701438848920863,3284,25,40.62398992805757,13.118132374100721,15.43473207641119,17.241323741007193,17.035107913669066,17.006906474820138,63.606906474820136,9.2,20,4,,56,,
create,0.7906540586398199,0.7993867492675781,True,227.0,0.8956661316211878,5.211878009630818,623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02133263102449302,0.011588095865156703,0.0,0.0,2.7376197942781126,0.4876400674267602,0.458261918195027,0.05647938312810082,13.417339782155956,671547.3338300639,1077.9250944302792,0.06741573033707865,0.2857142857142857,0.038523274478330656,0.13643659711075443,0.08828250401284109,0.10112359550561797,0.13162118780096307,0.014446227929373997,0.01765650080256822,0.0016051364365971107,0.030497592295345103,0.008025682182985553,0.030497592295345103,0.033707865168539325,0.014446227929373997,5.672014260249554,5.0,2.9966263335692775,20.77777777777778,20.0,8.924926945788089,1.695187165775401,1.0,0.9161620766593228,561,320,0.5704099821746881,3247,27,42.332721330956645,12.516541889483069,14.712192995108573,16.22554961378491,15.67407605466429,16.126844919786095,61.06298276886512,8.37037037037037,13,2,,56,,
explain,0.8083721606627755,0.7945516163652594,True,171.0,0.8539898132427843,5.699490662139219,589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056756053111168964,0.04634209841187191,0.028117677688102055,0.0,0.0,0.0,0.004165581879718824,0.0,0.0,0.03225806451612903,2.699836180603185,0.589778651476445,0.48490106410903405,0.06353831216907856,13.060016455365862,469778.4386286493,797.5864832404911,0.07130730050933787,0.28862478777589134,0.02037351443123939,0.13582342954159593,0.10696095076400679,0.10696095076400679,0.12224108658743633,0.006791171477079796,0.04074702886247878,,0.027164685908319185,0.008488964346349746,0.008488964346349746,0.01697792869269949,0.008488964346349746,6.280534351145038,6.0,3.348054422610082,21.833333333333332,20.0,8.15304987242334,1.9122137404580153,2.0,1.0806785330150668,524,274,0.5229007633587787,3357,24,22.90088422391861,15.489122137404582,17.363279858706296,20.107379134860054,19.067983460559795,19.77381679389313,68.970737913486,10.291666666666666,12,2,0.030560271646859084,56,,
human,0.7344265282154083,0.6927137190103531,True,171.0,0.8535564853556485,4.880753138075314,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014582573824279986,0.0,0.0,0.016736401673640166,2.57508452398211,0.7677648327419574,0.4337664198099479,0.08310143523391712,12.43095038292174,250433.92266191024,523.9203402968833,0.09414225941422594,0.2510460251046025,0.04811715481171548,0.16527196652719664,0.11506276150627615,0.07531380753138076,0.06903765690376569,0.027196652719665274,0.02510460251046025,0.006276150627615063,0.060669456066945605,0.0041841004184100415,0.02092050209205021,0.03556485355648536,0.0020920502092050207,5.459134615384615,5.0,2.9820397028830796,15.407407407407407,15.0,7.514229756536541,1.6658653846153846,1.0,0.986148403733632,416,236,0.5673076923076923,2333,27,50.26426994301997,10.076100427350429,12.77645847553907,13.566809116809118,11.98622774216524,14.378557692307695,48.580484330484325,5.111111111111111,9,1,,4,,
continue,0.8067102708986827,0.7979524334271749,True,234.0,0.8677563150074294,5.279346210995542,673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028661646830216176,0.0,0.0,0.0,0.0,0.0,0.010201603109059995,0.02113189215448142,0.0,0.022288261515601784,2.6258891685632526,0.6286224084440287,0.4498632653517913,0.0666833682730679,16.342452433430793,12515174.592761343,18596.098949125324,0.07280832095096583,0.24665676077265974,0.041604754829123326,0.12927191679049035,0.10549777117384844,0.11292719167904904,0.09658246656760773,0.005943536404160475,0.03417533432392273,0.0014858841010401188,0.03863298662704309,0.01337295690936107,0.02823179791976226,0.02823179791976226,0.0237741456166419,5.811036789297659,5.5,3.0850939387134844,20.620689655172413,20.0,9.778279212211213,1.7809364548494984,1.0,0.9782780206025897,598,319,0.5334448160535117,3553,29,35.23777591973246,13.467119132741324,15.681013990606619,17.612824357052244,16.250328105178177,16.933444816053512,62.42670972206204,8.620689655172415,16,3,0.020802377414561663,4,,
create,0.6927614963867448,0.6800741301405997,True,215.0,0.8405172413793104,5.176724137931035,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037472976219072786,0.017775642565457602,0.0,0.0,0.0,0.0,0.005765073264472736,0.004804227720393947,0.006725918808551525,0.040229885057471264,2.864658177547751,0.6842539083993089,0.4887167668866667,0.06324781619573308,13.175691831044759,527388.0166289906,757.7414032025728,0.05028735632183908,0.23563218390804597,0.033045977011494254,0.14942528735632185,0.10201149425287356,0.10775862068965517,0.08908045977011494,0.020114942528735632,0.06609195402298851,,0.02442528735632184,0.010057471264367816,0.020114942528735632,0.040229885057471264,0.015804597701149427,5.674718196457327,5.0,3.293553229492154,27.0,23.0,16.618481069083245,1.785829307568438,1.0,1.0590574744314485,621,330,0.5314009661835749,3603,23,28.348840579710156,16.01278582930757,17.223449469078798,19.817713365539454,18.797922705314015,16.471046698872787,66.2914653784219,10.608695652173912,10,3,0.035919540229885055,4,,
explain,0.7716081549723943,0.7856142746991125,True,254.0,0.8691322901849218,5.19203413940256,703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050234741784037557,0.0,0.0,0.0,0.0,0.0,0.043896713615023474,0.035211267605633804,0.02629107981220657,0.002844950213371266,2.837785278188519,0.7005255211905094,0.44076314907130615,0.07530567284334579,17.129823996996393,27503504.668191645,39123.05073711472,0.10099573257467995,0.2546230440967283,0.03556187766714083,0.1678520625889047,0.11379800853485064,0.09103840682788052,0.10810810810810811,0.012802275960170697,0.011379800853485065,0.002844950213371266,0.03698435277382646,0.011379800853485065,0.02418207681365576,0.017069701280227598,0.011379800853485065,5.776337115072933,5.0,3.096276459279009,19.903225806451612,18.0,7.801384652572809,1.8006482982171799,1.0,0.9979555606043728,617,288,0.46677471636953,3650,31,34.29837977727823,13.41990798347885,15.526782691899815,17.426444293407226,15.728160715219325,16.67766612641815,61.88053536885032,8.35483870967742,18,2,,4,,
human,0.8079553399767194,0.8167547618641573,True,241.0,0.8647925033467202,5.045515394912985,747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10045351473922902,0.06167800453514739,0.04671201814058957,0.04671201814058957,0.04671201814058957,0.02585034013605442,0.01473922902494331,0.017687074829931974,0.015419501133786848,0.008032128514056224,2.6376910286628115,0.6934324976386729,0.43109117922077445,0.05738843875748705,19.571795126361856,316171430.60407585,423254.92718082445,0.10174029451137885,0.26238286479250333,0.04551539491298527,0.1499330655957162,0.1111111111111111,0.0856760374832664,0.10307898259705489,0.024096385542168676,0.030789825970548863,,0.03480589022757698,0.006693440428380187,0.025435073627844713,0.009370816599732263,0.006693440428380187,5.564954682779456,5.0,3.133173769205434,18.38888888888889,17.0,8.56438937882315,1.70392749244713,1.0,0.9999771814010134,662,303,0.45770392749244715,3769,36,44.018011916750595,11.6880110775428,14.354480876982898,15.754347096341053,13.97538100033568,15.31226586102719,56.606411547499164,7.027777777777778,11,5,0.002677376171352075,42,,
continue,0.8247195035219193,0.8313371590093562,True,275.0,0.9081885856079405,5.754342431761787,806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005597014925373134,0.009701492537313432,0.0,0.008684863523573201,2.446500024034042,0.5219149295412686,0.4925164649287058,0.06783906360048184,19.205023348271535,219096613.55212057,271832.02673960367,0.06327543424317618,0.3176178660049628,0.03722084367245657,0.12779156327543426,0.08933002481389578,0.10918114143920596,0.13027295285359802,0.0012406947890818859,0.009925558312655087,,0.038461538461538464,0.011166253101736972,0.028535980148883373,0.022332506203473945,0.013647642679900745,6.245205479452054,6.0,3.3036111871081943,18.25,17.0,6.4138521966132025,1.9082191780821918,1.0,1.123138145744646,730,371,0.5082191780821917,4638,40,26.87590753424658,14.044486301369865,15.839158084052961,18.14931506849315,17.109917808219173,19.2998904109589,65.92123287671232,8.7,20,2,,42,,
create,0.7956261568599277,0.8025683508469508,True,189.0,0.8706070287539937,5.718849840255591,626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03214024835646457,0.03214024835646457,0.03214024835646457,0.0,0.0,0.0,0.008035062089116142,0.009495982468955442,0.0,0.020766773162939296,2.6246500541230335,0.4616455447585572,0.48466602333631903,0.07441332580525165,13.986003985010429,1185889.8571089155,1894.392742985488,0.06389776357827476,0.28753993610223644,0.027156549520766772,0.1501597444089457,0.10223642172523961,0.1134185303514377,0.1182108626198083,0.009584664536741214,0.01437699680511182,,0.03354632587859425,0.001597444089456869,0.020766773162939296,0.025559105431309903,0.01437699680511182,6.280858676207513,6.0,3.4534743563976154,19.964285714285715,20.0,6.4336289629301024,1.962432915921288,2.0,1.1994416494954847,559,326,0.5831842576028623,3580,28,20.54942531305906,15.352779836442629,16.483108106182954,18.93383593151035,18.134987222080248,19.64880143112701,67.01258625095835,9.392857142857142,10,1,0.01757188498402556,42,,
explain,0.8163441240787506,0.8284787371240813,True,283.0,0.861904761904762,4.991666666666666,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0669379450661241,0.028484231943031537,0.014242115971515769,0.0,0.0,0.0,0.009766022380467955,0.012207527975584944,0.017293997965412006,0.004761904761904762,2.966075241431103,0.6570386765791608,0.44746925551937494,0.05222287666477366,19.50645926812553,296174471.126826,352588.65610336425,0.09166666666666666,0.26666666666666666,0.02976190476190476,0.12142857142857143,0.125,0.10833333333333334,0.13214285714285715,0.017857142857142856,0.02976190476190476,,0.015476190476190477,0.015476190476190477,0.025,0.011904761904761904,0.009523809523809525,5.571623465211459,5.0,2.972702035462995,23.64516129032258,22.0,10.777959550432524,1.664392905866303,1.0,0.9340027072148852,733,347,0.4733969986357435,4193,31,42.027521454033376,13.271449192448184,15.006366140309474,16.77047925009902,16.634927166307264,15.709304229195087,61.84434273643444,9.03225806451613,23,7,,42,,
human,0.7881764725402549,0.757821642435514,True,218.0,0.8812615955473099,4.602968460111318,539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11321392362284556,0.10408921933085502,0.08178438661710037,0.08178438661710037,0.047989185535653935,0.047989185535653935,0.024332544778641434,0.01622169651909429,0.02027712064886786,0.022263450834879406,2.425520867261405,0.6655119930777643,0.47875197561632266,0.06071201040009172,15.684048164739439,6478814.893126613,12020.06473678407,0.13358070500927643,0.2634508348794063,0.03896103896103896,0.10946196660482375,0.08719851576994433,0.10018552875695733,0.14285714285714285,0.029684601113172542,0.011131725417439703,,0.029684601113172542,0.0037105751391465678,0.014842300556586271,0.022263450834879406,0.00927643784786642,4.963265306122449,4.0,2.9600533556657678,17.5,16.5,9.275543880857569,1.5959183673469388,1.0,0.9583061552623258,490,230,0.46938775510204084,2480,28,54.057806122448994,10.06683673469388,12.28987398476788,12.877551020408163,10.69697959183673,11.692571428571426,46.07142857142857,5.0,7,0,0.0037105751391465678,95,,
continue,0.8340260668804771,0.8311408029662238,True,203.0,0.8640915593705293,5.643776824034335,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021238938053097345,0.007964601769911504,0.007964601769911504,0.0,0.0,0.0,0.003982300884955752,0.019469026548672566,0.0,0.015736766809728183,2.9008389195472444,0.6716774046120781,0.47456364320246386,0.0631346368581924,14.563300933879802,2112327.406646043,3021.9276203806053,0.05436337625178827,0.2703862660944206,0.032904148783977114,0.16022889842632332,0.12017167381974249,0.12160228898426323,0.0944206008583691,0.002861230329041488,0.032904148783977114,,0.02861230329041488,0.005722460658082976,0.022889842632331903,0.022889842632331903,0.015736766809728183,6.300653594771242,6.0,3.2284174623762594,30.6,20.5,24.595528048814074,1.923202614379085,2.0,1.0856991684797448,612,351,0.5735294117647058,3945,20,13.073058823529436,19.037790849673204,19.735415711198556,23.28575163398693,23.54607843137255,20.280522875816995,79.29281045751634,14.9,16,1,0.011444921316165951,95,0.002861230329041488,
create,0.7230502328990648,0.7121839354867521,True,210.0,0.8584070796460177,5.376106194690266,678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034039514401333015,0.017852892168531302,0.017852892168531302,0.013330159485836705,0.0,0.0,0.007141156867412521,0.020947393477743395,0.006427041180671268,0.028023598820058997,2.6790803981429945,0.6667525917274574,0.4929421408284225,0.057283573762416815,14.157117675144155,1407207.3213129016,2075.5270225854006,0.06932153392330384,0.23303834808259588,0.022123893805309734,0.16224188790560473,0.10471976401179942,0.10176991150442478,0.10176991150442478,0.008849557522123894,0.05014749262536873,,0.025073746312684365,0.01327433628318584,0.02064896755162242,0.04277286135693215,0.016224188790560472,5.933333333333334,6.0,3.318969050105101,24.0,24.0,9.757048734120374,1.87,1.0,1.1029203658167408,600,312,0.52,3645,25,24.273000000000025,15.836000000000002,17.168980298635027,19.666666666666668,18.516,17.854666666666663,68.16666666666666,10.6,8,3,0.02359882005899705,95,0.004424778761061947,
explain,0.6944571778178215,0.7388748163596178,True,235.0,0.8461538461538461,5.392181588902901,793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04107648725212465,0.02225819506272764,0.0,0.0,0.0,0.0,0.025900445163901255,0.013152569809793607,0.017604208822339134,0.02269861286254729,2.328282470707945,0.8833040552621784,0.4636920373451057,0.061126018021035615,18.716356230123118,134403392.84580487,169487.25453443237,0.07440100882723834,0.2686002522068096,0.03278688524590164,0.1626733921815889,0.12484237074401008,0.08953341740226986,0.10718789407313997,0.007566204287515763,0.034047919293820936,,0.029003783102143757,0.005044136191677175,0.027742749054224466,0.007566204287515763,0.01008827238335435,6.113069016152717,6.0,3.263353609082122,16.609756097560975,16.0,9.527567316209414,1.9177679882525698,2.0,1.1194417316310386,681,360,0.5286343612334802,4276,41,27.732925754808235,13.517467139429105,15.296827627201228,17.56901257118298,15.667433114859783,18.362760646108665,61.98420543676802,7.536585365853658,12,2,,95,0.018915510718789406,
human,0.7701050322502851,0.7505490616444619,True,233.0,0.8560490045941807,5.044410413476263,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074189364461738,0.05551232166018158,0.03942931258106355,0.03942931258106355,0.03942931258106355,0.03942931258106355,0.014267185473411154,0.004669260700389105,0.0,0.027565084226646247,2.5825311091512138,0.6864635177554939,0.45881921999697545,0.06386071752527411,18.76885833161254,141648377.74449682,216919.41461638105,0.12863705972434916,0.2327718223583461,0.036753445635528334,0.1439509954058193,0.10719754977029096,0.08116385911179173,0.11026033690658499,0.026033690658499236,0.03828483920367534,0.0015313935681470138,0.026033690658499236,0.006125574272588055,0.019908116385911178,0.026033690658499236,0.004594180704441042,5.545611015490533,5.0,3.492317929884083,17.606060606060606,19.0,8.209157465864399,1.774526678141136,1.0,1.191957410983332,581,293,0.504302925989673,3294,33,38.83989151410839,12.215778438429044,14.247517357945082,15.648276221770198,13.492858185990713,15.126953528399305,53.57852187972671,6.333333333333333,5,0,0.009188361408882083,81,0.0015313935681470138,
continue,0.8437351469070681,0.8477040429910024,True,247.0,0.9017264276228419,5.7370517928286855,753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011028674553839985,0.007820332865450171,0.0,0.0026560424966799467,2.821361630539239,0.519129839613465,0.4639301690915812,0.05522374824096364,16.950336433796373,22984633.31342623,30524.08142553284,0.06374501992031872,0.2961487383798141,0.03851261620185923,0.15405046480743692,0.09296148738379814,0.11819389110225764,0.10358565737051793,0.00398406374501992,0.010624169986719787,,0.03851261620185923,0.014608233731739707,0.02257636122177955,0.02257636122177955,0.0199203187250996,6.269230769230769,6.0,3.208946443633254,21.125,22.0,5.845671475544961,1.8964497041420119,2.0,1.0760652347707182,676,372,0.5502958579881657,4320,32,24.95348002958582,15.026856508875742,16.412002908908878,18.686686390532543,18.660576923076924,19.661893491124257,69.20192307692308,10.15625,25,3,,81,,
create,0.8428668190132488,0.8462503864651635,True,170.0,0.8668941979522184,5.467576791808874,586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03080248581464469,0.0,0.0,0.0,0.0,0.0,0.006484733855714671,0.01783301810321535,0.022696568495001353,0.020477815699658702,2.9343000377928514,0.4616659965254708,0.4735625904176732,0.06490430111431975,12.632571589698045,306376.981905731,522.8276141736025,0.06655290102389079,0.2935153583617747,0.023890784982935155,0.15187713310580206,0.09044368600682594,0.10068259385665529,0.11604095563139932,0.025597269624573378,0.023890784982935155,0.0034129692832764505,0.02218430034129693,0.010238907849829351,0.02218430034129693,0.025597269624573378,0.006825938566552901,5.973384030418251,6.0,3.2668479291887143,22.869565217391305,22.0,7.57171135572681,1.832699619771863,1.0,1.0620283041883554,526,307,0.5836501901140685,3204,23,28.57600347164825,14.954985948090595,16.232189363564807,18.34934699950405,18.13942139196562,18.029201520912547,65.07488841130765,9.652173913043478,5,2,0.017064846416382253,81,,
explain,0.7669116675853729,0.76964853755359,True,196.0,0.8364611260053619,5.359249329758713,746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024983706278514012,0.02042146426243754,0.0,0.0,0.0,0.0,0.0071692374538344554,0.008472735172713448,0.007820986313273952,0.024128686327077747,2.7516134897288955,0.6850224115119445,0.489800048263351,0.07608773580679842,17.634846562807137,45573937.398363784,61091.06889861097,0.07104557640750671,0.2855227882037534,0.020107238605898123,0.1447721179624665,0.13002680965147453,0.09919571045576407,0.10187667560321716,0.020107238605898123,0.032171581769437,0.0013404825737265416,0.02546916890080429,0.00804289544235925,0.02546916890080429,0.013404825737265416,0.004021447721179625,6.024729520865534,5.0,3.3694702429589296,20.870967741935484,21.0,10.069891037895516,1.8469860896445132,1.0,1.131160189292615,647,357,0.5517774343122102,3998,31,29.39594455800969,14.344113277160098,16.026216782068875,18.11654783865982,17.381959914244405,18.20717156105101,63.065712718751556,8.806451612903226,10,0,0.01742627345844504,81,,
human,0.771055007803029,0.7598878932850701,True,224.0,0.8316251830161054,4.524158125915081,683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014998636487592037,0.00436323970548132,0.0,0.032210834553440704,2.8146105317168613,0.9155506645535303,0.4551798866965193,0.06185526324503756,16.680232441441163,17544173.20156163,25686.930016927716,0.09370424597364568,0.24597364568081992,0.032210834553440704,0.11566617862371889,0.10102489019033675,0.06442166910688141,0.12445095168374817,0.05417276720351391,0.07613469985358712,0.020497803806734993,0.03367496339677892,,0.010248901903367497,0.02342606149341142,0.004392386530014641,5.011666666666667,4.0,3.169363325478619,20.0,17.0,10.72069649478677,1.5533333333333332,1.0,0.9002715639677225,600,319,0.5316666666666666,3090,30,55.12300000000005,10.539333333333335,12.573866699077325,13.466666666666667,12.174950000000003,12.188599999999997,50.5,6.1,2,0,,85,,
continue,0.818677349337216,0.8076591683285577,True,231.0,0.9044684129429892,5.434514637904468,649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007309941520467836,0.0,0.0,0.0,0.0,0.0,0.007309941520467836,0.022417153996101363,0.0,0.0,2.6744138536862403,0.5308267806728253,0.4739290596416347,0.055317702067225305,14.779061189303729,2620986.1270789583,4038.4994253913073,0.06317411402157165,0.3081664098613251,0.03697996918335902,0.12326656394453005,0.09399075500770417,0.12018489984591679,0.12018489984591679,,0.01386748844375963,,0.026194144838212634,0.02465331278890601,0.023112480739599383,0.032357473035439135,0.01386748844375963,5.9229452054794525,5.0,3.171343362523989,19.466666666666665,20.5,5.631656555184767,1.8099315068493151,1.0,1.0853179551642178,584,324,0.5547945205479452,3527,30,33.9561278538813,13.35919178082192,15.6451,17.649680365296803,16.200405251141554,17.5063698630137,61.58995433789954,8.2,21,2,,85,,
create,0.8541129022836685,0.8505644672795346,True,205.0,0.8910369068541301,5.233743409490334,569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077809798270893375,0.005187319884726225,0.012103746397694525,0.015817223198594025,2.8811895044982805,0.6344116087651701,0.48673117804393573,0.04394432602020067,12.492448261903547,266318.50585701526,468.0465832284978,0.06854130052724078,0.28471001757469244,0.03163444639718805,0.12126537785588752,0.08963093145869948,0.1195079086115993,0.12126537785588752,0.005272407732864675,0.012302284710017574,,0.033391915641476276,0.01054481546572935,0.03163444639718805,0.03866432337434095,0.015817223198594025,5.666666666666667,5.0,3.1397262837627906,24.571428571428573,25.0,7.569182056655971,1.699612403100775,1.0,0.9689360448816885,516,302,0.5852713178294574,2978,21,38.10779069767446,14.048283499446292,15.595334395357725,17.580509413067556,17.54571428571429,16.315348837209303,63.137320044296786,9.476190476190476,15,2,0.015817223198594025,85,,
