feature,human,create,continue,explain
token_length_mean,4.855151543014893,5.366577772820233,5.111742022795721,5.223507994126532
token_length_median,4.2,5.0,4.2,4.6
token_length_std,2.6471224745387776,2.894297722712809,2.777739428676154,2.782799163631539
sentence_length_mean,17.98104623878537,20.443495827843655,19.005400339827585,21.04
sentence_length_median,15.8,20.5,18.5,20.9
sentence_length_std,10.203868859708853,6.56755005616686,6.207902075105087,5.311179947906735
syllables_per_token_mean,1.4414039575128943,1.5932235838990139,1.5143334036403153,1.5693664607681925
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,0.77808433287506,0.8833698570182023,0.8279061477474905,0.846628689543023
n_tokens,396.4,429.6,372.4,285.2
n_unique_tokens,235.2,233.0,205.4,166.8
proportion_unique_tokens,0.5932533502661909,0.5423630494995899,0.5518260287796346,0.5970154074819397
n_characters,2013.8,2373.4,1958.0,1513.2
n_sentences,22.4,21.2,20.0,13.8
dependency_distance_mean,2.7239658582485857,2.811739004282315,2.8021305742906177,2.8285395055523006
dependency_distance_std,0.7868567538429756,0.6192738952499824,0.5257337239603064,0.4915584881085663
prop_adjacent_dependency_relation_mean,0.4325733064401872,0.43927815729403363,0.4535931321820801,0.45849498685709084
prop_adjacent_dependency_relation_std,0.09970239247671156,0.07359957675683787,0.06018820660621034,0.06032249229975852
flesch_reading_ease,66.64146326204202,51.298136536882154,59.431912707104345,52.71099741901092
flesch_kincaid_grade,8.431174731778446,11.183001662867389,9.69124029548848,11.134124237064674
smog,11.025017729444347,13.362864066737316,12.260286855240093,12.950382620894562
gunning_fog,11.463163820774104,14.49516457946643,13.02714898377898,14.073325820440704
automated_readability_index,10.428286886992833,14.068329223905124,12.14900509728164,13.692722652335965
coleman_liau_index,11.074247055176247,14.294885216589936,12.679544074487797,13.496524984991158
lix,44.89519603549621,54.711778501376685,48.83268446327595,53.94743025004514
rix,4.862771566597654,7.01518225735617,5.717330581355349,6.928888888888889
first_order_coherence,0.7057286985265008,0.8162324628964418,0.8331673628599434,0.82852297632452
second_order_coherence,0.7023295042969565,0.8035568340690362,0.8216076399273102,0.8101694930975254
pos_prop_DET,0.08403563687195321,0.09457284925254776,0.07367637255020872,0.10965455258129242
pos_prop_NUM,0.01438217392741779,0.003666903812118033,0.007829480664644055,0.010073857238322681
pos_prop_PUNCT,0.1450383008366274,0.12050030394180009,0.11531029923023661,0.09219340480874971
pos_prop_NOUN,0.18357158828824088,0.22171922290771334,0.2221092405143054,0.21591752314737608
pos_prop_ADJ,0.057082455317708405,0.07972548220163485,0.06368399572099992,0.058563923547400476
pos_prop_VERB,0.1209317366619,0.11948275743789054,0.129027012345526,0.11767970226410474
pos_prop_PROPN,0.08748253429138587,0.06205002021642124,0.03329794446555929,0.09745204279790809
pos_prop_ADP,0.09566276563397097,0.09751499951198517,0.10935623648148048,0.11796861985279308
pos_prop_PRON,0.06910209629480277,0.04567336448902643,0.08701391426110335,0.054451999891792335
pos_prop_AUX,0.039825851865683284,0.04388123686521136,0.037565060962231396,0.027514541730078224
pos_prop_CCONJ,0.028762891312010753,0.03820898070286477,0.04370610981217058,0.039912226237487955
pos_prop_PART,0.030042497710182435,0.02877807307921107,0.030412470595067582,0.02705827678293717
pos_prop_ADV,0.02756728571288878,0.02916406888503075,0.0300083689617691,0.017256023754479696
pos_prop_SCONJ,0.015670808283481975,0.015061736696544582,0.02013528570055521,0.024004314713072617
pos_prop_SYM,0.002103442479363703,,,0.0025575447570332483
n_stop_words,193.0,193.6,183.8,133.8
alpha_ratio,0.8426948333240981,0.8774535741180834,0.883090812619422,0.8992097200501142
mean_word_length,4.258803008636349,4.82384301041655,4.613467308068706,4.81782236072655
doc_length,472.8,492.2,426.2,317.4
duplicate_ngram_chr_fraction_5,0.03454651697656253,0.06087461047268868,0.03519289418423928,
duplicate_ngram_chr_fraction_6,0.02112668404385426,0.04463740609570316,0.028960070206230804,
top_ngram_chr_fraction_2,0.014516035130064577,0.023217251971702296,0.014658392242194363,0.017016599621347633
top_ngram_chr_fraction_3,0.008082323923171743,0.01506091166606355,0.012084837754157559,0.02570652794773126
top_ngram_chr_fraction_4,0.021928336607150403,0.025414754677020826,0.009300265721877768,
oov_ratio,0.009760985109705583,0.002066124522422147,0.02102803738317757,0.013410841232227487
entropy,14.051251970886216,14.811244982236284,13.086022960879248,9.126457563357935
perplexity,1505580.5051464438,3059898.656753135,7046902.266340347,46638.15188858283
per_word_perplexity,3169.0825283022164,6206.567416775975,14357.320121300514,115.30482098752307
connectives,9.8,9.2,7.6,10.6
duplicate_ngram_chr_fraction_7,,0.06103619588360539,,
duplicate_ngram_chr_fraction_8,,0.0411639460610362,,
