feature,human,create,continue,explain
token_length_mean,4.8314159193255275,5.609349939202562,5.27242504207608,5.314548120101525
token_length_median,4.2,5.2,4.8,4.8
token_length_std,2.6418904766496016,2.9023870424837277,2.789098727830883,2.791647402580641
sentence_length_mean,17.98263350684403,19.692604554865426,19.267514919011084,20.77654761904762
sentence_length_median,15.7,20.4,18.7,20.8
sentence_length_std,10.180534265627944,7.642249592775867,6.306197296930106,5.710095816190764
syllables_per_token_mean,1.4383839478398561,1.6533063975259101,1.533596996078216,1.5879962973809723
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,0.7762328825004647,0.9139140481034257,0.8268728898431771,0.857012329466339
n_tokens,413.8,451.2,379.2,264.2
n_unique_tokens,243.6,271.2,229.4,158.6
proportion_unique_tokens,0.5886118472344294,0.6009847130907242,0.6078027261770165,0.6162366119989959
n_characters,2093.6,2599.2,2052.2,1426.0
n_sentences,23.4,23.0,19.8,12.8
first_order_coherence,0.70622379587094,0.776330250532484,0.7965265336834089,0.8140390384933245
second_order_coherence,0.7012063786029908,0.7524217892160652,0.7864774677019456,0.7848491738239924
dependency_distance_mean,2.7294343614149135,2.666547672602738,2.7245299685874618,2.790340647536924
dependency_distance_std,0.7608677789248941,0.5959709243958556,0.5578627952833002,0.4444674383180619
prop_adjacent_dependency_relation_mean,0.42856531881194293,0.4629780621854446,0.4644007324935183,0.482820839128983
prop_adjacent_dependency_relation_std,0.09701042807717494,0.06954427904207335,0.06232649070239149,0.05632695095201982
n_stop_words,201.4,189.0,185.4,124.4
alpha_ratio,0.8411636304356518,0.8905611731946556,0.885249409399543,0.9078352060384788
mean_word_length,4.230284872285745,5.085956947103686,4.7570795743940995,4.9404704188081485
doc_length,494.8,510.8,432.2,291.6
top_ngram_chr_fraction_2,0.012323840691461165,0.012184814713074523,0.011906338118735803,0.012496649937342025
pos_prop_PUNCT,0.14711678694691585,0.10630848883836023,0.11198695370942151,0.08224086145827492
pos_prop_PRON,0.07048095398134208,0.05200523677691188,0.09198585642232975,0.05950927543241796
pos_prop_VERB,0.12044325940549265,0.12375164695514074,0.13802757793892448,0.12233028372822023
pos_prop_DET,0.08438269009260871,0.06961680286129615,0.06285625031689017,0.09643368732480882
pos_prop_NOUN,0.1810797485042189,0.22440517527762172,0.2104954499355632,0.21653428460554794
pos_prop_ADP,0.09424684427984684,0.11159852410298572,0.11756834644488448,0.1372270687144897
pos_prop_CCONJ,0.027879698490467,0.029039790084119877,0.03240820197692408,0.03843064770539774
pos_prop_AUX,0.04005753797333776,0.040448513037590374,0.03555533804394735,0.027395212234643817
pos_prop_ADJ,0.05691343894066945,0.08313315101146282,0.06710682281280861,0.05435300727931246
pos_prop_PROPN,0.08919385666752684,0.08301091718396729,0.04086987923688695,0.08912377775504439
pos_prop_SCONJ,0.015391377796461764,0.018521273086829514,0.026515048714491007,0.019173260951381058
pos_prop_PART,0.03033177774339797,0.024519668305171653,0.02779456783138428,0.020571724886770983
pos_prop_ADV,0.027932980750053342,0.028899743195989147,0.033122189829241436,0.02348151773941385
pos_prop_NUM,0.013740805987585073,0.004741069282552851,0.0061791946438378475,0.012756793693048071
pos_prop_SYM,0.0020206061001894066,,,0.0021929824561403508
entropy,14.758048057273252,12.224311094927678,11.349674269928524,7.573052523860596
perplexity,2952802.224459375,230009.29514629292,187289.50977839605,23601.591604586247
per_word_perplexity,5951.693854025984,451.3151250228705,389.63853921036497,53.60650424979167
flesch_reading_ease,66.8953450033015,46.9772851461196,57.536166488986666,51.402317408236435
flesch_kincaid_grade,8.396157652179477,11.599131267203257,10.020775372137276,11.251209880524044
smog,11.019811936649926,13.86114910068298,12.497341140096674,13.08669364196698
gunning_fog,11.458898880601899,15.052048208339915,13.414580439306011,14.176202122954445
automated_readability_index,10.317285733445251,14.836340491076783,13.036879407683875,13.989795455201996
coleman_liau_index,10.933792818721553,15.673823429097457,13.653989277704557,14.013056878085516
lix,44.58933874234134,55.3506828640782,50.75546218342721,55.57684327073646
rix,4.808791208791209,7.025984566158479,6.101470588235294,7.235198412698412
connectives,10.0,13.6,12.4,11.4
duplicate_ngram_chr_fraction_5,0.03532503909850294,0.019199830277743402,0.021019347219214442,0.026500389711613406
top_ngram_chr_fraction_3,0.0087423241136303,0.017154055446796084,0.01079960380151734,
duplicate_ngram_chr_fraction_6,0.02024746160002326,,,0.026500389711613406
top_ngram_chr_fraction_4,0.02302481443224675,,,
oov_ratio,0.009339295877713635,0.0034537397723643365,0.019148936170212766,0.010188360419462254
