system,file,TTR,Yules,MTLD
continue,1,50.18,3076.58,99.48
continue,10,38.95,1877.91,98.14
continue,2,43.77,2717.78,142.06
continue,3,43.83,3267.51,174.32
continue,4,52.46,3820.54,116.81
continue,5,45.41,2424.54,96.93
continue,6,56.54,5131.9,158.96
continue,7,52.69,3987.38,131.63
continue,8,38.11,1726.48,114.49
continue,9,51.66,3657.55,121.43
create,1,51.52,4078.17,142.88
create,10,49.39,3599.11,139.54
create,2,46.51,3613.47,162.96
create,3,58.01,5679.36,179.58
create,4,58.49,5779.37,164.97
create,5,38.67,2165.31,128.9
create,6,55.29,4369.45,142.62
create,7,44.41,3054.56,157.79
create,8,55.28,4578.74,154.67
create,9,45.66,2799.43,117.23
explain,1,51.5,3377.17,95.4
explain,10,56.48,4734.26,103.88
explain,2,46.55,3002.64,131.67
explain,3,49.17,3605.35,158.49
explain,4,40.0,2102.28,114.08
explain,5,51.38,4132.55,116.42
explain,6,47.1,2792.88,122.1
explain,7,55.75,3957.94,109.66
explain,8,53.16,3532.33,111.05
explain,9,42.49,2293.2,101.97
human,1,48.2,2699.44,89.64
human,10,50.62,3031.73,81.62
human,2,43.29,1536.65,73.03
human,3,46.63,3101.36,106.34
human,4,47.45,2291.03,96.81
human,5,57.89,3101.93,74.43
human,6,56.82,3184.71,92.05
human,7,51.02,2164.15,74.85
human,8,41.99,1931.02,94.49
human,9,45.27,2448.53,76.73
