system,file,TTR,Yules,MTLD
continue,1,56.43,5653.3,165.55
continue,10,56.19,4302.79,132.94
continue,100,47.63,3461.79,118.85
continue,11,45.17,2712.88,115.81
continue,12,42.18,2517.9,119.7
continue,13,49.85,2871.53,104.55
continue,14,53.59,3464.85,118.99
continue,15,38.69,1872.93,105.26
continue,16,56.92,5119.53,155.18
continue,17,48.0,2791.38,98.79
continue,18,53.29,3773.43,107.06
continue,19,53.07,2988.93,100.02
continue,2,53.64,5013.96,116.05
continue,20,57.79,5576.95,167.46
continue,21,59.6,6735.59,158.43
continue,22,62.69,7807.47,192.7
continue,23,45.61,2774.21,109.61
continue,24,40.16,1978.96,111.59
continue,25,41.86,2931.84,116.11
continue,26,50.76,2945.71,105.33
continue,27,56.78,5195.34,158.22
continue,28,45.96,3061.69,158.22
continue,29,57.81,4573.1,110.27
continue,3,59.34,5704.39,140.27
continue,30,55.47,4096.89,109.17
continue,31,44.85,2794.91,146.04
continue,32,52.86,3997.08,118.93
continue,33,55.75,5297.14,159.04
continue,34,45.75,2795.62,136.49
continue,35,55.71,4743.09,139.68
continue,36,61.21,7149.52,137.79
continue,37,55.93,5198.51,144.37
continue,38,52.27,4274.21,157.4
continue,39,46.44,3406.44,140.16
continue,4,40.28,2348.22,141.09
continue,40,59.52,5732.48,137.86
continue,41,46.23,3180.82,149.42
continue,42,43.85,3000.06,170.89
continue,43,60.56,5725.9,155.67
continue,44,56.01,4608.89,113.23
continue,45,50.86,2997.86,91.5
continue,46,54.31,4124.83,143.3
continue,47,56.97,5074.37,118.95
continue,48,53.26,3703.34,107.56
continue,49,60.76,7214.37,159.57
continue,5,55.77,4755.56,143.82
continue,50,59.85,5647.96,152.31
continue,51,53.69,4638.07,139.52
continue,52,55.78,4878.95,158.3
continue,53,59.58,5400.39,153.8
continue,54,58.46,4684.49,106.28
continue,55,52.12,3859.62,144.3
continue,56,54.04,4117.6,129.58
continue,57,53.03,4601.28,126.55
continue,58,60.22,5731.58,106.41
continue,59,52.03,4740.55,178.56
continue,6,55.4,5332.29,114.45
continue,60,42.42,2798.76,174.96
continue,61,54.73,4108.83,127.59
continue,62,48.91,3410.57,140.27
continue,63,54.93,3927.12,113.13
continue,64,53.15,4739.1,122.29
continue,65,44.11,3616.73,146.57
continue,66,58.02,5268.87,175.1
continue,67,48.89,3741.25,146.89
continue,68,59.41,5323.84,125.7
continue,69,54.8,4198.43,109.19
continue,7,46.63,3373.31,135.77
continue,70,52.08,3526.7,83.54
continue,71,53.97,3775.12,104.81
continue,72,52.74,4097.51,113.75
continue,73,54.7,4311.29,123.16
continue,74,54.59,4162.12,132.04
continue,75,53.9,4877.35,142.11
continue,76,41.78,2757.06,159.3
continue,77,62.08,6633.81,187.0
continue,78,60.18,6235.69,184.33
continue,79,59.81,5736.69,135.87
continue,8,58.88,5540.5,135.29
continue,80,40.33,2369.63,126.13
continue,81,59.7,6063.71,173.46
continue,82,57.44,6108.1,163.55
continue,83,60.48,7205.45,213.76
continue,84,44.55,2484.06,94.65
continue,85,43.39,2861.1,141.01
continue,86,44.69,3207.19,143.9
continue,87,47.87,2960.26,116.47
continue,88,58.23,5369.45,135.66
continue,89,43.25,2924.34,136.12
continue,9,43.36,2621.34,125.56
continue,90,57.59,4903.05,137.42
continue,91,56.34,4350.32,151.44
continue,92,50.72,3600.88,115.87
continue,93,58.11,5418.78,176.31
continue,94,44.64,2837.9,142.62
continue,95,55.23,4753.46,133.59
continue,96,55.5,4451.14,138.8
continue,97,46.86,2538.35,80.32
continue,98,55.03,4012.42,132.59
continue,99,43.62,2586.65,110.18
create,1,58.86,6285.01,197.2
create,10,60.89,7953.54,210.6
create,100,61.68,6844.45,138.6
create,11,57.9,5103.04,162.8
create,12,42.12,2539.9,130.88
create,13,57.2,6595.3,191.12
create,14,57.16,5431.63,156.06
create,15,53.44,4398.64,150.39
create,16,62.59,9981.1,193.24
create,17,44.12,2861.25,155.64
create,18,50.47,4331.98,174.03
create,19,56.72,5938.67,161.0
create,2,57.89,6061.13,159.9
create,20,57.8,6289.69,178.04
create,21,56.75,4853.19,162.89
create,22,60.19,7331.86,190.4
create,23,58.54,5955.51,176.76
create,24,44.89,2828.05,146.96
create,25,60.59,7424.26,186.85
create,26,51.95,4294.15,137.42
create,27,49.8,4102.25,141.36
create,28,48.03,3787.11,130.01
create,29,54.71,4914.2,149.71
create,3,62.65,7124.28,198.61
create,30,61.78,7247.89,205.27
create,31,62.91,8486.12,223.22
create,32,50.45,3780.74,156.27
create,33,53.54,4277.66,150.95
create,34,44.29,3362.83,179.81
create,35,43.18,2898.64,143.84
create,36,58.9,6039.02,162.96
create,37,47.56,3577.08,172.0
create,38,61.79,8240.47,197.21
create,39,50.52,4425.88,190.26
create,4,51.61,4176.77,141.39
create,40,55.74,5542.48,151.14
create,41,57.28,6019.02,176.18
create,42,59.92,6442.17,173.0
create,43,62.26,7647.47,188.06
create,44,58.5,5774.59,141.73
create,45,47.17,3829.96,126.16
create,46,45.09,3016.83,124.25
create,47,55.27,4832.96,136.22
create,48,61.28,7264.04,201.76
create,49,46.68,2980.77,119.73
create,5,55.48,4712.78,168.38
create,50,57.2,4707.84,164.36
create,51,47.17,3973.87,177.15
create,52,60.08,5329.64,158.25
create,53,39.71,2491.16,165.7
create,54,56.8,5933.38,155.5
create,55,64.8,8070.19,192.37
create,56,57.47,4854.37,126.79
create,57,59.52,7597.34,194.49
create,58,62.15,7471.7,152.85
create,59,56.47,5613.44,182.54
create,6,60.53,6890.98,162.67
create,60,59.88,6141.58,182.15
create,61,56.98,6199.18,173.6
create,62,59.21,6750.0,189.23
create,63,62.88,7359.19,125.81
create,64,61.08,8477.23,179.38
create,65,51.82,3713.99,130.93
create,66,55.67,5667.75,151.74
create,67,58.26,6958.0,181.59
create,68,63.52,9587.52,235.87
create,69,57.78,5355.54,111.58
create,7,45.39,3563.61,185.75
create,70,42.82,2633.92,138.3
create,71,54.63,3819.22,111.4
create,72,54.73,4229.49,136.76
create,73,46.51,3476.72,157.98
create,74,62.41,7582.86,194.88
create,75,55.31,4868.53,148.94
create,76,58.21,5069.48,144.04
create,77,65.62,8818.66,241.6
create,78,57.24,5900.64,177.03
create,79,58.39,6605.99,206.91
create,8,57.96,5952.2,150.47
create,80,59.97,6628.11,163.77
create,81,60.64,7591.85,224.9
create,82,59.78,6733.56,183.0
create,83,66.22,9155.77,186.89
create,84,60.67,6628.74,151.83
create,85,60.46,6700.95,203.58
create,86,55.72,5344.19,169.81
create,87,59.25,5627.63,145.02
create,88,63.67,6761.52,157.39
create,89,55.45,4072.73,134.5
create,9,62.8,6304.09,165.0
create,90,59.47,6654.41,160.25
create,91,53.38,3832.09,130.17
create,92,56.68,4736.49,142.14
create,93,58.3,5012.85,188.65
create,94,56.84,4440.53,130.88
create,95,54.17,5147.28,159.58
create,96,60.4,7689.75,210.33
create,97,52.99,3458.26,124.55
create,98,62.79,8737.08,166.31
create,99,54.96,4939.21,152.27
explain,1,47.11,3125.61,134.08
explain,10,45.62,2753.14,113.84
explain,100,60.87,5780.8,146.96
explain,11,57.36,6195.59,151.65
explain,12,51.52,4382.07,131.83
explain,13,59.0,4492.77,117.71
explain,14,66.01,7368.3,140.95
explain,15,53.33,4292.8,112.15
explain,16,59.84,5147.78,135.76
explain,17,47.44,2835.79,89.37
explain,18,45.88,2381.64,103.93
explain,19,49.86,2973.63,112.83
explain,2,46.26,2579.33,108.55
explain,20,46.2,3096.61,123.14
explain,21,60.45,5721.63,155.97
explain,22,46.99,3030.65,141.94
explain,23,44.67,3091.34,132.13
explain,24,46.44,2655.38,106.3
explain,25,44.89,2810.73,107.85
explain,26,47.65,3261.5,133.27
explain,27,40.68,2327.83,123.73
explain,28,50.73,4144.76,137.58
explain,29,47.51,2706.71,128.92
explain,3,58.15,5057.71,116.47
explain,30,44.8,2871.39,126.21
explain,31,56.41,4903.2,141.45
explain,32,44.77,2859.16,114.76
explain,33,56.44,4591.68,124.2
explain,34,47.21,2932.86,136.69
explain,35,50.19,3282.05,96.52
explain,36,46.74,3241.51,106.16
explain,37,50.93,3291.43,119.13
explain,38,59.81,5760.36,138.11
explain,39,57.56,4532.68,120.38
explain,4,48.31,3098.27,113.41
explain,40,57.87,5826.58,155.18
explain,41,57.45,4395.75,134.88
explain,42,60.93,6260.32,129.05
explain,43,48.44,3844.41,156.91
explain,44,52.19,3256.21,102.81
explain,45,60.88,6121.45,169.05
explain,46,49.49,3579.74,148.69
explain,47,45.75,2953.93,115.3
explain,48,48.55,2959.56,103.75
explain,49,46.81,3041.01,129.35
explain,5,48.9,3206.61,148.02
explain,50,57.58,6137.12,154.26
explain,51,62.23,8026.12,194.99
explain,52,62.14,6201.85,156.26
explain,53,46.62,2972.7,151.15
explain,54,44.11,2560.49,136.63
explain,55,48.28,3558.88,148.26
explain,56,50.61,3634.35,120.73
explain,57,60.95,5984.76,145.75
explain,58,48.61,3305.15,115.45
explain,59,50.41,4045.61,155.15
explain,6,52.07,3198.53,102.59
explain,60,47.51,3055.81,153.92
explain,61,50.21,3735.14,155.25
explain,62,47.02,3166.76,111.27
explain,63,47.1,3076.25,131.54
explain,64,48.28,2982.68,108.59
explain,65,56.26,4734.26,131.22
explain,66,55.67,3866.79,124.22
explain,67,57.75,4693.89,138.74
explain,68,63.49,8146.64,177.42
explain,69,42.18,2318.19,123.37
explain,7,63.2,7335.94,150.5
explain,70,49.14,3215.67,124.52
explain,71,48.62,3312.01,107.12
explain,72,46.11,2654.46,115.44
explain,73,57.62,4446.86,123.54
explain,74,60.95,5525.52,121.83
explain,75,47.62,3201.06,120.96
explain,76,46.42,2597.79,99.34
explain,77,48.63,4372.06,149.35
explain,78,62.43,6584.0,177.39
explain,79,59.66,5176.06,149.63
explain,8,53.88,4054.77,117.43
explain,80,45.8,3532.57,174.73
explain,81,46.93,3277.19,136.59
explain,82,51.61,4174.16,156.18
explain,83,51.05,3581.21,137.2
