feature,persona,test,t-statistic,pvalue,bon,bh,reject
type_token_ratio,human-explain,mannwhitneyu,14558.5,2.5880770734359395e-93,1.837534722139517e-91,1.110131231025689,True
sentence_length_median,human-create,mannwhitneyu,14855.5,1.2481553640263491e-92,8.861903084587078e-91,0.7962013180656284,True
pos_prop_VERB,human-create,mannwhitneyu,15154.5,9.41941405402874e-92,6.687783978360405e-90,,True
pos_prop_PUNCT,human-explain,mannwhitneyu,152475.0,1.5735027402670628e-90,1.1171869455896146e-88,,True
n_unique_tokens,human-explain,mannwhitneyu,16136.0,3.253541644241946e-89,2.3100145674117817e-87,,True
sentence_length_mean,human-continue,mannwhitneyu,16135.5,3.266791930646465e-89,2.3194222707589903e-87,,True
alpha_ratio,human-explain,mannwhitneyu,16449.5,2.0876941618717836e-88,1.4822628549289663e-86,,True
sentence_length_mean,human-explain,mannwhitneyu,16563.0,4.0719258193265465e-88,2.8910673317218478e-86,,True
n_sentences,human-create,mannwhitneyu,151331.5,8.967822824710081e-88,6.3671542055441575e-86,,True
syllables_per_token_mean,human-create,mannwhitneyu,17618.5,1.9299381729099315e-85,1.3702561027660514e-83,,True
pos_prop_AUX,human-create,mannwhitneyu,149982.0,3.4439201434930866e-84,2.4451833018800915e-82,,True
n_unique_tokens,human-continue,mannwhitneyu,18463.0,2.468849121769536e-83,1.7528828764563704e-81,,True
first_order_coherence,human-explain,mannwhitneyu,18603.0,5.538336352004395e-83,3.9322188099231206e-81,,True
second_order_coherence,human-explain,mannwhitneyu,19107.0,9.716342486699847e-82,6.89860316555689e-80,,True
alpha_ratio,human-continue,mannwhitneyu,19249.0,2.169070966182836e-81,1.5400403859898133e-79,,True
n_sentences,human-continue,mannwhitneyu,148674.0,3.9905210651306678e-81,2.833269956242774e-79,,True
top_ngram_chr_fraction_2,human-continue,mannwhitneyu,148486.0,1.695730036379997e-80,1.203968325829798e-78,,True
syllables_per_token_mean,human-explain,mannwhitneyu,19696.5,2.6948910411569735e-80,1.9133726392214511e-78,,True
top_ngram_chr_fraction_2,human-create,mannwhitneyu,147707.5,1.3103357612262177e-78,9.303383904706146e-77,,True
pos_prop_PUNCT,human-create,t-test,20.62929561392441,1.8773801512222415e-76,1.3329399073677914e-74,,True
sentence_length_median,human-continue,mannwhitneyu,21385.0,2.4150944868489642e-76,1.7147170856627646e-74,,True
sentence_length_median,human-explain,mannwhitneyu,22590.5,1.562102569727936e-73,1.1090928245068346e-71,,True
syllables_per_token_mean,human-continue,mannwhitneyu,23349.0,1.2017409386899938e-71,8.532360664698955e-70,,True
pos_prop_CCONJ,human-create,mannwhitneyu,144713.0,1.4692730878353245e-71,1.0431838923630804e-69,,True
pos_prop_AUX,human-explain,mannwhitneyu,141521.0,2.042205912686335e-64,1.4499661980072977e-62,,True
alpha_ratio,human-create,mannwhitneyu,26627.0,2.5977759518570553e-64,1.8444209258185092e-62,,True
top_ngram_chr_fraction_3,human-continue,mannwhitneyu,139126.0,7.206783773098169e-63,5.1168164788997e-61,,True
pos_prop_CCONJ,human-explain,t-test,18.110682866554697,6.696685532668449e-62,4.754646728194599e-60,,True
dependency_distance_std,human-explain,mannwhitneyu,140313.0,8.19115346036904e-62,5.815718956862018e-60,,True
n_stop_words,human-create,t-test,18.01470250664957,2.3213300030171332e-61,1.6481443021421645e-59,,True
pos_prop_ADJ,human-create,t-test,-17.9669142098028,4.3061043055713e-61,3.057334056955623e-59,,True
duplicate_ngram_chr_fraction_5,human-continue,mannwhitneyu,134878.0,4.268432948666619e-60,3.0305873935532997e-58,,True
top_ngram_chr_fraction_3,human-create,mannwhitneyu,138033.0,5.928480485232676e-60,4.2092211445152e-58,,True
top_ngram_chr_fraction_2,human-explain,mannwhitneyu,139014.5,4.470353837367728e-59,3.173951224531087e-57,,True
type_token_ratio,explain-create,mannwhitneyu,30185.0,8.282626451078017e-57,5.8806647802653916e-55,,True
pos_prop_ADV,human-continue,mannwhitneyu,30542.5,4.42481469979272e-56,3.141618436852831e-54,,True
pos_prop_AUX,human-continue,mannwhitneyu,136501.5,5.849264317499571e-54,4.152977665424695e-52,,True
duplicate_ngram_chr_fraction_5,human-create,mannwhitneyu,132483.0,1.3838518697497362e-53,9.825348275223127e-52,,True
n_sentences,human-explain,mannwhitneyu,136100.0,2.660594730920797e-53,1.889022258953766e-51,,True
syllables_per_token_median,human-create,t-test,-16.387177646062863,2.0932426789643246e-52,1.4862023020646704e-50,,True
pos_prop_ADV,human-create,mannwhitneyu,32492.5,3.3894197417990945e-52,2.406488016677357e-50,,True
pos_prop_ADJ,human-continue,t-test,-16.316197360285873,5.0363460335591014e-52,3.575805683826962e-50,,True
n_stop_words,human-continue,t-test,16.26635899767817,9.318455544386395e-52,6.616103436514341e-50,,True
first_order_coherence,human-continue,mannwhitneyu,32881.0,1.9360851663025126e-51,1.3746204680747839e-49,,True
n_characters,human-explain,mannwhitneyu,33138.0,6.086166498048612e-51,4.321178213614515e-49,,True
first_order_coherence,human-create,mannwhitneyu,33357.0,1.6084540061603882e-50,1.1420023443738757e-48,,True
second_order_coherence,human-continue,mannwhitneyu,33563.0,3.996645012674054e-50,2.8376179589985784e-48,,True
second_order_coherence,human-create,mannwhitneyu,33699.0,7.274235652839712e-50,5.164707313516195e-48,,True
yules_k,explain-create,mannwhitneyu,34863.0,1.1466326624620423e-47,8.1410919034805e-46,,True
syllables_per_token_median,human-continue,t-test,-15.442425818483564,2.1164788533570826e-47,1.5026999858835288e-45,,True
pos_prop_CCONJ,human-continue,mannwhitneyu,132783.5,7.976286083766145e-47,5.663163119473963e-45,,True
proportion_unique_tokens,explain-create,mannwhitneyu,35748.0,4.9682133058363114e-46,3.527431447143781e-44,,True
syllables_per_token_std,human-create,mannwhitneyu,36115.0,2.3246535512084574e-45,1.6505040213580047e-43,,True
top_ngram_chr_fraction_3,human-explain,mannwhitneyu,130891.5,9.873497108065014e-45,7.01018294672616e-43,,True
top_ngram_chr_fraction_4,human-continue,mannwhitneyu,122388.0,1.1096564458079165e-44,7.878560765236207e-43,,True
pos_prop_ADV,human-explain,mannwhitneyu,37494.0,6.9039623832527625e-43,4.901813292109461e-41,,True
pos_prop_NOUN,human-explain,mannwhitneyu,37660.0,1.3551073990608092e-42,9.621262533331746e-41,,True
type_token_ratio,continue-explain,mannwhitneyu,130275.5,2.6368018989395585e-42,1.8721293482470867e-40,,True
dependency_distance_std,human-continue,mannwhitneyu,129665.0,3.058388099611403e-41,2.171455550724096e-39,,True
dependency_distance_std,human-create,mannwhitneyu,128782.0,1.000298103741448e-39,7.10211653656428e-38,,True
pos_prop_NOUN,human-create,t-test,-13.875020298347701,1.8245186009371696e-39,1.2954082066653903e-37,,True
pos_prop_NOUN,human-continue,mannwhitneyu,41349.0,2.3596274944556114e-36,1.6753355210634841e-34,,True
pos_prop_ADJ,human-explain,t-test,-13.196321992752683,3.4518405485835454e-36,2.450806789494317e-34,,True
top_ngram_chr_fraction_4,human-create,mannwhitneyu,118969.0,3.310202584953135e-35,2.3502438353167257e-33,,True
syllables_per_token_std,human-continue,mannwhitneyu,42128.0,4.2208020788713715e-35,2.9967694759986736e-33,,True
duplicate_ngram_chr_fraction_6,human-continue,mannwhitneyu,116415.0,4.056785169224945e-34,2.880317470149711e-32,,True
syllables_per_token_median,human-explain,t-test,-12.703312546728272,7.1195458689070256e-34,5.054877566923988e-32,,True
prop_adjacent_dependency_relation_std,human-create,mannwhitneyu,125059.0,1.1598709257792587e-33,8.235083573032736e-32,,True
n_characters,human-create,mannwhitneyu,43043.0,1.1680465018660362e-33,8.293130163248857e-32,,True
top_ngram_chr_fraction_4,human-explain,mannwhitneyu,117802.0,8.833784961648129e-33,6.271987322770171e-31,,True
proportion_unique_tokens,continue-explain,mannwhitneyu,123863.5,7.968780502960841e-32,5.657834157102197e-30,,True
sentence_length_std,human-continue,mannwhitneyu,44427.0,1.5458731987575693e-31,1.0975699711178742e-29,,True
sentence_length_std,human-create,mannwhitneyu,45075.0,1.4383252711953762e-30,1.021210942548717e-28,,True
entropy,explain-create,t-test,11.93820601094451,2.126150697568325e-30,1.5095669952735108e-28,,True
duplicate_ngram_chr_fraction_6,human-create,mannwhitneyu,114525.0,1.7150908955134637e-29,1.2177145358145593e-27,,True
syllables_per_token_std,human-explain,mannwhitneyu,45991.0,3.1645808342662485e-29,2.2468523923290363e-27,,True
per_word_perplexity,explain-create,mannwhitneyu,121841.0,7.711553219410906e-29,5.475202785781743e-27,,True
perplexity,explain-create,mannwhitneyu,121741.0,1.0734709642384084e-28,7.6216438460927e-27,,True
doc_length,continue-explain,mannwhitneyu,46427.5,1.34337048598429e-28,9.53793045048846e-27,,True
prop_adjacent_dependency_relation_std,human-explain,mannwhitneyu,121651.0,1.4446196871525457e-28,1.0256799778783075e-26,,True
duplicate_ngram_chr_fraction_5,continue-explain,mannwhitneyu,52241.0,4.294241464439484e-28,3.0489114397520335e-26,,True
n_tokens,continue-explain,mannwhitneyu,46814.5,4.781557262581416e-28,3.3949056564328053e-26,,True
yules_k,continue-explain,mannwhitneyu,120940.0,1.4719528195769283e-27,1.0450865018996191e-25,,True
n_stop_words,explain-create,mannwhitneyu,119392.0,1.9740257614263069e-25,1.401558290612678e-23,,True
pos_prop_ADP,human-explain,t-test,-10.689965588711768,4.677724336207669e-25,3.3211842787074446e-23,,True
perplexity,continue-explain,mannwhitneyu,49141.0,7.5323952444374755e-25,5.348000623550608e-23,,True
entropy,continue-explain,t-test,-10.560448365818218,1.5840438761726047e-24,1.1246711520825493e-22,,True
per_word_perplexity,continue-explain,mannwhitneyu,49724.0,4.428070698967566e-24,3.143930196266972e-22,,True
duplicate_ngram_chr_fraction_5,explain-create,mannwhitneyu,113069.0,7.076194524547142e-23,5.0240981124284714e-21,,True
duplicate_ngram_chr_fraction_6,continue-explain,mannwhitneyu,60029.5,2.07132903914892e-22,1.4706436177957333e-20,,True
duplicate_ngram_chr_fraction_7,human-continue,mannwhitneyu,105058.0,2.6678549702263396e-22,1.894177028860701e-20,,True
mtld,explain-create,mannwhitneyu,51218.0,3.6269285866848815e-22,2.5751192965462657e-20,,True
n_sentences,explain-create,mannwhitneyu,116232.5,1.835527189300375e-21,1.3032243044032664e-19,,True
n_tokens,explain-create,mannwhitneyu,116255.5,2.16979181938191e-21,1.5405521917611563e-19,,True
n_stop_words,human-explain,t-test,9.763956354036054,2.2392821625639215e-21,1.5898903354203843e-19,,True
token_length_std,human-create,t-test,-9.710311359967438,3.5933148429706765e-21,2.5512535385091803e-19,,True
n_characters,continue-explain,mannwhitneyu,52786.0,3.005103493455343e-20,2.1336234803532932e-18,,True
n_characters,human-continue,mannwhitneyu,53272.0,1.1319090672937168e-19,8.036554377785389e-18,,True
connectives,explain-create,mannwhitneyu,114626.0,1.7075335490930575e-19,1.2123488198560709e-17,,True
prop_adjacent_dependency_relation_std,human-continue,mannwhitneyu,114417.0,3.420075070379313e-19,2.4282532999693125e-17,,True
doc_length,explain-create,mannwhitneyu,114148.0,6.988333886659737e-19,4.961717059528413e-17,,True
connectives,human-explain,mannwhitneyu,54365.0,1.8945226306150208e-18,1.3451110677366647e-16,,True
duplicate_ngram_chr_fraction_6,explain-create,mannwhitneyu,106138.0,1.9748005084585297e-18,1.4021083610055561e-16,,True
duplicate_ngram_chr_fraction_7,continue-explain,mannwhitneyu,66309.0,4.5211136842943835e-18,3.2099907158490124e-16,,True
duplicate_ngram_chr_fraction_7,human-create,mannwhitneyu,103251.0,7.200849864963628e-18,5.112603404124176e-16,,True
n_stop_words,continue-explain,mannwhitneyu,54955.5,9.53750809602446e-18,6.771630748177366e-16,,True
n_sentences,continue-explain,mannwhitneyu,55445.0,2.7771113762708305e-17,1.9717490771522897e-15,,True
oov_ratio,explain-create,mannwhitneyu,55647.0,5.466129925251683e-17,3.880952246928695e-15,,True
oov_ratio,continue-explain,mannwhitneyu,111982.0,1.7622450238276027e-16,1.2511939669175979e-14,,True
doc_length,human-continue,mannwhitneyu,111275.0,9.918181051895916e-16,7.041908546846101e-14,,True
oov_ratio,human-continue,mannwhitneyu,56933.5,1.264935713478295e-15,8.981043565695895e-14,,True
oov_ratio,human-create,mannwhitneyu,57090.5,1.8388866078059226e-15,1.3056094915422052e-13,,True
sentence_length_median,explain-create,mannwhitneyu,57680.5,6.75999423725304e-15,4.799595908449658e-13,,True
duplicate_ngram_chr_fraction_8,continue-explain,mannwhitneyu,70901.5,2.599173228727542e-14,1.8454129923965546e-12,,True
duplicate_ngram_chr_fraction_8,human-continue,mannwhitneyu,97018.0,4.151263565090546e-14,2.9473971312142878e-12,,True
duplicate_ngram_chr_fraction_7,explain-create,mannwhitneyu,99997.0,5.5412073335524e-14,3.934257206822204e-12,,True
sentence_length_std,human-explain,mannwhitneyu,58716.0,8.009233343923748e-14,5.686555674185861e-12,,True
pos_prop_DET,continue-explain,t-test,-7.5811244407659615,9.296183501505984e-14,6.600290286069249e-12,,True
token_length_std,human-continue,mannwhitneyu,59732.0,7.468224961018777e-13,5.302439722323332e-11,,True
pos_prop_CCONJ,continue-create,mannwhitneyu,108314.5,8.378968158475388e-13,5.949067392517525e-11,,True
pos_prop_ADP,continue-explain,t-test,-6.906683603983801,9.966764949221952e-12,7.076403113947585e-10,,True
duplicate_ngram_chr_fraction_8,explain-create,mannwhitneyu,96104.5,1.43282055673221e-11,1.017302595279869e-09,,True
duplicate_ngram_chr_fraction_8,human-create,mannwhitneyu,95918.0,2.2972109378614065e-11,1.6310197658815987e-09,,True
duplicate_ngram_chr_fraction_9,continue-explain,mannwhitneyu,74022.0,4.1051732115186103e-11,2.9146729801782134e-09,,True
n_characters,explain-create,mannwhitneyu,105957.0,1.0494773694664113e-10,7.45128932321152e-09,,True
gunning_fog,explain-create,t-test,-6.359422926987398,3.36521020479626e-10,2.3892992454053446e-08,,True
automated_readability_index,explain-create,t-test,-6.331018034067897,4.012196236017757e-10,2.8486593275726074e-08,,True
flesch_kincaid_grade,explain-create,t-test,-6.288776930514087,5.204837371758824e-10,3.695434533948765e-08,,True
pos_prop_AUX,continue-create,mannwhitneyu,104941.5,7.265401076167082e-10,5.158434764078628e-08,,True
lix,explain-create,t-test,-6.231236247201847,7.401479187232787e-10,5.2550502229352784e-08,,True
token_length_std,human-explain,t-test,-6.194134149806604,9.274095022284605e-10,6.58460746582207e-08,,True
duplicate_ngram_chr_fraction_9,explain-create,mannwhitneyu,93532.0,1.0646258388077918e-09,7.558843455535322e-08,,True
rix,explain-create,mannwhitneyu,63406.5,1.1499059303562064e-09,8.164332105529066e-08,,True
doc_length,human-create,mannwhitneyu,104657.5,1.228177918266034e-09,8.720063219688842e-08,,True
flesch_reading_ease,explain-create,t-test,6.08607304392851,1.7769663582920305e-09,1.2616461143873417e-07,,True
sentence_length_median,continue-create,mannwhitneyu,63737.5,1.991199887366537e-09,1.4137519200302413e-07,,True
pos_prop_ADP,human-create,t-test,-6.000366924407707,2.955304739309443e-09,2.0982663649097047e-07,,True
pos_prop_SCONJ,explain-create,t-test,5.939722141777344,4.219720064075225e-09,2.99600124549341e-07,,True
duplicate_ngram_chr_fraction_9,human-continue,mannwhitneyu,92276.5,4.953978844523601e-09,3.5173249796117566e-07,,True
pos_prop_ADP,explain-create,t-test,5.830298173363241,7.96029704413996e-09,5.651810901339372e-07,,True
alpha_ratio,explain-create,mannwhitneyu,103560.5,8.768591331283949e-09,6.225699845211604e-07,,True
pos_prop_ADJ,explain-create,t-test,-5.775207979269677,1.0914878720812714e-08,7.749563891777027e-07,,True
token_length_median,explain-create,mannwhitneyu,66776.5,1.1698010625628431e-08,8.305587544196186e-07,,True
syllables_per_token_std,explain-create,mannwhitneyu,64874.0,1.564466652774033e-08,1.1107713234695634e-06,,True
pos_prop_CCONJ,explain-create,t-test,5.6752389368649245,1.9226286240937848e-08,1.3650663231065872e-06,,True
connectives,continue-explain,mannwhitneyu,65027.5,1.924201439432804e-08,1.366183021997291e-06,,True
coleman_liau_index,explain-create,t-test,-5.500260110646977,5.0728355670739305e-08,3.601713252622491e-06,,True
duplicate_ngram_chr_fraction_10,human-continue,mannwhitneyu,90828.0,5.98960339413715e-08,4.252618409837377e-06,,True
yules_k,continue-create,mannwhitneyu,65702.5,6.30116185626155e-08,4.4738249179457e-06,,True
duplicate_ngram_chr_fraction_10,continue-explain,mannwhitneyu,77301.0,6.817194227908518e-08,4.840207901815048e-06,,True
n_characters,continue-create,mannwhitneyu,65863.5,8.204545207518606e-08,5.82522709733821e-06,,True
token_length_std,explain-create,t-test,-5.389297740268149,9.257328891179067e-08,6.572703512737138e-06,,True
dependency_distance_mean,human-explain,mannwhitneyu,66042.0,1.0966870645873288e-07,7.786478158570035e-06,,True
duplicate_ngram_chr_fraction_9,human-create,mannwhitneyu,91720.0,1.1183679085577293e-07,7.940412150759878e-06,,True
pos_prop_PUNCT,continue-create,t-test,-5.353156825488466,1.1234866932177842e-07,7.976755521846268e-06,,True
duplicate_ngram_chr_fraction_5,human-explain,mannwhitneyu,101513.0,1.2143136132256096e-07,8.621626653901827e-06,,True
token_length_mean,explain-create,t-test,-5.300148802840347,1.4893552515830416e-07,1.0574422286239596e-05,,True
pos_prop_ADP,human-continue,t-test,-5.26215530835525,1.8201023178215233e-07,1.2922726456532815e-05,,True
duplicate_ngram_chr_fraction_10,human-create,mannwhitneyu,90632.0,1.9991266647534724e-07,1.4193799319749654e-05,,True
duplicate_ngram_chr_fraction_10,explain-create,mannwhitneyu,90610.0,2.1947371032494167e-07,1.558263343307086e-05,,True
mtld,continue-create,mannwhitneyu,66578.0,2.578933862236749e-07,1.831043042188092e-05,,True
sentence_length_mean,explain-create,mannwhitneyu,66765.0,3.4555079356786427e-07,2.4534106343318363e-05,,True
n_tokens,human-explain,mannwhitneyu,66970.5,4.749047534680045e-07,3.3718237496228316e-05,,True
dependency_distance_mean,continue-explain,mannwhitneyu,67063.0,5.475273214243929e-07,3.8874439821131894e-05,,True
n_unique_tokens,continue-create,mannwhitneyu,67097.0,5.76067139160241e-07,4.090076688037712e-05,,True
first_order_coherence,explain-create,mannwhitneyu,100900.0,6.748509356695662e-07,4.79144164325392e-05,,True
dependency_distance_mean,human-create,mannwhitneyu,67375.0,8.794255700270865e-07,6.243921547192314e-05,,True
pos_prop_DET,explain-create,t-test,4.909390006513371,1.1030266895657678e-06,7.831489495916951e-05,,True
second_order_coherence,explain-create,mannwhitneyu,100364.0,1.5061899852518924e-06,0.00010693948895288437,,True
doc_length,continue-create,mannwhitneyu,67862.5,1.813106469978716e-06,0.00012873055936848883,,True
syllables_per_token_mean,explain-create,mannwhitneyu,68090.0,2.52589969955235e-06,0.00017933887866821685,,True
pos_prop_ADV,continue-explain,mannwhitneyu,99864.5,3.1144222369375515e-06,0.00022112397882256615,,True
mtld,continue-explain,mannwhitneyu,99351.0,6.430811212249296e-06,0.0004565875960697,,True
pos_prop_AUX,explain-create,mannwhitneyu,99106.0,9.0182934052039e-06,0.0006402988317694768,,True
pos_prop_PRON,continue-explain,mannwhitneyu,99040.5,9.863251396814258e-06,0.0007002908491738123,,True
pos_prop_PUNCT,explain-create,t-test,-4.401384210391569,1.2181160780914736e-05,0.0008648624154449462,,True
connectives,human-continue,mannwhitneyu,69265.0,1.2689061119347439e-05,0.0009009233394736681,,True
mean_word_length,explain-create,t-test,-4.238485242445302,2.506639464424469e-05,0.001779714019741373,,True
type_token_ratio,continue-create,mannwhitneyu,69789.5,2.611986918148137e-05,0.0018545107118851773,,True
dependency_distance_mean,continue-create,mannwhitneyu,69863.0,2.8741212334110213e-05,0.0020406260757218253,,True
top_ngram_chr_fraction_3,continue-explain,mannwhitneyu,71434.5,3.0869218628075406e-05,0.002191714522593354,,True
sentence_length_std,continue-explain,mannwhitneyu,97736.0,5.44893482244077e-05,0.003868743723932947,,True
top_ngram_chr_fraction_2,explain-create,mannwhitneyu,97722.5,5.542018259635023e-05,0.003934832964340867,,True
rix,continue-create,mannwhitneyu,70494.0,6.410710249248753e-05,0.004551604276966615,,True
pos_prop_ADJ,continue-explain,t-test,4.011287942595859,6.591980423227685e-05,0.004680306100491656,,True
n_tokens,human-continue,mannwhitneyu,97525.0,7.0877575638434e-05,0.005032307870328815,,True
n_tokens,continue-create,mannwhitneyu,70624.0,7.528862861381217e-05,0.005345492631580664,,True
