feature,persona,test,t-statistic,pvalue,bon,bh,reject
n_tokens,continue-create,mannwhitneyu,71492.5,0.0002132401436765497,0.01514005020103503,,
top_ngram_chr_fraction_3,continue-create,mannwhitneyu,96528.5,0.0002264848934909248,0.01608042743785566,,
alpha_ratio,explain-create,mannwhitneyu,96514.5,0.00023757065472201105,0.016867516485262784,,
top_ngram_chr_fraction_4,explain-create,mannwhitneyu,95525.0,0.00026541634532692735,0.01884456051821184,,
n_stop_words,human-explain,mannwhitneyu,96285.0,0.0003089200033952113,0.021933320241060004,,
syllables_per_token_mean,continue-explain,t-test,3.6083378139859925,0.0003268863175000821,0.02320892854250583,,
token_length_mean,continue-explain,t-test,3.5822126287813765,0.00036082580889242586,0.025618632431362236,,
n_unique_tokens,human-explain,mannwhitneyu,71963.0,0.00036509645110689406,0.02592184802858948,,
dependency_distance_mean,human-create,mannwhitneyu,96080.0,0.00038938401744834165,0.027646265238832256,,
n_tokens,human-explain,mannwhitneyu,72140.5,0.00044528760541544217,0.03161541998449639,,
flesch_reading_ease,continue-explain,mannwhitneyu,72155.0,0.0004525621944216106,0.032131915803934354,,
pos_prop_ADV,continue-explain,mannwhitneyu,95934.5,0.0004578552340087447,0.03250772161462087,,
oov_ratio,human-continue,mannwhitneyu,72301.5,0.0005245074250164698,0.03724002717616936,,
top_ngram_chr_fraction_3,explain-create,mannwhitneyu,95763.5,0.0005458655452635878,0.038756453713714736,,
top_ngram_chr_fraction_3,human-create,mannwhitneyu,95650.5,0.000612147274297643,0.04346245647513266,,
n_unique_tokens,human-continue,mannwhitneyu,72560.0,0.0007038726376556224,0.04997495727354919,,
prop_adjacent_dependency_relation_mean,explain-create,t-test,3.3543829916385786,0.0008320325358069423,0.0590743100422929,,
sentence_length_mean,human-continue,mannwhitneyu,72850.5,0.0009589958996116204,0.06808870887242505,,
pos_prop_PART,continue-create,mannwhitneyu,94901.0,0.0013765511074384036,0.09773512862812665,,
n_sentences,continue-explain,mannwhitneyu,73344.5,0.0015647415574576067,0.11109665057949007,,
type_token_ratio,human-explain,mannwhitneyu,73388.0,0.0016677374303976607,0.11840935755823391,,
connectives,human-continue,mannwhitneyu,73412.5,0.0016846715383408502,0.11961167922220037,,
pos_prop_NOUN,continue-explain,mannwhitneyu,94630.5,0.0018099963163911896,0.12850973846377448,,
pos_prop_DET,continue-create,t-test,3.1197289801955086,0.0018736687352643006,0.13303048020376534,,
proportion_bullet_points,human-create,t-test,-3.11525524401876,0.0019019796112859243,0.1350405524013006,,
gunning_fog,continue-explain,mannwhitneyu,94523.0,0.0020146860202395313,0.14304270743700673,,
duplicate_ngram_chr_fraction_10,explain-create,mannwhitneyu,90566.0,0.0025924684254589074,0.18406525820758243,,
duplicate_ngram_chr_fraction_5,continue-create,mannwhitneyu,94088.5,0.0025971551060951594,0.1843980125327563,,
pos_prop_ADP,continue-create,mannwhitneyu,94020.0,0.003284880972406859,0.233226549040887,,
pos_prop_ADJ,continue-create,mannwhitneyu,74234.0,0.0037997133013382605,0.2697796443950165,,
sentence_length_std,continue-explain,mannwhitneyu,74460.0,0.00468857963601354,0.3328891541569613,,
pos_prop_PUNCT,explain-create,mannwhitneyu,74514.0,0.004927067903535167,0.34982182115099686,,
doc_length,human-create,mannwhitneyu,93490.0,0.005377948603031592,0.38183435081524303,,
pos_prop_VERB,continue-explain,t-test,2.7727314022058525,0.005685219980035399,0.40365061858251333,,
pos_prop_PART,explain-create,mannwhitneyu,74678.5,0.00572275361782611,0.4063155068656538,,
pos_prop_ADV,continue-create,mannwhitneyu,93314.5,0.006300740938979693,0.44735260666755816,,
proportion_bullet_points,continue-create,mannwhitneyu,82009.0,0.007330097463447216,0.5204369199047524,,
proportion_bullet_points,explain-create,mannwhitneyu,82012.0,0.007416923731337924,0.5266015849249926,,
top_ngram_chr_fraction_4,continue-explain,mannwhitneyu,75698.5,0.007770727758372827,0.5517216708444708,,
dependency_distance_mean,explain-create,mannwhitneyu,93074.0,0.007795811396270479,0.553502609135204,,
pos_prop_PUNCT,continue-explain,mannwhitneyu,75066.5,0.008076708411851692,0.5734462972414701,,
pos_prop_AUX,explain-create,t-test,2.5998838312165993,0.009493699981956323,0.674052698718899,,
pos_prop_ADV,human-continue,mannwhitneyu,75322.5,0.0100716783592986,0.7150891635102006,,
dependency_distance_std,explain-create,mannwhitneyu,92623.0,0.011477976922464413,0.8149363614949733,,
top_ngram_chr_fraction_4,human-create,mannwhitneyu,91894.0,0.012156307078939945,0.8630978026047361,,
syllables_per_token_median,continue-explain,mannwhitneyu,88747.0,0.012488637612583897,0.8866932704934567,,
symbol_to_word_ratio_#,continue-create,t-test,-2.486376904183266,0.013103626630525956,0.9303574907673429,,
token_length_std,continue-explain,mannwhitneyu,92175.0,0.016588811725551513,1.0,,
dependency_distance_mean,human-explain,mannwhitneyu,92073.0,0.017999926782656935,1.0,,
second_order_coherence,explain-create,mannwhitneyu,91882.0,0.020927003221642607,1.0,,
connectives_cap,human-explain,mannwhitneyu,91786.5,0.02131361724742449,1.0,,
duplicate_ngram_chr_fraction_7,human-continue,mannwhitneyu,77653.5,0.0226706613718503,1.0,,
connectives_cap,human-continue,mannwhitneyu,76444.0,0.023782795317684107,1.0,,
pos_prop_PRON,human-explain,mannwhitneyu,91682.0,0.024428344547537388,1.0,,
pos_prop_NOUN,continue-create,t-test,2.243415661556777,0.025136909378584205,1.0,,
duplicate_ngram_chr_fraction_6,human-continue,mannwhitneyu,77191.0,0.030087629481924998,1.0,,
symbol_to_word_ratio_#,explain-create,mannwhitneyu,82816.5,0.0327114707807996,1.0,,
oov_ratio,human-explain,mannwhitneyu,76934.5,0.03564109790638735,1.0,,
pos_prop_PRON,human-continue,mannwhitneyu,77362.0,0.04861366335431482,1.0,,
pos_prop_VERB,explain-create,t-test,-1.9369839951186298,0.0530913177870453,1.0,,
lix,continue-explain,mannwhitneyu,90365.0,0.06260642699851039,1.0,,
flesch_kincaid_grade,continue-explain,mannwhitneyu,90347.0,0.06335831435561244,1.0,,
first_order_coherence,explain-create,mannwhitneyu,90067.0,0.07604592651195181,1.0,,
pos_prop_CCONJ,human-continue,t-test,-1.765401788921286,0.07786931152937818,1.0,,
n_sentences,human-explain,mannwhitneyu,89955.5,0.08123778295403623,1.0,,
duplicate_ngram_chr_fraction_5,human-create,mannwhitneyu,89804.0,0.08411091164495416,1.0,,
symbol_to_word_ratio_#,human-continue,t-test,1.7252581346864797,0.08485865407098182,1.0,,
duplicate_ngram_chr_fraction_6,continue-create,mannwhitneyu,89228.0,0.09985652228435006,1.0,,
pos_prop_PRON,explain-create,mannwhitneyu,78714.0,0.11565028826465078,1.0,,
automated_readability_index,continue-explain,mannwhitneyu,89348.0,0.11826670281650259,1.0,,
connectives_cap,human-create,mannwhitneyu,89279.0,0.11978760024596395,1.0,,
top_ngram_chr_fraction_4,human-continue,mannwhitneyu,88857.0,0.12322746392657828,1.0,,
duplicate_ngram_chr_fraction_5,human-continue,mannwhitneyu,78879.5,0.12344116113940923,1.0,,
connectives,human-create,mannwhitneyu,89252.5,0.12449040840068115,1.0,,
n_tokens,human-continue,mannwhitneyu,89227.5,0.12686650511762776,1.0,,
proportion_unique_tokens,human-explain,mannwhitneyu,89212.5,0.12797509252601072,1.0,,
top_ngram_chr_fraction_4,human-explain,mannwhitneyu,79243.0,0.1356257783526626,1.0,,
top_ngram_chr_fraction_2,continue-explain,mannwhitneyu,78992.5,0.1359159366976636,1.0,,
duplicate_ngram_chr_fraction_9,human-create,mannwhitneyu,81271.0,0.166614318450923,1.0,,
proportion_bullet_points,human-explain,t-test,-1.383082491610904,0.16701696121322077,1.0,,
proportion_bullet_points,human-continue,t-test,-1.33187092348699,0.18327358381568476,1.0,,
symbol_to_word_ratio_#,human-create,mannwhitneyu,83221.5,0.19903840712439325,1.0,,
duplicate_ngram_chr_fraction_7,continue-create,mannwhitneyu,87543.0,0.21886354507950145,1.0,,
prop_adjacent_dependency_relation_mean,continue-create,t-test,-1.2092517076283404,0.22691554553696175,1.0,,
pos_prop_NOUN,explain-create,t-test,-1.1947016056425213,0.23254991862630112,1.0,,
pos_prop_PRON,human-create,mannwhitneyu,87912.5,0.25478645655972865,1.0,,
top_ngram_chr_fraction_3,continue-explain,mannwhitneyu,87809.5,0.26748645405198235,1.0,,
duplicate_line_chr_fraction,human-create,t-test,-1.0760212587339364,0.2822350026947237,1.0,,
oov_ratio,continue-explain,mannwhitneyu,87691.5,0.2825232604484027,1.0,,
duplicate_ngram_chr_fraction_8,human-create,mannwhitneyu,81580.0,0.2925190336597846,1.0,,
duplicate_ngram_chr_fraction_10,human-create,mannwhitneyu,82154.5,0.29830054228378355,1.0,,
duplicate_ngram_chr_fraction_8,human-continue,mannwhitneyu,81635.0,0.30340066857127135,1.0,,
symbol_to_word_ratio_#,human-explain,mannwhitneyu,84459.5,0.3176061357754981,1.0,,
duplicate_line_chr_fraction,human-explain,t-test,-1.0000000000000002,0.3176062251703993,1.0,,
duplicate_line_chr_fraction,human-continue,t-test,-1.0000000000000002,0.3176062251703993,1.0,,
symbol_to_word_ratio_#,continue-explain,t-test,-1.0,0.31760622517039955,1.0,,
duplicate_ngram_chr_fraction_7,human-create,mannwhitneyu,81422.5,0.3379078017382774,1.0,,
duplicate_ngram_chr_fraction_10,continue-create,mannwhitneyu,82425.0,0.3796929565847892,1.0,,
pos_prop_VERB,continue-create,t-test,0.8726873917145755,0.3830895820957618,1.0,,
duplicate_ngram_chr_fraction_9,human-continue,mannwhitneyu,82420.0,0.4078780953794998,1.0,,
connectives_cap,explain-create,mannwhitneyu,81568.5,0.45905279875250826,1.0,,
top_ngram_chr_fraction_3,human-continue,mannwhitneyu,81848.0,0.5158959637751463,1.0,,
doc_length,human-explain,mannwhitneyu,81919.0,0.5298522261821812,1.0,,
top_ngram_chr_fraction_3,human-explain,mannwhitneyu,86112.0,0.5431705571531649,1.0,,
duplicate_ngram_chr_fraction_9,continue-create,mannwhitneyu,82800.0,0.5475250351909896,1.0,,
pos_prop_ADV,explain-create,mannwhitneyu,82053.5,0.5561517757674835,1.0,,
duplicate_line_chr_fraction,explain-create,mannwhitneyu,83844.0,0.5622752883529049,1.0,,
proportion_ellipsis,continue-explain,mannwhitneyu,83844.0,0.5622752883529049,1.0,,
proportion_ellipsis,human-explain,mannwhitneyu,83844.0,0.5622752883529049,1.0,,
proportion_ellipsis,explain-create,mannwhitneyu,84255.5,0.5632265512854009,1.0,,
duplicate_line_chr_fraction,continue-create,mannwhitneyu,83845.0,0.5641789783151779,1.0,,
top_ngram_chr_fraction_4,continue-create,mannwhitneyu,85436.0,0.6458751650002131,1.0,,
prop_adjacent_dependency_relation_std,continue-explain,mannwhitneyu,85533.0,0.6620030009442859,1.0,,
duplicate_ngram_chr_fraction_6,human-create,mannwhitneyu,82946.0,0.7225935365873146,1.0,,
n_unique_tokens,continue-explain,mannwhitneyu,83024.0,0.7623417667722618,1.0,,
rix,continue-explain,mannwhitneyu,84980.5,0.7839050913148853,1.0,,
pos_prop_ADV,human-create,mannwhitneyu,83309.0,0.8271535788109482,1.0,,
duplicate_ngram_chr_fraction_10,human-continue,mannwhitneyu,83677.0,0.8319806952015116,1.0,,
pos_prop_ADV,human-explain,mannwhitneyu,84759.0,0.8345125068120431,1.0,,
n_characters,explain-create,mannwhitneyu,83524.0,0.8768560024367809,1.0,,
n_tokens,human-create,mannwhitneyu,83821.0,0.9462797354976978,1.0,,
duplicate_ngram_chr_fraction_8,continue-create,mannwhitneyu,84001.0,0.9839676920789053,1.0,,
proportion_bullet_points,continue-explain,mannwhitneyu,84049.0,0.999025186915425,1.0,,
proportion_ellipsis,human-create,mannwhitneyu,84049.5,1.0,1.0,,
proportion_ellipsis,continue-create,mannwhitneyu,84049.5,1.0,1.0,,
duplicate_line_chr_fraction,continue-explain,mannwhitneyu,84050.5,1.0,1.0,,
proportion_ellipsis,human-continue,mannwhitneyu,84049.5,1.0,1.0,,
pos_prop_SCONJ,human-continue,t-test,,,,,
pos_prop_SCONJ,human-explain,t-test,,,,,
pos_prop_SCONJ,human-create,t-test,,,,,
pos_prop_SCONJ,continue-explain,t-test,,,,,
pos_prop_SCONJ,continue-create,t-test,,,,,
pos_prop_SCONJ,explain-create,t-test,,,,,
pos_prop_X,human-continue,t-test,,,,,
pos_prop_X,human-explain,t-test,,,,,
pos_prop_X,human-create,t-test,,,,,
pos_prop_X,continue-explain,t-test,,,,,
pos_prop_X,continue-create,t-test,,,,,
pos_prop_X,explain-create,t-test,,,,,
pos_prop_PART,human-continue,t-test,,,,,
pos_prop_PART,human-explain,t-test,,,,,
pos_prop_PART,human-create,t-test,,,,,
pos_prop_SYM,human-continue,t-test,,,,,
pos_prop_SYM,human-explain,t-test,,,,,
pos_prop_SYM,human-create,t-test,,,,,
pos_prop_SYM,continue-explain,t-test,,,,,
pos_prop_SYM,continue-create,t-test,,,,,
pos_prop_SYM,explain-create,t-test,,,,,
pos_prop_NUM,human-continue,t-test,,,,,
pos_prop_NUM,human-explain,t-test,,,,,
pos_prop_NUM,human-create,t-test,,,,,
pos_prop_NUM,continue-explain,t-test,,,,,
pos_prop_NUM,continue-create,t-test,,,,,
pos_prop_NUM,explain-create,t-test,,,,,
duplicate_paragraph_chr_fraction,human-continue,t-test,,,,,
duplicate_paragraph_chr_fraction,human-explain,t-test,,,,,
duplicate_paragraph_chr_fraction,human-create,t-test,,,,,
duplicate_paragraph_chr_fraction,continue-explain,t-test,,,,,
duplicate_paragraph_chr_fraction,continue-create,t-test,,,,,
duplicate_paragraph_chr_fraction,explain-create,t-test,,,,,
pos_prop_PROPN,human-continue,t-test,,,,,
pos_prop_PROPN,human-explain,t-test,,,,,
pos_prop_PROPN,human-create,t-test,,,,,
pos_prop_PROPN,continue-explain,t-test,,,,,
pos_prop_PROPN,continue-create,t-test,,,,,
pos_prop_PROPN,explain-create,t-test,,,,,
pos_prop_SPACE,human-continue,t-test,,,,,
pos_prop_SPACE,human-explain,t-test,,,,,
pos_prop_SPACE,human-create,t-test,,,,,
pos_prop_SPACE,continue-explain,t-test,,,,,
pos_prop_SPACE,continue-create,t-test,,,,,
pos_prop_SPACE,explain-create,t-test,,,,,
