feature,persona,test,t-statistic,pvalue,bon,bh
sentence_length_std,human-create,t,17.41541770314074,8.680794885969941e-55,6.250172317898358e-53,1.6598400926364291e-13
duplicate_ngram_chr_fraction_5,human-explain,t,-16.884447060353807,1.2379846490128974e-53,8.913489472892861e-52,8.2665354437681245e-19
type_token_ratio,human-explain,t,16.597904051209593,3.213552355870318e-53,2.313757696226629e-51,1.792076894813964e-18
dependency_distance_mean,explain-create,mannwhitneyu,132521.0,8.200124809899417e-51,5.904089863127581e-49,0.0005571130733313974
pos_prop_VERB,human-continue,t,-16.256154672422102,8.83555334793107e-51,6.36159841051037e-49,5.713618092595791e-13
mtld,explain-create,mannwhitneyu,61608.0,2.732463384062164e-46,1.967373636524758e-44,0.0019585678246982897
dependency_distance_mean,continue-explain,mannwhitneyu,34944.0,8.414239116762853e-46,6.058252164069254e-44,2.4086981739951204e-05
dependency_distance_std,human-create,t,15.038911239892501,4.2409152541323455e-45,3.053458982975289e-43,1.0181359080416294e-07
pos_prop_VERB,human-explain,t,-14.838274754317693,1.3987560980851255e-43,1.0071043906212903e-41,4.048171350322071e-14
sentence_length_mean,continue-explain,mannwhitneyu,36286.5,2.402455437876411e-43,1.7297679152710158e-41,6.296762303748374e-05
duplicate_ngram_chr_fraction_6,human-explain,t,-14.134336447477326,7.805425578678468e-40,5.619906416648497e-38,3.206419214285536e-10
mean_word_length,human-create,mannwhitneyu,38822.0,6.740661917549323e-39,4.853276580635513e-37,9.09224035923596e-06
type_token_ratio,human-continue,t,13.65182833688907,1.1732121219373774e-38,8.447127277949118e-37,2.849085232848035e-08
token_length_median,human-create,t,-13.49639223499377,1.3906196405602422e-37,1.0012461412033744e-35,4.2395943278378655e-05
yules_k,explain-create,t,-13.276375644728905,1.2244054368055266e-36,8.815719144999791e-35,0.02348550337772266
mean_word_length,human-continue,mannwhitneyu,41297.0,8.525338663392856e-35,6.1382438376428566e-33,5.635529604296412e-07
token_length_median,human-continue,t,-12.667333896317249,1.21783346620289e-33,8.768400956660807e-32,3.177411895321672e-06
first_order_coherence,explain-create,t,11.948354407558298,3.853258748487002e-30,2.7743462989106413e-28,0.034893497685773774
duplicate_ngram_chr_fraction_7,human-explain,t,-11.96147083597279,5.525712040091704e-30,3.9785126688660267e-28,8.215422132605674e-07
prop_adjacent_dependency_relation_mean,human-continue,mannwhitneyu,44433.0,6.1419455260425924e-30,4.422200778750666e-28,5.1913894445557485e-05
mean_word_length,human-explain,mannwhitneyu,44605.0,1.1059729086514779e-29,7.963004942290641e-28,1.0080648747086337e-06
mtld,human-create,mannwhitneyu,76575.5,1.8534994023483585e-28,1.3345195696908182e-26,0.001707457667313644
proportion_unique_tokens,explain-create,t,-11.376568531309001,8.26509472000751e-28,5.950868198405407e-26,0.14100325831057545
second_order_coherence,explain-create,t,11.104523532154687,1.2073322308278027e-26,8.69279206196018e-25,0.15823301680428728
proportion_unique_tokens,human-create,t,11.079237993031757,1.214197537294417e-26,8.742222268519802e-25,0.015872050767938052
sentence_length_median,continue-explain,t,-11.02818101449354,1.9480779536893672e-26,1.4026161266563444e-24,0.1110088532569467
n_sentences,continue-explain,t,10.872355734740534,1.1113808744853181e-25,8.00194229629429e-24,0.13090451079750923
second_order_coherence,human-create,t,-10.83152397434542,1.3059228980885943e-25,9.402644866237878e-24,0.038812172839985615
yules_k,human-explain,t,10.885938160232385,1.7486162663383579e-25,1.2590037117636177e-23,0.000223312359563803
oov_ratio,human-continue,t,10.63172788590876,1.1269219853235589e-24,8.113838294329623e-23,0.03219122198437218
connectives,explain-create,t,10.529655147045958,2.2100532187544365e-24,1.5912383175031942e-22,0.48436495616692804
pos_prop_CCONJ,human-explain,t,-10.216091390074709,5.344866922234458e-23,3.8483041840088095e-21,0.003788238048653795
pos_prop_DET,human-explain,mannwhitneyu,49477.5,6.395651144666964e-23,4.6048688241602144e-21,0.004712977816221597
sentence_length_std,continue-create,t,-10.172534872073069,7.501039999103741e-23,5.4007487993546935e-21,0.2707208838359279
pos_prop_ADJ,human-continue,mannwhitneyu,50104.0,4.064159191858557e-22,2.926194618138161e-20,0.1900095603291511
prop_adjacent_dependency_relation_mean,human-create,mannwhitneyu,50455.0,1.1279827230290457e-21,8.121475605809129e-20,0.4318712206197721
simpson_diversity,human-continue,mannwhitneyu,50502.5,1.2937007277178986e-21,9.31464523956887e-20,0.42387360550913405
pos_prop_ADP,continue-explain,t,-9.813275551583397,1.485711074107371e-21,1.0697119733573071e-19,0.685878170844776
mtld,continue-create,mannwhitneyu,83810.0,1.926320738849169e-21,1.3869509319714016e-19,0.3389973366395958
pos_prop_ADV,continue-create,t,9.781006228701763,2.00116437793226e-21,1.4408383521112271e-19,0.5661444228712373
syllables_per_token_median,human-create,t,-9.869694315142864,5.605937635843546e-21,4.036275097807353e-19,0.763108593906544
first_order_coherence,continue-create,t,9.658389978723177,6.724668259032969e-21,4.841761146503738e-19,0.7191109123207555
first_order_coherence,human-create,t,-9.63189808949565,7.43888132039529e-21,5.355994550684609e-19,1.1920941484582146
sentence_length_mean,explain-create,mannwhitneyu,113245.0,2.8481993003521446e-20,2.050703496253544e-18,
second_order_coherence,continue-create,t,9.469674555209911,3.1873363628943595e-20,2.2948821812839388e-18,
n_characters,human-explain,mannwhitneyu,51690.5,3.758833085880294e-20,2.7063598218338116e-18,1.0150551866225113
pos_prop_NOUN,human-create,t,-9.287820473026242,1.5094051130187578e-19,1.0867716813735056e-17,
pos_prop_NOUN,human-explain,t,-9.25018277040307,2.1814468532165885e-19,1.5706417343159437e-17,1.1076923076923078
type_token_ratio,explain-create,t,-9.127185888076509,4.2524495206528237e-19,3.061763654870033e-17,
prop_adjacent_dependency_relation_std,human-explain,t,9.189950205034958,4.977991374483233e-19,3.584153789627928e-17,
shannon_entropy,human-continue,t,9.093450626973983,7.287507502027153e-19,5.24700540145955e-17,
token_length_median,human-explain,t,-9.086459203641912,7.822779437198951e-19,5.632401194783245e-17,
n_unique_tokens,explain-create,mannwhitneyu,53281.5,2.80595605296478e-18,2.0202883581346416e-16,
duplicate_ngram_chr_fraction_8,human-explain,t,-8.967046291616064,3.0010754276577562e-18,2.1607743079135846e-16,
n_stop_words,human-explain,mannwhitneyu,53370.5,3.556078827778921e-18,2.560376756000823e-16,
pos_prop_AUX,human-explain,t,-8.854150528813763,5.4012230907668054e-18,3.8888806253520997e-16,
dependency_distance_mean,human-create,t,8.909962576464405,6.59653361273551e-18,4.749504201169567e-16,
duplicate_ngram_chr_fraction_5,human-continue,t,-8.771302829914902,1.3488745434733225e-17,9.711896713007922e-16,
yules_k,continue-create,t,-8.643728731317472,2.2688662290932138e-17,1.633583684947114e-15,
syllables_per_token_median,human-continue,t,-8.767202541452024,2.4929009282625776e-17,1.794888668349056e-15,
type_token_ratio,human-create,t,8.509937635026404,6.933282648334661e-17,4.991963506800956e-15,
connectives,continue-create,t,8.532798448248398,7.117398180692557e-17,5.124526690098641e-15,
pos_prop_ADP,explain-create,t,8.508443967170734,8.682278316318755e-17,6.251240387749504e-15,
pos_prop_SCONJ,continue-explain,mannwhitneyu,54874.0,1.6919422128554025e-16,1.2181983932558898e-14,
token_length_mean,human-create,mannwhitneyu,55313.5,5.037254805194481e-16,3.6268234597400264e-14,
oov_ratio,human-create,t,8.134012184594667,1.5887852882818461e-15,1.1439254075629292e-13,
n_tokens,human-explain,mannwhitneyu,55949.5,2.368810117144962e-15,1.7055432843443726e-13,
pos_prop_NOUN,human-continue,t,-8.05986103324269,2.8030536780467774e-15,2.0181986481936798e-13,
n_unique_tokens,continue-explain,t,7.915020215047378,8.804368909397878e-15,6.339145614766472e-13,
syllables_per_token_median,human-explain,t,-7.892553849606672,1.46183965428297e-14,1.0525245510837385e-12,
yules_k,human-continue,t,7.828347772358333,1.7052931761277528e-14,1.227811086811982e-12,
pos_prop_ADV,human-create,t,7.713749541008908,4.149600231591073e-14,2.9877121667455724e-12,
coleman_liau_index,human-create,mannwhitneyu,57524.0,9.39611084514574e-14,6.765199808504932e-12,
dependency_distance_mean,human-continue,mannwhitneyu,107110.0,1.4829485167646272e-13,1.0677229320705317e-11,
prop_adjacent_dependency_relation_mean,explain-create,t,7.534332125783935,1.5414430421518724e-13,1.1098389903493481e-11,
n_stop_words,human-continue,t,-7.528209054108563,1.7458277505153805e-13,1.256995980371074e-11,
shannon_entropy,human-create,t,7.33028567991962,5.567513275398273e-13,4.008609558286756e-11,
duplicate_ngram_chr_fraction_5,human-create,t,-7.320025026089789,8.59800158629818e-13,6.19056114213469e-11,
duplicate_ngram_chr_fraction_5,continue-explain,t,-7.168419427264408,1.713004080657917e-12,1.2333629380737003e-10,
token_length_mean,human-continue,t,-7.147669573109825,2.023994956716166e-12,1.4572763688356396e-10,
oov_ratio,continue-explain,t,-7.064899245069951,3.4657598003038316e-12,2.4953470562187587e-10,
duplicate_ngram_chr_fraction_9,human-explain,t,-7.044643166031272,4.519119829707315e-12,3.253766277389267e-10,
duplicate_ngram_chr_fraction_6,human-continue,t,-6.983265334481784,6.821500276760506e-12,4.911480199267564e-10,
syllables_per_token_mean,human-create,t,-6.947429982625013,7.92293795364255e-12,5.704515326622636e-10,
rix,continue-explain,mannwhitneyu,59637.0,9.306561926936567e-12,6.700724587394328e-10,
simpson_diversity,human-create,mannwhitneyu,60425.5,4.676067994446866e-11,3.3667689560017434e-09,
connectives_cap,continue-explain,t,6.642881451843804,5.6625136611235064e-11,4.0770098360089246e-09,
coleman_liau_index,human-continue,t,-6.635562085870766,6.15541770601756e-11,4.431900748332643e-09,
n_stop_words,continue-create,t,6.555050965889627,1.0003191112148034e-10,7.2022976007465846e-09,
proportion_unique_tokens,continue-create,mannwhitneyu,60891.5,1.1834837856756519e-10,8.521083256864694e-09,
entropy,human-explain,mannwhitneyu,60918.0,1.2469408055554863e-10,8.977973799999501e-09,
prop_adjacent_dependency_relation_mean,continue-explain,t,-6.492746705826808,1.4764214742991345e-10,1.0630234614953768e-08,
duplicate_ngram_chr_fraction_6,continue-explain,t,-6.323643546695894,4.2266738151641543e-10,3.043205146918191e-08,
coleman_liau_index,human-explain,t,-6.252822300771928,6.740690023745971e-10,4.853296817097099e-08,
sentence_length_std,continue-explain,t,-6.179981812344013,1.015781964544973e-09,7.313630144723806e-08,
n_characters,human-continue,t,-6.159727998305158,1.3218274760745029e-09,9.51715782773642e-08,
connectives_cap,human-continue,t,-6.116534670128164,1.4967530831454464e-09,1.0776622198647214e-07,
duplicate_ngram_chr_fraction_6,human-create,t,-6.138548066694674,1.627167213587765e-09,1.1715603937831909e-07,
n_unique_tokens,human-explain,t,6.075784929991192,2.406765046466147e-09,1.732870833455626e-07,
n_sentences,explain-create,t,-6.040596197608394,2.465031382436229e-09,1.7748225953540848e-07,
prop_adjacent_dependency_relation_std,explain-create,t,-6.005985667748108,2.8910634347127068e-09,2.081565672993149e-07,
type_token_ratio,continue-create,t,-5.936857176664363,3.999066832918427e-09,2.879328119701268e-07,
prop_adjacent_dependency_relation_std,human-continue,t,5.94880463537579,4.215486371298226e-09,3.035150187334723e-07,
duplicate_ngram_chr_fraction_10,human-explain,t,-5.936864075751956,4.5789023621100634e-09,3.296809700719246e-07,
lix,human-explain,t,-5.891164593823273,6.222202123629352e-09,4.479985529013134e-07,
sentence_length_mean,human-continue,t,5.897765895275279,6.918192942180285e-09,4.981098918369805e-07,
pos_prop_ADP,human-continue,mannwhitneyu,101472.0,1.1871188470200145e-08,8.547255698544104e-07,
entropy,continue-create,t,5.759866401857486,1.2068060058212923e-08,8.689003241913305e-07,
syllables_per_token_mean,human-continue,t,-5.6960905489568034,1.7258614113829004e-08,1.2426202161956884e-06,
token_length_mean,human-explain,mannwhitneyu,63649.5,1.952793627415747e-08,1.406011411739338e-06,
duplicate_ngram_chr_fraction_7,human-continue,t,-5.6243250786736745,2.71243122035102e-08,1.9529504786527345e-06,
duplicate_ngram_chr_fraction_7,continue-explain,t,-5.599571183527489,2.946952544202552e-08,2.1218058318258375e-06,
gunning_fog,human-create,t,-5.577419236960726,3.5351941251445465e-08,2.5453397701040733e-06,
pos_prop_ADJ,continue-explain,mannwhitneyu,100663.5,4.771259078319051e-08,3.435306536389717e-06,
simpson_diversity,human-explain,mannwhitneyu,64622.5,1.0096096789443233e-07,7.2691896883991275e-06,
lix,human-create,mannwhitneyu,64775.0,1.2965166438426642e-07,9.334919835667183e-06,
proportion_unique_tokens,continue-explain,mannwhitneyu,100047.5,1.3254005020372092e-07,9.542883614667906e-06,
duplicate_ngram_chr_fraction_7,human-create,t,-5.344904835854144,1.3645281398659943e-07,9.82460260703516e-06,
shannon_entropy,continue-explain,t,-5.240429221889121,2.0471224600465617e-07,1.4739281712335245e-05,
pos_prop_ADV,explain-create,t,5.235315583078959,2.1154041608048968e-07,1.5230909957795256e-05,
doc_length,human-explain,mannwhitneyu,65146.5,2.3636134806596142e-07,1.7018017060749222e-05,
pos_prop_ADV,continue-explain,t,5.198756340590957,2.547941283333747e-07,1.834517724000298e-05,
top_ngram_chr_fraction_3,human-continue,t,-5.195695784740037,2.582951068635855e-07,1.8597247694178158e-05,
duplicate_ngram_chr_fraction_5,explain-create,t,5.19688310788958,2.6237318728458275e-07,1.8890869484489958e-05,
n_characters,human-create,t,-5.204580840629702,2.6444576443146916e-07,1.904009503906578e-05,
sentence_length_std,explain-create,t,-5.167952127758148,3.058793400795526e-07,2.2023312485727787e-05,
connectives,human-explain,t,-5.112191969150505,4.107711066302837e-07,2.9575519677380424e-05,
top_ngram_chr_fraction_4,human-explain,t,-5.062553197296082,5.158443004999927e-07,3.714078963599948e-05,
gunning_fog,human-explain,t,-5.064485444706471,5.320342394295566e-07,3.830646523892808e-05,
mtld,continue-explain,t,5.040196752116255,5.513753511320605e-07,3.969902528150835e-05,
sentence_length_median,explain-create,t,5.018445100349424,6.496774852004836e-07,4.677677893443482e-05,
connectives_cap,continue-create,t,4.980575523941664,7.758265477281654e-07,5.585951143642791e-05,
simpson_diversity,continue-explain,mannwhitneyu,98829.0,9.075726847232261e-07,6.534523330007227e-05,
pos_prop_ADJ,human-explain,mannwhitneyu,66186.5,1.1920087986385353e-06,8.582463350197454e-05,
n_tokens,human-continue,t,-4.861983969149111,1.5004445061241229e-06,0.00010803200444093685,
alpha_ratio,continue-explain,t,4.807567161434437,1.8213389453814947e-06,0.00013113640406746762,
token_length_median,explain-create,t,-4.7903538782273705,1.9803960075118537e-06,0.00014258851254085348,
n_sentences,human-continue,t,-4.8020913649947845,2.0260318776232185e-06,0.00014587429518887174,
oov_ratio,human-explain,t,4.695821950243442,3.1609517786803365e-06,0.00022758852806498424,
pos_prop_ADP,human-create,mannwhitneyu,97890.0,3.6621523669144844e-06,0.00026367497041784285,
syllables_per_token_mean,human-explain,t,-4.6488473990623165,3.912004570517111e-06,0.00028166432907723204,
yules_k,continue-explain,t,4.627341503604315,4.214789771845266e-06,0.00030346486357285914,
automated_readability_index,human-explain,t,-4.604530091323021,4.992476033304e-06,0.000359458274397888,
mtld,human-continue,mannwhitneyu,107253.0,7.954842956475657e-06,0.0005727486928662473,
n_tokens,continue-explain,mannwhitneyu,97337.5,8.028993913317068e-06,0.0005780875617588289,
duplicate_ngram_chr_fraction_8,human-create,t,-4.433531085220421,1.1380345405295678e-05,0.0008193848691812888,
dependency_distance_std,continue-create,t,-4.37693032446092,1.3767034028596998e-05,0.0009912264500589838,
oov_ratio,explain-create,t,4.348387796742804,1.551644674473324e-05,0.0011171841656207934,
doc_length,continue-explain,mannwhitneyu,96793.0,1.696769919677494e-05,0.0012216743421677957,
prop_adjacent_dependency_relation_std,human-create,t,4.31430584776202,1.8253808911524145e-05,0.0013142742416297384,
n_stop_words,continue-explain,mannwhitneyu,96667.5,2.008183374196876e-05,0.001445892029421751,
duplicate_ngram_chr_fraction_8,continue-explain,t,-4.252550048867706,2.3612858639056405e-05,0.001700125822012061,
shannon_entropy,human-explain,t,4.241923238982528,2.4747286876680867e-05,0.0017818046551210224,
sentence_length_median,continue-create,t,-4.22872110353125,2.6486006642650504e-05,0.0019069924782708363,
duplicate_ngram_chr_fraction_8,human-continue,t,-4.228217897855758,2.6677973534522598e-05,0.001920814094485627,
flesch_reading_ease,human-create,t,4.196058999175851,3.063313460164448e-05,0.0022055856913184026,
alpha_ratio,continue-create,t,4.127587456909235,4.0502119311183925e-05,0.0029161525904052425,
top_ngram_chr_fraction_4,human-continue,t,-4.119305396145633,4.190778312256933e-05,0.003017360384824992,
pos_prop_ADV,human-explain,t,4.0921966857212935,4.8200381519067186e-05,0.0034704274693728374,
n_characters,continue-explain,mannwhitneyu,95910.0,5.409387348529267e-05,0.003894758890941072,
lix,human-continue,t,-4.029628762753244,6.25562974284239e-05,0.004504053414846521,
sentence_length_median,human-explain,t,-3.835588892197506,0.00014050531108574955,0.010116382398173968,
rix,human-explain,mannwhitneyu,69707.0,0.00014267178527687413,0.010272368539934938,
prop_adjacent_dependency_relation_std,continue-explain,t,3.8164985078585,0.00014587339449070825,0.010502884403330994,
pos_prop_PUNCT,continue-create,t,-3.801758415845111,0.0001548521194566136,0.01114935260087618,
duplicate_line_chr_fraction,explain-create,mannwhitneyu,79576.0,0.00016249131305499093,0.011699374539959347,
duplicate_line_chr_fraction,continue-create,mannwhitneyu,79576.0,0.00016249131305499093,0.011699374539959347,
sentence_length_mean,continue-create,t,-3.7852380893745385,0.00016637994072455953,0.011979355732168287,
simpson_diversity,continue-create,mannwhitneyu,94965.0,0.00017374236399207558,0.012509450207429442,
automated_readability_index,human-create,mannwhitneyu,69895.0,0.0001787980874774947,0.012873462298379618,
top_ngram_chr_fraction_3,human-create,t,-3.7595793939995943,0.000182464141498142,0.013137418187866224,
duplicate_ngram_chr_fraction_9,human-create,t,-3.7657219121751884,0.0001858786150630753,0.013383260284541423,
n_sentences,continue-create,t,3.7226502400492807,0.00021092083560417488,0.015186300163500591,
connectives,human-continue,t,-3.7155348285147207,0.00021839264552543088,0.015724270477831023,
flesch_kincaid_grade,human-create,t,-3.715522038632842,0.00021946087221860202,0.015801182799739345,
duplicate_ngram_chr_fraction_6,explain-create,t,3.7069594320598,0.00022611618998996,0.01628036567927712,
sentence_length_mean,human-create,t,3.7088812227587473,0.00022862558793378544,0.01646104233123255,
entropy,human-continue,t,-3.680130787187999,0.00025400907368439065,0.018288653305276126,
token_length_median,continue-explain,t,3.617454167125011,0.0003159682286980032,0.02274971246625623,
entropy,continue-explain,mannwhitneyu,94058.0,0.0004958258864051629,0.03569946382117173,
gunning_fog,human-continue,t,-3.44959860236566,0.000596263948766309,0.04293100431117425,
shannon_entropy,explain-create,t,3.433809082952091,0.0006256536106675093,0.04504705996806067,
duplicate_ngram_chr_fraction_9,continue-explain,t,-3.401764649360163,0.0007024997806329955,0.050579984205575676,
duplicate_ngram_chr_fraction_10,human-create,t,-3.4054993301945546,0.0007142548220882896,0.05142634719035685,
pos_prop_PUNCT,explain-create,t,-3.3345026278707732,0.0008948334465812693,0.06442800815385138,
dependency_distance_std,explain-create,t,-3.3335320446029164,0.000906610488546496,0.0652759551753477,
top_ngram_chr_fraction_2,human-create,t,-3.3248139479813523,0.0009248729031282239,0.06659084902523212,
duplicate_ngram_chr_fraction_9,human-continue,t,-3.2766070047874387,0.001101274232087425,0.0792917447102946,
duplicate_ngram_chr_fraction_10,continue-explain,t,-3.2682995486458304,0.001127924434232673,0.08121055926475246,
entropy,explain-create,mannwhitneyu,93259.0,0.0011790150655847913,0.08488908472210498,
rix,explain-create,mannwhitneyu,93247.0,0.001193952364882734,0.08596457027155684,
automated_readability_index,continue-explain,t,-3.249511747012947,0.0012037575092205656,0.08667054066388072,
n_tokens,human-create,t,-3.2352419464745528,0.0012840509538666488,0.09245166867839871,
top_ngram_chr_fraction_3,human-explain,t,-3.2214878500349355,0.001328440435038489,0.0956477113227712,
flesch_kincaid_grade,human-explain,mannwhitneyu,72058.0,0.0019353735073218514,0.1393468925271733,
symbol_to_word_ratio_#,human-continue,mannwhitneyu,84245.0,0.0025781064497782773,0.18562366438403596,
symbol_to_word_ratio_#,human-explain,mannwhitneyu,84245.0,0.0025781064497782773,0.18562366438403596,
flesch_reading_ease,human-explain,t,2.9508811366348846,0.0032729012612649983,0.23564889081107987,
connectives,human-create,t,2.934229193100327,0.0034566236136280267,0.2488769001812179,
rix,continue-create,mannwhitneyu,72813.5,0.004054342063908092,0.2919126286013826,
n_stop_words,explain-create,mannwhitneyu,91915.5,0.004483914316719271,0.3228418308037875,
gunning_fog,continue-create,t,-2.8498109189091525,0.004485549791497444,0.32295958498781596,
token_length_mean,explain-create,mannwhitneyu,72926.0,0.0045080406611952934,0.3245789276060611,
type_token_ratio,continue-explain,t,2.7805105868563778,0.005532846716481467,0.3983649635866656,
symbol_to_word_ratio_#,explain-create,mannwhitneyu,80997.0,0.007939636999851533,0.5716538639893104,
symbol_to_word_ratio_#,continue-create,mannwhitneyu,80997.0,0.007939636999851533,0.5716538639893104,
lix,continue-explain,t,-2.6468542299273468,0.008282274715168689,0.5963237794921457,
n_tokens,continue-create,t,2.639143122770721,0.00847140618198568,0.609941245102969,
top_ngram_chr_fraction_4,human-create,t,-2.608721636642289,0.009258696281297198,0.6666261322533982,
syllables_per_token_median,explain-create,t,-2.6013902775610878,0.009502794902924515,0.6842012330105651,
pos_prop_NOUN,continue-create,t,-2.5891140573570115,0.009811955698549606,0.7064608102955716,
top_ngram_chr_fraction_2,explain-create,t,-2.5677849399647714,0.01043800150121007,0.7515361080871251,
lix,continue-create,mannwhitneyu,73860.5,0.010449316482166196,0.7523507867159661,
n_sentences,human-create,t,-2.557528679477416,0.010794829636977716,0.7772277338623955,
mean_word_length,explain-create,mannwhitneyu,73982.0,0.011594968944666323,0.8348377640159753,
top_ngram_chr_fraction_3,continue-explain,t,2.493298440044736,0.012863619522587898,0.9261806056263286,
n_stop_words,human-create,t,-2.483186050797387,0.013254744822684017,0.9543416272332492,
duplicate_ngram_chr_fraction_7,explain-create,t,2.4525108277970804,0.014438916512777226,1.0396019889199604,
pos_prop_PRON,human-explain,t,2.429485464500664,0.015418047267480549,1.1100994032585996,
automated_readability_index,human-continue,t,-2.4020990952428067,0.016591340786624116,1.1945765366369363,
syllables_per_token_mean,explain-create,t,-2.3924959297859725,0.016962116930584473,1.221272419002082,
top_ngram_chr_fraction_2,continue-create,t,-2.3845162224624024,0.017334596067107823,1.2480909168317633,
duplicate_ngram_chr_fraction_10,human-continue,t,-2.366955076251699,0.018194018980467498,1.3099693665936598,
automated_readability_index,continue-create,mannwhitneyu,74604.0,0.019381544337317248,1.395471192286842,
flesch_reading_ease,human-continue,t,2.3127793897108986,0.021013714350909617,1.5129874332654925,
flesch_reading_ease,continue-create,t,2.292835276509968,0.02211367263453414,1.5921844296864582,
doc_length,continue-create,t,2.275075952372719,0.02316210724266285,1.6676717214717252,
n_unique_tokens,human-create,mannwhitneyu,74888.5,0.02425760802499101,1.7465477777993526,
coleman_liau_index,explain-create,mannwhitneyu,74928.0,0.025015953703991182,1.801148666687365,
duplicate_paragraph_chr_fraction,continue-create,mannwhitneyu,81403.0,0.025059460420630876,1.804281150285423,
duplicate_paragraph_chr_fraction,explain-create,mannwhitneyu,81403.0,0.025059460420630876,1.804281150285423,
duplicate_paragraph_chr_fraction,human-create,mannwhitneyu,81403.0,0.025059460420630876,1.804281150285423,
prop_adjacent_dependency_relation_mean,continue-create,t,2.2277356040195104,0.026201708934643356,1.8865230432943216,
first_order_coherence,continue-explain,t,-2.206091759494493,0.027661505644177405,1.9916284063807732,
flesch_kincaid_grade,human-continue,t,-2.2031537427311254,0.02791938469015072,2.0101956976908517,
per_word_perplexity,continue-explain,t,2.149285596787892,0.03216920376289057,2.316182670928121,
pos_prop_ADP,human-explain,mannwhitneyu,75291.0,0.03296308640246784,2.373342220977684,
gunning_fog,continue-explain,t,-2.132444856016957,0.03327099263378976,2.3955114696328628,
dependency_distance_mean,continue-create,mannwhitneyu,89473.0,0.034773431094508624,2.503687038804621,
oov_ratio,continue-create,t,-2.073573689757188,0.038444120282134564,2.7679766603136886,
proportion_bullet_points,human-create,t,2.049357596383097,0.04098380036637084,2.9508336263787003,
prop_adjacent_dependency_relation_std,continue-create,t,-2.0444554622097986,0.04123140179100737,2.9686609289525308,
flesch_kincaid_grade,continue-create,t,-2.023320225075905,0.04336810835410848,3.1225038014958106,
duplicate_ngram_chr_fraction_10,continue-create,t,-2.0231424324352445,0.0435219864161727,3.1335830219644345,
duplicate_line_chr_fraction,human-continue,mannwhitneyu,83230.0,0.045234422483879135,3.256878418839298,
duplicate_line_chr_fraction,human-explain,mannwhitneyu,83230.0,0.045234422483879135,3.256878418839298,
rix,human-create,t,-1.9938071598897233,0.04661209111478172,3.3560705602642837,
perplexity,continue-explain,t,1.9956501084372307,0.04661499170956824,3.356279403088913,
flesch_kincaid_grade,continue-explain,mannwhitneyu,76019.5,0.05555169379260751,3.9997219530677404,
pos_prop_NOUN,explain-create,t,-1.899706668357496,0.05788268002136624,4.1675529615383695,
per_word_perplexity,continue-create,t,1.8993531412906606,0.05814319870019044,4.186310306413712,
top_ngram_chr_fraction_4,explain-create,t,1.8528686141262425,0.0642991213922895,4.629536740244843,
pos_prop_VERB,continue-explain,t,1.8388923219231157,0.06629695402845429,4.773380690048708,
proportion_bullet_points,human-explain,t,1.836547085984857,0.06678177008398054,4.808287446046599,
doc_length,human-continue,t,-1.8083984526477466,0.07108733331329704,5.1182879985573875,
duplicate_ngram_chr_fraction_9,continue-create,t,-1.7855093366942116,0.07468767420005941,5.377512542404277,
sentence_length_mean,human-explain,mannwhitneyu,76481.0,0.07566073320768753,5.447572790953502,
n_characters,explain-create,mannwhitneyu,76534.5,0.07833514350587525,5.640130332423018,
