human,ashuman,asmachine
27,20,19
50,19,19
47,30,39
24,16,26
42,21,16
33,21,46
28,27,36
30,39,33
32,19,35
33,18,32
30,17,21
25,17,29
33,17,35
34,23,22
40,22,24
35,25,23
49,35,20
20,25,18
32,18,25
36,22,18
33,20,40
28,18,20
30,22,21
31,18,16
21,19,19
44,21,25
42,21,19
51,17,38
36,18,18
40,33,30
23,17,32
35,21,18
29,22,21
20,19,17
22,24,24
25,18,23
11,35,36
30,18,51
29,22,20
35,19,19
28,22,22
25,19,37
28,24,17
30,18,29
24,21,19
35,18,33
27,22,23
29,24,33
29,22,19
33,40,22
38,22,18
43,20,30
38,16,19
27,20,23
37,20,45
31,20,43
33,18,22
48,23,27
38,23,15
30,17,18
25,21,18
42,19,31
31,20,16
22,21,27
30,21,19
47,21,21
26,32,18
32,20,19
28,19,20
32,20,20
35,36,19
18,18,21
41,17,30
36,34,22
27,20,39
36,26,22
26,19,23
28,18,22
26,19,20
34,42,17
27,18,19
24,17,19
44,22,20
47,27,34
45,18,33
43,19,19
22,19,22
25,34,30
41,24,27
43,16,18
26,25,20
28,22,23
32,30,20
30,17,18
25,19,17
35,24,20
30,25,23
29,38,22
47,22,23
27,20,19
